          1.9118        0.945547         1.27574
        -1.77313        -1.13553       -0.129199
         1.63527       -0.956524         1.02564
       0.0967004       -0.699108         1.69693
        -0.35557         -1.7374        0.278081
         1.45654        -1.42134        -1.35225
        -1.40851          -2.443       -0.103561
         1.50999       -0.777753        0.976218
        -1.02936       -0.776276         0.32224
       -0.741653       -0.222731         1.34174
         -1.3261        0.691717        -1.09593
        -2.02098        0.750505         0.72629
       -0.334968        0.426824       -0.501376
         1.93661        0.443875        -2.76525
        0.522312         1.20647        -2.29999
       -0.316347        -1.65022        -1.67565
       -0.853112         2.20894          2.1625
         1.20094        0.918678       0.0811646
      -0.0603911        0.352835        -2.03283
       -0.781956       -0.435616         1.56135
          2.1503         2.03842        0.149354
        -1.80924        0.757824        -1.15594
        0.970259       -0.973968        -1.16753
         0.72996        -1.78412        0.281822
         2.06212        -1.74367        -1.22827
       -0.992001         1.80632        0.897886
       -0.597599        0.934394          1.3928
       -0.821836       -0.729356       -0.465581
        -1.70413       0.0913488         0.61729
     -0.00880933        -1.96562       -0.571708
      -0.0410257       -0.140333       -0.429917
        -1.33326         1.23584         1.07327
        0.469538       0.0224635       -0.913808
        -1.39701       -0.380749         0.05902
         2.23004       -0.668185        -1.22306
          1.3789       -0.948822       -0.596723
        0.221727       -0.180447         1.02877
        0.959213         1.52085         2.13094
         1.26254        -0.32997         1.93761
        -2.14935        -0.91823       0.0719172
         0.06607        0.179384        0.390151
        -1.03326        0.847235       -0.500563
        -1.19538        0.706983        0.185312
        0.251144        -1.09898        0.713369
        0.275246        -2.02135        -2.25849
        -2.27851        -1.47392        0.451162
         2.79991        0.587371        -1.20732
         1.57394       -0.641579       -0.944733
        -2.39955         1.39012        -1.10267
         1.64629         0.84372       -0.130461
         1.31979        -1.23262        0.384722
        0.883285        0.271602        -1.56264
        0.337577       -0.856717         1.05349
       -0.142409        0.977906        0.895382
        -1.76858        0.421821        -2.55228
       -0.782937         1.11615        -0.98737
       -0.150799       -0.819333        -0.88793
        0.928026       -0.674981       -0.371104
      -0.0765083       -0.911149       -0.341213
         1.16536          1.4434        0.158108
        0.758226      -0.0178411        -2.10168
      -0.0934429       0.0688383         1.03846
         2.09815      -0.0231655      -0.0497571
       0.0989856        0.601476       -0.516656
        0.262503          -1.417         3.42574
       -0.867908     -0.00500197       -0.755404
       -0.327165       -0.128562        -2.17224
        0.227111        -1.21108        0.849442
         1.05817        -1.01023       -0.766505
        -1.35112         0.39962         1.61666
         3.19771        0.157675        -0.13354
        -1.34345       -0.385747        -2.01582
       -0.758041         1.32806       -0.756445
       -0.491733         1.41706        -1.17779
       -0.327943         1.87414         2.43414
      -0.0397599       -0.738437        0.806805
       -0.198887        0.756297      -0.0844512
       -0.630413       -0.820453       -0.641118
       -0.556561         1.08312         2.36965
        -1.93184         1.46313        -2.91338
        -1.61058       -0.379536        0.837996
       -0.159392         1.08459        -1.14037
       -0.664677         1.13514      -0.0698087
        -1.55294       -0.210437         1.14068
         1.54363         1.26932         0.77395
      -0.0145299        -1.04619       -0.243429
         1.84615        0.500156        0.620887
        0.157202        0.991819        0.774654
         1.68304       -0.955237        -1.12732
       -0.487374        0.623951        -1.40971
        -2.54685        0.644629       0.0515388
        0.293864        -1.06518         1.03545
       -0.230789         0.50837          3.2698
        0.498817        0.318547         1.16819
         1.07134        0.130729        0.885719
       -0.836119        -1.04524         1.36565
        -1.10802       -0.848874        -1.73378
         1.41277        0.712418         1.25893
        0.453744       -0.564395       -0.154172
       -0.728472        0.455131        0.637378
         1.93056         1.47191        -1.05546
         1.10662         1.01956        0.778358
       -0.285623        0.416366        0.671906
        0.854008         0.63698         3.65098
        0.237216       -0.517702        0.767917
        -1.29379       -0.375043        -1.79875
        -2.60061        0.867342        -2.01297
      -0.0189103        -1.55997       -0.165299
