BLOCK,ACTUAL_M,M_AVE,ERROR
1,3.608000e-01,3.608000e-01,0.000000e+00
2,4.820720e-01,4.214360e-01,4.287613e-02
3,4.604000e-01,4.344240e-01,3.048784e-02
4,3.811680e-01,4.211100e-01,2.560851e-02
5,4.273280e-01,4.223536e-01,2.051698e-02
6,4.182840e-01,4.216753e-01,1.710869e-02
7,3.976840e-01,4.182480e-01,1.500396e-02
8,4.083800e-01,4.170145e-01,1.317907e-02
9,3.909920e-01,4.141231e-01,1.202772e-02
10,4.646640e-01,4.191772e-01,1.183930e-02
11,4.838960e-01,4.250607e-01,1.213718e-02
12,4.661680e-01,4.284863e-01,1.159910e-02
13,3.371680e-01,4.214618e-01,1.265641e-02
14,4.186960e-01,4.212643e-01,1.175392e-02
15,4.010840e-01,4.199189e-01,1.104705e-02
16,3.966160e-01,4.184625e-01,1.045218e-02
17,3.835160e-01,4.164068e-01,1.003746e-02
18,3.828880e-01,4.145447e-01,9.651010e-03
19,3.979840e-01,4.136731e-01,9.182337e-03
20,3.611360e-01,4.110462e-01,9.091200e-03
21,4.300160e-01,4.119495e-01,8.703048e-03
22,4.161880e-01,4.121422e-01,8.309587e-03
23,4.392760e-01,4.133219e-01,8.031609e-03
24,4.377720e-01,4.143407e-01,7.761300e-03
25,3.368600e-01,4.112414e-01,8.045877e-03
26,3.556040e-01,4.091015e-01,8.015937e-03
27,3.728920e-01,4.077604e-01,7.830432e-03
28,4.636480e-01,4.097564e-01,7.801016e-03
29,2.952040e-01,4.058063e-01,8.473275e-03
30,5.030080e-01,4.090464e-01,8.788501e-03
31,4.408880e-01,4.100735e-01,8.564814e-03
32,4.315040e-01,4.107433e-01,8.323306e-03
33,4.541600e-01,4.120589e-01,8.174405e-03
34,5.196600e-01,4.152236e-01,8.524615e-03
35,4.181080e-01,4.153061e-01,8.281453e-03
36,5.305040e-01,4.185060e-01,8.647569e-03
37,3.998160e-01,4.180009e-01,8.428591e-03
38,4.072640e-01,4.177183e-01,8.211520e-03
39,4.002400e-01,4.172702e-01,8.013189e-03
40,4.796480e-01,4.188296e-01,7.963156e-03
41,4.249880e-01,4.189798e-01,7.770349e-03
42,3.892080e-01,4.182710e-01,7.617604e-03
43,2.988680e-01,4.154941e-01,7.930427e-03
44,3.716520e-01,4.144977e-01,7.812536e-03
45,3.309120e-01,4.126403e-01,7.856631e-03
46,4.074720e-01,4.125279e-01,7.686638e-03
47,4.076880e-01,4.124249e-01,7.523783e-03
48,4.286200e-01,4.127623e-01,7.374598e-03
49,4.686680e-01,4.139033e-01,7.311821e-03
50,2.989400e-01,4.116040e-01,7.518410e-03
51,3.600920e-01,4.105940e-01,7.438527e-03
52,3.733880e-01,4.098785e-01,7.329808e-03
53,3.641240e-01,4.090152e-01,7.242170e-03
54,4.595200e-01,4.099504e-01,7.168194e-03
55,4.170880e-01,4.100802e-01,7.039037e-03
56,4.875000e-01,4.114627e-01,7.047797e-03
57,4.403960e-01,4.119703e-01,6.942407e-03
58,4.003720e-01,4.117703e-01,6.825589e-03
59,4.689760e-01,4.127399e-01,6.778417e-03
60,3.736920e-01,4.120891e-01,6.696613e-03
61,3.766440e-01,4.115081e-01,6.611994e-03
62,3.290440e-01,4.101780e-01,6.637778e-03
63,4.513600e-01,4.108317e-01,6.564525e-03
64,4.033800e-01,4.107153e-01,6.462987e-03
65,4.993160e-01,4.120783e-01,6.505711e-03
66,3.613640e-01,4.113099e-01,6.452358e-03
67,3.894800e-01,4.109841e-01,6.364275e-03
68,4.440800e-01,4.114708e-01,6.289266e-03
69,3.389720e-01,4.104201e-01,6.285272e-03
70,4.138800e-01,4.104695e-01,6.195677e-03
71,4.434280e-01,4.109337e-01,6.125779e-03
72,4.344800e-01,4.112608e-01,6.049422e-03
73,3.712960e-01,4.107133e-01,5.991274e-03
74,5.201640e-01,4.121924e-01,6.090143e-03
75,3.185720e-01,4.109441e-01,6.135534e-03
76,4.439040e-01,4.113778e-01,6.070111e-03
77,4.087600e-01,4.113438e-01,5.991374e-03
78,3.445160e-01,4.104870e-01,5.975506e-03
79,3.385960e-01,4.095770e-01,5.968758e-03
80,3.897080e-01,4.093287e-01,5.899313e-03
81,3.945880e-01,4.091467e-01,5.829288e-03
82,3.895200e-01,4.089073e-01,5.763111e-03
83,4.380520e-01,4.092585e-01,5.704363e-03
84,4.823680e-01,4.101288e-01,5.702465e-03
85,4.336600e-01,4.104056e-01,5.642093e-03
86,3.189880e-01,4.093427e-01,5.675741e-03
87,4.483920e-01,4.097915e-01,5.628222e-03
88,3.554880e-01,4.091744e-01,5.597992e-03
89,3.970280e-01,4.090379e-01,5.536756e-03
90,3.573400e-01,4.084635e-01,5.504953e-03
91,4.659360e-01,4.090951e-01,5.480568e-03
92,3.707040e-01,4.086778e-01,5.436860e-03
93,4.636280e-01,4.092686e-01,5.410411e-03
94,3.638200e-01,4.087851e-01,5.374414e-03
95,4.104760e-01,4.088029e-01,5.317870e-03
96,4.106560e-01,4.088223e-01,5.262511e-03
97,4.145240e-01,4.088810e-01,5.208586e-03
98,3.860560e-01,4.086481e-01,5.160642e-03
99,4.803800e-01,4.093727e-01,5.159129e-03
100,4.539040e-01,4.098180e-01,5.126720e-03
