BLOCK,ACTUAL_X,X_AVE,ERROR
1,8.186030e-01,8.186030e-01,0.000000e+00
2,8.129545e-01,8.157788e-01,1.997041e-03
3,8.099606e-01,8.138394e-01,2.068821e-03
4,8.091545e-01,8.126682e-01,1.853730e-03
5,7.986424e-01,8.098630e-01,2.914505e-03
6,7.798333e-01,8.048581e-01,5.174307e-03
7,7.988333e-01,8.039974e-01,4.506133e-03
8,8.321455e-01,8.075159e-01,5.136010e-03
9,8.276636e-01,8.097545e-01,5.029613e-03
10,8.164697e-01,8.104261e-01,4.571260e-03
11,8.031879e-01,8.097680e-01,4.202783e-03
12,7.987970e-01,8.088538e-01,3.950742e-03
13,8.169303e-01,8.094751e-01,3.695364e-03
14,7.762636e-01,8.071028e-01,4.123124e-03
15,8.080273e-01,8.071644e-01,3.848709e-03
16,8.075000e-01,8.071854e-01,3.608222e-03
17,8.396485e-01,8.090950e-01,3.868421e-03
18,8.138030e-01,8.093566e-01,3.662340e-03
19,8.132606e-01,8.095620e-01,3.475345e-03
20,7.852909e-01,8.083485e-01,3.507064e-03
21,8.316455e-01,8.094579e-01,3.511143e-03
22,8.372909e-01,8.107230e-01,3.572209e-03
23,8.152121e-01,8.109182e-01,3.422224e-03
24,7.981364e-01,8.103856e-01,3.320813e-03
25,8.034515e-01,8.101082e-01,3.199543e-03
26,8.389030e-01,8.112157e-01,3.262532e-03
27,8.095000e-01,8.111522e-01,3.142316e-03
28,8.083758e-01,8.110530e-01,3.031654e-03
29,8.145061e-01,8.111721e-01,2.929452e-03
30,7.993303e-01,8.107774e-01,2.858273e-03
31,8.063848e-01,8.106357e-01,2.769581e-03
32,8.122212e-01,8.106852e-01,2.683475e-03
33,7.997970e-01,8.103553e-01,2.622363e-03
34,8.428212e-01,8.113102e-01,2.713522e-03
35,8.210242e-01,8.115877e-01,2.650148e-03
36,7.887788e-01,8.109541e-01,2.651188e-03
37,7.940485e-01,8.104972e-01,2.618610e-03
38,8.312939e-01,8.110445e-01,2.606262e-03
39,7.924182e-01,8.105669e-01,2.582824e-03
40,8.018030e-01,8.103478e-01,2.527530e-03
41,7.841455e-01,8.097087e-01,2.545396e-03
42,8.176152e-01,8.098970e-01,2.491743e-03
43,7.964788e-01,8.095849e-01,2.453257e-03
44,7.831818e-01,8.089848e-01,2.469800e-03
45,8.186788e-01,8.092003e-01,2.424292e-03
46,8.085758e-01,8.091867e-01,2.371628e-03
47,7.927333e-01,8.088366e-01,2.346862e-03
48,8.274273e-01,8.092239e-01,2.329709e-03
49,8.091515e-01,8.092224e-01,2.282164e-03
50,8.239879e-01,8.095178e-01,2.255546e-03
51,7.735333e-01,8.088122e-01,2.319054e-03
52,8.248788e-01,8.091212e-01,2.294948e-03
53,8.167545e-01,8.092652e-01,2.256162e-03
54,8.116879e-01,8.093100e-01,2.214827e-03
55,8.082545e-01,8.092909e-01,2.174640e-03
56,7.911030e-01,8.089661e-01,2.159924e-03
57,8.293667e-01,8.093240e-01,2.151480e-03
58,7.935970e-01,8.090528e-01,2.131404e-03
59,8.108394e-01,8.090831e-01,2.095493e-03
60,8.301212e-01,8.094337e-01,2.089698e-03
61,8.157788e-01,8.095378e-01,2.058028e-03
62,7.950182e-01,8.093036e-01,2.038115e-03
63,8.182818e-01,8.094461e-01,2.010740e-03
64,8.082545e-01,8.094275e-01,1.979408e-03
65,8.220970e-01,8.096224e-01,1.958529e-03
66,8.032303e-01,8.095255e-01,1.931248e-03
67,8.212030e-01,8.096998e-01,1.910272e-03
68,8.117939e-01,8.097306e-01,1.882428e-03
69,8.075485e-01,8.096990e-01,1.855412e-03
70,7.935121e-01,8.094677e-01,1.843259e-03
71,8.087212e-01,8.094572e-01,1.817328e-03
72,8.021333e-01,8.093555e-01,1.794932e-03
73,8.221091e-01,8.095302e-01,1.778826e-03
74,8.159242e-01,8.096166e-01,1.756885e-03
75,8.302303e-01,8.098915e-01,1.754827e-03
76,8.223212e-01,8.100550e-01,1.739342e-03
77,8.152879e-01,8.101230e-01,1.718080e-03
78,7.759152e-01,8.096844e-01,1.751133e-03
79,8.267030e-01,8.098998e-01,1.742167e-03
80,7.958333e-01,8.097240e-01,1.729241e-03
81,8.138455e-01,8.097749e-01,1.708640e-03
82,8.134758e-01,8.098200e-01,1.688399e-03
83,8.048273e-01,8.097599e-01,1.669128e-03
84,8.109424e-01,8.097740e-01,1.649317e-03
85,8.092152e-01,8.097674e-01,1.629927e-03
86,7.772121e-01,8.093888e-01,1.654349e-03
87,7.905576e-01,8.091724e-01,1.649433e-03
88,8.127939e-01,8.092135e-01,1.631202e-03
89,7.934970e-01,8.090369e-01,1.622405e-03
90,8.169424e-01,8.091248e-01,1.606754e-03
91,7.833394e-01,8.088414e-01,1.613889e-03
92,8.017212e-01,8.087640e-01,1.598202e-03
93,8.123909e-01,8.088030e-01,1.581493e-03
94,8.166576e-01,8.088866e-01,1.566874e-03
95,8.124485e-01,8.089241e-01,1.550829e-03
96,7.952636e-01,8.087818e-01,1.541189e-03
97,8.291727e-01,8.089920e-01,1.539570e-03
98,7.944909e-01,8.088440e-01,1.530955e-03
99,7.822121e-01,8.085750e-01,1.538943e-03
100,8.188515e-01,8.086778e-01,1.526981e-03
