BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,1.935399e-01,1.935399e-01,0.000000e+00
2,3.600237e-02,1.147711e-01,5.569791e-02
3,8.366519e-03,7.930291e-02,4.708973e-02
4,9.572306e-02,8.340795e-02,3.549578e-02
5,1.973728e-03,6.712111e-02,3.191516e-02
6,2.565370e-02,6.020987e-02,2.733404e-02
7,3.216237e-02,5.620309e-02,2.372103e-02
8,4.197706e-02,5.442483e-02,2.082244e-02
9,2.959407e-03,4.870645e-02,1.927806e-02
10,2.565370e-02,4.640118e-02,1.748755e-02
11,1.472593e-02,4.352161e-02,1.613311e-02
12,6.556719e-02,4.535874e-02,1.489291e-02
13,1.326133e-02,4.288971e-02,1.395047e-02
14,1.301706e-02,4.075595e-02,1.311617e-02
15,8.366519e-03,3.859665e-02,1.241823e-02
16,6.276244e-02,4.010702e-02,1.173358e-02
17,9.844306e-02,4.353855e-02,1.153424e-02
18,6.648667e-03,4.148911e-02,1.107403e-02
19,5.783704e-02,4.234953e-02,1.052456e-02
20,9.916323e-02,4.519021e-02,1.037462e-02
21,6.766607e-02,4.626049e-02,9.935640e-03
22,5.454133e-02,4.663689e-02,9.491147e-03
23,4.367960e-02,4.650832e-02,9.079359e-03
24,3.120040e-02,4.587049e-02,8.723428e-03
25,8.316541e-02,4.736228e-02,8.501090e-03
26,1.179496e-02,4.599431e-02,8.283460e-03
27,5.911704e-03,4.450977e-02,8.108601e-03
28,1.448195e-02,4.343735e-02,7.889608e-03
29,1.496985e-02,4.245571e-02,7.678378e-03
30,1.813640e-02,4.164506e-02,7.465101e-03
31,6.403062e-03,4.050823e-02,7.310342e-03
32,1.681485e-01,4.449699e-02,8.097298e-03
33,8.545973e-02,4.573828e-02,7.946499e-03
34,5.548395e-02,4.602492e-02,7.717947e-03
35,7.092306e-02,4.673629e-02,7.530147e-03
36,1.155040e-02,4.575891e-02,7.384134e-03
37,5.312593e-02,4.595802e-02,7.187247e-03
38,7.532778e-02,4.673090e-02,7.039543e-03
39,1.351220e-01,4.899734e-02,7.214671e-03
40,8.856889e-03,4.799383e-02,7.103752e-03
41,1.032681e-02,4.707512e-02,6.989644e-03
42,4.340640e-02,4.698777e-02,6.823770e-03
43,2.713062e-03,4.595813e-02,6.742312e-03
44,3.863504e-02,4.579169e-02,6.591132e-03
45,8.366519e-03,4.496002e-02,6.496921e-03
46,7.994506e-02,4.572057e-02,6.400044e-03
47,4.928395e-03,4.485265e-02,6.322449e-03
48,8.611728e-03,4.409763e-02,6.235650e-03
49,2.710319e-02,4.375080e-02,6.118029e-03
50,5.312593e-02,4.393831e-02,5.998541e-03
51,4.436444e-03,4.316376e-02,5.930718e-03
52,1.788199e-01,4.577253e-02,6.364621e-03
53,3.312356e-02,4.553387e-02,6.249007e-03
54,3.600237e-02,4.535736e-02,6.135777e-03
55,7.740800e-02,4.594010e-02,6.051827e-03
56,9.413311e-02,4.680069e-02,6.004636e-03
57,1.179496e-02,4.618655e-02,5.930614e-03
58,8.366519e-03,4.553449e-02,5.864100e-03
59,1.163947e-01,4.673551e-02,5.886414e-03
60,1.813640e-02,4.625885e-02,5.807573e-03
61,4.102319e-02,4.617302e-02,5.713001e-03
62,1.973728e-03,4.546013e-02,5.665160e-03
63,9.347062e-03,4.488691e-02,5.604162e-03
64,9.117393e-02,4.561014e-02,5.563070e-03
65,8.591800e-02,4.623026e-02,5.511938e-03
66,1.228395e-02,4.571593e-02,5.452369e-03
67,2.226172e-01,4.835624e-02,5.976183e-03
68,1.007043e-01,4.912607e-02,5.937673e-03
69,4.436444e-03,4.847839e-02,5.886838e-03
70,6.135741e-02,4.866238e-02,5.805615e-03
71,1.277274e-02,4.815689e-02,5.745809e-03
72,7.630593e-03,4.759402e-02,5.693509e-03
73,3.451951e-03,4.698934e-02,5.647535e-03
74,6.580059e-02,4.724354e-02,5.576935e-03
75,6.648667e-03,4.670228e-02,5.528780e-03
76,4.078459e-02,4.662441e-02,5.456581e-03
77,2.105195e-02,4.629230e-02,5.395814e-03
78,9.003356e-02,4.685309e-02,5.355698e-03
79,6.135741e-02,4.703669e-02,5.291051e-03
80,1.041303e-01,4.775036e-02,5.272824e-03
81,4.928395e-03,4.722169e-02,5.234163e-03
82,8.866348e-02,4.772708e-02,5.194673e-03
83,8.980533e-02,4.823405e-02,5.156766e-03
84,2.202222e-02,4.792200e-02,5.104808e-03
85,1.494171e-01,4.911606e-02,5.182521e-03
86,2.220222e-03,4.857076e-02,5.150867e-03
87,1.480593e-03,4.802950e-02,5.120022e-03
88,4.937284e-04,4.748932e-02,5.090255e-03
89,4.682444e-03,4.700834e-02,5.055734e-03
90,7.875951e-03,4.657354e-02,5.018221e-03
91,3.944296e-03,4.610508e-02,4.984893e-03
92,6.836481e-02,4.634704e-02,4.936578e-03
93,7.277985e-02,4.663126e-02,4.891672e-03
94,3.863504e-02,4.654619e-02,4.840372e-03
95,2.202222e-02,4.628805e-02,4.796300e-03
96,2.713062e-03,4.583414e-02,4.767768e-03
97,3.144096e-02,4.568576e-02,4.720924e-03
98,1.506587e-01,4.675691e-02,4.792731e-03
99,2.959407e-03,4.631451e-02,4.764694e-03
100,8.017541e-02,4.665312e-02,4.729063e-03
