BLOCK,ACTUAL_M,M_AVE,ERROR
1,4.027200e-02,4.027200e-02,0.000000e+00
2,4.593600e-02,4.310400e-02,2.002526e-03
3,6.037200e-02,4.886000e-02,4.885690e-03
4,3.668800e-02,4.581700e-02,4.513506e-03
5,4.818400e-02,4.629040e-02,3.635547e-03
6,5.616000e-02,4.793533e-02,3.381338e-03
7,4.584000e-02,4.763600e-02,2.911509e-03
8,4.466000e-02,4.726400e-02,2.571226e-03
9,5.943600e-02,4.861644e-02,2.617162e-03
10,5.166000e-02,4.892080e-02,2.373077e-03
11,4.743200e-02,4.878545e-02,2.161199e-03
12,4.484000e-02,4.845667e-02,2.005953e-03
13,5.822800e-02,4.920831e-02,1.987488e-03
14,6.041600e-02,5.000886e-02,2.000266e-03
15,4.240400e-02,4.950187e-02,1.930097e-03
16,4.425600e-02,4.917400e-02,1.837102e-03
17,4.391200e-02,4.886447e-02,1.754920e-03
18,5.683600e-02,4.930733e-02,1.712392e-03
19,4.116800e-02,4.887895e-02,1.674993e-03
20,5.888000e-02,4.937900e-02,1.664213e-03
21,5.886800e-02,4.983086e-02,1.645165e-03
22,5.250400e-02,4.995236e-02,1.574865e-03
23,5.583600e-02,5.020817e-02,1.527027e-03
24,5.868800e-02,5.056150e-02,1.503722e-03
25,4.993600e-02,5.053648e-02,1.443782e-03
26,4.068400e-02,5.015754e-02,1.437121e-03
27,4.444000e-02,4.994578e-02,1.399409e-03
28,5.669600e-02,5.018686e-02,1.370038e-03
29,5.084800e-02,5.020966e-02,1.322985e-03
30,4.136400e-02,4.991480e-02,1.311331e-03
31,3.525200e-02,4.944181e-02,1.351645e-03
32,6.176400e-02,4.982687e-02,1.363154e-03
33,4.680800e-02,4.973539e-02,1.324912e-03
34,5.875600e-02,5.000071e-02,1.312240e-03
35,4.792000e-02,4.994126e-02,1.276093e-03
36,4.300800e-02,4.974867e-02,1.255095e-03
37,4.753600e-02,4.968886e-02,1.222597e-03
38,5.815200e-02,4.991158e-02,1.210539e-03
39,4.994400e-02,4.991241e-02,1.179500e-03
40,4.856800e-02,4.987880e-02,1.150491e-03
41,5.423200e-02,4.998498e-02,1.127319e-03
42,4.945200e-02,4.997229e-02,1.100549e-03
43,4.104800e-02,4.976474e-02,1.094349e-03
44,6.197200e-02,5.004218e-02,1.104086e-03
45,4.432800e-02,4.991520e-02,1.086828e-03
46,5.071200e-02,4.993252e-02,1.063339e-03
47,4.677600e-02,4.986536e-02,1.042834e-03
48,4.712000e-02,4.980817e-02,1.022675e-03
49,5.490400e-02,4.991216e-02,1.007078e-03
50,4.480400e-02,4.981000e-02,9.921052e-04
51,5.935200e-02,4.999710e-02,9.901371e-04
52,5.084800e-02,5.001346e-02,9.712312e-04
53,5.543200e-02,5.011570e-02,9.582720e-04
54,4.342400e-02,4.999178e-02,9.485048e-04
55,4.683200e-02,4.993433e-02,9.329975e-04
56,5.793200e-02,5.007714e-02,9.272030e-04
57,4.817600e-02,5.004379e-02,9.115359e-04
58,5.426400e-02,5.011655e-02,8.987192e-04
59,4.782400e-02,5.007769e-02,8.843263e-04
60,5.135600e-02,5.009900e-02,8.698441e-04
61,5.152800e-02,5.012243e-02,8.558997e-04
62,4.958000e-02,5.011368e-02,8.421396e-04
63,6.244800e-02,5.030946e-02,8.512262e-04
64,4.828000e-02,5.027775e-02,8.385162e-04
65,7.012000e-02,5.058302e-02,8.794288e-04
66,4.954400e-02,5.056727e-02,8.662451e-04
67,3.999600e-02,5.040949e-02,8.675663e-04
68,4.334800e-02,5.030565e-02,8.610005e-04
69,5.527200e-02,5.037762e-02,8.515254e-04
70,4.347200e-02,5.027897e-02,8.450560e-04
71,5.852400e-02,5.039510e-02,8.410950e-04
72,3.930000e-02,5.024100e-02,8.434114e-04
73,5.556800e-02,5.031397e-02,8.350086e-04
74,5.039600e-02,5.031508e-02,8.237255e-04
75,4.859200e-02,5.029211e-02,8.130628e-04
76,5.134800e-02,5.030600e-02,8.024833e-04
77,5.354000e-02,5.034800e-02,7.931598e-04
78,4.653200e-02,5.029908e-02,7.844984e-04
79,4.993200e-02,5.029443e-02,7.745818e-04
80,4.794000e-02,5.026500e-02,7.654584e-04
81,4.121600e-02,5.015328e-02,7.641171e-04
82,5.042000e-02,5.015654e-02,7.548056e-04
83,6.103600e-02,5.028761e-02,7.570073e-04
84,4.900800e-02,5.027238e-02,7.481486e-04
85,5.800800e-02,5.036339e-02,7.448615e-04
86,6.239600e-02,5.050330e-02,7.492257e-04
87,4.274400e-02,5.041411e-02,7.459035e-04
88,3.184800e-02,5.020314e-02,7.666845e-04
89,5.283600e-02,5.023272e-02,7.586406e-04
90,4.783600e-02,5.020609e-02,7.506785e-04
91,4.246400e-02,5.012101e-02,7.472349e-04
92,6.185600e-02,5.024857e-02,7.499206e-04
93,5.229200e-02,5.027054e-02,7.421788e-04
94,6.915200e-02,5.047140e-02,7.609797e-04
95,4.903600e-02,5.045629e-02,7.531193e-04
96,5.259200e-02,5.047854e-02,7.456029e-04
97,5.629600e-02,5.053852e-02,7.403243e-04
98,4.721600e-02,5.050461e-02,7.335459e-04
99,4.945600e-02,5.049402e-02,7.262128e-04
100,5.510000e-02,5.054008e-02,7.204099e-04
