BLOCK,ACTUAL_X,X_AVE,ERROR
1,7.265029e-01,7.265029e-01,0.000000e+00
2,7.497114e-01,7.381071e-01,8.205469e-03
3,7.085200e-01,7.282448e-01,9.734921e-03
4,7.185486e-01,7.258207e-01,7.596999e-03
5,7.321000e-01,7.270766e-01,6.180530e-03
6,7.309343e-01,7.277195e-01,5.183777e-03
7,7.258629e-01,7.274543e-01,4.450018e-03
8,7.467686e-01,7.298686e-01,4.501287e-03
9,7.491943e-01,7.320159e-01,4.484165e-03
10,7.482371e-01,7.336380e-01,4.319194e-03
11,7.359000e-01,7.338436e-01,3.931432e-03
12,7.486743e-01,7.350795e-01,3.793099e-03
13,7.390714e-01,7.353866e-01,3.513729e-03
14,7.240543e-01,7.345771e-01,3.354689e-03
15,7.305086e-01,7.343059e-01,3.141989e-03
16,7.402314e-01,7.346762e-01,2.967361e-03
17,7.431971e-01,7.351775e-01,2.834826e-03
18,7.430057e-01,7.356124e-01,2.710491e-03
19,6.996629e-01,7.337203e-01,3.159955e-03
20,7.098429e-01,7.325264e-01,3.219598e-03
21,7.337143e-01,7.325830e-01,3.066781e-03
22,7.413743e-01,7.329826e-01,2.953301e-03
23,7.292229e-01,7.328191e-01,2.829417e-03
24,6.926000e-01,7.311433e-01,3.169172e-03
25,7.369086e-01,7.313739e-01,3.050784e-03
26,7.497914e-01,7.320823e-01,3.014562e-03
27,7.246571e-01,7.318073e-01,2.915429e-03
28,7.311743e-01,7.317847e-01,2.811394e-03
29,7.489143e-01,7.323754e-01,2.775807e-03
30,7.255029e-01,7.321463e-01,2.692716e-03
31,7.322314e-01,7.321490e-01,2.605856e-03
32,7.289400e-01,7.320487e-01,2.526352e-03
33,7.356286e-01,7.321572e-01,2.452123e-03
34,7.279971e-01,7.320349e-01,2.383053e-03
35,7.351286e-01,7.321233e-01,2.316604e-03
36,7.428543e-01,7.324213e-01,2.271351e-03
37,7.317171e-01,7.324023e-01,2.210043e-03
38,7.332971e-01,7.324259e-01,2.152009e-03
39,7.321571e-01,7.324190e-01,2.096840e-03
40,7.246029e-01,7.322236e-01,2.053504e-03
41,7.218657e-01,7.319709e-01,2.018899e-03
42,7.264800e-01,7.318402e-01,1.975058e-03
43,7.134343e-01,7.314122e-01,1.974966e-03
44,7.021771e-01,7.307477e-01,2.038786e-03
45,7.353686e-01,7.308504e-01,1.996063e-03
46,7.296371e-01,7.308240e-01,1.952845e-03
47,7.335200e-01,7.308814e-01,1.912137e-03
48,7.425514e-01,7.311245e-01,1.887694e-03
49,7.292514e-01,7.310863e-01,1.849557e-03
50,7.072543e-01,7.306097e-01,1.872976e-03
51,7.339886e-01,7.306759e-01,1.837422e-03
52,7.248029e-01,7.305630e-01,1.805555e-03
53,7.304086e-01,7.305601e-01,1.771490e-03
54,7.600486e-01,7.311061e-01,1.820909e-03
55,7.327857e-01,7.311367e-01,1.788058e-03
56,7.397971e-01,7.312913e-01,1.762803e-03
57,7.154486e-01,7.310134e-01,1.753652e-03
58,7.363114e-01,7.311047e-01,1.725794e-03
59,7.148886e-01,7.308299e-01,1.718290e-03
60,7.187829e-01,7.306291e-01,1.701342e-03
61,7.402914e-01,7.307875e-01,1.680809e-03
62,7.280429e-01,7.307432e-01,1.654282e-03
63,7.330886e-01,7.307805e-01,1.628442e-03
64,7.192714e-01,7.306006e-01,1.612897e-03
65,7.373571e-01,7.307046e-01,1.591429e-03
66,7.245029e-01,7.306106e-01,1.570088e-03
67,7.307743e-01,7.306130e-01,1.546656e-03
68,7.121857e-01,7.303421e-01,1.547469e-03
69,7.234914e-01,7.302428e-01,1.528223e-03
70,7.313371e-01,7.302584e-01,1.506472e-03
71,7.251600e-01,7.301866e-01,1.486964e-03
72,7.504314e-01,7.304678e-01,1.492660e-03
73,7.281943e-01,7.304366e-01,1.472537e-03
74,7.280286e-01,7.304041e-01,1.452998e-03
75,7.557314e-01,7.307418e-01,1.472344e-03
76,7.387057e-01,7.308466e-01,1.456696e-03
77,7.024457e-01,7.304777e-01,1.483739e-03
78,7.218286e-01,7.303668e-01,1.468855e-03
79,7.537714e-01,7.306631e-01,1.479837e-03
80,7.302600e-01,7.306581e-01,1.461348e-03
81,7.328657e-01,7.306853e-01,1.443561e-03
82,7.112171e-01,7.304479e-01,1.445348e-03
83,7.255600e-01,7.303890e-01,1.429133e-03
84,7.178000e-01,7.302391e-01,1.419956e-03
85,7.352086e-01,7.302976e-01,1.404454e-03
86,7.244229e-01,7.302293e-01,1.389783e-03
87,7.272371e-01,7.301949e-01,1.374234e-03
88,7.125343e-01,7.299942e-01,1.373194e-03
89,7.102257e-01,7.297721e-01,1.375611e-03
90,7.485143e-01,7.299803e-01,1.375999e-03
91,7.160714e-01,7.298275e-01,1.369341e-03
92,7.431971e-01,7.299728e-01,1.362146e-03
93,7.400571e-01,7.300813e-01,1.351809e-03
94,7.053371e-01,7.298180e-01,1.362816e-03
95,7.632229e-01,7.301697e-01,1.393096e-03
96,7.216771e-01,7.300812e-01,1.381390e-03
97,6.992143e-01,7.297630e-01,1.403322e-03
98,7.347743e-01,7.298141e-01,1.389934e-03
99,7.276257e-01,7.297920e-01,1.376070e-03
100,7.382343e-01,7.298764e-01,1.364897e-03
