BLOCK,ACTUAL_X,X_AVE,ERROR
1,9.873545e+00,9.873545e+00,0.000000e+00
2,1.037495e+01,1.012425e+01,1.772749e-01
3,1.106212e+01,1.043687e+01,2.812874e-01
4,1.035286e+01,1.041587e+01,2.117482e-01
5,1.080361e+01,1.049342e+01,1.830486e-01
6,1.080179e+01,1.054481e+01,1.595927e-01
7,1.121155e+01,1.064006e+01,1.627532e-01
8,1.081064e+01,1.066138e+01,1.437989e-01
9,1.200354e+01,1.081051e+01,1.900170e-01
10,1.127150e+01,1.085661e+01,1.765186e-01
11,1.105767e+01,1.087489e+01,1.614151e-01
12,9.935273e+00,1.079659e+01,1.658718e-01
13,1.067906e+01,1.078755e+01,1.533586e-01
14,1.092905e+01,1.079765e+01,1.427371e-01
15,1.130525e+01,1.083149e+01,1.371739e-01
16,1.016765e+01,1.079000e+01,1.347292e-01
17,1.162768e+01,1.083928e+01,1.355156e-01
18,1.103300e+01,1.085004e+01,1.284136e-01
19,1.130750e+01,1.087412e+01,1.238915e-01
20,9.676782e+00,1.081425e+01,1.313674e-01
21,1.079408e+01,1.081329e+01,1.251154e-01
22,1.076750e+01,1.081121e+01,1.194456e-01
23,1.154240e+01,1.084300e+01,1.184074e-01
24,1.130036e+01,1.086206e+01,1.149971e-01
25,1.050285e+01,1.084769e+01,1.112912e-01
26,1.060852e+01,1.083849e+01,1.073902e-01
27,1.175479e+01,1.087243e+01,1.086429e-01
28,1.169302e+01,1.090173e+01,1.086437e-01
29,9.885918e+00,1.086671e+01,1.103998e-01
30,1.019936e+01,1.084446e+01,1.089379e-01
31,1.029839e+01,1.082685e+01,1.068384e-01
32,1.190837e+01,1.086064e+01,1.087142e-01
33,1.046923e+01,1.084878e+01,1.060649e-01
34,1.072154e+01,1.084504e+01,1.030114e-01
35,1.129062e+01,1.085777e+01,1.008518e-01
36,1.143429e+01,1.087378e+01,9.931370e-02
37,1.163904e+01,1.089447e+01,9.875967e-02
38,1.171177e+01,1.091598e+01,9.847492e-02
39,1.038012e+01,1.090224e+01,9.690372e-02
40,1.117265e+01,1.090900e+01,9.471666e-02
41,1.091661e+01,1.090918e+01,9.240668e-02
42,1.128722e+01,1.091818e+01,9.064382e-02
43,1.132843e+01,1.092772e+01,8.903650e-02
44,1.068577e+01,1.092222e+01,8.718258e-02
45,1.089963e+01,1.092172e+01,8.524664e-02
46,9.662900e+00,1.089436e+01,8.767593e-02
47,1.164239e+01,1.091027e+01,8.724309e-02
48,9.996391e+00,1.089123e+01,8.747834e-02
49,1.000113e+01,1.087307e+01,8.755884e-02
50,1.090530e+01,1.087371e+01,8.581003e-02
51,1.065669e+01,1.086946e+01,8.423293e-02
52,1.077713e+01,1.086768e+01,8.263178e-02
53,1.090533e+01,1.086839e+01,8.107574e-02
54,1.104052e+01,1.087158e+01,7.963697e-02
55,1.101646e+01,1.087421e+01,7.823258e-02
56,1.056050e+01,1.086861e+01,7.703588e-02
57,1.009306e+01,1.085501e+01,7.687654e-02
58,1.186193e+01,1.087237e+01,7.748655e-02
59,1.037084e+01,1.086387e+01,7.663806e-02
60,1.065787e+01,1.086043e+01,7.543762e-02
61,1.145615e+01,1.087020e+01,7.483039e-02
62,1.087774e+01,1.087032e+01,7.362354e-02
63,1.303254e+01,1.090464e+01,8.005587e-02
64,1.140818e+01,1.091251e+01,7.919067e-02
65,1.125526e+01,1.091778e+01,7.814772e-02
66,1.022661e+01,1.090731e+01,7.766218e-02
67,1.181162e+01,1.092081e+01,7.766704e-02
68,1.119059e+01,1.092477e+01,7.662614e-02
69,1.049545e+01,1.091855e+01,7.576782e-02
70,1.063410e+01,1.091449e+01,7.479431e-02
71,1.096813e+01,1.091524e+01,7.374469e-02
72,1.169164e+01,1.092603e+01,7.350461e-02
73,1.069805e+01,1.092290e+01,7.256401e-02
74,1.026835e+01,1.091406e+01,7.212050e-02
75,1.046563e+01,1.090808e+01,7.140631e-02
76,1.118742e+01,1.091175e+01,7.056128e-02
77,1.212996e+01,1.092758e+01,7.139652e-02
78,1.088111e+01,1.092698e+01,7.048366e-02
79,1.066446e+01,1.092366e+01,6.966975e-02
80,1.122319e+01,1.092740e+01,6.889942e-02
81,1.086013e+01,1.092657e+01,6.805381e-02
82,1.084403e+01,1.092556e+01,6.723133e-02
83,9.611664e+00,1.090973e+01,6.825954e-02
84,1.043034e+01,1.090403e+01,6.768509e-02
85,1.200410e+01,1.091697e+01,6.811488e-02
86,1.001308e+01,1.090646e+01,6.812890e-02
87,1.109031e+01,1.090857e+01,6.737858e-02
88,1.112853e+01,1.091107e+01,6.665926e-02
89,1.177579e+01,1.092079e+01,6.661459e-02
90,1.141156e+01,1.092624e+01,6.609725e-02
91,1.091233e+01,1.092609e+01,6.537108e-02
92,1.080374e+01,1.092476e+01,6.467405e-02
93,1.051394e+01,1.092034e+01,6.412932e-02
94,9.656382e+00,1.090689e+01,6.484146e-02
95,1.074395e+01,1.090518e+01,6.418160e-02
96,1.143307e+01,1.091068e+01,6.374817e-02
97,1.102565e+01,1.091186e+01,6.310199e-02
98,1.129929e+01,1.091582e+01,6.258181e-02
99,1.160979e+01,1.092283e+01,6.234102e-02
100,1.101760e+01,1.092377e+01,6.172481e-02
