BLOCK,ACTUAL_M,M_AVE,ERROR
1,1.790760e-01,1.790760e-01,0.000000e+00
2,1.357200e-01,1.573980e-01,1.532866e-02
3,1.454840e-01,1.534267e-01,1.072122e-02
4,1.280000e-01,1.470700e-01,9.744828e-03
5,1.423800e-01,1.461320e-01,7.840877e-03
6,1.391120e-01,1.449620e-01,6.620781e-03
7,1.403120e-01,1.442977e-01,5.708183e-03
8,1.491400e-01,1.449030e-01,5.026649e-03
9,1.740960e-01,1.481467e-01,5.414475e-03
10,1.775440e-01,1.510864e-01,5.614644e-03
11,1.319360e-01,1.493455e-01,5.367349e-03
12,1.387760e-01,1.484647e-01,4.991816e-03
13,1.208320e-01,1.463391e-01,5.040107e-03
14,1.372800e-01,1.456920e-01,4.721455e-03
15,1.564440e-01,1.464088e-01,4.460771e-03
16,1.093360e-01,1.440918e-01,4.745742e-03
17,1.528640e-01,1.446078e-01,4.494547e-03
18,1.638360e-01,1.456760e-01,4.369952e-03
19,1.031440e-01,1.434375e-01,4.678300e-03
20,1.370520e-01,1.431182e-01,4.455266e-03
21,1.207520e-01,1.420531e-01,4.368560e-03
22,1.643200e-01,1.430653e-01,4.285633e-03
23,1.321480e-01,1.425906e-01,4.125504e-03
24,1.428880e-01,1.426030e-01,3.953626e-03
25,1.507560e-01,1.429291e-01,3.808908e-03
26,1.807840e-01,1.443851e-01,3.930844e-03
27,1.553440e-01,1.447910e-01,3.806155e-03
28,1.717480e-01,1.457537e-01,3.790027e-03
29,1.860280e-01,1.471425e-01,3.905498e-03
30,1.280320e-01,1.465055e-01,3.826914e-03
31,1.239360e-01,1.457774e-01,3.772082e-03
32,1.618120e-01,1.462785e-01,3.687336e-03
33,1.343880e-01,1.459182e-01,3.593160e-03
34,1.633040e-01,1.464295e-01,3.523677e-03
35,1.785400e-01,1.473470e-01,3.540421e-03
36,1.183760e-01,1.465422e-01,3.532353e-03
37,1.084280e-01,1.455121e-01,3.583940e-03
38,1.461440e-01,1.455287e-01,3.489665e-03
39,1.306120e-01,1.451463e-01,3.421083e-03
40,1.122160e-01,1.443230e-01,3.433182e-03
41,1.677920e-01,1.448954e-01,3.396830e-03
42,1.357880e-01,1.446786e-01,3.322867e-03
43,1.266720e-01,1.442598e-01,3.271871e-03
44,1.855480e-01,1.451982e-01,3.329354e-03
45,1.225520e-01,1.446949e-01,3.293183e-03
46,1.599920e-01,1.450275e-01,3.238338e-03
47,1.574640e-01,1.452921e-01,3.180230e-03
48,1.410600e-01,1.452039e-01,3.115197e-03
49,1.414720e-01,1.451278e-01,3.052552e-03
50,1.725120e-01,1.456754e-01,3.040237e-03
51,1.488280e-01,1.457373e-01,2.981253e-03
52,1.754320e-01,1.463083e-01,2.978111e-03
53,1.291680e-01,1.459849e-01,2.939427e-03
54,1.352120e-01,1.457854e-01,2.891755e-03
55,1.146800e-01,1.452199e-01,2.893953e-03
56,1.058840e-01,1.445174e-01,2.926281e-03
57,1.441000e-01,1.445101e-01,2.874952e-03
58,1.569440e-01,1.447245e-01,2.833366e-03
59,1.546600e-01,1.448929e-01,2.790342e-03
60,1.779200e-01,1.454433e-01,2.797604e-03
61,1.665560e-01,1.457894e-01,2.773068e-03
62,1.470520e-01,1.458098e-01,2.728416e-03
63,1.518320e-01,1.459054e-01,2.686782e-03
64,1.560800e-01,1.460644e-01,2.649500e-03
65,1.428960e-01,1.460156e-01,2.609187e-03
66,1.633200e-01,1.462778e-01,2.582793e-03
67,9.776800e-02,1.455538e-01,2.643780e-03
68,1.571200e-01,1.457239e-01,2.610366e-03
69,1.821920e-01,1.462524e-01,2.625495e-03
70,1.487920e-01,1.462887e-01,2.588239e-03
71,1.434320e-01,1.462485e-01,2.552097e-03
72,1.183360e-01,1.458608e-01,2.545926e-03
73,1.097480e-01,1.453661e-01,2.558660e-03
74,1.281240e-01,1.451331e-01,2.534671e-03
75,1.277200e-01,1.449009e-01,2.511486e-03
76,1.066320e-01,1.443974e-01,2.528415e-03
77,1.267920e-01,1.441687e-01,2.505895e-03
78,1.665720e-01,1.444559e-01,2.490174e-03
79,1.163440e-01,1.441001e-01,2.483948e-03
80,1.178560e-01,1.437721e-01,2.474466e-03
81,1.369120e-01,1.436874e-01,2.445366e-03
82,1.995080e-01,1.443681e-01,2.508508e-03
83,1.398920e-01,1.443142e-01,2.478864e-03
84,1.520640e-01,1.444064e-01,2.451070e-03
85,1.763120e-01,1.447818e-01,2.450807e-03
86,1.432080e-01,1.447635e-01,2.422378e-03
87,1.708440e-01,1.450633e-01,2.413012e-03
88,1.593600e-01,1.452257e-01,2.391055e-03
89,1.412600e-01,1.451812e-01,2.364604e-03
90,1.463640e-01,1.451943e-01,2.338367e-03
91,1.522880e-01,1.452723e-01,2.313970e-03
92,1.259000e-01,1.450617e-01,2.298379e-03
93,1.202480e-01,1.447949e-01,2.289099e-03
94,1.249000e-01,1.445832e-01,2.274511e-03
95,1.314360e-01,1.444448e-01,2.254775e-03
96,1.573480e-01,1.445793e-01,2.235290e-03
97,1.356200e-01,1.444869e-01,2.214153e-03
98,1.245400e-01,1.442833e-01,2.200895e-03
99,1.134440e-01,1.439718e-01,2.200598e-03
100,1.502560e-01,1.440347e-01,2.179490e-03
