BLOCK,ACTUAL_X,X_AVE,ERROR
1,8.239415e-01,8.239415e-01,0.000000e+00
2,8.172431e-01,8.205923e-01,2.368264e-03
3,8.070708e-01,8.160851e-01,4.004479e-03
4,8.112738e-01,8.148823e-01,3.178876e-03
5,8.257662e-01,8.170591e-01,3.202814e-03
6,8.175169e-01,8.171354e-01,2.669921e-03
7,8.187754e-01,8.173697e-01,2.298760e-03
8,8.202615e-01,8.177312e-01,2.039639e-03
9,8.412585e-01,8.203453e-01,3.059651e-03
10,8.338585e-01,8.216966e-01,3.037472e-03
11,8.623015e-01,8.253880e-01,4.473518e-03
12,8.163477e-01,8.246346e-01,4.163676e-03
13,8.179015e-01,8.241167e-01,3.875472e-03
14,8.256554e-01,8.242266e-01,3.600211e-03
15,8.142000e-01,8.235582e-01,3.421688e-03
16,8.148246e-01,8.230123e-01,3.251079e-03
17,8.390092e-01,8.239533e-01,3.193118e-03
18,8.335077e-01,8.244841e-01,3.059522e-03
19,8.420892e-01,8.254107e-01,3.035563e-03
20,8.073477e-01,8.245075e-01,3.015147e-03
21,8.296154e-01,8.247508e-01,2.881363e-03
22,8.307077e-01,8.250215e-01,2.763085e-03
23,8.289385e-01,8.251918e-01,2.648194e-03
24,8.334123e-01,8.255344e-01,2.559907e-03
25,8.434246e-01,8.262500e-01,2.555577e-03
26,8.367785e-01,8.266549e-01,2.489161e-03
27,8.688985e-01,8.282195e-01,2.846524e-03
28,8.400123e-01,8.286407e-01,2.775846e-03
29,8.530831e-01,8.294835e-01,2.805168e-03
30,8.290738e-01,8.294698e-01,2.711696e-03
31,8.556185e-01,8.303133e-01,2.752288e-03
32,8.255569e-01,8.301647e-01,2.670289e-03
33,8.426585e-01,8.305433e-01,2.616073e-03
34,8.336677e-01,8.306352e-01,2.540743e-03
35,8.368338e-01,8.308123e-01,2.474315e-03
36,8.319969e-01,8.308452e-01,2.405803e-03
37,8.193385e-01,8.305342e-01,2.360797e-03
38,8.054954e-01,8.298753e-01,2.388856e-03
39,8.216000e-01,8.296631e-01,2.337008e-03
40,8.682431e-01,8.306276e-01,2.469603e-03
41,8.539538e-01,8.311965e-01,2.474035e-03
42,8.057908e-01,8.305916e-01,2.487979e-03
43,8.250031e-01,8.304617e-01,2.433511e-03
44,8.247846e-01,8.303327e-01,2.381622e-03
45,8.355231e-01,8.304480e-01,2.331489e-03
46,8.448338e-01,8.307607e-01,2.301683e-03
47,8.278523e-01,8.306989e-01,2.253543e-03
48,8.337938e-01,8.307633e-01,2.207516e-03
49,8.358215e-01,8.308666e-01,2.164877e-03
50,8.167662e-01,8.305846e-01,2.139869e-03
51,8.189754e-01,8.303569e-01,2.109983e-03
52,8.244738e-01,8.302438e-01,2.072437e-03
53,8.333169e-01,8.303018e-01,2.034146e-03
54,8.170123e-01,8.300557e-01,2.011309e-03
55,8.280031e-01,8.300183e-01,1.975086e-03
56,8.167908e-01,8.297821e-01,1.953889e-03
57,8.180954e-01,8.295771e-01,1.930338e-03
58,8.298246e-01,8.295814e-01,1.897061e-03
59,8.244554e-01,8.294945e-01,1.866896e-03
60,8.418092e-01,8.296997e-01,1.847029e-03
61,8.025354e-01,8.292544e-01,1.869662e-03
62,8.619415e-01,8.297816e-01,1.912394e-03
63,8.229662e-01,8.296735e-01,1.885096e-03
64,8.295692e-01,8.296718e-01,1.855642e-03
65,8.209662e-01,8.295379e-01,1.831921e-03
66,8.503015e-01,8.298525e-01,1.830979e-03
67,8.275200e-01,8.298177e-01,1.803982e-03
68,8.269662e-01,8.297757e-01,1.777940e-03
69,8.364646e-01,8.298727e-01,1.754814e-03
70,8.085077e-01,8.295675e-01,1.756087e-03
71,8.145354e-01,8.293558e-01,1.744070e-03
72,8.485046e-01,8.296217e-01,1.740006e-03
73,8.490338e-01,8.298876e-01,1.736372e-03
74,8.189785e-01,8.297402e-01,1.719154e-03
75,8.578338e-01,8.301148e-01,1.736561e-03
76,8.611508e-01,8.305232e-01,1.761073e-03
77,8.284092e-01,8.304957e-01,1.738415e-03
78,8.092246e-01,8.302230e-01,1.737386e-03
79,8.409723e-01,8.303591e-01,1.720714e-03
80,8.324985e-01,8.303858e-01,1.699413e-03
81,8.096738e-01,8.301301e-01,1.697561e-03
82,8.267877e-01,8.300893e-01,1.677348e-03
83,8.437231e-01,8.302536e-01,1.665163e-03
84,8.304800e-01,8.302563e-01,1.645341e-03
85,8.108923e-01,8.300285e-01,1.641680e-03
86,8.430677e-01,8.301801e-01,1.629577e-03
87,8.254123e-01,8.301253e-01,1.611768e-03
88,8.152123e-01,8.299558e-01,1.602336e-03
89,8.254400e-01,8.299051e-01,1.585136e-03
90,8.462615e-01,8.300868e-01,1.577907e-03
91,8.462985e-01,8.302650e-01,1.570592e-03
92,8.170492e-01,8.301213e-01,1.560076e-03
93,8.189754e-01,8.300015e-01,1.547897e-03
94,8.482308e-01,8.301954e-01,1.543531e-03
95,8.144738e-01,8.300299e-01,1.536129e-03
96,8.481415e-01,8.302186e-01,1.531669e-03
97,8.140646e-01,8.300521e-01,1.524906e-03
98,8.244738e-01,8.299951e-01,1.510407e-03
99,7.980738e-01,8.296727e-01,1.529180e-03
100,8.270400e-01,8.296464e-01,1.514115e-03
