BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,1.084447e-01,1.084447e-01,0.000000e+00
2,1.078648e-01,1.081548e-01,2.050391e-04
3,1.080155e-01,1.081083e-01,1.418529e-04
4,1.092977e-01,1.084057e-01,2.786074e-04
5,1.096846e-01,1.086615e-01,3.193998e-04
6,1.075885e-01,1.084826e-01,3.122428e-04
7,1.100665e-01,1.087089e-01,3.398704e-04
8,1.079931e-01,1.086194e-01,3.089389e-04
9,1.087831e-01,1.086376e-01,2.751469e-04
10,1.088944e-01,1.086633e-01,2.488273e-04
11,1.069123e-01,1.085041e-01,2.724021e-04
12,1.075659e-01,1.084259e-01,2.606807e-04
13,1.072830e-01,1.083380e-01,2.550234e-04
14,1.084443e-01,1.083456e-01,2.369205e-04
15,1.075874e-01,1.082950e-01,2.264531e-04
16,1.062902e-01,1.081697e-01,2.445226e-04
17,1.053578e-01,1.080043e-01,2.805613e-04
18,1.080027e-01,1.080042e-01,2.649746e-04
19,1.074188e-01,1.079734e-01,2.528136e-04
20,1.078229e-01,1.079659e-01,2.402850e-04
21,1.090864e-01,1.080193e-01,2.346920e-04
22,1.050622e-01,1.078848e-01,2.596769e-04
23,1.051284e-01,1.077650e-01,2.746529e-04
24,1.037211e-01,1.075965e-01,3.106235e-04
25,1.101830e-01,1.077000e-01,3.149578e-04
26,1.053434e-01,1.076093e-01,3.156166e-04
27,1.082755e-01,1.076340e-01,3.048899e-04
28,1.070195e-01,1.076121e-01,2.947898e-04
29,1.088394e-01,1.076544e-01,2.876465e-04
30,1.077420e-01,1.076573e-01,2.780731e-04
31,1.029365e-01,1.075050e-01,3.079919e-04
32,1.074952e-01,1.075047e-01,2.983673e-04
33,1.069860e-01,1.074890e-01,2.897396e-04
34,1.058629e-01,1.074412e-01,2.851377e-04
35,1.063985e-01,1.074114e-01,2.785426e-04
36,1.076968e-01,1.074193e-01,2.709181e-04
37,1.058967e-01,1.073782e-01,2.667029e-04
38,1.059493e-01,1.073406e-01,2.623215e-04
39,1.095007e-01,1.073959e-01,2.613772e-04
40,1.057621e-01,1.073551e-01,2.580145e-04
41,1.091030e-01,1.073977e-01,2.552191e-04
42,1.053131e-01,1.073481e-01,2.539230e-04
43,1.061858e-01,1.073211e-01,2.494523e-04
44,1.058805e-01,1.072883e-01,2.459222e-04
45,1.072457e-01,1.072874e-01,2.404591e-04
46,1.073754e-01,1.072893e-01,2.352393e-04
47,1.049438e-01,1.072394e-01,2.354681e-04
48,1.067006e-01,1.072282e-01,2.308299e-04
49,1.043020e-01,1.071684e-01,2.337160e-04
50,1.044164e-01,1.071134e-01,2.354337e-04
51,1.073896e-01,1.071188e-01,2.308796e-04
52,1.064166e-01,1.071053e-01,2.268343e-04
53,1.077293e-01,1.071171e-01,2.228597e-04
54,1.089058e-01,1.071502e-01,2.211807e-04
55,1.070746e-01,1.071488e-01,2.171635e-04
56,1.064757e-01,1.071368e-01,2.136179e-04
57,1.079757e-01,1.071515e-01,2.103766e-04
58,1.081266e-01,1.071683e-01,2.074201e-04
59,1.073558e-01,1.071715e-01,2.039288e-04
60,1.083093e-01,1.071905e-01,2.014097e-04
61,1.053209e-01,1.071598e-01,2.004262e-04
62,1.097309e-01,1.072013e-01,2.014379e-04
63,1.041247e-01,1.071525e-01,2.040742e-04
64,1.078141e-01,1.071628e-01,2.011473e-04
65,1.050745e-01,1.071307e-01,2.006022e-04
66,1.058048e-01,1.071106e-01,1.985662e-04
67,1.070534e-01,1.071097e-01,1.956043e-04
68,1.082154e-01,1.071260e-01,1.934024e-04
69,1.089015e-01,1.071517e-01,1.923037e-04
70,1.077792e-01,1.071607e-01,1.897653e-04
71,1.069577e-01,1.071578e-01,1.871141e-04
72,1.078605e-01,1.071676e-01,1.847696e-04
73,1.072244e-01,1.071684e-01,1.822402e-04
74,1.076431e-01,1.071748e-01,1.798903e-04
75,1.083869e-01,1.071909e-01,1.782162e-04
76,1.048711e-01,1.071604e-01,1.784662e-04
77,1.073018e-01,1.071623e-01,1.761579e-04
78,1.048654e-01,1.071328e-01,1.763434e-04
79,1.106871e-01,1.071778e-01,1.797589e-04
80,1.060694e-01,1.071639e-01,1.780451e-04
81,1.062918e-01,1.071532e-01,1.761723e-04
82,1.070526e-01,1.071520e-01,1.740282e-04
83,1.065642e-01,1.071449e-01,1.720754e-04
84,1.083840e-01,1.071596e-01,1.706580e-04
85,1.053992e-01,1.071389e-01,1.699024e-04
86,1.054041e-01,1.071187e-01,1.691200e-04
87,1.058263e-01,1.071039e-01,1.678273e-04
88,1.062415e-01,1.070941e-01,1.662060e-04
89,1.069491e-01,1.070925e-01,1.643465e-04
90,1.047778e-01,1.070667e-01,1.645204e-04
91,1.056543e-01,1.070512e-01,1.634431e-04
92,1.058337e-01,1.070380e-01,1.622013e-04
93,1.046058e-01,1.070118e-01,1.625519e-04
94,1.094221e-01,1.070375e-01,1.628325e-04
95,1.091207e-01,1.070594e-01,1.625883e-04
96,1.081038e-01,1.070703e-01,1.612582e-04
97,1.085871e-01,1.070859e-01,1.603522e-04
98,1.056768e-01,1.070715e-01,1.593593e-04
99,1.083992e-01,1.070849e-01,1.583128e-04
100,1.048977e-01,1.070631e-01,1.582335e-04
