BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,1.162941e-01,1.162941e-01,0.000000e+00
2,1.154722e-01,1.158831e-01,2.905771e-04
3,1.154748e-01,1.157470e-01,2.233325e-04
4,1.195770e-01,1.167045e-01,8.459525e-04
5,1.166925e-01,1.167021e-01,6.767654e-04
6,1.156469e-01,1.165263e-01,5.863771e-04
7,1.173091e-01,1.166381e-01,5.131637e-04
8,1.145256e-01,1.163740e-01,5.124714e-04
9,1.132051e-01,1.160219e-01,5.636579e-04
10,1.181881e-01,1.162385e-01,5.473357e-04
11,1.153191e-01,1.161550e-01,5.039199e-04
12,1.146857e-01,1.160325e-01,4.765687e-04
13,1.122898e-01,1.157446e-01,5.196458e-04
14,1.175682e-01,1.158749e-01,4.985853e-04
15,1.136524e-01,1.157267e-01,4.868635e-04
16,1.152828e-01,1.156990e-01,4.572244e-04
17,1.160275e-01,1.157183e-01,4.307371e-04
18,1.179260e-01,1.158409e-01,4.239100e-04
19,1.146411e-01,1.157778e-01,4.062755e-04
20,1.178452e-01,1.158812e-01,3.988955e-04
21,1.143288e-01,1.158072e-01,3.866898e-04
22,1.126868e-01,1.156654e-01,3.942685e-04
23,1.151583e-01,1.156434e-01,3.777423e-04
24,1.125819e-01,1.155158e-01,3.829358e-04
25,1.193372e-01,1.156687e-01,3.969562e-04
26,1.154831e-01,1.156615e-01,3.817528e-04
27,1.145264e-01,1.156195e-01,3.699217e-04
28,1.165818e-01,1.156538e-01,3.583033e-04
29,1.159827e-01,1.156652e-01,3.461275e-04
30,1.143617e-01,1.156217e-01,3.373061e-04
31,1.116735e-01,1.154944e-01,3.496442e-04
32,1.170415e-01,1.155427e-01,3.420441e-04
33,1.151268e-01,1.155301e-01,3.319113e-04
34,1.159953e-01,1.155438e-01,3.224311e-04
35,1.136946e-01,1.154910e-01,3.175182e-04
36,1.169364e-01,1.155311e-01,3.112267e-04
37,1.134800e-01,1.154757e-01,3.077126e-04
38,1.172954e-01,1.155236e-01,3.033180e-04
39,1.171590e-01,1.155655e-01,2.984254e-04
40,1.145257e-01,1.155395e-01,2.920947e-04
41,1.158385e-01,1.155468e-01,2.850615e-04
42,1.134633e-01,1.154972e-01,2.825577e-04
43,1.166205e-01,1.155233e-01,2.771916e-04
44,1.158074e-01,1.155298e-01,2.709670e-04
45,1.165683e-01,1.155529e-01,2.659264e-04
46,1.160722e-01,1.155641e-01,2.603849e-04
47,1.148108e-01,1.155481e-01,2.553376e-04
48,1.149447e-01,1.155355e-01,2.503274e-04
49,1.146606e-01,1.155177e-01,2.458547e-04
50,1.142661e-01,1.154927e-01,2.422085e-04
51,1.158566e-01,1.154998e-01,2.375645e-04
52,1.133021e-01,1.154575e-01,2.367255e-04
53,1.158179e-01,1.154643e-01,2.323566e-04
54,1.134013e-01,1.154261e-01,2.311730e-04
55,1.147704e-01,1.154142e-01,2.272771e-04
56,1.153598e-01,1.154132e-01,2.232206e-04
57,1.165591e-01,1.154333e-01,2.202079e-04
58,1.173995e-01,1.154672e-01,2.190050e-04
59,1.147730e-01,1.154555e-01,2.156090e-04
60,1.165954e-01,1.154745e-01,2.128510e-04
61,1.139512e-01,1.154495e-01,2.108214e-04
62,1.173827e-01,1.154807e-01,2.097142e-04
63,1.137547e-01,1.154533e-01,2.081673e-04
64,1.167246e-01,1.154731e-01,2.058603e-04
65,1.165539e-01,1.154898e-01,2.033636e-04
66,1.149696e-01,1.154819e-01,2.004350e-04
67,1.162354e-01,1.154931e-01,1.977587e-04
68,1.187723e-01,1.155414e-01,2.006439e-04
69,1.143347e-01,1.155239e-01,1.984967e-04
70,1.140488e-01,1.155028e-01,1.967764e-04
71,1.173039e-01,1.155282e-01,1.956332e-04
72,1.159914e-01,1.155346e-01,1.930218e-04
73,1.153888e-01,1.155326e-01,1.903880e-04
74,1.161703e-01,1.155412e-01,1.880101e-04
75,1.164362e-01,1.155532e-01,1.858817e-04
76,1.126059e-01,1.155144e-01,1.874374e-04
77,1.154452e-01,1.155135e-01,1.850053e-04
78,1.153583e-01,1.155115e-01,1.826441e-04
79,1.187774e-01,1.155528e-01,1.849517e-04
80,1.134001e-01,1.155259e-01,1.845868e-04
81,1.148011e-01,1.155170e-01,1.825248e-04
82,1.159744e-01,1.155225e-01,1.803841e-04
83,1.147172e-01,1.155128e-01,1.784716e-04
84,1.146438e-01,1.155025e-01,1.766465e-04
85,1.146194e-01,1.154921e-01,1.748736e-04
86,1.150817e-01,1.154873e-01,1.729053e-04
87,1.152466e-01,1.154846e-01,1.709400e-04
88,1.149683e-01,1.154787e-01,1.690982e-04
89,1.164424e-01,1.154895e-01,1.675445e-04
90,1.134046e-01,1.154664e-01,1.672768e-04
91,1.174392e-01,1.154880e-01,1.668375e-04
92,1.154082e-01,1.154872e-01,1.650264e-04
93,1.146686e-01,1.154784e-01,1.634865e-04
94,1.161035e-01,1.154850e-01,1.618824e-04
95,1.157336e-01,1.154876e-01,1.601995e-04
96,1.151737e-01,1.154844e-01,1.585642e-04
97,1.143196e-01,1.154724e-01,1.573835e-04
98,1.139793e-01,1.154571e-01,1.565132e-04
99,1.155840e-01,1.154584e-01,1.549375e-04
100,1.122894e-01,1.154267e-01,1.565954e-04
