BLOCK,ACTUAL_M,M_AVE,ERROR
1,2.318800e-02,2.318800e-02,0.000000e+00
2,3.084800e-02,2.701800e-02,2.708219e-03
3,2.886000e-02,2.763200e-02,1.873789e-03
4,2.441200e-02,2.682700e-02,1.568759e-03
5,2.164800e-02,2.579120e-02,1.559919e-03
6,3.242000e-02,2.689600e-02,1.645290e-03
7,2.772000e-02,2.701371e-02,1.414453e-03
8,3.024800e-02,2.741800e-02,1.294135e-03
9,3.117600e-02,2.783556e-02,1.215840e-03
10,2.610800e-02,2.766280e-02,1.106461e-03
11,2.247600e-02,2.719127e-02,1.101775e-03
12,2.416800e-02,2.693933e-02,1.038366e-03
13,2.581600e-02,2.685292e-02,9.620801e-04
14,1.856400e-02,2.626086e-02,1.059998e-03
15,2.822000e-02,2.639147e-02,9.973456e-04
16,2.612000e-02,2.637450e-02,9.351558e-04
17,2.191600e-02,2.611224e-02,9.161849e-04
18,3.110000e-02,2.638933e-02,9.062213e-04
19,2.502000e-02,2.631726e-02,8.613865e-04
20,2.845200e-02,2.642400e-02,8.249037e-04
21,3.354000e-02,2.676286e-02,8.523844e-04
22,2.581200e-02,2.671964e-02,8.147347e-04
23,2.704000e-02,2.673357e-02,7.794305e-04
24,2.319200e-02,2.658600e-02,7.607948e-04
25,2.879600e-02,2.667440e-02,7.354809e-04
26,2.811600e-02,2.672985e-02,7.092801e-04
27,2.731200e-02,2.675141e-02,6.833381e-04
28,3.317200e-02,2.698071e-02,6.963452e-04
29,2.858000e-02,2.703586e-02,6.745135e-04
30,2.942000e-02,2.711533e-02,6.566947e-04
31,2.849200e-02,2.715974e-02,6.370108e-04
32,3.269600e-02,2.733275e-02,6.401672e-04
33,2.895200e-02,2.738182e-02,6.226458e-04
34,2.203200e-02,2.722447e-02,6.238975e-04
35,3.225600e-02,2.736823e-02,6.224138e-04
36,2.848400e-02,2.739922e-02,6.058958e-04
37,3.778000e-02,2.767978e-02,6.512461e-04
38,3.448000e-02,2.785874e-02,6.582358e-04
39,2.016000e-02,2.766133e-02,6.703052e-04
40,2.494400e-02,2.759340e-02,6.569810e-04
41,2.565200e-02,2.754605e-02,6.426612e-04
42,3.154400e-02,2.764124e-02,6.343701e-04
43,2.601600e-02,2.760344e-02,6.207423e-04
44,2.371600e-02,2.751509e-02,6.128898e-04
45,1.758800e-02,2.729449e-02,6.377369e-04
46,2.553600e-02,2.725626e-02,6.250178e-04
47,2.195600e-02,2.714349e-02,6.218099e-04
48,3.568000e-02,2.732133e-02,6.337781e-04
49,2.852000e-02,2.734580e-02,6.213157e-04
50,2.378000e-02,2.727448e-02,6.129687e-04
51,3.133200e-02,2.735404e-02,6.060908e-04
52,2.176800e-02,2.724662e-02,6.038801e-04
53,3.472000e-02,2.738762e-02,6.087263e-04
54,3.007200e-02,2.743733e-02,5.994799e-04
55,3.221600e-02,2.752422e-02,5.948433e-04
56,2.791600e-02,2.753121e-02,5.842622e-04
57,2.062000e-02,2.740996e-02,5.864582e-04
58,3.012800e-02,2.745683e-02,5.782162e-04
59,2.083600e-02,2.734461e-02,5.792029e-04
60,2.667600e-02,2.733347e-02,5.696567e-04
61,2.041200e-02,2.722000e-02,5.715067e-04
62,2.905200e-02,2.724955e-02,5.630522e-04
63,3.864000e-02,2.743035e-02,5.824203e-04
64,2.984800e-02,2.746812e-02,5.745437e-04
65,2.368400e-02,2.740991e-02,5.686464e-04
66,3.481600e-02,2.752212e-02,5.709951e-04
67,2.917200e-02,2.754675e-02,5.630035e-04
68,2.339600e-02,2.748571e-02,5.580232e-04
69,2.382800e-02,2.743270e-02,5.524480e-04
70,2.558400e-02,2.740629e-02,5.451868e-04
71,3.085600e-02,2.745487e-02,5.396689e-04
72,3.974000e-02,2.762550e-02,5.584960e-04
73,2.340800e-02,2.756773e-02,5.538255e-04
74,3.012800e-02,2.760232e-02,5.474210e-04
75,3.423600e-02,2.769077e-02,5.472210e-04
76,2.397200e-02,2.764184e-02,5.422039e-04
77,2.886000e-02,2.765766e-02,5.353931e-04
78,2.673200e-02,2.764579e-02,5.286606e-04
79,2.264000e-02,2.758243e-02,5.257523e-04
80,2.830000e-02,2.759140e-02,5.192569e-04
81,1.874800e-02,2.748222e-02,5.241984e-04
82,2.602000e-02,2.746439e-02,5.181090e-04
83,1.967200e-02,2.737051e-02,5.203034e-04
84,1.566400e-02,2.723114e-02,5.324465e-04
85,3.197200e-02,2.728692e-02,5.290956e-04
86,2.624400e-02,2.727479e-02,5.230823e-04
87,2.212800e-02,2.721563e-02,5.204044e-04
88,2.744400e-02,2.721823e-02,5.144971e-04
89,3.144000e-02,2.726566e-02,5.108983e-04
90,2.733200e-02,2.726640e-02,5.052222e-04
91,1.532800e-02,2.713521e-02,5.164227e-04
92,3.232000e-02,2.719157e-02,5.138753e-04
93,3.266800e-02,2.725045e-02,5.117126e-04
94,2.430800e-02,2.721915e-02,5.072254e-04
95,1.941600e-02,2.713701e-02,5.084933e-04
96,3.249600e-02,2.719283e-02,5.062513e-04
97,2.371600e-02,2.715699e-02,5.022996e-04
98,2.955600e-02,2.718147e-02,4.977702e-04
99,2.703200e-02,2.717996e-02,4.927445e-04
100,2.995600e-02,2.720772e-02,4.885984e-04
