BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,4.257321e-01,4.257321e-01,0.000000e+00
2,3.593288e-01,3.925304e-01,2.347710e-02
3,4.154166e-01,4.001592e-01,1.684532e-02
4,3.875345e-01,3.970030e-01,1.292628e-02
5,4.472255e-01,4.070475e-01,1.369855e-02
6,4.242612e-01,4.099165e-01,1.171203e-02
7,3.942416e-01,4.076772e-01,1.025072e-02
8,4.410787e-01,4.118524e-01,9.782785e-03
9,3.774775e-01,4.080329e-01,9.411922e-03
10,4.117776e-01,4.084074e-01,8.478176e-03
11,3.771245e-01,4.055635e-01,8.170497e-03
12,3.803928e-01,4.034660e-01,7.754195e-03
13,4.373214e-01,4.060702e-01,7.582443e-03
14,3.959229e-01,4.053454e-01,7.075397e-03
15,3.683482e-01,4.028789e-01,7.020462e-03
16,4.207232e-01,4.039942e-01,6.669680e-03
17,3.847273e-01,4.028608e-01,6.372911e-03
18,3.761558e-01,4.013772e-01,6.189144e-03
19,3.695339e-01,3.997013e-01,6.086089e-03
20,3.949093e-01,3.994617e-01,5.786499e-03
21,3.829618e-01,3.986760e-01,5.564039e-03
22,3.574602e-01,3.968025e-01,5.617681e-03
23,4.131755e-01,3.975144e-01,5.418350e-03
24,4.390200e-01,3.992438e-01,5.461607e-03
25,3.942318e-01,3.990433e-01,5.246820e-03
26,3.785946e-01,3.982568e-01,5.103626e-03
27,3.550610e-01,3.966570e-01,5.159267e-03
28,3.729159e-01,3.958091e-01,5.044199e-03
29,3.692840e-01,3.948944e-01,4.952494e-03
30,4.369175e-01,3.962952e-01,4.981572e-03
31,3.785101e-01,3.957215e-01,4.853800e-03
32,4.184977e-01,3.964332e-01,4.754018e-03
33,4.008153e-01,3.965660e-01,4.611811e-03
34,4.085379e-01,3.969181e-01,4.489591e-03
35,4.448502e-01,3.982876e-01,4.565414e-03
36,4.360551e-01,3.993367e-01,4.557540e-03
37,4.420181e-01,4.004903e-01,4.578023e-03
38,4.175162e-01,4.009383e-01,4.479421e-03
39,4.221574e-01,4.014824e-01,4.397482e-03
40,3.727686e-01,4.007646e-01,4.345740e-03
41,4.170498e-01,4.011618e-01,4.257860e-03
42,4.268135e-01,4.017725e-01,4.200058e-03
43,3.833449e-01,4.013440e-01,4.124187e-03
44,3.678204e-01,4.005821e-01,4.100228e-03
45,4.583510e-01,4.018658e-01,4.205280e-03
46,4.170959e-01,4.021969e-01,4.126874e-03
47,4.150643e-01,4.024707e-01,4.048139e-03
48,4.147512e-01,4.027265e-01,3.971879e-03
49,4.101575e-01,4.028782e-01,3.893715e-03
50,3.915391e-01,4.026514e-01,3.822439e-03
51,4.096568e-01,4.027888e-01,3.749956e-03
52,3.861273e-01,4.024683e-01,3.691505e-03
53,4.133337e-01,4.026734e-01,3.627542e-03
54,4.116724e-01,4.028400e-01,3.564191e-03
55,3.832497e-01,4.024838e-01,3.517141e-03
56,4.003173e-01,4.024451e-01,3.454547e-03
57,4.104977e-01,4.025864e-01,3.396829e-03
58,4.204126e-01,4.028938e-01,3.352138e-03
59,3.797600e-01,4.025017e-01,3.318175e-03
60,3.746036e-01,4.020367e-01,3.295289e-03
61,3.625648e-01,4.013896e-01,3.304189e-03
62,4.020268e-01,4.013999e-01,3.250911e-03
63,3.873567e-01,4.011770e-01,3.206943e-03
64,3.742385e-01,4.007561e-01,3.184337e-03
65,3.756328e-01,4.003696e-01,3.158717e-03
66,3.693622e-01,3.998997e-01,3.145602e-03
67,4.090988e-01,4.000370e-01,3.101648e-03
68,4.031360e-01,4.000826e-01,3.056370e-03
69,3.443085e-01,3.992743e-01,3.117131e-03
70,4.047822e-01,3.993530e-01,3.073593e-03
71,3.884491e-01,3.991994e-01,3.034138e-03
72,3.353453e-01,3.983125e-01,3.118918e-03
73,3.772494e-01,3.980240e-01,3.089510e-03
74,4.762547e-01,3.990812e-01,3.223562e-03
75,4.178815e-01,3.993318e-01,3.190313e-03
76,4.004895e-01,3.993471e-01,3.148371e-03
77,3.976294e-01,3.993248e-01,3.107562e-03
78,3.898560e-01,3.992034e-01,3.070092e-03
79,4.430357e-01,3.997582e-01,3.080958e-03
80,4.049571e-01,3.998232e-01,3.043132e-03
81,3.878204e-01,3.996750e-01,3.009168e-03
82,4.034828e-01,3.997215e-01,2.972829e-03
83,4.013365e-01,3.997409e-01,2.937075e-03
84,4.373252e-01,4.001883e-01,2.935993e-03
85,3.740889e-01,3.998813e-01,2.917464e-03
86,4.063428e-01,3.999564e-01,2.884507e-03
87,3.993193e-01,3.999491e-01,2.851361e-03
88,4.099096e-01,4.000623e-01,2.821205e-03
89,3.963670e-01,4.000208e-01,2.789812e-03
90,4.000080e-01,4.000206e-01,2.758814e-03
91,4.178113e-01,4.002161e-01,2.735416e-03
92,4.294984e-01,4.005344e-01,2.724137e-03
93,4.154500e-01,4.006948e-01,2.699563e-03
94,3.487207e-01,4.001419e-01,2.726879e-03
95,4.146196e-01,4.002943e-01,2.702430e-03
96,3.953388e-01,4.002427e-01,2.674773e-03
97,4.119751e-01,4.003636e-01,2.649931e-03
98,3.784555e-01,4.001401e-01,2.632304e-03
99,4.076666e-01,4.002161e-01,2.606813e-03
100,4.655659e-01,4.008696e-01,2.661397e-03
