BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-0.95856,-0.95856,0
2,-0.95864,-0.9586,2.82843e-05
3,-0.92944,-0.94888,0.00793637
4,-0.96,-0.95166,0.00642074
5,-0.962,-0.953728,0.00545948
6,-0.92448,-0.948853,0.006364
7,-0.94104,-0.947737,0.00555188
8,-0.97488,-0.95113,0.00580273
9,-0.95176,-0.9512,0.00515841
10,-0.93176,-0.949256,0.00499546
11,-0.93688,-0.948131,0.00466631
12,-0.96944,-0.949907,0.00460294
13,-0.95576,-0.950357,0.00427084
14,-0.9512,-0.950417,0.0039662
15,-0.9356,-0.949429,0.00382282
16,-0.92024,-0.947605,0.00399556
17,-0.9768,-0.949322,0.00411307
18,-0.92728,-0.948098,0.00406277
19,-0.95912,-0.948678,0.00389014
20,-0.95464,-0.948976,0.00370704
21,-0.93712,-0.948411,0.00357325
22,-0.96136,-0.949,0.00345896
23,-0.9276,-0.94807,0.00343143
24,-0.95152,-0.948213,0.00329146
25,-0.93456,-0.947667,0.00320479
26,-0.97064,-0.948551,0.00320102
27,-0.93952,-0.948216,0.00309988
28,-0.9404,-0.947937,0.00300172
29,-0.9548,-0.948174,0.00290752
30,-0.9484,-0.948181,0.00281062
31,-0.96888,-0.948849,0.00279814
32,-0.97552,-0.949682,0.00283211
33,-0.94128,-0.949428,0.00275771
34,-0.94424,-0.949275,0.00268082
35,-0.96856,-0.949826,0.00266024
36,-0.9668,-0.950298,0.0026278
37,-0.9536,-0.950387,0.00255829
38,-0.97256,-0.950971,0.00255664
39,-0.95256,-0.951011,0.00249141
40,-0.94808,-0.950938,0.00243021
41,-0.95008,-0.950917,0.00237102
42,-0.9228,-0.950248,0.00240723
43,-0.98456,-0.951046,0.00247998
44,-0.968,-0.951431,0.00245337
45,-0.95136,-0.951429,0.00239885
46,-0.91768,-0.950696,0.00245633
47,-0.9548,-0.950783,0.00240562
48,-0.95576,-0.950887,0.00235774
49,-0.94672,-0.950802,0.00231116
50,-0.95856,-0.950957,0.00227014
51,-0.93616,-0.950667,0.00224409
52,-0.96584,-0.950958,0.00221982
53,-0.95944,-0.951118,0.0021837
54,-0.96464,-0.951369,0.00215757
55,-0.97096,-0.951725,0.00214754
56,-0.97456,-0.952133,0.00214756
57,-0.9448,-0.952004,0.00211373
58,-0.92976,-0.951621,0.00211179
59,-0.95248,-0.951635,0.00207605
60,-0.92368,-0.951169,0.00209308
61,-0.94616,-0.951087,0.00206038
62,-0.92288,-0.950632,0.00207677
63,-0.94672,-0.95057,0.00204473
64,-0.91896,-0.950076,0.00207158
65,-0.95616,-0.95017,0.00204182
66,-0.9312,-0.949882,0.00203101
67,-0.94384,-0.949792,0.0020027
68,-0.95872,-0.949924,0.00197755
69,-0.9412,-0.949797,0.00195292
70,-0.96208,-0.949973,0.00193289
71,-0.96664,-0.950207,0.00191987
72,-0.96712,-0.950442,0.00190752
73,-0.95728,-0.950536,0.00188369
74,-0.95688,-0.950622,0.00186018
75,-0.97232,-0.950911,0.00185774
76,-0.95976,-0.951027,0.00183694
77,-0.9468,-0.950972,0.00181391
78,-0.94104,-0.950845,0.00179512
79,-0.97152,-0.951107,0.00179137
80,-0.98624,-0.951546,0.00182201
81,-0.95952,-0.951644,0.00180218
82,-0.96976,-0.951865,0.00179369
83,-0.97464,-0.95214,0.00179294
84,-0.94272,-0.952028,0.0017751
85,-0.96544,-0.952185,0.00176122
86,-0.91536,-0.951757,0.00179204
87,-0.9576,-0.951824,0.0017727
88,-0.95768,-0.951891,0.0017538
89,-0.9496,-0.951865,0.00173428
90,-0.95952,-0.95195,0.0017171
91,-0.95776,-0.952014,0.00169942
92,-0.91992,-0.951665,0.00171638
93,-0.93736,-0.951511,0.0017048
94,-0.95768,-0.951577,0.00168793
95,-0.92808,-0.95133,0.00168818
96,-0.93208,-0.951129,0.00168246
97,-0.95752,-0.951195,0.00166641
98,-0.92984,-0.950977,0.00166359
99,-0.95656,-0.951034,0.00164774
100,-0.95976,-0.951121,0.00163357
