BLOCK,ACTUAL_M,M_AVE,ERROR
1,3.126000e-02,3.126000e-02,0.000000e+00
2,1.452800e-02,2.289400e-02,5.915655e-03
3,1.759600e-02,2.112800e-02,4.199106e-03
4,1.759600e-02,2.024500e-02,3.240840e-03
5,2.388000e-02,2.097200e-02,2.672971e-03
6,2.186800e-02,2.112133e-02,2.231643e-03
7,2.162000e-02,2.119257e-02,1.913974e-03
8,1.508800e-02,2.042950e-02,1.820495e-03
9,2.588800e-02,2.103600e-02,1.716275e-03
10,1.660000e-02,2.059240e-02,1.600950e-03
11,2.364000e-02,2.086945e-02,1.479187e-03
12,2.509200e-02,2.122133e-02,1.397149e-03
13,1.679600e-02,2.088092e-02,1.330499e-03
14,1.330800e-02,2.034000e-02,1.340921e-03
15,1.778800e-02,2.016987e-02,1.262273e-03
16,1.460800e-02,1.982225e-02,1.230315e-03
17,1.856000e-02,1.974800e-02,1.160182e-03
18,2.192800e-02,1.986911e-02,1.102031e-03
19,2.267600e-02,2.001684e-02,1.053885e-03
20,2.442400e-02,2.023720e-02,1.023969e-03
21,2.046000e-02,2.024781e-02,9.752632e-04
22,1.891200e-02,2.018709e-02,9.328213e-04
23,1.602000e-02,2.000591e-02,9.096884e-04
24,2.313200e-02,2.013617e-02,8.810606e-04
25,2.002800e-02,2.013184e-02,8.458288e-04
26,1.415200e-02,1.990185e-02,8.439872e-04
27,1.298000e-02,1.964548e-02,8.507739e-04
28,1.647200e-02,1.953214e-02,8.279041e-04
29,2.088000e-02,1.957862e-02,8.006592e-04
30,1.632000e-02,1.947000e-02,7.813038e-04
31,1.911600e-02,1.945858e-02,7.561839e-04
32,1.769200e-02,1.940338e-02,7.345655e-04
33,2.116800e-02,1.945685e-02,7.142497e-04
34,1.760400e-02,1.940235e-02,6.953181e-04
35,1.047600e-02,1.914731e-02,7.207091e-04
36,2.157200e-02,1.921467e-02,7.038295e-04
37,2.281600e-02,1.931200e-02,6.915045e-04
38,2.318000e-02,1.941379e-02,6.807575e-04
39,1.385600e-02,1.927128e-02,6.780541e-04
40,2.100000e-02,1.931450e-02,6.624787e-04
41,2.367600e-02,1.942088e-02,6.548058e-04
42,2.352800e-02,1.951867e-02,6.464758e-04
43,1.526000e-02,1.941963e-02,6.389827e-04
44,1.942800e-02,1.941982e-02,6.244604e-04
45,2.338800e-02,1.950800e-02,6.167783e-04
46,2.525600e-02,1.963296e-02,6.158979e-04
47,1.722000e-02,1.958162e-02,6.049296e-04
48,2.100800e-02,1.961133e-02,5.930564e-04
49,1.788000e-02,1.957600e-02,5.820048e-04
50,1.756000e-02,1.953568e-02,5.717596e-04
51,1.596400e-02,1.946565e-02,5.648214e-04
52,2.058800e-02,1.948723e-02,5.543717e-04
53,1.661600e-02,1.943306e-02,5.465524e-04
54,1.656000e-02,1.937985e-02,5.390145e-04
55,1.290000e-02,1.926204e-02,5.419371e-04
56,1.955200e-02,1.926721e-02,5.322844e-04
57,1.023600e-02,1.910877e-02,5.460185e-04
58,1.374800e-02,1.901634e-02,5.443709e-04
59,1.365200e-02,1.892542e-02,5.426840e-04
60,1.571200e-02,1.887187e-02,5.362755e-04
61,1.831200e-02,1.886269e-02,5.275627e-04
62,1.474400e-02,1.879626e-02,5.232193e-04
63,2.404000e-02,1.887949e-02,5.214927e-04
64,2.117600e-02,1.891538e-02,5.145774e-04
65,1.778000e-02,1.889791e-02,5.069572e-04
66,1.548800e-02,1.884624e-02,5.019018e-04
67,2.212000e-02,1.889510e-02,4.967835e-04
68,2.604800e-02,1.900029e-02,5.004905e-04
69,9.912000e-03,1.886858e-02,5.102744e-04
70,1.908800e-02,1.887171e-02,5.029944e-04
71,1.414800e-02,1.880518e-02,5.002907e-04
72,1.828000e-02,1.879789e-02,4.933954e-04
73,1.575600e-02,1.875622e-02,4.883930e-04
74,1.815200e-02,1.874805e-02,4.818613e-04
75,1.567600e-02,1.870709e-02,4.771742e-04
76,1.359200e-02,1.863979e-02,4.756184e-04
77,1.951200e-02,1.865112e-02,4.695765e-04
78,1.364800e-02,1.858697e-02,4.679166e-04
79,1.592800e-02,1.855332e-02,4.632025e-04
80,1.592400e-02,1.852045e-02,4.585770e-04
81,1.972400e-02,1.853531e-02,4.531562e-04
82,1.978000e-02,1.855049e-02,4.478841e-04
83,1.564000e-02,1.851542e-02,4.438585e-04
84,2.618400e-02,1.860671e-02,4.478646e-04
85,2.346000e-02,1.866381e-02,4.462204e-04
86,2.568400e-02,1.874544e-02,4.484362e-04
87,2.318400e-02,1.879646e-02,4.461744e-04
88,1.935600e-02,1.880282e-02,4.411495e-04
89,1.427600e-02,1.875196e-02,4.391152e-04
90,1.291600e-02,1.868711e-02,4.389978e-04
91,1.968000e-02,1.869802e-02,4.343092e-04
92,1.102400e-02,1.861461e-02,4.375253e-04
93,8.704000e-03,1.850804e-02,4.456096e-04
94,2.282400e-02,1.855396e-02,4.432282e-04
95,1.398800e-02,1.850589e-02,4.411608e-04
96,3.204400e-02,1.864692e-02,4.585514e-04
97,1.658000e-02,1.862561e-02,4.543189e-04
98,2.278800e-02,1.866808e-02,4.516640e-04
99,1.964400e-02,1.867794e-02,4.472093e-04
100,1.730400e-02,1.866420e-02,4.429482e-04
