BLOCK,ACTUAL_M,M_AVE,ERROR
1,2.039200e-02,2.039200e-02,0.000000e+00
2,3.613200e-02,2.826200e-02,5.564930e-03
3,2.972800e-02,2.875067e-02,3.731347e-03
4,2.798800e-02,2.856000e-02,2.803378e-03
5,2.781600e-02,2.841120e-02,2.246648e-03
6,3.688000e-02,2.982267e-02,2.272742e-03
7,4.249200e-02,3.163257e-02,2.569581e-03
8,2.625200e-02,3.096000e-02,2.334745e-03
9,4.473600e-02,3.249067e-02,2.527767e-03
10,3.264800e-02,3.250640e-02,2.275039e-03
11,2.261200e-02,3.160691e-02,2.238985e-03
12,3.199200e-02,3.163900e-02,2.052633e-03
13,2.213200e-02,3.090769e-02,2.020818e-03
14,2.324000e-02,3.036000e-02,1.949280e-03
15,2.436400e-02,2.996027e-02,1.859863e-03
16,2.484000e-02,2.964025e-02,1.770939e-03
17,2.746000e-02,2.951200e-02,1.671404e-03
18,2.976400e-02,2.952600e-02,1.578606e-03
19,3.024000e-02,2.956358e-02,1.495969e-03
20,3.946400e-02,3.005860e-02,1.500840e-03
21,3.530000e-02,3.030819e-02,1.449976e-03
22,2.633200e-02,3.012745e-02,1.395287e-03
23,2.094400e-02,2.972817e-02,1.390579e-03
24,2.884800e-02,2.969150e-02,1.333122e-03
25,3.548000e-02,2.992304e-02,1.299749e-03
26,2.580400e-02,2.976462e-02,1.259376e-03
27,3.223200e-02,2.985600e-02,1.216044e-03
28,3.090800e-02,2.989357e-02,1.173194e-03
29,2.685200e-02,2.978869e-02,1.137417e-03
30,2.932800e-02,2.977333e-02,1.099607e-03
31,2.302800e-02,2.955574e-02,1.085451e-03
32,3.567600e-02,2.974700e-02,1.068248e-03
33,3.578000e-02,2.992982e-02,1.051404e-03
34,2.112800e-02,2.967094e-02,1.051868e-03
35,2.627600e-02,2.957394e-02,1.026277e-03
36,3.586000e-02,2.974856e-02,1.012515e-03
37,2.824400e-02,2.970789e-02,9.859659e-04
38,2.742000e-02,2.964768e-02,9.618560e-04
39,2.632000e-02,2.956236e-02,9.409700e-04
40,3.597600e-02,2.972270e-02,9.310065e-04
41,3.232800e-02,2.978624e-02,9.104650e-04
42,3.873200e-02,2.999924e-02,9.133615e-04
43,2.246400e-02,2.982400e-02,9.087757e-04
44,2.646800e-02,2.974773e-02,8.913167e-04
45,3.813600e-02,2.993413e-02,8.907885e-04
46,3.895600e-02,3.013026e-02,8.927535e-04
47,2.894800e-02,3.010511e-02,8.741130e-04
48,3.149200e-02,3.013400e-02,8.563797e-04
49,2.196400e-02,2.996727e-02,8.549799e-04
50,4.028400e-02,3.017360e-02,8.624187e-04
51,2.727200e-02,3.011671e-02,8.473831e-04
52,3.154400e-02,3.014415e-02,8.315317e-04
53,3.773600e-02,3.028740e-02,8.280882e-04
54,2.415200e-02,3.017378e-02,8.205108e-04
55,2.798800e-02,3.013404e-02,8.065542e-04
56,2.444800e-02,3.003250e-02,7.985171e-04
57,3.198400e-02,3.006674e-02,7.852416e-04
58,2.527600e-02,2.998414e-02,7.760351e-04
59,3.368400e-02,3.004685e-02,7.654114e-04
60,3.514000e-02,3.013173e-02,7.573470e-04
61,3.098800e-02,3.014577e-02,7.450615e-04
62,2.875200e-02,3.012329e-02,7.333835e-04
63,3.063200e-02,3.013137e-02,7.217869e-04
64,3.209600e-02,3.016206e-02,7.111615e-04
65,2.328800e-02,3.005631e-02,7.080401e-04
66,3.233600e-02,3.009085e-02,6.981542e-04
67,3.173200e-02,3.011534e-02,6.881636e-04
68,3.278400e-02,3.015459e-02,6.791616e-04
69,3.139600e-02,3.017258e-02,6.695570e-04
70,2.756800e-02,3.013537e-02,6.610249e-04
71,3.590000e-02,3.021656e-02,6.566821e-04
72,3.096800e-02,3.022700e-02,6.476444e-04
73,2.348000e-02,3.013458e-02,6.453338e-04
74,3.616800e-02,3.021611e-02,6.417429e-04
75,3.022800e-02,3.021627e-02,6.331864e-04
76,2.132000e-02,3.009921e-02,6.355829e-04
77,3.126000e-02,3.011429e-02,6.275073e-04
78,3.135600e-02,3.013021e-02,6.196642e-04
79,1.711600e-02,2.996547e-02,6.333395e-04
80,3.530800e-02,3.003225e-02,6.289337e-04
81,2.731200e-02,2.999867e-02,6.220651e-04
82,3.726800e-02,3.008732e-02,6.207636e-04
83,2.943600e-02,3.007947e-02,6.133341e-04
84,2.866000e-02,3.006257e-02,6.062652e-04
85,4.006400e-02,3.018024e-02,6.104440e-04
86,4.070400e-02,3.030260e-02,6.154887e-04
87,3.297600e-02,3.033333e-02,6.091807e-04
88,2.774400e-02,3.030391e-02,6.029684e-04
89,2.338400e-02,3.022616e-02,6.011855e-04
90,2.837200e-02,3.020556e-02,5.948586e-04
91,2.907600e-02,3.019314e-02,5.884512e-04
92,2.792400e-02,3.016848e-02,5.825716e-04
93,2.709200e-02,3.013540e-02,5.772459e-04
94,3.242800e-02,3.015979e-02,5.716200e-04
95,1.776400e-02,3.002931e-02,5.803042e-04
96,3.621200e-02,3.009371e-02,5.778221e-04
97,3.572000e-02,3.015171e-02,5.747690e-04
98,3.001200e-02,3.015029e-02,5.689058e-04
99,2.943200e-02,3.014303e-02,5.632056e-04
100,2.644400e-02,3.010604e-02,5.587869e-04
