BLOCK,ACTUAL_X,X_AVE,ERROR
1,6.695288e-01,6.695288e-01,0.000000e+00
2,6.868466e-01,6.781877e-01,6.122770e-03
3,6.706027e-01,6.756594e-01,4.574171e-03
4,7.018027e-01,6.821952e-01,6.618698e-03
5,6.874301e-01,6.832422e-01,5.377130e-03
6,6.683534e-01,6.807607e-01,5.020977e-03
7,6.861288e-01,6.815276e-01,4.361864e-03
8,6.942932e-01,6.831233e-01,4.098125e-03
9,6.826000e-01,6.830651e-01,3.643191e-03
10,6.674000e-01,6.814986e-01,3.599940e-03
11,6.873370e-01,6.820294e-01,3.311568e-03
12,6.555753e-01,6.798249e-01,3.697262e-03
13,6.789178e-01,6.797551e-01,3.413515e-03
14,6.787260e-01,6.796816e-01,3.170484e-03
15,6.830986e-01,6.799094e-01,2.967291e-03
16,6.647726e-01,6.789634e-01,2.928768e-03
17,6.788192e-01,6.789549e-01,2.756500e-03
18,6.964384e-01,6.799262e-01,2.769207e-03
19,6.660219e-01,6.791944e-01,2.718435e-03
20,6.661836e-01,6.785438e-01,2.659214e-03
21,6.854822e-01,6.788742e-01,2.553027e-03
22,6.619616e-01,6.781055e-01,2.550097e-03
23,6.736247e-01,6.779107e-01,2.446654e-03
24,6.718110e-01,6.776565e-01,2.357873e-03
25,6.719068e-01,6.774265e-01,2.274747e-03
26,6.873671e-01,6.778089e-01,2.219155e-03
27,6.894137e-01,6.782387e-01,2.178189e-03
28,6.606274e-01,6.776097e-01,2.189325e-03
29,6.634575e-01,6.771217e-01,2.167538e-03
30,6.675616e-01,6.768030e-01,2.118582e-03
31,6.660904e-01,6.764574e-01,2.078233e-03
32,6.754438e-01,6.764258e-01,2.013529e-03
33,6.664438e-01,6.761233e-01,1.975103e-03
34,6.844575e-01,6.763684e-01,1.932163e-03
35,6.719781e-01,6.762430e-01,1.881025e-03
36,6.625863e-01,6.758636e-01,1.866635e-03
37,6.666795e-01,6.756154e-01,1.832615e-03
38,6.841808e-01,6.758408e-01,1.798197e-03
39,6.758904e-01,6.758421e-01,1.752090e-03
40,6.945479e-01,6.763097e-01,1.769597e-03
41,6.788822e-01,6.763725e-01,1.727548e-03
42,6.879781e-01,6.766488e-01,1.708372e-03
43,6.767151e-01,6.766503e-01,1.668643e-03
44,6.702795e-01,6.765055e-01,1.636990e-03
45,6.689151e-01,6.763369e-01,1.609279e-03
46,6.733151e-01,6.762712e-01,1.575635e-03
47,6.707014e-01,6.761527e-01,1.546561e-03
48,6.953041e-01,6.765517e-01,1.564961e-03
49,6.729260e-01,6.764777e-01,1.534771e-03
50,6.609890e-01,6.761679e-01,1.535019e-03
51,6.783562e-01,6.762108e-01,1.505520e-03
52,6.800877e-01,6.762854e-01,1.478413e-03
53,6.797151e-01,6.763501e-01,1.451934e-03
54,6.697534e-01,6.762279e-01,1.430176e-03
55,6.981315e-01,6.766262e-01,1.458567e-03
56,6.870000e-01,6.768114e-01,1.444237e-03
57,6.831534e-01,6.769227e-01,1.423179e-03
58,6.781671e-01,6.769441e-01,1.398803e-03
59,6.919836e-01,6.771990e-01,1.398128e-03
60,6.657753e-01,6.770086e-01,1.387729e-03
61,6.789370e-01,6.770402e-01,1.365339e-03
62,6.738164e-01,6.769882e-01,1.344308e-03
63,6.750575e-01,6.769576e-01,1.323319e-03
64,6.758767e-01,6.769407e-01,1.302750e-03
65,6.674740e-01,6.767951e-01,1.290823e-03
66,6.968247e-01,6.770985e-01,1.306452e-03
67,6.827973e-01,6.771836e-01,1.289719e-03
68,6.808603e-01,6.772377e-01,1.271885e-03
69,6.918740e-01,6.774498e-01,1.271017e-03
70,6.716603e-01,6.773671e-01,1.255548e-03
71,6.926685e-01,6.775826e-01,1.256224e-03
72,6.515753e-01,6.772214e-01,1.289663e-03
73,6.786685e-01,6.772412e-01,1.272148e-03
74,6.753205e-01,6.772153e-01,1.255222e-03
75,7.042164e-01,6.775753e-01,1.289081e-03
76,6.677315e-01,6.774457e-01,1.278610e-03
77,6.850082e-01,6.775440e-01,1.265771e-03
78,6.803178e-01,6.775795e-01,1.250043e-03
79,6.839178e-01,6.776598e-01,1.236791e-03
80,6.764027e-01,6.776440e-01,1.221431e-03
81,6.918767e-01,6.778198e-01,1.218925e-03
82,6.753123e-01,6.777892e-01,1.204444e-03
83,7.030274e-01,6.780932e-01,1.227716e-03
84,6.688959e-01,6.779838e-01,1.217973e-03
85,6.786164e-01,6.779912e-01,1.203667e-03
86,6.679973e-01,6.778750e-01,1.195267e-03
87,6.858904e-01,6.779671e-01,1.185074e-03
88,6.802438e-01,6.779930e-01,1.171889e-03
89,6.804767e-01,6.780209e-01,1.159054e-03
90,6.752000e-01,6.779896e-01,1.146600e-03
91,6.850000e-01,6.780666e-01,1.136585e-03
92,6.796795e-01,6.780841e-01,1.124366e-03
93,6.948438e-01,6.782643e-01,1.126625e-03
94,6.736740e-01,6.782155e-01,1.115698e-03
95,7.116575e-01,6.785675e-01,1.158157e-03
96,6.867644e-01,6.786529e-01,1.149236e-03
97,6.952466e-01,6.788240e-01,1.150050e-03
98,6.751726e-01,6.787867e-01,1.138918e-03
99,6.945890e-01,6.789463e-01,1.138544e-03
100,6.840575e-01,6.789975e-01,1.128306e-03
