BLOCK,ACTUAL_M,M_AVE,ERROR
1,0.01376,0.01376,0
2,0.00136,0.00756,0.00438406
3,0.00816,0.00776,0.00292727
4,0.0234,0.01167,0.0040356
5,0.00492,0.01032,0.0034469
6,0.01816,0.0116267,0.00311024
7,0.0246,0.01348,0.00317037
8,0.00592,0.012535,0.00291151
9,0.02252,0.0136444,0.0027914
10,0.01072,0.013352,0.00252753
11,0.02308,0.0142364,0.00244759
12,-0.00256,0.0128367,0.00261337
13,0.02076,0.0134462,0.0024824
14,0.01924,0.01386,0.00233933
15,0.03092,0.0149973,0.00244426
16,-0.00316,0.0138625,0.00254132
17,0.00444,0.0133082,0.00245153
18,0.01556,0.0134333,0.00231852
19,0.00144,0.0128021,0.0022808
20,0.01208,0.012766,0.00216705
21,0.03404,0.013779,0.00228843
22,0.00728,0.0134836,0.00220339
23,0.00556,0.0131391,0.00213435
24,0.01308,0.0131367,0.00204542
25,0.01708,0.0132944,0.00196968
26,0.00192,0.0128569,0.0019419
27,0.00804,0.0126785,0.00187815
28,0.01364,0.0127129,0.00181139
29,0.04192,0.01372,0.00200951
30,0.00084,0.0132907,0.00198786
31,0.01668,0.0134,0.00192674
32,0.00672,0.0131912,0.0018778
33,0.02656,0.0135964,0.00186408
34,0.01284,0.0135741,0.00180939
35,0.02712,0.0139611,0.00179861
36,-0.00412,0.0134589,0.00181742
37,0.02232,0.0136984,0.00178401
38,0.01232,0.0136621,0.00173743
39,0.00324,0.0133949,0.00171331
40,-0.00532,0.012927,0.00173319
41,0.02136,0.0131327,0.00170307
42,0.00464,0.0129305,0.00167449
43,0.00868,0.0128316,0.00163846
44,0.02632,0.0131382,0.00162965
45,0.0016,0.0128818,0.00161348
46,0.00348,0.0126774,0.00159129
47,0.01328,0.0126902,0.00155749
48,0.01432,0.0127242,0.00152541
49,0.00764,0.0126204,0.0014978
50,0.01496,0.0126672,0.00146858
51,0.00296,0.0124769,0.00145207
52,0.0154,0.0125331,0.00142523
53,0.00836,0.0124543,0.00140051
54,0.01276,0.01246,0.00137459
55,0.01748,0.0125513,0.00135262
56,-0.011,0.0121307,0.00139231
57,-8e-05,0.0119165,0.00138427
58,-0.00192,0.0116779,0.00138081
59,0.00808,0.0116169,0.00135875
60,0.01184,0.0116207,0.00133611
61,0.01188,0.0116249,0.00131421
62,0.01412,0.0116652,0.00129363
63,0.0388,0.0120959,0.00134289
64,0.0146,0.012135,0.00132247
65,0.00696,0.0120554,0.00130452
66,0.017,0.0121303,0.00128691
67,0.00656,0.0120472,0.00127038
68,0.02196,0.0121929,0.00126003
69,0.01388,0.0122174,0.00124201
70,-0.00572,0.0119611,0.00125042
71,0.00348,0.0118417,0.0012385
72,-0.0034,0.01163,0.00123926
73,0.00644,0.0115589,0.00122432
74,0.02284,0.0117114,0.00121723
75,0.0054,0.0116272,0.00120391
76,0.00488,0.0115384,0.00119134
77,0.01828,0.011626,0.00117908
78,0.0146,0.0116641,0.00116458
79,0.01724,0.0117347,0.00115197
80,0.01464,0.011771,0.00113814
81,0.01592,0.0118222,0.00112525
82,-0.01108,0.0115429,0.00114566
83,0.00172,0.0114246,0.00113795
84,0.0046,0.0113433,0.0011273
85,0.00944,0.0113209,0.00111426
86,0.03292,0.0115721,0.00112926
87,-0.00864,0.0113398,0.00113992
88,0.02224,0.0114636,0.00113368
89,0.02184,0.0115802,0.00112692
90,0.01232,0.0115884,0.00111443
91,0.0172,0.0116501,0.00110389
92,0.02628,0.0118091,0.00110328
93,0.0022,0.0117058,0.00109625
94,0.0192,0.0117855,0.00108748
95,0.0238,0.011912,0.00108336
96,0.01184,0.0119112,0.00107208
97,0.00736,0.0118643,0.00106205
98,0.01752,0.011922,0.00105278
99,0.024,0.012044,0.00104919
100,0.02092,0.0121328,0.00104245
