BLOCK,ACTUAL_X,X_AVE,ERROR
1,69.0162,69.0162,0
2,74.9482,71.9822,2.09728
3,75.5717,73.1787,1.70568
4,78.2464,74.4456,1.68533
5,97.3691,79.0303,4.31665
6,73.7784,78.155,3.68488
7,90.6669,79.9424,3.56572
8,95.6501,81.9059,3.62046
9,80.155,81.7113,3.22341
10,93.6022,82.9004,3.11267
11,96.1392,84.1039,3.05353
12,96.1115,85.1046,2.95848
13,75.7966,84.3886,2.81621
14,91.9742,84.9304,2.66667
15,87.2478,85.0849,2.49336
16,66.3379,83.9132,2.59828
17,71.28,83.1701,2.5495
18,46.9411,81.1574,3.10222
19,89.6179,81.6027,2.97073
20,73.5093,81.198,2.84963
21,87.977,81.5208,2.73215
22,74.4501,81.1994,2.6268
23,58.3637,80.2065,2.6937
24,59.9042,79.3606,2.71104
25,95.2277,79.9953,2.67586
26,60.9954,79.2645,2.67086
27,73.8307,79.0633,2.57951
28,85.4029,79.2897,2.4973
29,61.7325,78.6843,2.48349
30,51.7773,77.7874,2.55754
31,82.3797,77.9355,2.47933
32,85.315,78.1661,2.41255
33,78.0733,78.1633,2.33944
34,99.8686,78.8017,2.35613
35,98.416,79.3621,2.35452
36,97.1195,79.8554,2.34021
37,67.4098,79.519,2.30101
38,96.3589,79.9622,2.28273
39,88.6203,80.1842,2.23497
40,49.9898,79.4293,2.30305
41,72.8925,79.2699,2.25239
42,95.2006,79.6492,2.23047
43,90.2434,79.8955,2.19216
44,73.9818,79.7611,2.14645
45,86.5304,79.9116,2.10402
46,76.8371,79.8447,2.05934
47,80.4978,79.8586,2.01557
48,86.6432,80,1.97853
49,87.1142,80.1452,1.94347
50,81.0008,80.1623,1.90468
51,60.3011,79.7728,1.90673
52,47.0458,79.1435,1.9712
53,71.7358,79.0037,1.93895
54,79.701,79.0166,1.90309
55,77.8611,78.9956,1.8686
56,98.8648,79.3504,1.86862
57,67.4518,79.1417,1.84746
58,37.6304,78.426,1.94932
59,74.832,78.365,1.91723
60,90.1962,78.5622,1.89539
61,77.9392,78.552,1.86434
62,80.7789,78.5879,1.83462
63,89.1523,78.7556,1.81314
64,87.5994,78.8938,1.79007
65,74.5061,78.8263,1.76381
66,87.3691,78.9557,1.74182
67,78.3538,78.9468,1.71585
68,70.1794,78.8178,1.69545
69,62.2987,78.5784,1.6877
70,94.3802,78.8042,1.67862
71,65.992,78.6237,1.66465
72,89.9264,78.7807,1.64891
73,73.8638,78.7133,1.6277
74,91.6947,78.8888,1.61513
75,88.4661,79.0165,1.59863
76,83.1458,79.0708,1.57852
77,96.697,79.2997,1.57453
78,89.7875,79.4342,1.56008
79,52.1699,79.089,1.57804
80,96.8322,79.3108,1.57382
81,69.6696,79.1918,1.55889
82,61.2394,78.9729,1.55518
83,44.5678,78.5583,1.59072
84,97.9229,78.7889,1.5884
85,99.2274,79.0293,1.58781
86,79.6446,79.0365,1.56936
87,90.3421,79.1664,1.5567
88,75.0718,79.1199,1.5397
89,64.5747,78.9565,1.53105
90,82.2374,78.9929,1.51447
91,89.905,79.1128,1.50257
92,59.391,78.8985,1.50145
93,74.8874,78.8553,1.48593
94,65.8587,78.7171,1.47654
95,87.2355,78.8068,1.46371
96,90.5038,78.9286,1.45353
97,85.7144,78.9986,1.44023
98,92.245,79.1337,1.43186
99,86.2413,79.2055,1.4192
100,74.1136,79.1546,1.40592
