#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1      1.1285      1.1285           0
           2     1.21494     1.17172   0.0305602
           3     1.21569     1.18638   0.0236285
           4     1.21385     1.19325   0.0186925
           5     1.19612     1.19382   0.0149629
           6     1.20563     1.19579   0.0125979
           7     1.19455     1.19561   0.0107994
           8     1.20064     1.19624  0.00946773
           9     1.19862     1.19651  0.00841946
          10     1.20779     1.19763  0.00765276
          11     1.18834     1.19679  0.00700352
          12     1.20757     1.19769  0.00647726
          13     1.23129     1.20027  0.00647424
          14     1.22579      1.2021  0.00626321
          15     1.20061       1.202  0.00584644
          16     1.22526     1.20345  0.00565892
          17     1.21308     1.20402  0.00535433
          18     1.18047     1.20271  0.00521427
          19      1.1752     1.20126  0.00513695
          20     1.20611      1.2015  0.00488581
          21      1.2371      1.2032  0.00493846
          22     1.23837      1.2048  0.00496602
          23     1.23212     1.20598   0.0048901
          24     1.20705     1.20603  0.00468655
          25     1.23916     1.20735  0.00468268
          26     1.25284      1.2091  0.00481827
          27      1.2563     1.21085  0.00494679
          28      1.2634     1.21273  0.00511379
          29     1.25456     1.21417  0.00513689
          30      1.2467     1.21526  0.00507877
          31     1.23525      1.2159  0.00495573
          32     1.20914     1.21569  0.00480536
          33     1.23017     1.21613  0.00467974
          34     1.22011     1.21625  0.00454357
          35     1.21965     1.21634  0.00441479
          36     1.23232     1.21679  0.00431442
          37     1.18952     1.21605  0.00426031
          38     1.21326     1.21598  0.00414883
          39     1.20768     1.21576  0.00404789
          40     1.26125      1.2169  0.00410332
          41     1.24034     1.21747  0.00404287
          42     1.23679     1.21793  0.00397268
          43     1.22732     1.21815  0.00388629
          44     1.21017     1.21797  0.00380219
          45     1.23801     1.21841  0.00374368
          46     1.23429     1.21876  0.00367816
          47     1.22399     1.21887  0.00360158
          48     1.24594     1.21943  0.00357043
          49     1.24183     1.21989   0.0035267
          50     1.25516      1.2206  0.00352599
          51     1.24197     1.22102  0.00348168
          52     1.21692     1.22094  0.00341561
          53     1.21445     1.22082  0.00335336
          54      1.1878      1.2202  0.00334652
          55     1.19893     1.21982  0.00330796
          56     1.22127     1.21984  0.00324899
          57     1.22191     1.21988  0.00319219
          58     1.20062     1.21955  0.00315437
          59     1.22351     1.21961  0.00310162
          60     1.23859     1.21993  0.00306601
          61     1.23161     1.22012  0.00302172
          62     1.24551     1.22053   0.0030006
          63     1.22351     1.22058  0.00295335
          64     1.20757     1.22038  0.00291419
          65     1.21222     1.22025  0.00287206
          66     1.20812     1.22007  0.00283441
          67     1.19266     1.21966  0.00282146
          68     1.23877     1.21994  0.00279394
          69     1.21515     1.21987  0.00275431
          70     1.21895     1.21986    0.002715
          71     1.24069     1.22015  0.00269256
          72     1.22411      1.2202  0.00265573
          73     1.22583     1.22028  0.00262046
          74     1.23973     1.22054   0.0025982
          75     1.21124     1.22042  0.00256651
          76     1.21245     1.22032  0.00253488
          77     1.25345     1.22075  0.00253823
          78     1.21218     1.22064  0.00250806
          79     1.19738     1.22034  0.00249354
          80      1.2165     1.22029  0.00246283
          81     1.24973     1.22066  0.00245908
          82     1.24283     1.22093  0.00244392
          83     1.23316     1.22107  0.00241892
          84     1.21269     1.22097  0.00239218
          85     1.20322     1.22077  0.00237313
          86     1.25338     1.22115  0.00237565
          87     1.25644     1.22155  0.00238274
          88     1.24049     1.22177  0.00236536
          89     1.23903     1.22196  0.00234672
          90     1.23762     1.22213  0.00232709
          91     1.24556     1.22239  0.00231571
          92      1.2087     1.22224  0.00229531
          93     1.20522     1.22206  0.00227791
          94     1.22867     1.22213  0.00225477
          95     1.25032     1.22243  0.00225047
          96     1.22965      1.2225  0.00222828
          97     1.20077     1.22228  0.00221654
          98     1.21812     1.22224  0.00219433
          99     1.22654     1.22228  0.00217259
         100     1.23833     1.22244  0.00215679
