#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.21768     1.21768           0
           2     1.28923     1.25346   0.0252961
           3     1.29288      1.2666   0.0199884
           4     1.29424     1.27351   0.0161414
           5     1.30645      1.2801   0.0141944
           6     1.28301     1.28058    0.011837
           7     1.30859     1.28458   0.0108008
           8     1.29159     1.28546  0.00948615
           9     1.28589     1.28551  0.00843226
          10     1.29746      1.2867  0.00767333
          11     1.30211      1.2881  0.00710246
          12     1.30529     1.28954  0.00665345
          13     1.27336     1.28829  0.00625694
          14     1.27288     1.28719  0.00590612
          15     1.32707     1.28985  0.00608128
          16     1.32617     1.29212  0.00611018
          17     1.28926     1.29195  0.00575308
          18     1.28128     1.29136  0.00546389
          19     1.26197     1.28981  0.00539086
          20     1.29313     1.28998  0.00512387
          21     1.26248     1.28867  0.00504445
          22     1.27228     1.28792  0.00486984
          23     1.30199     1.28853  0.00469637
          24     1.31142     1.28949  0.00459645
          25     1.27466     1.28889  0.00445072
          26     1.31057     1.28973  0.00435693
          27     1.29502     1.28992  0.00419996
          28     1.29349     1.29005  0.00405189
          29     1.28312     1.28981  0.00391922
          30     1.30758      1.2904  0.00383305
          31      1.2741     1.28988  0.00374532
          32     1.27803     1.28951  0.00364653
          33     1.29284     1.28961  0.00353742
          34     1.27478     1.28917  0.00346015
          35     1.27323     1.28872  0.00339116
          36     1.28644     1.28865  0.00329755
          37     1.28513     1.28856   0.0032098
          38     1.27926     1.28831  0.00313464
          39     1.30736      1.2888  0.00309207
          40     1.31767     1.28952  0.00309785
          41     1.29482     1.28965  0.00302498
          42     1.27712     1.28935  0.00296765
          43     1.27481     1.28902  0.00291785
          44     1.28534     1.28893  0.00285273
          45     1.27067     1.28853  0.00281806
          46     1.30033     1.28878  0.00276845
          47     1.27881     1.28857  0.00271766
          48     1.27932     1.28838  0.00266787
          49      1.2828     1.28827  0.00261586
          50     1.27736     1.28805  0.00257262
          51     1.27295     1.28775  0.00253915
          52     1.30508     1.28808   0.0025121
          53     1.35804      1.2894  0.00278999
          54     1.33266     1.29021  0.00285098
          55     1.30722     1.29051  0.00281588
          56     1.30378     1.29075  0.00277554
          57     1.30108     1.29093  0.00273275
          58     1.30478     1.29117  0.00269605
          59     1.30901     1.29147  0.00266726
          60     1.27647     1.29122  0.00263451
          61      1.2816     1.29107  0.00259605
          62     1.29947      1.2912  0.00255771
          63     1.27342     1.29092  0.00253264
          64     1.30318     1.29111   0.0025003
          65     1.31769     1.29152  0.00249505
          66     1.29377     1.29155  0.00245748
          67     1.28875     1.29151  0.00242116
          68     1.28713     1.29145  0.00238641
          69     1.28135      1.2913  0.00235631
          70     1.30906     1.29155  0.00233626
          71      1.3116     1.29184  0.00232036
          72     1.35331     1.29269  0.00244015
          73     1.31058     1.29294  0.00241899
          74     1.25257     1.29239  0.00244702
          75      1.2619     1.29198  0.00244793
          76     1.26229     1.29159  0.00244671
          77     1.29899     1.29169  0.00241682
          78     1.30701     1.29189   0.0023938
          79     1.27181     1.29163  0.00237696
          80     1.28663     1.29157  0.00234807
          81     1.29237     1.29158   0.0023191
          82     1.28357     1.29148  0.00229287
          83     1.27624      1.2913  0.00227259
          84     1.28347      1.2912  0.00224744
          85     1.27711     1.29104  0.00222711
          86     1.28369     1.29095  0.00220285
          87      1.2884     1.29092  0.00217772
          88     1.30691     1.29111  0.00216054
          89     1.30913     1.29131  0.00214574
          90     1.30423     1.29145   0.0021267
          91     1.28797     1.29141  0.00210367
          92     1.28713     1.29137  0.00208132
          93     1.30283     1.29149  0.00206259
          94     1.28709     1.29144  0.00204118
          95     1.27167     1.29124  0.00203027
          96     1.30017     1.29133  0.00201126
          97     1.28641     1.29128  0.00199116
          98     1.28594     1.29122  0.00197159
          99     1.28076     1.29112   0.0019545
         100     1.27683     1.29097  0.00194017
