#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.36816     1.36816           0
           2     1.40583       1.387   0.0133178
           3     1.41933     1.39777   0.0125007
           4     1.43024     1.40589   0.0117175
           5     1.42945      1.4106   0.0102781
           6     1.41154     1.41076  0.00856629
           7     1.44383     1.41548  0.00854633
           8       1.427     1.41692  0.00759842
           9     1.44305     1.41983  0.00728779
          10     1.45021     1.42286  0.00716441
          11     1.42492     1.42305  0.00651554
          12     1.44267     1.42469  0.00617431
          13     1.41698     1.42409  0.00572771
          14     1.42972      1.4245  0.00533268
          15     1.41412      1.4238  0.00502182
          16     1.42979     1.42418  0.00472189
          17     1.44063     1.42515  0.00454218
          18     1.44047       1.426  0.00436886
          19     1.43133     1.42628  0.00414791
          20     1.43448     1.42669  0.00396075
          21     1.40681     1.42574  0.00388355
          22     1.41605      1.4253  0.00373195
          23     1.43559     1.42575  0.00359639
          24     1.42983     1.42592  0.00345055
          25     1.44765     1.42679  0.00342028
          26     1.43941     1.42727  0.00332301
          27     1.44268     1.42784  0.00324855
          28     1.42806     1.42785  0.00313254
          29     1.39712     1.42679  0.00319878
          30     1.43176     1.42696  0.00309644
          31     1.41498     1.42657  0.00302056
          32     1.43547     1.42685  0.00293894
          33     1.45207     1.42761  0.00294756
          34     1.40587     1.42697  0.00292942
          35     1.41325     1.42658  0.00287186
          36      1.4322     1.42674  0.00279633
          37     1.42679     1.42674  0.00272076
          38      1.4161     1.42646  0.00266353
          39     1.40883     1.42601   0.0026333
          40     1.45517     1.42674  0.00266647
          41     1.47001     1.42779  0.00280252
          42     1.45949     1.42855  0.00283558
          43     1.40657     1.42803   0.0028153
          44     1.41308      1.4277  0.00277174
          45     1.43814     1.42793  0.00271986
          46       1.413      1.4276  0.00268001
          47       1.439     1.42785  0.00263394
          48     1.43061      1.4279  0.00257969
          49     1.42234     1.42779  0.00252955
          50     1.45637     1.42836  0.00254273
          51     1.40363     1.42788  0.00253869
          52     1.42615     1.42784  0.00249008
          53     1.40917     1.42749  0.00246789
          54     1.42837     1.42751  0.00242224
          55     1.45869     1.42807  0.00244366
          56     1.45708     1.42859  0.00245431
          57     1.47509     1.42941  0.00254322
          58     1.45219      1.4298  0.00252953
          59     1.45358      1.4302  0.00251855
          60     1.42506     1.43012  0.00247804
          61     1.41968     1.42995  0.00244332
          62     1.42903     1.42993  0.00240396
          63     1.42637     1.42988  0.00236646
          64     1.43253     1.42992  0.00232985
          65     1.39948     1.42945  0.00234058
          66      1.4077     1.42912  0.00232821
          67     1.43519     1.42921  0.00229522
          68      1.4596     1.42966  0.00230458
          69     1.39275     1.42912  0.00233241
          70     1.40445     1.42877  0.00232558
          71     1.40165     1.42839  0.00232398
          72     1.40582     1.42807  0.00231275
          73     1.39475     1.42762  0.00232568
          74     1.42986     1.42765  0.00229445
          75     1.42346     1.42759  0.00226454
          76     1.43896     1.42774  0.00223967
          77     1.43087     1.42778  0.00221095
          78     1.43045     1.42782  0.00218287
          79      1.4378     1.42794   0.0021589
          80     1.44266     1.42813  0.00213973
          81     1.41574     1.42797  0.00211878
          82     1.41965     1.42787  0.00209537
          83     1.42451     1.42783  0.00207052
          84     1.45694     1.42818  0.00207465
          85     1.46407      1.4286  0.00209277
          86     1.44253     1.42876   0.0020747
          87      1.4284     1.42876  0.00205085
          88     1.42957     1.42877  0.00202757
          89     1.44779     1.42898  0.00201602
          90     1.42853     1.42898  0.00199363
          91     1.40676     1.42873  0.00198661
          92     1.41667      1.4286  0.00196934
          93     1.41065     1.42841  0.00195761
          94     1.43163     1.42844  0.00193708
          95     1.43645     1.42853  0.00191852
          96      1.4335     1.42858  0.00189924
          97     1.40627     1.42835  0.00189353
          98     1.43305      1.4284  0.00187482
          99     1.43042     1.42842    0.001856
         100     1.42985     1.42843  0.00183749
