#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.768913    0.768913           0
           2    0.868111    0.818512   0.0350718
           3    0.881658    0.839561    0.029018
           4    0.918312    0.859249    0.027647
           5    0.926609    0.872721    0.025187
           6    0.908646    0.878708   0.0216891
           7    0.919341    0.884513   0.0193519
           8    0.916259    0.888481    0.017335
           9    0.899052    0.889656   0.0154486
          10     0.90597    0.891287   0.0139896
          11    0.899219    0.892008   0.0127364
          12    0.913612    0.893809   0.0118016
          13    0.950833    0.898195   0.0116806
          14    0.872041    0.896327   0.0109946
          15    0.867166    0.894383   0.0104321
          16    0.861625    0.892335  0.00997899
          17    0.896206    0.892563  0.00939459
          18    0.907943    0.893418  0.00891144
          19    0.920593    0.894848  0.00855643
          20    0.920641    0.896138  0.00822523
          21    0.907289    0.896669  0.00785067
          22    0.904055    0.897004    0.007501
          23    0.917817    0.897909  0.00722924
          24    0.930468    0.899266  0.00705417
          25     0.93317    0.900622  0.00690113
          26    0.934436    0.901923  0.00675713
          27    0.960267    0.904083  0.00684368
          28    0.922698    0.904748  0.00663147
          29    0.943209    0.906075  0.00653408
          30    0.936781    0.907098  0.00639594
          31    0.940983    0.908191  0.00628233
          32    0.891686    0.907675  0.00610714
          33    0.885677    0.907009  0.00595835
          34    0.893281    0.906605  0.00579677
          35    0.896045    0.906303  0.00563899
          36     0.89235    0.905916  0.00549566
          37    0.873486    0.905039  0.00541657
          38    0.873839    0.904218  0.00533589
          39    0.903475    0.904199  0.00519911
          40    0.936978    0.905019  0.00513331
          41    0.979648    0.906839  0.00532105
          42    0.961457    0.908139  0.00535091
          43    0.937845     0.90883  0.00527087
          44    0.957205    0.909929   0.0052645
          45     0.93022     0.91038  0.00516678
          46    0.941332    0.911053  0.00509809
          47     1.00247    0.912998  0.00534783
          48      0.9818    0.914432  0.00542511
          49    0.983586    0.915843   0.0054949
          50     0.96339    0.916794  0.00546667
          51    0.932704    0.917106  0.00536837
          52    0.889415    0.916573  0.00529148
          53    0.893294    0.916134  0.00520984
          54    0.874223    0.915358  0.00517085
          55    0.915355    0.915358  0.00507683
          56    0.913134    0.915318  0.00498633
          57    0.931167    0.915596   0.0049066
          58    0.925532    0.915768  0.00482499
          59    0.936864    0.916125  0.00475644
          60    0.911383    0.916046  0.00467782
          61    0.883562    0.915514  0.00463135
          62    0.868682    0.914758  0.00461784
          63    0.906735    0.914631  0.00454629
          64    0.915029    0.914637  0.00447526
          65    0.899149    0.914399  0.00441275
          66    0.900793    0.914193   0.0043507
          67    0.930185    0.914431  0.00429231
          68    0.929723    0.914656  0.00423507
          69    0.930384    0.914884  0.00417983
          70    0.880381    0.914391  0.00414908
          71     0.86563    0.913705  0.00414709
          72    0.898293    0.913491  0.00409501
          73    0.910821    0.913454  0.00403908
          74    0.871003     0.91288  0.00402503
          75    0.870537    0.912316  0.00401076
          76    0.866858    0.911718  0.00400234
          77    0.903275    0.911608  0.00395186
          78     0.95046    0.912106  0.00393246
          79    0.945042    0.912523  0.00390472
          80    0.935123    0.912805  0.00386612
          81     0.92062    0.912902  0.00381959
          82    0.902652    0.912777  0.00377506
          83    0.888916    0.912489   0.0037405
          84    0.900183    0.912343  0.00369884
          85    0.880272    0.911966  0.00367452
          86     0.92824    0.912155  0.00363666
          87    0.962813    0.912737  0.00364118
          88    0.906829     0.91267  0.00360042
          89    0.904557    0.912579  0.00356112
          90    0.910666    0.912558  0.00352161
          91     0.87625    0.912159  0.00350544
          92     0.86455    0.911641  0.00350533
          93    0.889066    0.911398  0.00347603
          94    0.890895     0.91118  0.00344589
          95    0.873882    0.910788  0.00343191
          96    0.887083    0.910541  0.00340503
          97    0.912568    0.910562  0.00336999
          98    0.881372    0.910264  0.00334874
          99    0.898274    0.910143  0.00331711
         100    0.885566    0.909897  0.00329303
