BLOCK,ACTUAL_P,P_AVE,ERROR
1,5.323579e-02,5.323579e-02,0.000000e+00
2,5.324726e-02,5.324153e-02,4.056734e-06
3,5.338856e-02,5.329054e-02,4.010822e-05
4,5.318733e-02,5.326474e-02,3.747270e-05
5,5.314421e-02,5.324063e-02,3.692633e-05
6,5.318997e-02,5.323219e-02,3.172256e-05
7,5.317363e-02,5.322382e-02,2.827222e-05
8,5.332144e-02,5.323602e-02,2.724448e-05
9,5.323974e-02,5.323644e-02,2.422044e-05
10,5.329922e-02,5.324271e-02,2.259752e-05
11,5.331292e-02,5.324910e-02,2.142563e-05
12,5.314985e-02,5.324083e-02,2.117639e-05
13,5.318429e-02,5.323648e-02,1.998902e-05
14,5.305821e-02,5.322374e-02,2.225021e-05
15,5.315494e-02,5.321916e-02,2.123443e-05
16,5.325834e-02,5.322161e-02,2.004803e-05
17,5.326169e-02,5.322396e-02,1.900687e-05
18,5.320224e-02,5.322276e-02,1.798922e-05
19,5.319347e-02,5.322122e-02,1.710834e-05
20,5.311469e-02,5.321589e-02,1.706187e-05
21,5.308044e-02,5.320944e-02,1.742595e-05
22,5.312013e-02,5.320538e-02,1.710013e-05
23,5.315264e-02,5.320309e-02,1.650967e-05
24,5.312407e-02,5.319979e-02,1.614676e-05
25,5.318106e-02,5.319905e-02,1.551827e-05
26,5.325399e-02,5.320116e-02,1.506462e-05
27,5.321147e-02,5.320154e-02,1.451151e-05
28,5.316156e-02,5.320011e-02,1.406333e-05
29,5.312303e-02,5.319745e-02,1.382732e-05
30,5.309370e-02,5.319400e-02,1.379215e-05
31,5.323034e-02,5.319517e-02,1.339699e-05
32,5.331089e-02,5.319879e-02,1.345760e-05
33,5.327852e-02,5.320120e-02,1.326491e-05
34,5.321801e-02,5.320170e-02,1.288398e-05
35,5.310108e-02,5.319882e-02,1.283260e-05
36,5.310024e-02,5.319608e-02,1.276499e-05
37,5.312060e-02,5.319404e-02,1.258195e-05
38,5.311834e-02,5.319205e-02,1.240754e-05
39,5.313411e-02,5.319056e-02,1.217802e-05
40,5.330893e-02,5.319352e-02,1.222782e-05
41,5.332322e-02,5.319669e-02,1.233196e-05
42,5.340011e-02,5.320153e-02,1.295456e-05
43,5.313446e-02,5.319997e-02,1.274684e-05
44,5.316576e-02,5.319919e-02,1.248083e-05
45,5.321609e-02,5.319957e-02,1.220912e-05
46,5.323573e-02,5.320035e-02,1.196899e-05
47,5.317030e-02,5.319972e-02,1.173139e-05
48,5.315397e-02,5.319876e-02,1.152564e-05
49,5.314075e-02,5.319758e-02,1.135108e-05
50,5.313868e-02,5.319640e-02,1.118500e-05
51,5.311633e-02,5.319483e-02,1.107534e-05
52,5.314555e-02,5.319388e-02,1.090282e-05
53,5.320656e-02,5.319412e-02,1.069974e-05
54,5.317857e-02,5.319383e-02,1.050547e-05
55,5.311207e-02,5.319235e-02,1.041911e-05
56,5.333029e-02,5.319481e-02,1.052019e-05
57,5.327107e-02,5.319615e-02,1.042034e-05
58,5.319016e-02,5.319605e-02,1.024119e-05
59,5.312964e-02,5.319492e-02,1.012926e-05
60,5.317614e-02,5.319461e-02,9.965277e-06
61,5.316791e-02,5.319417e-02,9.811516e-06
62,5.316860e-02,5.319376e-02,9.661927e-06
63,5.344210e-02,5.319770e-02,1.028131e-05
64,5.339094e-02,5.320072e-02,1.055474e-05
65,5.309503e-02,5.319909e-02,1.051686e-05
66,5.316961e-02,5.319865e-02,1.036700e-05
67,5.317910e-02,5.319835e-02,1.021637e-05
68,5.317330e-02,5.319799e-02,1.007278e-05
69,5.317962e-02,5.319772e-02,9.930309e-06
70,5.311430e-02,5.319653e-02,9.859686e-06
71,5.310782e-02,5.319528e-02,9.799653e-06
72,5.313999e-02,5.319451e-02,9.693589e-06
73,5.328883e-02,5.319580e-02,9.646519e-06
74,5.332850e-02,5.319760e-02,9.681392e-06
75,5.312005e-02,5.319656e-02,9.607362e-06
76,5.322776e-02,5.319697e-02,9.489716e-06
77,5.316751e-02,5.319659e-02,9.374185e-06
78,5.325943e-02,5.319739e-02,9.288558e-06
79,5.322983e-02,5.319781e-02,9.180051e-06
80,5.321770e-02,5.319805e-02,9.068667e-06
81,5.325517e-02,5.319876e-02,8.984080e-06
82,5.318765e-02,5.319862e-02,8.875540e-06
83,5.325383e-02,5.319929e-02,8.793497e-06
84,5.322462e-02,5.319959e-02,8.693981e-06
85,5.334827e-02,5.320134e-02,8.765899e-06
86,5.311041e-02,5.320028e-02,8.727508e-06
87,5.311228e-02,5.319927e-02,8.685612e-06
88,5.315774e-02,5.319880e-02,8.599721e-06
89,5.326683e-02,5.319956e-02,8.537002e-06
90,5.312789e-02,5.319877e-02,8.479212e-06
91,5.318733e-02,5.319864e-02,8.386965e-06
92,5.310997e-02,5.319768e-02,8.351001e-06
93,5.317793e-02,5.319747e-02,8.263904e-06
94,5.314599e-02,5.319692e-02,8.194110e-06
95,5.313552e-02,5.319627e-02,8.133307e-06
96,5.322778e-02,5.319660e-02,8.055206e-06
97,5.312759e-02,5.319589e-02,8.003522e-06
98,5.310545e-02,5.319497e-02,7.974876e-06
99,5.311478e-02,5.319416e-02,7.935347e-06
100,5.316607e-02,5.319387e-02,7.860964e-06
101,5.312855e-02,5.319323e-02,7.809695e-06
102,5.316310e-02,5.319293e-02,7.738712e-06
103,5.316805e-02,5.319269e-02,7.667350e-06
104,5.309757e-02,5.319178e-02,7.647984e-06
105,5.312495e-02,5.319114e-02,7.601584e-06
106,5.318376e-02,5.319107e-02,7.530190e-06
107,5.324719e-02,5.319159e-02,7.478061e-06
108,5.323147e-02,5.319196e-02,7.417928e-06
109,5.324469e-02,5.319245e-02,7.365626e-06
110,5.325683e-02,5.319303e-02,7.321880e-06
111,5.306961e-02,5.319192e-02,7.339860e-06
112,5.315205e-02,5.319156e-02,7.282953e-06
113,5.312906e-02,5.319101e-02,7.239475e-06
114,5.325269e-02,5.319155e-02,7.196162e-06
115,5.322660e-02,5.319186e-02,7.140038e-06
116,5.326933e-02,5.319253e-02,7.109656e-06
117,5.336184e-02,5.319397e-02,7.194665e-06
118,5.329814e-02,5.319486e-02,7.187647e-06
119,5.319747e-02,5.319488e-02,7.127280e-06
120,5.321125e-02,5.319501e-02,7.069192e-06
121,5.328028e-02,5.319572e-02,7.045806e-06
122,5.330219e-02,5.319659e-02,7.041891e-06
123,5.325922e-02,5.319710e-02,7.003023e-06
124,5.320286e-02,5.319715e-02,6.946701e-06
