BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-4.96704,-4.96704,0
2,-4.82078,-4.89391,0.0517093
3,-4.75167,-4.84649,0.0518367
4,-4.7115,-4.81275,0.0486378
5,-4.65543,-4.78128,0.0480204
6,-4.54746,-4.74231,0.0535436
7,-4.48712,-4.70586,0.0569694
8,-4.45449,-4.67444,0.0578678
9,-4.38269,-4.64202,0.0598325
10,-4.31406,-4.60922,0.0621912
11,-4.27113,-4.57849,0.0636812
12,-4.19412,-4.54646,0.0659398
13,-4.2177,-4.52117,0.0655378
14,-4.25073,-4.50185,0.0636397
15,-4.29391,-4.48799,0.0608882
16,-4.3287,-4.47803,0.0578909
17,-4.29652,-4.46736,0.0554614
18,-4.26164,-4.45593,0.0535448
19,-4.24632,-4.4449,0.0518506
20,-4.20355,-4.43283,0.0506429
21,-4.24554,-4.42391,0.0490103
22,-4.29607,-4.4181,0.0471258
23,-4.20668,-4.40891,0.0459646
24,-4.23227,-4.40155,0.0446347
25,-4.33029,-4.3987,0.0429402
26,-4.26651,-4.39361,0.0415885
27,-4.25249,-4.38839,0.0403753
28,-4.20511,-4.38184,0.0394604
29,-4.29158,-4.37873,0.0382222
30,-4.2344,-4.37392,0.0372497
31,-4.227,-4.36918,0.0363483
32,-4.12251,-4.36147,0.0360205
33,-4.16112,-4.3554,0.0354369
34,-4.17888,-4.35021,0.0347729
35,-4.16387,-4.34488,0.0341845
36,-3.97171,-4.33452,0.0347711
37,-4.029,-4.32626,0.034798
38,-4.0567,-4.31917,0.0345977
39,-4.10699,-4.31373,0.0341356
40,-4.16271,-4.30995,0.0334904
41,-4.12755,-4.3055,0.0329677
42,-4.177,-4.30244,0.0323244
43,-4.16271,-4.29919,0.0317356
44,-4.15297,-4.29587,0.0311879
45,-4.11711,-4.2919,0.0307467
46,-4.12211,-4.28821,0.030299
47,-4.06034,-4.28336,0.0300398
48,-3.95796,-4.27658,0.0301692
49,-3.9697,-4.27032,0.0301965
50,-4.0499,-4.26591,0.0299126
51,-4.00824,-4.26086,0.0297497
52,-3.90604,-4.25403,0.0299499
53,-3.97558,-4.24878,0.029842
54,-3.93744,-4.24301,0.0298412
55,-3.92456,-4.23722,0.029855
56,-3.87755,-4.2308,0.0300048
57,-3.82177,-4.22362,0.0303244
58,-3.88951,-4.21786,0.0303438
59,-3.94791,-4.21329,0.0301725
60,-3.95297,-4.20895,0.0299799
61,-3.90121,-4.2039,0.0299099
62,-3.97616,-4.20023,0.0296522
63,-3.97071,-4.19659,0.0294044
64,-3.97291,-4.19309,0.029152
65,-3.96791,-4.18963,0.0289086
66,-4.05898,-4.18765,0.0285383
67,-4.06928,-4.18588,0.0281669
68,-4.108,-4.18474,0.027776
69,-4.05448,-4.18285,0.0274375
70,-4.10443,-4.18173,0.0270684
71,-4.10446,-4.18064,0.026709
72,-4.12328,-4.17984,0.02635
73,-4.11131,-4.17891,0.0260057
74,-4.05487,-4.17723,0.0257083
75,-4.03165,-4.17529,0.0254387
76,-4.05064,-4.17365,0.0251567
77,-3.99854,-4.17137,0.0249326
78,-3.91777,-4.16812,0.0248241
79,-3.99805,-4.16597,0.024603
80,-4.03019,-4.16427,0.0243539
81,-3.9747,-4.16193,0.0241655
82,-4.0078,-4.16005,0.0239438
83,-4.06672,-4.15893,0.0236817
84,-4.14719,-4.15879,0.0234002
85,-4.13819,-4.15855,0.0231261
86,-4.10841,-4.15796,0.0228646
87,-4.01387,-4.15631,0.0226616
88,-3.98304,-4.15434,0.0224895
89,-4.03894,-4.15304,0.0222742
90,-4.12067,-4.15268,0.0220296
91,-4.01841,-4.15121,0.0218368
92,-4.02885,-4.14988,0.0216399
93,-4.0569,-4.14888,0.0214303
94,-3.98216,-4.1471,0.0212756
95,-3.93202,-4.14484,0.0211718
96,-3.83601,-4.14162,0.0211942
97,-3.93721,-4.13951,0.0210803
98,-3.94106,-4.13749,0.0209622
99,-3.94324,-4.13553,0.0208421
100,-3.87019,-4.13287,0.0208019
101,-3.92522,-4.13082,0.0206973
102,-3.85648,-4.12813,0.0206684
103,-3.88634,-4.12578,0.0206006
104,-3.77283,-4.12239,0.0206801
105,-3.90655,-4.12033,0.0205851
106,-3.87222,-4.11799,0.0205235
107,-3.88837,-4.11584,0.0204436
108,-3.916,-4.11399,0.0203379
109,-3.90013,-4.11203,0.0202457
110,-3.82257,-4.1094,0.020232
111,-3.84746,-4.10704,0.0201869
112,-3.8456,-4.10471,0.0201411
113,-3.86802,-4.10261,0.0200715
114,-3.82725,-4.1002,0.0200402
115,-3.80975,-4.09767,0.0200245
116,-3.83331,-4.09539,0.0199811
117,-3.82846,-4.09311,0.0199402
118,-3.82181,-4.09081,0.0199033
119,-3.88449,-4.08908,0.0198114
120,-3.84575,-4.08705,0.0197498
121,-3.95449,-4.08595,0.019617
122,-3.83153,-4.08387,0.0195667
123,-3.91902,-4.08253,0.0194535
124,-3.88556,-4.08094,0.0193613
125,-3.95391,-4.07992,0.0192331
126,-3.92253,-4.07867,0.019121
127,-3.89953,-4.07726,0.0190224
128,-3.92343,-4.07606,0.0189117
129,-4.00924,-4.07554,0.0187722
130,-3.93247,-4.07444,0.01866
131,-3.97939,-4.07372,0.0185317
132,-3.93499,-4.07267,0.0184211
133,-3.96157,-4.07183,0.0183015
134,-3.90959,-4.07062,0.0182049
135,-3.83974,-4.06891,0.0181502
136,-3.8203,-4.06708,0.0181086
137,-3.85499,-4.06553,0.0180425
138,-3.87908,-4.06418,0.0179622
139,-3.85465,-4.06268,0.0178962
140,-3.9698,-4.06201,0.0177806
141,-3.90194,-4.06088,0.0176907
142,-3.96113,-4.06017,0.0175801
143,-3.937,-4.05931,0.0174782
144,-3.96072,-4.05863,0.0173703
145,-3.90352,-4.05756,0.0172834
146,-3.90307,-4.0565,0.0171974
147,-3.92095,-4.05558,0.0171051
148,-3.94277,-4.05482,0.0170065
149,-3.93286,-4.054,0.016912
150,-3.90601,-4.05301,0.016828
151,-3.87486,-4.05183,0.0167579
152,-3.92172,-4.05098,0.0166695
153,-3.94667,-4.05029,0.0165745
154,-3.95795,-4.04969,0.0164777
155,-4.02994,-4.04957,0.0163719
156,-3.97656,-4.0491,0.0162736
157,-4.08171,-4.04931,0.0161713
158,-4.08957,-4.04956,0.0160709
159,-4.07691,-4.04973,0.0159708
160,-4.17477,-4.05051,0.0158901
161,-4.07521,-4.05067,0.0157921
162,-4.10647,-4.05101,0.0156984
163,-4.01212,-4.05077,0.0156039
164,-4.02194,-4.0506,0.0155097
165,-4.03532,-4.05051,0.015416
166,-4.04803,-4.05049,0.0153232
167,-4.02028,-4.05031,0.0152325
168,-3.95806,-4.04976,0.0151517
169,-3.87676,-4.04874,0.0150966
170,-3.793,-4.04723,0.0150825
171,-3.80964,-4.04584,0.0150582
172,-3.9506,-4.04529,0.0149808
173,-3.89867,-4.04444,0.0149182
174,-3.94901,-4.04389,0.0148425
175,-3.9596,-4.04341,0.0147655
176,-4.00975,-4.04322,0.0146829
177,-3.9983,-4.04297,0.0146021
178,-3.9185,-4.04227,0.0145368
179,-3.88938,-4.04141,0.0144807
180,-3.89119,-4.04058,0.0144243
181,-3.81111,-4.03931,0.0144002
182,-3.92824,-4.0387,0.014334
183,-4.02238,-4.03861,0.0142559
184,-3.91775,-4.03795,0.0141936
185,-3.96014,-4.03753,0.0141231
186,-3.91443,-4.03687,0.0140626
187,-3.91263,-4.03621,0.0140031
188,-3.94211,-4.03571,0.0139376
189,-3.82356,-4.03458,0.013909
190,-3.8519,-4.03362,0.013869
191,-3.8267,-4.03254,0.0138386
192,-3.8629,-4.03166,0.0137947
193,-3.93637,-4.03116,0.0137321
194,-3.8888,-4.03043,0.0136809
195,-3.90594,-4.02979,0.0136256
196,-3.95442,-4.02941,0.0135615
197,-3.96883,-4.0291,0.0134961
198,-4.04705,-4.02919,0.0134283
199,-4.00184,-4.02905,0.0133615
200,-3.99886,-4.0289,0.0132956
201,-3.95673,-4.02854,0.0132343
