BLOCK,ACTUAL_P,P_AVE,ERROR
1,-0.757378,-0.757378,0
2,-0.75825,-0.757814,0.000308514
3,-0.755852,-0.75716,0.000572251
4,-0.761917,-0.758349,0.00111576
5,-0.753106,-0.757301,0.00129481
6,-0.762542,-0.758174,0.00134167
7,-0.754517,-0.757652,0.00124756
8,-0.766883,-0.758806,0.00153512
9,-0.752921,-0.758152,0.00149733
10,-0.75783,-0.75812,0.00134795
11,-0.764322,-0.758683,0.00133814
12,-0.751361,-0.758073,0.00135866
13,-0.756295,-0.757936,0.00126101
14,-0.756344,-0.757823,0.00117605
15,-0.756531,-0.757737,0.0011008
16,-0.760123,-0.757886,0.00104205
17,-0.760528,-0.758041,0.000992274
18,-0.755836,-0.757919,0.000944681
19,-0.760546,-0.758057,0.000905024
20,-0.757353,-0.758022,0.000860457
21,-0.75448,-0.757853,0.000835847
22,-0.757548,-0.757839,0.000797969
23,-0.767276,-0.758249,0.000862332
24,-0.756023,-0.758157,0.000831376
25,-0.754718,-0.758019,0.000809417
26,-0.76141,-0.75815,0.000788724
27,-0.751834,-0.757916,0.000793437
28,-0.77021,-0.758355,0.000878222
29,-0.755459,-0.758255,0.000853594
30,-0.752527,-0.758064,0.000846225
31,-0.756896,-0.758026,0.000819766
32,-0.766328,-0.758286,0.000834185
33,-0.754845,-0.758181,0.000815396
34,-0.762299,-0.758303,0.000800357
35,-0.756056,-0.758238,0.000780059
36,-0.761322,-0.758324,0.000763079
37,-0.762903,-0.758448,0.000752425
38,-0.758468,-0.758448,0.000732624
39,-0.760822,-0.758509,0.000716363
40,-0.762595,-0.758611,0.000705698
41,-0.77107,-0.758915,0.000751065
42,-0.752654,-0.758766,0.000747833
43,-0.752886,-0.758629,0.00074284
44,-0.764713,-0.758768,0.000738713
45,-0.758677,-0.758766,0.0007223
46,-0.76193,-0.758834,0.000709867
47,-0.754646,-0.758745,0.000700335
48,-0.760137,-0.758774,0.000686344
49,-0.756222,-0.758722,0.000674312
50,-0.766212,-0.758872,0.000677261
51,-0.75357,-0.758768,0.000671912
52,-0.756169,-0.758718,0.000660846
53,-0.753919,-0.758628,0.00065455
54,-0.761164,-0.758674,0.000644111
55,-0.748183,-0.758484,0.00066004
56,-0.765677,-0.758612,0.000660633
57,-0.763002,-0.758689,0.000653516
58,-0.758818,-0.758691,0.000642252
59,-0.755578,-0.758639,0.000633531
60,-0.760744,-0.758674,0.000623943
61,-0.746875,-0.75848,0.000642997
62,-0.75641,-0.758447,0.000633492
63,-0.758591,-0.758449,0.000623441
64,-0.755356,-0.758401,0.00061557
65,-0.753686,-0.758328,0.000610358
66,-0.761989,-0.758384,0.000603626
67,-0.754307,-0.758323,0.000597675
68,-0.766609,-0.758445,0.00060118
69,-0.749671,-0.758318,0.000605767
70,-0.758445,-0.758319,0.000597115
71,-0.757116,-0.758303,0.000588946
72,-0.756744,-0.758281,0.000581164
73,-0.756185,-0.758252,0.000573912
74,-0.757269,-0.758239,0.00056631
75,-0.7672,-0.758358,0.000571224
76,-0.752319,-0.758279,0.000569209
77,-0.758502,-0.758282,0.000561824
78,-0.754417,-0.758232,0.000556802
79,-0.760666,-0.758263,0.000550605
80,-0.763298,-0.758326,0.000547308
81,-0.755265,-0.758288,0.000541854
82,-0.748896,-0.758174,0.000547218
83,-0.76721,-0.758283,0.000551349
84,-0.752799,-0.758217,0.000548636
85,-0.761874,-0.75826,0.000543866
86,-0.744649,-0.758102,0.000560098
87,-0.762614,-0.758154,0.000556056
88,-0.7596,-0.75817,0.00054998
89,-0.751999,-0.758101,0.000548154
90,-0.759369,-0.758115,0.000542244
91,-0.752428,-0.758053,0.000539875
92,-0.76057,-0.75808,0.0005347
93,-0.757446,-0.758073,0.000528994
94,-0.764784,-0.758144,0.000528162
95,-0.762654,-0.758192,0.000524731
96,-0.755927,-0.758168,0.000519795
97,-0.757213,-0.758158,0.00051453
98,-0.763304,-0.758211,0.000511951
99,-0.745744,-0.758085,0.000522039
100,-0.773562,-0.75824,0.000539274
