BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-6.32194,-6.32194,0
2,-6.32097,-6.32146,0.000341895
3,-6.32093,-6.32128,0.000269503
4,-6.32058,-6.32111,0.000252471
5,-6.32042,-6.32097,0.000236789
6,-6.32034,-6.32087,0.000218987
7,-6.32202,-6.32103,0.000241846
8,-6.32049,-6.32096,0.000220831
9,-6.32033,-6.32089,0.000207319
10,-6.32042,-6.32084,0.000191986
11,-6.31869,-6.32065,0.000255302
12,-6.3199,-6.32059,0.00024162
13,-6.32001,-6.32054,0.000227021
14,-6.32004,-6.32051,0.000213588
15,-6.31926,-6.32042,0.000214821
16,-6.31939,-6.32036,0.000210901
17,-6.31947,-6.32031,0.000204838
18,-6.31948,-6.32026,0.000198579
19,-6.31978,-6.32023,0.000189726
20,-6.32065,-6.32026,0.000181359
21,-6.32063,-6.32027,0.000173593
22,-6.31909,-6.32022,0.000173792
23,-6.32101,-6.32025,0.000169631
24,-6.31817,-6.32017,0.000183507
25,-6.3192,-6.32013,0.0001802
26,-6.31999,-6.32012,0.000173353
27,-6.3194,-6.3201,0.000168994
28,-6.32022,-6.3201,0.00016302
29,-6.32088,-6.32013,0.000159575
30,-6.3205,-6.32014,0.000154738
31,-6.3209,-6.32016,0.000151661
32,-6.31999,-6.32016,0.000147016
33,-6.32086,-6.32018,0.0001441
34,-6.321,-6.3202,0.000141851
35,-6.31903,-6.32017,0.000141721
36,-6.31961,-6.32016,0.000138624
37,-6.31975,-6.32014,0.000135314
38,-6.3199,-6.32014,0.000131903
39,-6.32012,-6.32014,0.000128521
40,-6.32053,-6.32015,0.00012569
41,-6.31836,-6.3201,0.000129944
42,-6.31878,-6.32007,0.000130628
43,-6.31917,-6.32005,0.000129273
44,-6.31809,-6.32001,0.000133822
45,-6.31933,-6.31999,0.000131687
46,-6.31943,-6.31998,0.000129393
47,-6.32044,-6.31999,0.000127006
48,-6.32013,-6.31999,0.000124394
49,-6.31947,-6.31998,0.000122303
50,-6.31912,-6.31996,0.000121073
51,-6.32107,-6.31999,0.000120636
52,-6.32002,-6.31999,0.000118318
53,-6.32152,-6.32002,0.00011958
54,-6.32042,-6.32002,0.000117596
55,-6.32053,-6.32003,0.000115823
56,-6.31896,-6.32001,0.000115313
57,-6.32054,-6.32002,0.00011366
58,-6.31925,-6.32001,0.000112476
59,-6.31923,-6.32,0.000111333
60,-6.31891,-6.31998,0.00011093
61,-6.31999,-6.31998,0.000109112
62,-6.31968,-6.31997,0.000107458
63,-6.32028,-6.31998,0.00010586
64,-6.32005,-6.31998,0.000104212
65,-6.32092,-6.31999,0.000103612
66,-6.31831,-6.31997,0.000105148
67,-6.31881,-6.31995,0.000104996
68,-6.31901,-6.31994,0.000104358
69,-6.31997,-6.31994,0.000102847
70,-6.32026,-6.31994,0.000101481
71,-6.31998,-6.31994,0.000100053
72,-6.31984,-6.31994,9.8674e-05
73,-6.31981,-6.31994,9.73386e-05
74,-6.32131,-6.31996,9.77665e-05
75,-6.31894,-6.31994,9.73959e-05
76,-6.32139,-6.31996,9.79526e-05
77,-6.31892,-6.31995,9.76148e-05
78,-6.32099,-6.31996,9.727e-05
79,-6.32001,-6.31996,9.60402e-05
80,-6.31929,-6.31996,9.52031e-05
81,-6.31992,-6.31996,9.40288e-05
82,-6.32093,-6.31997,9.36244e-05
83,-6.31895,-6.31995,9.32921e-05
84,-6.32131,-6.31997,9.35687e-05
85,-6.32081,-6.31998,9.29831e-05
86,-6.31961,-6.31998,9.20022e-05
87,-6.31996,-6.31998,9.09449e-05
88,-6.31987,-6.31997,8.99192e-05
89,-6.32013,-6.31998,8.89249e-05
90,-6.31999,-6.31998,8.79369e-05
91,-6.31922,-6.31997,8.73652e-05
92,-6.32023,-6.31997,8.64607e-05
93,-6.32024,-6.31997,8.55798e-05
94,-6.32035,-6.31998,8.47605e-05
95,-6.31871,-6.31996,8.49182e-05
96,-6.32129,-6.31998,8.51514e-05
97,-6.31972,-6.31998,8.43138e-05
98,-6.31871,-6.31996,8.44381e-05
99,-6.31976,-6.31996,8.36109e-05
100,-6.3193,-6.31995,8.30358e-05
