BLOCK,ACTUAL_T,T_AVE,ERROR
1,0.802377,0.802377,0
2,0.80148,0.801928,0.00031724
3,0.803613,0.80249,0.000504855
4,0.797804,0.801319,0.00108281
5,0.806534,0.802362,0.00127317
6,0.797298,0.801518,0.00131115
7,0.80489,0.802,0.00120912
8,0.792833,0.800854,0.00150606
9,0.806677,0.801501,0.00147114
10,0.801865,0.801537,0.00132448
11,0.795659,0.801003,0.00130744
12,0.808062,0.801591,0.00132422
13,0.803529,0.80174,0.00123071
14,0.803186,0.801843,0.00114713
15,0.802924,0.801915,0.00107292
16,0.79938,0.801757,0.00101749
17,0.799032,0.801597,0.000970184
18,0.803726,0.801715,0.000923467
19,0.799255,0.801586,0.000883896
20,0.802419,0.801627,0.000840683
21,0.805304,0.801802,0.00081868
22,0.802009,0.801812,0.000781521
23,0.792678,0.801415,0.000842407
24,0.803654,0.801508,0.000812459
25,0.804956,0.801646,0.000791582
26,0.798398,0.801521,0.00077093
27,0.807695,0.80175,0.000775549
28,0.789662,0.801318,0.000859652
29,0.804309,0.801421,0.000836172
30,0.807175,0.801613,0.000830003
31,0.802739,0.801649,0.000804023
32,0.793333,0.801389,0.000819817
33,0.804715,0.80149,0.000801147
34,0.797317,0.801367,0.000786928
35,0.803703,0.801434,0.000767268
36,0.798715,0.801358,0.000749665
37,0.796972,0.80124,0.000738718
38,0.801381,0.801244,0.000719288
39,0.799113,0.801189,0.000702916
40,0.79731,0.801092,0.000691999
41,0.788884,0.800794,0.000736405
42,0.806905,0.80094,0.000733101
43,0.806761,0.801075,0.000728447
44,0.795235,0.800942,0.000723883
45,0.801022,0.800944,0.000707799
46,0.79815,0.800883,0.000695014
47,0.805229,0.800976,0.000686348
48,0.799793,0.800951,0.000672492
49,0.803614,0.801006,0.00066096
50,0.793809,0.800862,0.000663225
51,0.806135,0.800965,0.000658232
52,0.803409,0.801012,0.00064725
53,0.805606,0.801099,0.000640816
54,0.798693,0.801054,0.000630496
55,0.811267,0.80124,0.000645799
56,0.794211,0.801114,0.000646349
57,0.796842,0.801039,0.000639341
58,0.800728,0.801034,0.00062834
59,0.803816,0.801081,0.000619457
60,0.79871,0.801042,0.000610392
61,0.812255,0.801225,0.000627458
62,0.803072,0.801255,0.000618044
63,0.800999,0.801251,0.000608247
64,0.804197,0.801297,0.000600482
65,0.805841,0.801367,0.000595299
66,0.797628,0.80131,0.000588969
67,0.805329,0.80137,0.000583224
68,0.793012,0.801248,0.000587456
69,0.809721,0.80137,0.000591639
70,0.801112,0.801367,0.000583198
71,0.802482,0.801382,0.000575196
72,0.802832,0.801402,0.000567559
73,0.803498,0.801431,0.00056051
74,0.802318,0.801443,0.000553064
75,0.792528,0.801324,0.000558316
76,0.807175,0.801401,0.000556252
77,0.801181,0.801398,0.000549036
78,0.805188,0.801447,0.000544142
79,0.799225,0.801419,0.000537981
80,0.796458,0.801357,0.000534818
81,0.804382,0.801394,0.000529517
82,0.810675,0.801507,0.000535018
83,0.792738,0.801402,0.000538903
84,0.806731,0.801465,0.000536209
85,0.797864,0.801423,0.000531571
86,0.814516,0.801575,0.000546758
87,0.796863,0.801521,0.000543149
88,0.799975,0.801503,0.000537261
89,0.807559,0.801571,0.000535516
90,0.800186,0.801556,0.000529787
91,0.806852,0.801614,0.000527152
92,0.799125,0.801587,0.000522116
93,0.802238,0.801594,0.000516549
94,0.795119,0.801525,0.000515626
95,0.79711,0.801479,0.000512289
96,0.803712,0.801502,0.000507481
97,0.802395,0.801511,0.000502333
98,0.796413,0.801459,0.000499893
99,0.813622,0.801582,0.000509716
100,0.786333,0.80143,0.000526935
