BLOCK,ACTUAL_KE,KE_AVE,ERROR
1,1.186586e+00,1.186586e+00,0.000000e+00
2,1.183464e+00,1.185025e+00,1.103775e-03
3,1.219134e+00,1.196394e+00,9.312515e-03
4,1.191405e+00,1.195147e+00,7.067430e-03
5,1.196035e+00,1.195325e+00,5.656177e-03
6,1.195755e+00,1.195396e+00,4.713936e-03
7,1.201931e+00,1.196330e+00,4.131923e-03
8,1.205792e+00,1.197513e+00,3.780929e-03
9,1.190145e+00,1.196694e+00,3.448321e-03
10,1.201058e+00,1.197130e+00,3.130985e-03
11,1.191572e+00,1.196625e+00,2.886832e-03
12,1.209445e+00,1.197694e+00,2.837051e-03
13,1.193859e+00,1.197399e+00,2.634107e-03
14,1.191246e+00,1.196959e+00,2.482349e-03
15,1.199521e+00,1.197130e+00,2.322728e-03
16,1.196882e+00,1.197114e+00,2.177609e-03
17,1.195795e+00,1.197037e+00,2.050897e-03
18,1.202104e+00,1.197318e+00,1.956183e-03
19,1.200903e+00,1.197507e+00,1.862299e-03
20,1.198254e+00,1.197544e+00,1.769559e-03
21,1.192194e+00,1.197289e+00,1.703534e-03
22,1.202162e+00,1.197511e+00,1.640435e-03
23,1.209390e+00,1.198027e+00,1.648416e-03
24,1.192469e+00,1.197796e+00,1.595921e-03
25,1.198849e+00,1.197838e+00,1.532639e-03
26,1.201744e+00,1.197988e+00,1.481036e-03
27,1.197904e+00,1.197985e+00,1.426187e-03
28,1.200080e+00,1.198060e+00,1.377212e-03
29,1.197656e+00,1.198046e+00,1.329793e-03
30,1.205425e+00,1.198292e+00,1.308017e-03
31,1.198671e+00,1.198304e+00,1.265880e-03
32,1.192054e+00,1.198109e+00,1.241296e-03
33,1.189048e+00,1.197834e+00,1.233671e-03
34,1.207996e+00,1.198133e+00,1.233058e-03
35,1.198620e+00,1.198147e+00,1.197906e-03
36,1.201181e+00,1.198231e+00,1.167593e-03
37,1.189494e+00,1.197995e+00,1.159670e-03
38,1.203121e+00,1.198130e+00,1.136969e-03
39,1.188698e+00,1.197888e+00,1.133247e-03
40,1.207956e+00,1.198140e+00,1.132521e-03
41,1.195795e+00,1.198083e+00,1.106342e-03
42,1.197809e+00,1.198076e+00,1.080019e-03
43,1.203360e+00,1.198199e+00,1.061870e-03
44,1.199736e+00,1.198234e+00,1.038311e-03
45,1.201508e+00,1.198307e+00,1.017783e-03
46,1.196543e+00,1.198268e+00,9.963799e-04
47,1.199840e+00,1.198302e+00,9.757412e-04
48,1.197233e+00,1.198280e+00,9.556672e-04
49,1.208673e+00,1.198492e+00,9.594127e-04
50,1.191390e+00,1.198350e+00,9.506812e-04
51,1.211196e+00,1.198602e+00,9.648341e-04
52,1.200177e+00,1.198632e+00,9.467555e-04
53,1.200402e+00,1.198665e+00,9.294809e-04
54,1.191453e+00,1.198532e+00,9.218136e-04
55,1.206498e+00,1.198677e+00,9.163614e-04
56,1.210845e+00,1.198894e+00,9.254025e-04
57,1.188635e+00,1.198714e+00,9.265048e-04
58,1.193925e+00,1.198631e+00,9.142026e-04
59,1.204582e+00,1.198732e+00,9.042543e-04
60,1.188582e+00,1.198563e+00,9.048700e-04
61,1.199341e+00,1.198576e+00,8.901260e-04
62,1.209158e+00,1.198746e+00,8.919833e-04
63,1.202667e+00,1.198809e+00,8.799933e-04
64,1.200389e+00,1.198833e+00,8.665898e-04
65,1.188901e+00,1.198681e+00,8.666262e-04
66,1.208076e+00,1.198823e+00,8.651092e-04
67,1.198230e+00,1.198814e+00,8.522424e-04
68,1.202395e+00,1.198867e+00,8.413348e-04
69,1.203571e+00,1.198935e+00,8.318996e-04
70,1.197522e+00,1.198915e+00,8.202602e-04
71,1.207197e+00,1.199031e+00,8.169595e-04
72,1.199927e+00,1.199044e+00,8.057074e-04
73,1.187889e+00,1.198891e+00,8.090303e-04
74,1.212250e+00,1.199071e+00,8.179902e-04
75,1.194478e+00,1.199010e+00,8.093737e-04
76,1.187012e+00,1.198852e+00,8.139741e-04
77,1.201196e+00,1.198883e+00,8.039716e-04
78,1.206574e+00,1.198981e+00,7.996882e-04
79,1.198412e+00,1.198974e+00,7.895980e-04
80,1.198007e+00,1.198962e+00,7.798206e-04
81,1.203192e+00,1.199014e+00,7.719397e-04
82,1.189786e+00,1.198902e+00,7.706865e-04
83,1.204901e+00,1.198974e+00,7.647836e-04
84,1.201418e+00,1.199003e+00,7.562323e-04
85,1.200589e+00,1.199022e+00,7.475657e-04
86,1.202973e+00,1.199068e+00,7.402838e-04
87,1.202526e+00,1.199108e+00,7.328410e-04
88,1.196781e+00,1.199081e+00,7.249898e-04
89,1.196989e+00,1.199058e+00,7.172246e-04
90,1.194857e+00,1.199011e+00,7.107724e-04
91,1.191262e+00,1.198926e+00,7.080447e-04
92,1.211850e+00,1.199066e+00,7.141488e-04
93,1.201088e+00,1.199088e+00,7.068005e-04
94,1.208062e+00,1.199183e+00,7.056992e-04
95,1.189390e+00,1.199080e+00,7.057607e-04
96,1.201301e+00,1.199103e+00,6.987881e-04
97,1.205220e+00,1.199167e+00,6.944231e-04
98,1.197057e+00,1.199145e+00,6.876708e-04
99,1.198727e+00,1.199141e+00,6.807376e-04
100,1.196866e+00,1.199118e+00,6.743101e-04
101,1.201785e+00,1.199144e+00,6.681504e-04
102,1.210195e+00,1.199253e+00,6.703265e-04
103,1.195772e+00,1.199219e+00,6.646700e-04
104,1.211624e+00,1.199338e+00,6.688953e-04
105,1.189842e+00,1.199248e+00,6.686105e-04
106,1.196886e+00,1.199226e+00,6.626739e-04
107,1.207661e+00,1.199304e+00,6.611531e-04
108,1.200480e+00,1.199315e+00,6.551210e-04
109,1.189387e+00,1.199224e+00,6.554121e-04
110,1.207858e+00,1.199303e+00,6.541364e-04
111,1.193249e+00,1.199248e+00,6.505131e-04
112,1.195427e+00,1.199214e+00,6.455991e-04
113,1.185616e+00,1.199094e+00,6.510040e-04
114,1.200342e+00,1.199105e+00,6.453856e-04
115,1.209285e+00,1.199193e+00,6.458158e-04
116,1.190721e+00,1.199120e+00,6.443646e-04
117,1.207107e+00,1.199188e+00,6.424632e-04
118,1.194838e+00,1.199152e+00,6.380755e-04
119,1.195849e+00,1.199124e+00,6.333168e-04
120,1.210356e+00,1.199217e+00,6.349182e-04
121,1.195863e+00,1.199190e+00,6.302759e-04
122,1.195819e+00,1.199162e+00,6.257149e-04
123,1.204377e+00,1.199204e+00,6.220628e-04
124,1.200880e+00,1.199218e+00,6.171929e-04
125,1.200651e+00,1.199229e+00,6.123618e-04
126,1.204102e+00,1.199268e+00,6.087218e-04
127,1.198201e+00,1.199260e+00,6.039867e-04
128,1.199654e+00,1.199263e+00,5.992759e-04
129,1.203496e+00,1.199296e+00,5.955283e-04
130,1.208920e+00,1.199370e+00,5.955313e-04
131,1.190825e+00,1.199304e+00,5.945462e-04
132,1.196256e+00,1.199281e+00,5.904902e-04
133,1.189417e+00,1.199207e+00,5.906896e-04
134,1.205528e+00,1.199254e+00,5.881622e-04
135,1.204154e+00,1.199291e+00,5.849243e-04
136,1.190355e+00,1.199225e+00,5.843015e-04
137,1.204937e+00,1.199267e+00,5.815222e-04
138,1.194871e+00,1.199235e+00,5.781802e-04
139,1.210779e+00,1.199318e+00,5.799549e-04
140,1.193399e+00,1.199275e+00,5.773513e-04
141,1.200240e+00,1.199282e+00,5.732971e-04
142,1.207966e+00,1.199343e+00,5.725121e-04
143,1.198504e+00,1.199338e+00,5.685387e-04
144,1.194621e+00,1.199305e+00,5.655332e-04
145,1.203980e+00,1.199337e+00,5.625512e-04
146,1.189409e+00,1.199269e+00,5.627932e-04
147,1.196012e+00,1.199247e+00,5.594008e-04
148,1.203633e+00,1.199277e+00,5.564056e-04
149,1.199169e+00,1.199276e+00,5.526718e-04
150,1.203958e+00,1.199307e+00,5.498683e-04
151,1.194437e+00,1.199275e+00,5.471717e-04
152,1.197934e+00,1.199266e+00,5.436430e-04
153,1.200575e+00,1.199275e+00,5.401571e-04
154,1.195134e+00,1.199248e+00,5.373184e-04
155,1.214959e+00,1.199349e+00,5.433290e-04
156,1.186382e+00,1.199266e+00,5.461672e-04
157,1.201103e+00,1.199278e+00,5.428138e-04
158,1.199461e+00,1.199279e+00,5.393795e-04
159,1.192488e+00,1.199236e+00,5.376757e-04
160,1.201503e+00,1.199250e+00,5.345019e-04
161,1.199171e+00,1.199250e+00,5.311822e-04
162,1.192455e+00,1.199208e+00,5.295565e-04
163,1.203300e+00,1.199233e+00,5.269025e-04
164,1.200411e+00,1.199240e+00,5.237387e-04
165,1.205363e+00,1.199277e+00,5.218775e-04
166,1.198123e+00,1.199270e+00,5.187800e-04
167,1.200748e+00,1.199279e+00,5.157490e-04
168,1.217021e+00,1.199385e+00,5.233796e-04
169,1.190168e+00,1.199330e+00,5.231161e-04
170,1.208845e+00,1.199386e+00,5.230244e-04
171,1.195512e+00,1.199363e+00,5.204564e-04
172,1.195752e+00,1.199342e+00,5.178539e-04
173,1.204534e+00,1.199372e+00,5.157293e-04
174,1.205364e+00,1.199407e+00,5.139134e-04
175,1.192313e+00,1.199366e+00,5.125731e-04
176,1.196851e+00,1.199352e+00,5.098599e-04
177,1.211160e+00,1.199419e+00,5.113247e-04
178,1.192821e+00,1.199382e+00,5.097937e-04
179,1.213871e+00,1.199463e+00,5.133315e-04
180,1.195458e+00,1.199440e+00,5.109615e-04
181,1.196571e+00,1.199425e+00,5.083843e-04
182,1.205603e+00,1.199459e+00,5.067233e-04
183,1.198377e+00,1.199453e+00,5.039888e-04
184,1.193481e+00,1.199420e+00,5.022936e-04
185,1.206631e+00,1.199459e+00,5.010885e-04
186,1.197233e+00,1.199447e+00,4.985373e-04
187,1.206894e+00,1.199487e+00,4.974595e-04
188,1.195967e+00,1.199468e+00,4.951657e-04
189,1.202277e+00,1.199483e+00,4.927688e-04
190,1.189007e+00,1.199428e+00,4.932503e-04
191,1.189209e+00,1.199374e+00,4.935612e-04
192,1.207177e+00,1.199415e+00,4.926607e-04
193,1.196551e+00,1.199400e+00,4.903316e-04
194,1.207708e+00,1.199443e+00,4.896706e-04
195,1.198587e+00,1.199439e+00,4.871791e-04
196,1.199714e+00,1.199440e+00,4.846956e-04
197,1.199810e+00,1.199442e+00,4.822388e-04
198,1.203014e+00,1.199460e+00,4.801405e-04
199,1.194133e+00,1.199433e+00,4.784734e-04
200,1.208879e+00,1.199481e+00,4.784064e-04
