generation,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8
1378,10.1847,10.1847,10.1847,10.1847,10.1847,10.1847,10.3155,10.825
1379,10.3155,10.3155,10.3155,10.3155,10.3155,10.9385,10.9385,11.93
1380,10.2764,10.2764,10.2764,10.2764,10.2764,10.7525,10.7525,12.0606
1381,10.735,10.735,10.735,10.735,10.735,10.735,11.7203,12.0606
1382,10.735,10.735,10.735,10.735,10.735,10.735,11.2115,13.866
1383,10.735,10.735,10.735,10.735,10.735,10.735,10.735,12.9376
1384,10.735,10.735,10.735,10.735,10.735,10.735,10.735,10.735
1385,10.735,10.735,10.735,10.735,10.735,10.735,10.735,10.735
1386,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,10.735,12.2837
1387,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216
1388,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,11.576
1389,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,11.5345
1390,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216
1391,10.7216,10.7216,10.7216,10.7216,10.7216,10.7216,12.4406,12.7248
1392,10.3669,10.3669,10.3669,10.3669,11.3574,12.0445,12.0445,13.3487
1393,10.4292,10.4292,10.4292,10.4292,10.4292,10.4292,12.135,12.1401
1394,10.2614,10.2614,10.2614,10.2614,10.2614,10.2614,10.2614,10.4292
1395,10.2614,10.2614,10.2614,10.2614,10.432,10.5801,10.9373,11.7799
1396,10.4379,10.4379,10.4379,10.4379,10.4379,10.4379,10.4379,10.976
1397,10.4372,10.4372,10.4372,10.4372,10.4372,10.4372,10.4372,10.4372
1398,10.4372,10.4372,10.4372,10.4372,10.4372,10.4372,10.4372,10.4372
1399,10.4372,10.4372,10.4372,10.4372,10.4372,10.4372,10.6071,12.0489
1400,10.3759,10.3759,10.3759,10.3759,10.3759,11.5027,12.1474,12.8203
1401,10.3759,10.3759,10.3759,10.3759,10.3759,13.573,13.573,14.0918
1402,11.3714,11.3714,11.3714,11.3714,11.3714,11.9022,11.9022,15.1069
1403,10.8514,10.8514,10.8514,10.8514,10.8514,10.8514,12.0849,12.0849
1404,10.8514,10.8514,10.8514,10.8514,10.8514,10.8514,10.8514,10.8514
1405,10.8514,10.8514,10.8514,10.8514,10.8514,10.8514,11.4607,12.2157
1406,10.7688,10.7688,10.7688,10.7688,10.7688,10.7688,10.7688,10.7688
1407,10.7688,10.7688,10.7688,10.7688,10.7688,10.799,13.0441,13.0441
1408,10.7688,10.7688,10.7688,10.7688,10.7688,10.7688,12.0918,12.845
1409,10.5495,10.5495,10.5495,10.5495,10.5495,10.7688,11.8208,12.0918
1410,10.1458,10.1458,10.1458,10.1458,10.1458,10.1458,11.6128,11.6128
1411,10.3456,10.3456,10.3456,10.3456,10.3456,10.9897,11.117,11.7603
1412,10.1972,10.1972,10.1972,10.1972,10.1972,10.3456,10.3456,10.9273
1413,10.1972,10.1972,10.1972,10.1972,10.1972,10.9187,10.9273,10.9273
1414,10.1725,10.1725,10.1725,10.1725,10.1725,10.1725,10.1725,10.3062
1415,9.68739,9.68739,9.68739,9.68739,9.68739,9.68739,9.68739,10.3681
1416,9.52303,9.52303,9.52303,9.52303,9.52303,10.6619,12.082,13.0867
1417,9.52303,9.52303,9.52303,9.52303,9.52303,9.52303,9.52303,11.5496
1418,9.52303,9.52303,9.52303,9.52303,9.52303,9.52303,10.8703,10.8703
1419,9.52303,9.52303,9.52303,9.52303,9.52303,9.69562,9.69562,11.0648
1420,9.23996,9.23996,9.23996,9.23996,9.23996,9.23996,9.33424,9.78807
1421,9.23996,9.23996,9.23996,9.23996,9.23996,9.23996,9.23996,9.23996
1422,9.23996,9.23996,9.23996,9.23996,9.23996,9.23996,9.23996,10.4814
1423,8.82416,8.82416,8.82416,8.82416,9.23996,9.96379,11.59,11.59
1424,9.58536,9.58536,9.58536,9.58536,9.58536,9.58536,9.58536,9.62027
1425,9.54752,9.54752,9.54752,9.54752,9.54752,9.54752,9.58536,9.80204
1426,9.54752,9.54752,9.54752,9.54752,9.54752,10.118,12.2101,13.0913
1427,9.54752,9.54752,9.54752,9.54752,9.54752,10.4499,10.6657,13.5963
1428,9.54752,9.54752,9.54752,9.54752,9.54752,9.65564,10.8396,10.8396
1429,9.74096,9.74096,9.74096,9.74096,9.74096,9.74096,9.74096,9.74096
1430,9.72625,9.72625,9.72625,9.72625,9.72625,9.74096,10.6588,11.4438
1431,9.72625,9.72625,9.72625,9.72625,9.74096,9.74096,9.74096,11.0103
1432,9.65991,9.65991,9.65991,9.72625,9.72625,9.72625,11.7169,11.7169
1433,9.68337,9.68337,9.68337,9.68337,9.68337,9.68337,9.68337,10.6935
1434,9.68337,9.68337,9.68337,9.68337,9.68337,10.6935,10.6935,10.6935
1435,10.1305,10.1305,10.1305,10.1305,10.1305,10.6935,11.149,12.0075
1436,10.1305,10.1305,10.1467,10.1467,11.4985,11.4985,12.5203,13.922
1437,10.1305,10.1305,10.1305,10.1305,10.1305,10.1305,10.1305,12.5203
1438,9.97933,9.97933,9.97933,9.97933,9.97933,10.1305,11.8042,12.6979
1439,9.97933,9.97933,9.97933,9.97933,10.8693,10.8693,10.9935,12.5922
1440,9.97933,9.97933,9.97933,9.97933,9.97933,9.97933,9.97933,10.9662
1441,9.70534,9.70534,9.70534,9.70534,9.70534,9.70534,9.70534,9.97933
1442,9.70534,9.70534,9.70534,9.70534,9.70534,9.70534,11.1617,11.1617
1443,9.70534,9.70534,9.70534,9.70534,9.70534,9.70534,11.0377,11.615
1444,9.58248,9.58248,9.58248,9.58248,9.58248,9.58248,10.1294,10.6428
1445,9.58248,9.58248,9.58248,9.58248,9.58248,9.58248,9.58248,11.126
1446,9.58248,9.58248,9.58248,9.58248,9.58248,9.58248,9.58248,9.58248
1447,9.06361,9.06361,9.06361,9.06361,9.06361,9.58248,10.7061,10.7061
1448,9.06361,9.06361,9.06361,9.06361,9.06361,9.06361,9.06361,9.06361
1449,9.06361,9.06361,9.06361,9.06361,9.06361,9.06361,9.06361,9.06361
1450,9.06361,9.06361,9.06361,9.06361,9.06361,9.06361,10.6941,10.8588
