generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,31.962,0,1,12,25,2,26,17,19,3,22,15,5,30,10,9,20,18,13,14,7,16,28,27,32,21,23,31,33,11,24,8,6,29,4
2,27.8556,0,1,12,25,2,26,17,19,3,22,15,5,30,10,9,20,24,27,4,33,8,21,18,6,32,31,13,11,7,16,23,14,29,28
3,23.0534,0,1,7,23,13,18,20,9,10,30,5,15,22,3,19,17,26,2,25,12,24,27,4,33,8,21,6,32,31,11,16,14,29,28
4,21.0499,0,1,7,23,13,18,20,9,12,25,2,26,17,19,3,22,15,5,30,10,24,27,4,33,8,21,6,32,31,11,16,14,29,28
5,19.8742,0,1,7,23,13,18,20,9,12,25,2,26,24,19,27,22,3,10,30,5,15,17,4,33,8,21,6,32,31,11,16,14,29,28
6,18.8941,0,1,7,23,13,18,20,9,12,25,2,26,24,19,27,3,22,10,30,5,15,17,4,33,8,21,6,32,31,11,16,28,29,14
7,18.0923,0,1,7,23,13,18,20,9,12,25,2,22,3,10,26,24,19,27,30,5,15,17,4,33,8,21,6,32,31,11,16,28,29,14
8,18.0137,0,1,7,23,13,18,20,9,12,25,2,22,3,10,26,24,19,27,31,4,30,5,15,17,33,8,21,6,32,11,16,28,29,14
9,17.7452,0,1,7,23,13,18,20,9,12,25,2,22,3,10,26,24,19,27,30,5,15,17,4,33,31,8,21,6,32,11,16,28,29,14
10,17.2378,0,1,14,29,28,16,20,9,12,25,2,22,3,10,26,24,19,27,30,5,15,17,4,33,31,8,21,6,32,11,18,13,23,7
11,16.5895,0,1,14,29,7,23,13,18,20,9,12,25,2,22,28,16,3,10,26,24,19,4,27,30,5,15,17,33,31,8,21,6,32,11
12,16.176,0,1,7,23,13,18,20,9,12,25,2,14,29,22,28,16,3,10,26,24,19,4,27,30,5,15,17,33,31,8,21,6,32,11
13,15.1566,0,1,14,7,29,23,13,18,20,9,12,25,2,22,28,16,3,10,26,24,19,4,27,30,5,15,17,33,31,8,32,6,21,11
14,14.6415,0,1,14,7,23,13,18,20,9,12,25,2,29,22,28,16,3,10,26,24,19,4,27,30,5,15,17,33,31,8,32,6,21,11
15,13.8174,0,1,7,23,14,2,25,12,9,20,18,13,29,22,28,16,3,10,26,24,30,4,27,19,5,15,17,33,31,8,32,6,21,11
16,13.1431,0,1,14,23,7,2,25,12,9,20,18,13,29,22,28,16,3,10,26,24,30,4,27,19,5,15,17,33,31,8,32,6,21,11
17,12.8002,0,1,14,23,7,13,18,2,25,12,9,20,29,22,28,16,3,10,26,24,30,4,27,19,5,15,17,33,31,8,32,6,21,11
18,12.4814,0,1,14,23,7,13,18,20,9,12,25,2,29,22,28,16,3,10,26,24,30,4,27,19,5,15,17,33,31,8,32,6,21,11
19,12.4057,0,1,14,23,7,13,18,20,9,12,25,2,29,22,28,16,3,10,26,24,30,4,27,32,19,5,15,17,33,31,8,6,21,11
20,12.3835,0,1,14,23,7,13,20,18,9,12,25,2,29,22,28,16,3,10,26,24,30,4,27,32,19,5,15,17,33,31,8,6,21,11
21,11.0655,0,20,7,22,23,14,1,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,11,9,12,2,6,21,25,13,18
22,11.0653,0,20,7,22,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,11,9,12,2,6,21,25,13,18
23,10.9047,0,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,6,21,25,11,9,12,2,13,18,20,7,22
24,10.0521,0,22,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,6,21,25,11,9,12,2,13,18,20,7
25,10.0521,0,22,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,6,21,25,11,9,12,2,13,18,20,7
26,10.0134,0,22,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,6,21,25,11,9,12,2,18,13,20,7
27,10.0134,0,22,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,6,21,25,11,9,12,2,18,13,20,7
28,10.0116,0,22,23,1,14,29,28,16,3,10,30,17,4,26,24,27,5,31,33,15,19,32,8,6,21,25,11,9,12,2,18,13,20,7
29,9.35997,0,22,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,6,21,25,11,2,12,9,18,13,20,7
30,9.18287,0,22,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,6,21,25,2,12,9,11,18,13,20,7
31,8.38246,0,22,23,1,14,29,28,16,3,10,30,17,24,4,26,27,5,31,33,15,19,32,8,6,21,25,2,12,11,9,18,13,20,7
