generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,33.0707,0,23,14,17,10,28,13,30,15,21,33,31,4,26,12,9,11,32,27,24,16,2,7,19,5,8,25,29,18,20,1,22,3,6
2,27.4134,0,18,7,29,20,22,24,19,5,25,8,6,2,27,32,11,9,12,26,4,31,33,21,15,30,13,28,10,17,14,23,1,16,3
3,26.917,0,18,7,29,20,22,24,19,5,25,8,6,2,27,32,11,9,12,26,4,31,33,21,15,30,13,28,23,14,17,10,16,3,1
4,24.7207,0,18,7,29,20,22,24,19,21,25,8,6,2,27,32,11,9,12,26,4,31,33,5,15,30,13,28,23,14,17,10,16,3,1
5,22.7052,0,14,1,13,18,7,29,23,22,24,19,5,25,8,6,3,16,10,17,21,2,27,32,11,9,12,26,4,31,33,15,30,28,20
6,21.7111,0,14,1,13,18,7,29,23,20,22,24,19,5,25,21,8,6,2,27,32,11,9,12,26,4,33,31,15,17,10,28,30,16,3
7,19.928,0,14,1,13,18,7,29,23,20,22,24,19,5,25,21,8,6,2,27,32,11,9,12,26,4,33,31,15,17,30,28,16,10,3
8,18.6619,0,14,1,13,18,7,29,23,20,22,24,19,5,25,21,8,6,2,27,32,11,9,12,26,4,33,31,15,17,30,10,3,16,28
9,17.1174,0,14,1,13,18,20,7,29,23,22,24,19,5,25,21,8,6,2,27,32,11,9,12,26,4,33,31,15,17,30,10,3,16,28
10,15.1447,0,14,1,13,18,20,7,29,28,16,3,10,30,17,15,4,33,31,26,27,32,11,9,12,2,6,8,21,25,5,19,24,22,23
11,14.737,0,14,1,13,18,20,7,29,28,16,3,10,30,17,15,4,26,27,32,11,9,12,2,6,8,21,25,5,19,24,33,31,22,23
12,13.851,0,14,1,13,18,20,7,29,28,16,3,10,30,17,15,4,26,27,33,31,32,11,9,12,2,6,8,21,25,5,19,24,22,23
13,13.851,0,14,1,13,18,20,7,29,28,16,3,10,30,17,15,4,26,27,33,31,32,11,9,12,2,6,8,21,25,5,19,24,22,23
14,13.7624,0,14,1,13,18,20,7,29,28,16,3,10,30,17,15,4,26,27,33,31,5,19,32,11,9,12,2,6,8,21,25,24,22,23
15,13.203,0,14,1,13,18,20,7,29,28,16,3,10,30,17,15,4,26,27,33,31,5,19,32,8,11,9,12,2,6,21,25,24,22,23
16,12.8748,0,14,1,13,18,20,7,29,28,16,3,10,30,17,27,4,26,15,33,31,5,19,32,8,11,9,12,2,6,21,25,24,22,23
17,12.1184,0,14,1,13,18,20,7,29,28,16,3,10,30,17,27,4,24,26,15,33,31,5,19,32,8,11,9,12,2,6,21,25,22,23
18,11.9448,0,14,1,13,18,20,7,29,28,16,3,10,30,17,24,4,26,27,15,33,31,5,19,32,8,11,9,12,2,6,21,25,22,23
19,11.8534,0,14,1,13,18,20,7,29,28,16,3,10,30,17,24,27,4,26,15,5,31,33,19,32,8,11,9,12,2,6,21,25,22,23
20,11.073,0,20,7,22,23,14,1,29,28,16,3,10,30,17,24,4,26,27,15,33,31,5,19,32,8,11,9,12,2,6,21,25,13,18
21,11.073,0,20,7,22,23,14,1,29,28,16,3,10,30,17,24,4,26,27,15,33,31,5,19,32,8,11,9,12,2,6,21,25,13,18
22,10.7861,0,20,7,14,1,22,23,29,28,16,3,10,30,17,24,4,26,27,15,33,31,5,19,32,8,11,9,12,2,6,21,25,13,18
23,10.7275,0,20,7,14,1,22,23,29,28,16,3,10,30,17,24,4,26,27,15,33,31,5,19,32,8,11,9,12,25,21,6,2,13,18
24,10.0743,0,7,20,18,13,25,21,6,2,12,9,11,8,32,19,5,31,33,15,27,26,4,24,17,30,10,3,16,28,29,23,22,1,14
25,10.0158,0,7,20,18,13,2,6,21,25,12,9,11,8,32,19,5,31,33,15,27,26,4,24,17,30,10,3,16,28,29,23,22,1,14
26,10.0158,0,7,20,18,13,2,6,21,25,12,9,11,8,32,19,5,31,33,15,27,26,4,24,17,30,10,3,16,28,29,23,22,1,14
27,9.59674,0,7,20,18,13,25,21,6,2,12,9,11,8,32,19,5,31,33,15,27,26,4,24,17,30,10,3,16,28,29,22,23,14,1
28,9.47401,0,7,20,18,13,6,2,21,25,12,9,11,8,32,19,5,31,33,15,27,26,4,24,17,30,10,3,16,28,29,22,23,14,1
29,9.13563,0,7,20,18,13,9,21,2,6,12,25,11,8,32,19,5,31,33,15,27,26,4,24,17,30,10,3,16,28,29,22,23,14,1
30,8.88971,0,7,20,18,13,9,21,2,6,25,12,11,8,32,19,5,31,33,15,27,26,4,24,17,30,10,3,16,28,29,22,23,14,1
31,8.70249,0,7,20,18,13,9,21,2,6,25,12,11,8,32,19,5,31,33,15,27,17,24,4,26,30,10,3,16,28,29,22,23,14,1
32,8.56756,0,7,20,18,13,9,21,2,6,25,12,11,8,32,19,31,33,5,15,27,17,24,4,26,30,10,3,16,28,29,22,23,14,1
