generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,12.6117,0,22,8,11,10,3,2,5,16,25,33,18,15,30,31,14,20,13,23,27,6,32,9,21,1,7,4,26,24,12,17,28,29,19
2,10.7789,0,31,30,15,18,33,25,16,5,2,3,11,10,8,22,28,26,4,24,29,12,19,9,21,1,7,17,32,6,27,23,13,20,14
3,10.1825,0,8,11,10,23,27,6,29,31,9,25,3,17,5,16,33,18,24,15,30,14,20,13,32,21,1,7,4,26,12,2,19,28,22
4,9.39845,0,13,20,14,30,15,24,17,3,25,9,31,29,6,27,23,10,11,8,1,7,4,26,12,2,19,28,22,21,32,18,33,16,5
5,8.2002,0,13,20,14,30,15,24,17,3,25,9,2,29,6,27,23,10,11,8,1,7,4,26,12,31,19,28,22,21,32,18,33,16,5
6,7.81371,0,13,20,14,30,15,24,17,3,25,9,2,29,6,27,31,23,10,11,8,1,5,16,33,18,32,21,7,4,26,22,28,12,19
7,7.53753,0,23,20,14,30,15,24,17,3,25,9,2,29,6,5,13,10,11,8,1,7,4,26,12,27,31,19,28,22,21,32,18,33,16
8,6.75189,0,13,23,20,14,30,15,24,17,3,25,9,2,29,6,5,10,11,8,1,7,4,26,12,27,31,19,28,22,21,32,18,33,16
9,6.75189,0,13,23,20,14,30,15,24,17,3,25,9,2,29,6,5,10,11,8,1,7,4,26,12,27,31,19,28,22,21,32,18,33,16
10,6.52318,0,13,23,20,14,30,15,24,17,3,25,9,2,29,6,5,10,11,8,1,7,21,32,18,4,26,12,27,31,19,28,22,33,16
11,6.43501,0,13,23,20,14,30,15,24,17,3,25,9,2,29,6,5,10,11,8,1,7,21,32,4,26,12,27,31,19,28,22,18,33,16
12,6.43501,0,13,23,20,14,30,15,24,17,3,25,9,2,29,6,5,10,11,8,1,7,21,32,4,26,12,27,31,19,28,22,18,33,16
13,6.29063,0,16,33,18,4,30,15,24,17,3,25,9,2,29,6,5,10,11,8,32,21,7,1,22,28,19,31,27,12,26,14,20,23,13
14,6.21652,0,13,23,20,14,30,15,24,17,3,25,9,2,29,6,5,16,33,18,4,10,11,8,32,21,7,1,22,28,19,31,27,12,26
15,6.11718,0,13,23,20,14,30,16,33,18,4,15,24,17,3,25,9,2,29,6,5,10,11,8,32,21,7,1,22,28,19,31,27,12,26
16,5.99276,0,13,23,20,14,30,16,33,18,4,15,24,5,6,29,2,9,25,3,17,10,11,8,32,21,7,1,22,28,19,31,27,12,26
17,5.91911,0,13,23,20,14,30,16,4,18,33,15,24,5,6,29,2,9,25,3,17,10,11,8,32,21,7,1,22,28,19,31,27,12,26
18,5.86572,0,13,23,20,14,30,16,4,18,33,15,24,1,7,21,32,8,11,10,17,3,25,9,2,29,6,5,22,28,19,31,27,12,26
19,5.62559,0,13,23,20,14,30,16,4,18,33,15,24,1,10,11,8,32,21,7,17,3,25,9,2,29,6,5,22,28,19,31,27,12,26
20,5.49498,0,13,23,20,14,30,16,4,18,33,15,24,5,1,10,11,8,32,21,7,17,3,25,9,2,29,6,22,28,19,31,27,12,26
21,5.28449,0,13,23,20,14,30,16,4,18,33,15,24,5,1,10,11,8,32,21,7,17,3,25,9,6,29,2,22,28,19,31,27,12,26
22,5.28449,0,13,23,20,14,30,16,4,18,33,15,24,5,1,10,11,8,32,21,7,17,3,25,9,6,29,2,22,28,19,31,27,12,26
23,5.28449,0,13,23,20,14,30,16,4,18,33,15,24,5,1,10,11,8,32,21,7,17,3,25,9,6,29,2,22,28,19,31,27,12,26
24,5.28449,0,13,23,20,14,30,16,4,18,33,15,24,5,1,10,11,8,32,21,7,17,3,25,9,6,29,2,22,28,19,31,27,12,26
25,5.22272,0,13,23,20,14,30,16,4,18,5,15,24,33,1,10,11,8,32,21,7,17,3,25,9,6,29,2,22,28,19,31,27,12,26
26,5.22272,0,13,23,20,14,30,16,4,18,5,15,24,33,1,10,11,8,32,21,7,17,3,25,9,6,29,2,22,28,19,31,27,12,26
27,5.15665,0,13,23,20,14,30,16,4,18,5,15,24,33,1,11,10,8,32,21,7,17,3,25,9,6,29,22,2,28,19,31,27,12,26
28,5.15072,0,13,23,20,14,30,16,4,18,5,24,15,33,1,10,11,8,32,21,7,17,3,25,9,6,29,22,2,28,19,31,27,12,26
