generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,33.1233,0,1,30,24,5,26,9,23,29,3,4,28,17,32,31,33,19,21,6,25,7,11,15,10,22,8,27,12,14,18,16,2,13,20
2,28.026,0,1,30,24,5,26,9,23,29,3,4,28,17,32,31,33,19,21,8,12,25,22,2,6,27,15,10,18,13,11,16,14,7,20
3,25.4597,0,1,30,24,5,26,28,4,3,29,23,9,17,32,31,33,19,21,6,25,8,12,10,22,16,7,11,2,15,27,14,18,13,20
4,24.1347,0,22,16,30,24,15,10,8,25,6,21,19,33,31,32,17,9,23,29,3,4,28,26,5,11,12,2,27,18,13,7,14,1,20
5,22.8819,0,1,30,24,5,26,9,23,22,16,28,4,3,29,17,32,31,33,19,15,10,8,25,6,21,11,12,2,27,18,13,7,14,20
6,21.0158,0,1,30,24,10,26,9,23,22,16,28,4,3,29,17,32,31,33,19,15,5,8,25,6,21,11,12,2,27,18,13,7,14,20
7,18.9986,0,1,30,24,17,32,31,33,19,15,5,8,25,6,21,11,12,2,27,10,26,9,23,22,16,28,4,3,29,18,13,7,14,20
8,18.3936,0,1,30,24,17,32,31,33,19,15,5,8,26,10,27,2,12,11,21,6,25,9,23,22,16,28,4,3,29,18,13,7,14,20
9,17.2035,0,1,30,24,17,32,31,33,19,15,5,8,26,10,27,2,12,11,21,6,25,9,23,22,16,28,4,3,29,14,20,18,13,7
10,15.0262,0,1,30,24,17,32,31,33,19,15,5,4,26,10,27,2,12,8,25,6,21,11,9,23,22,16,28,3,29,14,20,18,13,7
11,13.8811,0,1,30,24,17,32,31,33,19,15,5,4,26,10,27,8,2,12,25,6,21,11,9,23,22,16,28,3,29,14,20,18,13,7
12,13.321,0,1,30,24,17,32,31,33,19,15,5,4,26,10,27,8,2,6,25,21,12,11,9,23,22,16,28,3,29,14,20,18,13,7
13,13.0594,0,1,30,24,17,32,31,33,19,15,5,4,26,10,27,8,2,6,25,21,12,11,9,23,22,16,3,28,29,14,20,18,13,7
