generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,32.9,0,10,29,1,20,7,11,15,22,31,25,14,13,26,30,5,16,28,18,8,32,3,17,24,4,9,21,2,6,12,19,27,33,23
2,29.4932,0,22,29,1,20,7,11,15,10,31,25,14,13,26,30,28,18,8,32,3,17,24,4,9,21,2,6,12,19,27,33,5,16,23
3,26.7623,0,22,29,1,20,7,11,15,10,31,25,8,32,3,17,24,4,14,13,26,30,28,18,9,21,2,6,12,19,27,33,5,16,23
4,25.246,0,22,29,1,20,7,11,15,10,31,25,8,32,3,14,13,26,17,24,4,30,28,18,9,21,2,6,12,19,27,33,5,16,23
5,23.5615,0,22,29,1,20,7,11,15,10,31,25,8,32,3,14,28,30,4,24,17,26,13,18,9,21,2,6,12,19,27,33,5,16,23
6,22.5746,0,22,29,1,20,7,11,12,2,21,9,18,13,26,17,24,4,30,28,14,3,32,8,25,31,10,15,6,19,27,33,5,16,23
7,22.0552,0,22,29,1,20,7,11,12,2,21,9,18,13,26,17,24,4,30,28,14,3,32,10,15,31,25,8,6,19,27,33,5,16,23
8,19.9992,0,22,29,1,20,7,31,15,11,12,2,21,9,18,13,26,17,24,4,30,28,14,3,10,5,33,32,8,25,6,19,27,16,23
9,18.0028,0,7,20,1,29,22,23,16,27,19,6,25,8,32,33,5,10,3,14,28,30,4,24,17,26,15,31,13,18,9,21,2,12,11
10,17.07,0,7,20,1,29,22,23,14,28,30,4,24,17,26,33,5,10,3,16,27,19,6,25,8,32,15,31,13,18,9,21,2,12,11
11,15.5697,0,7,20,1,29,22,23,14,28,30,4,24,17,26,33,5,10,3,16,27,19,6,25,8,32,31,15,11,12,2,21,9,18,13
12,14.5436,0,7,20,1,29,22,23,14,28,16,3,27,5,33,26,17,24,4,30,10,19,6,25,8,32,31,15,11,12,2,21,9,18,13
13,13.9029,0,7,20,1,29,22,23,14,28,16,3,27,26,33,5,17,24,4,30,10,19,6,25,8,32,31,15,11,12,2,21,9,18,13
14,13.811,0,7,20,1,29,22,23,14,28,16,3,27,26,5,10,30,4,24,17,33,19,6,25,8,32,31,15,11,12,2,21,9,18,13
15,13.6245,0,7,20,1,29,22,23,14,28,16,3,27,5,10,30,4,26,24,17,33,19,6,25,8,32,31,15,11,12,2,21,9,18,13
16,13.6245,0,7,20,1,29,22,23,14,28,16,3,27,5,10,30,4,26,24,17,33,19,6,25,8,32,31,15,11,12,2,21,9,18,13
17,12.4179,0,7,20,1,29,22,23,14,28,16,3,10,5,27,30,4,26,24,17,33,19,6,25,8,32,31,15,11,12,2,21,9,18,13
18,12.4179,0,7,20,1,29,22,23,14,28,16,3,10,5,27,30,4,26,24,17,33,19,6,25,8,32,31,15,11,12,2,21,9,18,13
19,12.3929,0,7,20,1,29,22,23,14,28,16,3,10,5,27,30,4,26,24,17,33,19,25,6,8,32,31,15,11,12,2,21,9,18,13
20,11.7764,0,7,20,1,29,22,23,14,28,16,3,10,5,27,30,4,26,24,17,33,19,25,6,8,32,31,15,21,12,2,11,9,18,13
21,11.7465,0,7,20,1,29,22,23,14,28,16,3,10,30,4,5,27,26,24,17,33,19,25,6,8,32,31,15,21,12,2,11,9,18,13
22,11.3535,0,7,20,1,29,22,23,14,28,16,3,10,5,27,30,4,26,24,17,33,19,25,21,12,2,6,8,32,31,15,11,9,18,13
23,11.0343,0,7,20,1,14,29,22,23,28,16,3,10,30,4,5,27,26,24,17,31,32,8,6,2,12,21,25,19,33,15,11,9,18,13
24,11.0343,0,7,20,1,14,29,22,23,28,16,3,10,30,4,5,27,26,24,17,31,32,8,6,2,12,21,25,19,33,15,11,9,18,13
25,10.3829,0,7,20,1,14,29,22,23,28,16,3,10,30,4,24,26,27,5,17,31,32,8,6,2,12,21,25,19,33,15,11,9,18,13
26,9.11491,0,7,20,1,14,29,22,23,28,16,3,10,30,4,5,27,26,24,17,31,15,33,19,32,8,6,2,12,21,25,11,9,18,13
27,8.46355,0,7,20,1,14,29,22,23,28,16,3,10,30,4,24,26,27,5,17,31,15,33,19,32,8,6,2,12,21,25,11,9,18,13
28,8.46355,0,7,20,1,14,29,22,23,28,16,3,10,30,4,24,26,27,5,17,31,15,33,19,32,8,6,2,12,21,25,11,9,18,13
29,8.46355,0,7,20,1,14,29,22,23,28,16,3,10,30,4,24,26,27,5,17,31,15,33,19,32,8,6,2,12,21,25,11,9,18,13
30,7.89204,0,7,20,1,14,23,22,29,28,16,3,10,30,4,24,26,27,5,17,31,15,33,19,32,8,6,2,12,21,25,11,9,18,13
31,7.57651,0,7,20,1,14,23,22,29,28,16,3,10,30,4,24,26,27,17,31,5,15,33,19,32,8,6,2,12,25,21,11,9,18,13
32,7.32937,0,7,20,1,14,23,22,29,28,16,3,10,30,4,24,26,27,17,31,5,15,33,19,32,8,6,2,25,21,12,11,9,18,13
33,7.17782,0,7,20,1,14,23,22,29,28,16,3,10,30,26,4,24,27,17,31,5,15,33,19,32,8,6,2,25,21,12,11,9,18,13
34,7.15241,0,7,20,1,14,23,22,29,28,16,3,10,30,4,26,24,27,17,31,5,15,33,19,32,8,6,2,25,21,12,11,9,18,13
35,7.15241,0,7,20,1,14,23,22,29,28,16,3,10,30,4,26,24,27,17,31,5,15,33,19,32,8,6,2,25,21,12,11,9,18,13
36,7.13295,0,7,20,14,1,23,22,29,28,16,3,10,30,4,26,24,27,17,31,5,15,33,19,32,8,6,2,25,21,12,11,9,18,13
37,7.09908,0,7,20,14,1,23,22,29,28,16,3,10,30,4,26,24,27,17,33,15,5,31,19,32,8,6,2,25,21,12,11,9,18,13
38,7.08161,0,7,20,14,1,23,22,29,28,16,3,10,30,4,26,24,27,17,33,15,5,31,19,32,8,6,2,21,25,12,11,9,18,13
39,7.08161,0,7,20,14,1,23,22,29,28,16,3,10,30,4,26,24,27,17,33,15,5,31,19,32,8,6,2,21,25,12,11,9,18,13
40,7.08161,0,7,20,14,1,23,22,29,28,16,3,10,30,4,26,24,27,17,33,15,5,31,19,32,8,6,2,21,25,12,11,9,18,13
41,6.97339,0,7,20,14,1,23,22,29,28,16,3,10,30,4,26,24,27,17,5,15,33,31,19,32,8,6,2,21,25,12,11,9,18,13
42,6.97339,0,7,20,14,1,23,22,29,28,16,3,10,30,4,26,24,27,17,5,15,33,31,19,32,8,6,2,21,25,12,11,9,18,13
43,6.97339,0,13,18,9,11,12,25,21,2,6,8,32,19,31,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14,20,7
44,6.97339,0,13,18,9,11,12,25,21,2,6,8,32,19,31,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14,20,7
45,6.26484,0,7,20,13,18,9,11,12,25,21,2,6,8,32,19,31,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
46,6.26484,0,7,20,13,18,9,11,12,25,21,2,6,8,32,19,31,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
47,6.26484,0,7,20,13,18,9,11,12,25,21,2,6,8,32,19,31,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
48,6.26484,0,7,20,13,18,9,11,12,25,21,2,6,8,32,19,31,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
49,6.26484,0,7,20,13,18,9,11,12,25,21,2,6,8,32,19,31,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
50,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
51,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
52,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
53,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
54,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
55,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
56,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
57,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
58,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
59,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
60,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
61,6.24306,0,7,20,13,18,9,11,12,25,21,2,6,8,32,31,19,33,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
