generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,12.105,0,27,7,1,10,6,18,9,24,8,16,26,20,17,3,29,32,25,2,31,5,4,19,12,28,22,30,11,13,23,33,21,15,14
2,11.5146,0,13,23,33,21,15,14,31,27,7,1,10,6,18,5,4,29,16,26,20,17,3,19,12,28,22,9,24,8,32,25,2,30,11
3,11.1944,0,14,15,21,33,23,13,11,30,8,32,25,2,24,9,22,28,12,19,3,17,20,26,16,29,4,5,18,6,10,1,7,27,31
4,10.3237,0,14,15,21,33,23,13,11,30,8,32,7,1,10,6,18,5,4,29,16,26,20,17,3,19,12,28,22,9,24,25,2,31,27
5,9.3382,0,13,14,15,21,33,23,11,30,8,32,7,1,10,6,18,5,4,29,16,26,20,17,3,25,9,24,2,22,28,12,19,27,31
6,9.00901,0,23,14,12,15,21,33,11,30,8,32,7,1,10,6,18,5,4,29,16,26,20,17,3,25,9,24,2,22,28,19,27,31,13
7,8.89218,0,23,14,12,15,4,29,21,33,11,30,8,32,7,1,10,6,18,5,16,26,20,17,3,25,9,24,2,22,28,19,27,31,13
8,8.82241,0,23,14,19,15,4,29,21,33,11,30,8,32,7,1,10,6,18,5,16,26,20,17,3,25,9,24,2,22,28,12,27,31,13
9,8.24993,0,23,14,19,15,4,29,6,33,11,30,8,32,7,1,10,21,18,5,16,26,20,17,3,25,9,24,2,22,28,12,27,31,13
10,7.808,0,23,20,19,15,4,29,6,33,11,30,8,32,7,1,10,21,18,5,16,26,14,17,3,25,9,24,2,22,28,12,27,31,13
11,7.48127,0,23,20,19,15,4,29,6,33,11,30,8,32,7,1,10,21,18,5,16,26,14,17,3,25,9,22,24,2,28,12,27,31,13
12,7.35865,0,23,20,19,15,4,29,6,33,11,30,8,10,7,1,32,21,18,5,16,26,14,17,3,25,9,22,24,2,28,12,27,31,13
13,7.29741,0,23,20,19,15,4,29,6,33,11,30,8,10,32,7,21,1,18,5,16,26,14,17,3,25,9,22,24,2,28,12,27,31,13
14,7.24208,0,23,20,19,15,6,29,4,33,11,30,8,10,32,7,21,1,18,5,16,26,14,17,3,25,9,22,24,2,28,12,27,31,13
15,6.80491,0,23,20,19,15,6,29,4,33,11,30,8,10,14,26,16,5,18,1,21,7,32,17,3,25,9,22,24,2,28,12,27,31,13
16,6.6904,0,23,20,19,15,6,29,4,33,11,30,8,10,14,26,16,5,18,1,32,7,21,17,3,25,9,24,22,2,28,12,27,31,13
17,6.68591,0,23,20,19,15,6,29,4,33,11,30,8,10,14,26,16,5,18,1,21,32,7,17,3,25,9,24,22,2,28,12,27,31,13
18,6.41322,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,2,28,12,27,31,19,15,6,29,4,33,11,30,8,10,14,26,13
19,6.41322,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,2,28,12,27,31,19,15,6,29,4,33,11,30,8,10,14,26,13
20,6.31705,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,2,28,12,27,31,19,15,6,29,33,4,11,30,8,10,14,26,13
21,6.26471,0,23,20,16,5,18,33,4,29,6,15,19,31,27,12,28,2,24,22,9,25,3,17,7,32,21,1,11,30,8,10,14,26,13
22,6.25283,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,6,2,28,12,27,31,19,15,24,29,33,4,11,30,8,10,14,26,13
23,6.17961,0,23,20,16,5,18,33,1,21,32,7,17,3,25,9,22,6,2,28,12,27,31,19,15,24,29,4,11,30,8,10,14,26,13
24,6.17833,0,23,20,16,5,18,33,1,21,32,7,17,3,25,9,22,6,2,28,12,27,31,19,15,24,29,4,11,30,8,10,26,13,14
25,5.84771,0,23,20,16,5,18,33,1,21,32,7,17,3,25,9,22,29,2,28,12,27,31,19,15,24,6,4,11,30,8,10,26,13,14
26,5.52663,0,23,20,16,5,18,33,1,21,32,7,17,3,25,9,22,6,29,2,28,12,27,31,19,15,24,4,11,30,8,10,26,13,14
27,5.33827,0,23,20,16,5,18,33,1,21,32,7,17,3,25,9,22,6,29,2,28,12,27,31,19,15,24,4,11,10,8,30,26,13,14
28,5.33827,0,23,20,16,5,18,33,1,21,32,7,17,3,25,9,22,6,29,2,28,12,27,31,19,15,24,4,11,10,8,30,26,13,14
29,5.17734,0,23,20,16,5,18,33,1,21,32,7,17,3,25,9,22,6,29,2,28,12,27,31,19,15,24,4,11,10,8,30,26,14,13
30,5.09256,0,23,20,16,5,18,33,1,21,32,7,17,3,25,6,9,22,29,2,28,12,27,31,19,15,24,4,11,10,8,30,26,14,13
31,5.09256,0,23,20,16,5,18,33,1,21,32,7,17,3,25,6,9,22,29,2,28,12,27,31,19,15,24,4,11,10,8,30,26,14,13
32,5.09256,0,23,20,16,5,18,33,1,21,32,7,17,3,25,6,9,22,29,2,28,12,27,31,19,15,24,4,11,10,8,30,26,14,13
33,5.09256,0,23,20,16,5,18,33,1,21,32,7,17,3,25,6,9,22,29,2,28,12,27,31,19,15,24,4,11,10,8,30,26,14,13
34,5.06191,0,23,20,16,5,18,33,1,21,32,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,11,10,8,30,26,14,13
35,5.03773,0,23,20,26,5,18,33,1,21,32,7,17,3,25,6,9,22,29,2,28,12,27,31,19,15,24,4,11,10,8,30,16,14,13
36,4.99189,0,23,20,26,5,18,33,1,21,32,7,17,3,25,6,9,22,29,2,28,12,27,31,19,15,24,16,4,11,10,8,30,14,13
37,4.89623,0,23,20,26,16,5,18,33,1,21,32,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,11,10,8,30,14,13
38,4.80401,0,23,20,26,16,5,18,33,1,21,32,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,8,10,11,30,14,13
39,4.80401,0,23,20,26,16,5,18,33,1,21,32,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,8,10,11,30,14,13
40,4.80401,0,23,20,26,16,5,18,33,1,21,32,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,8,10,11,30,14,13
41,4.80401,0,23,20,26,16,5,18,33,1,21,32,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,8,10,11,30,14,13
42,4.80401,0,23,20,26,16,5,18,33,1,21,32,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,8,10,11,30,14,13
43,4.80074,0,23,20,26,16,5,18,33,1,32,21,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,8,10,11,30,14,13
44,4.80074,0,23,20,26,16,5,18,33,1,32,21,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,8,10,11,30,14,13
45,4.80074,0,23,20,26,16,5,18,33,1,32,21,7,17,3,6,25,9,22,29,2,28,12,27,31,19,15,24,4,8,10,11,30,14,13
