generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,11.3169,0,9,25,29,18,24,28,22,31,19,13,23,27,12,14,16,3,17,5,8,1,32,6,7,21,10,20,2,11,15,26,30,33,4
2,9.95055,0,19,31,22,18,24,28,29,25,9,2,30,26,11,15,33,4,20,10,21,7,6,32,1,8,5,17,3,16,14,12,27,23,13
3,9.49931,0,26,30,33,18,24,28,19,31,22,29,25,9,2,11,15,4,20,10,21,7,6,32,1,8,5,17,3,16,14,12,27,23,13
4,9.24358,0,26,30,33,18,24,28,19,31,22,29,25,9,2,11,8,1,32,6,7,21,10,20,4,15,5,17,3,16,14,12,27,23,13
5,8.88679,0,26,30,33,18,24,28,19,31,22,9,25,29,2,11,8,1,32,6,5,3,17,15,4,20,10,21,7,16,14,12,27,23,13
6,8.4492,0,26,30,33,18,24,28,19,31,22,9,25,29,2,11,8,1,32,5,17,3,6,7,21,10,20,4,15,16,14,12,27,23,13
7,8.19321,0,26,20,10,21,7,3,17,5,6,32,1,8,11,2,29,25,9,22,31,19,28,24,18,33,30,4,15,16,14,12,27,23,13
8,8.0459,0,26,20,10,30,33,18,24,28,19,31,22,9,25,29,2,11,8,1,32,5,17,3,6,7,21,4,15,16,14,12,27,23,13
9,7.82402,0,27,12,26,20,10,21,7,3,17,5,6,32,1,8,11,30,33,18,24,28,19,31,22,9,25,29,2,4,15,16,14,23,13
10,7.55953,0,26,20,10,30,33,18,24,28,19,31,22,32,5,17,3,6,9,25,29,2,27,12,21,7,1,8,11,4,15,16,14,23,13
11,7.44083,0,26,20,27,12,10,30,33,18,24,28,19,31,22,9,25,29,2,11,8,1,32,21,7,5,3,17,6,15,4,16,14,23,13
12,7.03824,0,26,20,10,30,33,18,24,28,27,12,19,31,22,9,25,29,2,11,8,1,32,21,7,5,3,17,6,15,4,16,14,23,13
13,6.91405,0,26,20,10,30,33,18,24,28,27,12,19,31,22,9,25,29,2,11,8,1,32,21,7,17,3,5,6,15,4,16,14,23,13
14,6.65215,0,14,20,10,30,33,18,24,28,27,12,19,31,22,9,25,29,2,11,8,1,32,21,7,17,3,5,6,15,4,16,26,23,13
15,6.41534,0,23,20,10,30,33,18,24,28,27,12,19,31,22,9,25,29,2,11,8,1,32,21,7,17,3,5,6,15,4,16,26,14,13
16,6.39484,0,23,20,14,10,30,33,18,24,28,27,12,19,31,22,9,25,29,2,11,8,1,32,21,7,17,3,5,6,15,4,16,26,13
17,6.22691,0,23,20,14,10,30,33,18,6,5,3,17,7,21,32,1,8,11,2,29,25,9,22,31,19,12,27,28,24,15,4,16,26,13
18,6.09539,0,14,10,30,33,18,24,28,27,12,19,31,22,9,25,29,2,6,5,3,17,7,21,32,1,8,11,15,4,16,26,13,23,20
19,5.86064,0,14,10,30,33,18,24,28,27,12,19,31,22,9,25,29,2,6,5,3,17,7,21,32,1,8,11,15,4,16,26,20,23,13
20,5.85438,0,14,10,30,15,11,8,1,32,21,7,17,3,5,6,2,29,25,9,22,31,19,12,27,28,24,18,33,4,16,26,20,23,13
21,5.84851,0,14,10,30,33,18,24,15,4,28,27,12,19,31,22,9,25,29,2,6,5,3,17,7,21,32,1,8,11,16,26,20,23,13
22,5.65175,0,14,10,30,33,18,24,15,4,11,8,1,32,21,7,17,3,5,6,2,29,25,9,22,28,19,12,27,31,16,26,20,23,13
23,5.50964,0,14,10,30,16,11,8,1,33,18,24,15,4,32,21,7,17,3,5,6,2,29,25,9,22,28,19,12,27,31,26,20,23,13
24,5.44501,0,14,10,30,16,33,18,24,15,4,11,8,1,32,21,7,17,3,5,6,2,29,25,9,22,28,19,12,27,31,26,20,23,13
25,5.39407,0,14,10,30,4,33,18,24,15,16,11,8,1,32,21,7,17,3,5,6,2,29,25,9,22,28,19,12,27,31,26,20,23,13
26,5.21795,0,14,10,30,4,33,18,24,15,16,11,8,1,32,21,7,17,3,5,6,9,25,29,2,22,28,19,12,27,31,26,20,23,13
27,5.13141,0,14,10,30,4,33,18,24,15,16,11,8,1,32,21,7,17,3,5,6,9,25,29,22,2,28,27,31,19,12,26,20,23,13
28,5.10863,0,14,10,30,4,33,18,24,15,16,11,8,1,32,21,7,17,3,5,9,6,25,29,22,2,28,27,31,19,12,26,20,23,13
29,5.10863,0,14,10,30,4,33,18,24,15,16,11,8,1,32,21,7,17,3,5,9,6,25,29,22,2,28,27,31,19,12,26,20,23,13
30,5.10863,0,14,10,30,4,33,18,24,15,16,11,8,1,32,21,7,17,3,5,9,6,25,29,22,2,28,27,31,19,12,26,20,23,13
31,5.0651,0,14,10,30,4,33,18,5,3,17,7,21,32,1,8,11,16,15,24,9,6,25,29,22,2,28,27,31,19,12,26,20,23,13
32,4.97407,0,14,10,30,4,33,18,5,24,15,16,11,8,1,32,21,7,17,3,9,6,25,29,22,2,28,27,31,19,12,26,20,23,13
33,4.92655,0,14,10,30,4,33,18,5,3,17,7,21,32,1,8,11,16,15,24,9,6,25,22,29,2,28,27,31,19,12,26,20,23,13
34,4.83552,0,14,10,30,4,33,18,5,24,15,16,11,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23,13
35,4.83552,0,14,10,30,4,33,18,5,24,15,16,11,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23,13
36,4.83552,0,14,10,30,4,33,18,5,24,15,16,11,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23,13
37,4.83552,0,14,10,30,4,33,18,5,24,15,16,11,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23,13
38,4.79623,0,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23,13
39,4.79604,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23
40,4.79604,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23
41,4.79604,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23
42,4.79604,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23
43,4.79604,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23
44,4.75332,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,25,6,9,22,29,2,28,27,31,19,12,26,20,23
45,4.75332,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,25,6,9,22,29,2,28,27,31,19,12,26,20,23
46,4.7255,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,25,6,9,22,29,2,28,27,31,12,19,26,20,23
47,4.7255,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,25,6,9,22,29,2,28,27,31,12,19,26,20,23
48,4.7255,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,25,6,9,22,29,2,28,27,31,12,19,26,20,23
49,4.69485,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
50,4.69485,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
51,4.69485,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
52,4.69485,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
