generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,11.7533,0,7,18,30,21,1,33,10,14,22,11,31,28,17,6,25,13,23,12,27,26,4,32,9,2,29,15,8,16,24,3,5,19,20
2,10.4382,0,14,26,1,4,8,3,24,20,13,23,30,16,5,32,7,18,6,22,27,12,19,17,2,21,33,10,11,29,28,9,25,15,31
3,9.71365,0,14,26,1,4,8,3,24,20,13,23,30,16,5,32,7,18,6,22,27,12,19,17,21,33,10,11,31,28,25,29,2,9,15
4,9.02137,0,14,26,31,28,25,29,2,9,15,23,30,16,5,32,7,18,6,22,27,12,19,17,21,33,10,11,1,4,8,3,24,20,13
5,8.6388,0,14,26,31,28,25,29,2,9,15,5,32,7,18,6,22,27,12,19,23,30,16,17,21,33,10,11,1,4,8,3,24,20,13
6,8.26059,0,14,26,31,28,25,29,2,9,15,5,32,7,18,6,22,27,12,19,23,30,16,8,21,33,10,11,1,4,17,3,24,20,13
7,7.82769,0,14,26,31,28,2,9,25,29,15,4,32,7,18,6,22,27,12,19,23,30,16,8,21,33,10,11,1,5,17,3,24,20,13
8,7.70823,0,14,26,31,28,2,9,25,29,15,4,32,7,18,5,6,22,27,12,19,23,30,16,8,21,33,10,11,1,17,3,24,20,13
9,7.52962,0,14,26,31,28,2,9,25,29,15,4,32,7,18,5,6,22,27,12,19,23,20,24,3,17,1,11,10,33,21,8,16,30,13
10,7.43733,0,14,26,31,28,2,9,25,24,15,4,32,7,18,5,6,22,27,12,19,23,20,29,3,17,1,11,10,33,21,8,16,30,13
11,7.25917,0,14,26,31,28,2,9,25,6,29,15,4,32,7,11,10,33,21,18,5,22,27,12,19,23,20,24,3,17,1,8,16,30,13
12,7.19728,0,14,26,31,28,2,9,25,6,29,15,4,32,7,11,10,33,18,5,22,27,12,19,23,20,24,3,17,1,21,8,16,30,13
13,7.19728,0,14,26,31,28,2,9,25,6,29,15,4,32,7,11,10,33,18,5,22,27,12,19,23,20,24,3,17,1,21,8,16,30,13
14,7.00726,0,14,26,31,28,2,9,25,6,29,15,4,32,7,11,10,33,18,5,22,27,12,19,23,20,24,3,17,21,1,8,16,30,13
15,6.94401,0,14,26,31,28,2,9,25,6,29,15,4,32,7,10,11,33,18,5,22,27,12,19,23,20,24,3,17,21,1,8,16,30,13
16,6.88298,0,14,26,31,28,2,9,25,6,29,5,18,33,11,10,7,32,4,15,22,27,12,19,23,20,24,3,17,21,1,8,16,30,13
17,6.78715,0,14,26,31,28,2,9,25,6,29,5,18,33,11,10,7,32,4,15,22,19,12,27,23,20,24,3,17,21,1,8,16,30,13
18,6.72853,0,14,26,31,12,27,23,20,24,29,5,18,33,11,10,7,32,4,15,22,19,28,2,9,25,6,3,17,21,1,8,16,30,13
19,6.58321,0,14,26,31,28,2,9,25,6,29,5,18,33,11,10,7,32,8,1,21,17,3,24,20,23,19,12,27,22,15,4,16,30,13
20,6.54271,0,14,26,12,28,2,9,25,6,29,5,18,33,11,10,7,32,8,1,21,17,3,24,20,23,19,31,27,22,15,4,16,30,13
21,6.22227,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,2,28,12,27,31,19,15,6,29,33,4,11,10,8,30,14,26,13
22,6.22227,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,2,28,12,27,31,19,15,6,29,33,4,11,10,8,30,14,26,13
23,6.22227,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,2,28,12,27,31,19,15,6,29,33,4,11,10,8,30,14,26,13
24,5.96648,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,2,28,12,27,31,19,15,6,29,33,4,11,10,8,30,26,14,13
25,5.9251,0,23,20,16,5,18,1,21,32,7,17,3,25,9,15,24,2,28,12,27,31,19,22,6,29,33,4,11,10,8,30,26,14,13
26,5.54784,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,33,4,11,10,8,30,15,6,29,2,28,12,27,31,19,26,14,13
27,5.39257,0,23,20,16,5,18,1,21,32,7,17,3,25,9,22,24,15,30,8,10,11,4,33,6,29,2,28,12,27,31,19,26,14,13
28,5.37673,0,23,20,16,5,18,30,15,24,22,9,25,3,17,7,32,21,1,8,10,11,4,33,6,29,2,28,12,27,31,19,26,14,13
29,5.19683,0,23,20,16,5,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,33,6,29,2,28,12,27,31,19,26,14,13
30,5.19683,0,23,20,16,5,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,33,6,29,2,28,12,27,31,19,26,14,13
31,5.19683,0,23,20,16,5,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,33,6,29,2,28,12,27,31,19,26,14,13
32,5.19683,0,23,20,16,5,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,33,6,29,2,28,12,27,31,19,26,14,13
33,5.19683,0,23,20,16,5,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,33,6,29,2,28,12,27,31,19,26,14,13
34,5.19683,0,23,20,16,5,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,33,6,29,2,28,12,27,31,19,26,14,13
35,5.19683,0,23,20,16,5,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,33,6,29,2,28,12,27,31,19,26,14,13
36,5.09593,0,23,20,16,33,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,5,6,29,2,28,12,27,31,19,26,14,13
37,5.09593,0,23,20,16,33,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,5,6,29,2,28,12,27,31,19,26,14,13
38,5.09593,0,23,20,16,33,18,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,5,6,29,2,28,12,27,31,19,26,14,13
39,5.08927,0,23,20,16,18,33,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,5,6,29,2,28,12,27,31,19,26,14,13
40,5.08927,0,23,20,16,18,33,4,15,24,22,9,25,3,17,7,32,21,1,8,10,11,30,5,6,29,2,28,12,27,31,19,26,14,13
41,4.79604,0,13,14,10,11,16,15,24,5,18,33,4,30,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23
42,4.74579,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,9,6,25,22,29,2,28,27,31,19,12,26,20,23
43,4.70307,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,25,6,9,22,29,2,28,27,31,19,12,26,20,23
