generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
1,34.7962,0,10,11,12,19,4,14,29,26,16,27,6,21,31,17,2,7,13,20,32,15,24,30,1,3,22,5,8,28,23,18,9,33,25
2,29.4562,0,9,1,31,2,21,25,18,11,33,29,28,16,23,14,22,15,6,32,30,5,8,20,7,10,3,26,17,24,4,12,19,27,13
3,27.3492,0,9,1,31,2,21,25,18,11,33,29,28,16,23,14,22,15,6,32,30,5,8,20,7,10,3,26,17,24,4,27,19,12,13
4,25.4815,0,1,31,2,6,21,25,18,11,33,29,28,16,23,14,22,15,32,30,5,8,20,7,10,3,26,17,24,4,27,19,12,13,9
5,24.0197,0,1,31,2,6,21,25,18,11,14,23,16,28,29,22,9,33,15,32,30,5,8,20,7,10,3,26,17,24,4,27,19,12,13
6,22.2575,0,1,31,2,6,21,25,18,9,11,12,19,33,29,28,16,23,14,22,4,24,17,26,3,10,7,20,8,5,32,15,30,27,13
7,20.452,0,1,31,2,6,21,25,18,9,11,12,19,33,29,14,23,16,28,22,32,15,30,5,8,27,4,24,17,26,3,10,7,20,13
8,18.7401,0,1,31,2,6,21,25,18,9,11,12,14,23,16,28,29,22,7,20,8,5,19,33,32,15,30,27,4,24,17,26,3,10,13
9,18.0216,0,1,31,2,6,21,25,18,9,11,12,14,23,16,28,29,10,3,26,17,24,4,27,30,15,32,33,19,5,8,22,7,20,13
10,17.2133,0,1,31,2,6,21,25,18,9,11,12,14,23,16,28,29,22,10,3,26,17,24,4,27,30,15,32,33,19,5,8,7,20,13
11,16.3121,0,1,31,2,6,21,25,12,9,11,18,14,23,16,28,29,10,3,27,17,24,4,26,30,15,32,33,19,5,8,22,7,20,13
12,15.7031,0,1,31,2,6,21,25,12,9,11,18,14,23,16,28,29,22,10,3,26,17,24,4,27,30,15,32,33,19,5,8,7,20,13
13,14.9485,0,31,2,6,21,25,12,9,11,18,13,1,14,23,16,28,29,22,10,3,26,17,24,4,27,30,15,32,33,19,5,8,7,20
14,14.7492,0,31,2,6,21,25,12,9,11,18,13,1,14,23,16,28,29,22,10,3,27,17,24,4,26,30,15,32,33,19,5,8,7,20
15,14.5828,0,31,2,6,21,25,12,9,11,18,13,1,14,23,16,28,29,22,10,3,27,17,24,4,26,30,15,32,33,19,5,8,20,7
16,14.3069,0,31,2,6,21,25,12,9,11,18,13,1,14,23,16,22,29,28,10,3,27,17,24,4,26,30,33,19,5,15,32,8,7,20
17,13.848,0,31,2,6,21,25,12,9,11,18,13,1,14,23,16,22,29,28,10,3,27,30,24,4,26,17,33,19,5,15,32,8,7,20
18,13.3774,0,31,2,6,21,25,12,9,11,18,13,1,14,23,16,22,29,28,3,10,27,30,24,4,26,17,33,19,5,15,32,8,7,20
19,13.2111,0,31,2,6,21,25,12,9,11,18,13,1,14,23,16,22,29,28,3,10,27,30,24,4,26,17,33,19,5,15,32,8,20,7
20,12.9825,0,31,2,6,21,25,12,9,11,18,13,1,14,23,29,22,16,28,3,10,27,30,24,4,26,17,33,19,5,15,32,8,20,7
21,12.839,0,7,20,18,13,9,11,25,8,19,31,33,17,26,3,10,30,24,5,15,32,6,2,21,12,27,4,29,23,1,22,28,16,14
22,12.2339,0,7,20,18,16,22,29,28,3,10,30,24,4,26,17,19,33,5,15,32,8,27,31,2,6,21,25,12,9,11,13,1,14,23
23,12.1538,0,7,20,18,13,9,11,25,8,19,31,33,17,26,3,10,30,24,5,15,32,6,2,21,12,27,4,16,22,29,28,1,14,23
24,12.1363,0,7,20,18,13,9,11,25,8,19,31,33,17,26,3,10,30,24,5,15,32,6,2,21,12,27,4,16,22,29,28,1,23,14
25,12.1363,0,7,20,18,13,9,11,25,8,19,31,33,17,26,3,10,30,24,5,15,32,6,2,21,12,27,4,16,22,29,28,1,23,14
26,11.8469,0,7,20,18,13,9,11,25,8,19,31,33,17,26,3,10,30,24,5,15,32,6,2,21,12,27,4,16,22,29,28,23,1,14
27,11.8435,0,7,20,18,13,9,11,25,8,19,31,33,17,26,30,3,10,24,5,15,32,6,2,21,12,27,4,16,22,29,28,23,1,14
28,11.4544,0,7,20,18,13,9,11,25,8,19,31,33,17,26,27,5,15,32,6,2,21,12,3,10,30,24,4,16,22,29,28,23,1,14
29,10.6571,0,7,20,18,13,9,11,25,8,19,31,33,17,26,30,4,27,12,21,2,6,32,15,5,24,3,10,16,22,29,28,23,1,14
30,10.6549,0,7,20,18,13,9,11,25,8,19,31,33,17,26,30,4,27,5,15,32,6,2,21,12,24,3,10,16,22,29,28,23,1,14
31,10.6549,0,7,20,18,13,9,11,25,8,19,31,33,17,26,30,4,27,5,15,32,6,2,21,12,24,3,10,16,22,29,28,23,1,14
32,10.6549,0,7,20,18,13,9,11,25,8,19,31,33,17,26,30,4,27,5,15,32,6,2,21,12,24,3,10,16,22,29,28,23,1,14
33,10.0995,0,7,20,18,13,9,11,25,8,19,31,33,17,24,26,30,4,27,5,15,32,6,2,21,12,3,10,16,22,29,28,23,1,14
34,9.8319,0,7,20,18,13,9,11,25,8,12,21,2,6,32,15,5,17,4,30,26,24,27,33,31,19,3,10,16,22,29,28,23,1,14
35,9.30209,0,7,20,18,13,9,11,25,8,12,21,2,6,32,15,5,17,19,31,33,24,26,30,4,27,3,10,16,22,29,28,23,1,14
36,9.30202,0,7,20,18,13,9,11,25,8,12,21,2,6,32,15,5,17,19,31,33,24,26,4,30,27,3,10,16,22,29,28,23,1,14
37,9.13614,0,7,20,18,13,9,11,25,8,12,21,2,6,32,15,5,17,19,31,33,24,27,30,4,26,3,10,16,22,29,28,23,1,14
38,9.04863,0,7,20,18,13,9,11,25,8,12,21,2,6,32,15,5,17,19,31,33,24,27,26,4,30,3,10,16,22,29,28,23,1,14
39,8.56655,0,7,20,18,13,9,11,25,8,12,21,2,6,32,15,5,17,19,31,33,24,27,26,4,30,10,3,16,22,29,28,23,1,14
40,7.34274,0,7,20,18,13,9,11,25,12,21,2,6,8,32,15,5,17,19,31,33,24,27,26,4,30,10,3,16,22,29,28,23,1,14
41,6.65387,0,7,20,13,18,9,11,21,12,25,2,6,8,32,33,19,31,15,5,17,27,24,30,4,26,10,3,16,28,29,22,23,1,14
42,6.65387,0,7,20,13,18,9,11,21,12,25,2,6,8,32,33,19,31,15,5,17,27,24,30,4,26,10,3,16,28,29,22,23,1,14
43,6.62345,0,7,20,18,13,9,11,21,12,25,2,6,8,32,33,19,31,15,5,17,24,27,26,4,30,10,3,16,28,29,22,23,1,14
44,6.56413,0,7,20,13,18,9,11,21,12,25,2,6,8,32,33,19,31,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
45,6.54692,0,7,20,13,18,9,11,25,12,21,2,6,8,32,33,19,31,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
46,6.54692,0,7,20,13,18,9,11,25,12,21,2,6,8,32,33,19,31,15,5,17,27,24,26,4,30,10,3,16,28,29,22,23,1,14
