#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1   0.0479283   0.0479283           0
           2   0.0514205   0.0496744  0.00123469
           3   0.0546782   0.0513423  0.00159129
           4   0.0543739   0.0521002  0.00136205
           5    0.055011   0.0526824  0.00120765
           6   0.0571594   0.0534285  0.00121522
           7   0.0574796   0.0540073  0.00117134
           8   0.0580637   0.0545143  0.00112935
           9   0.0588966   0.0550012  0.00110385
          10   0.0588947   0.0553906  0.00105991
          11   0.0585427   0.0556771  0.00100154
          12   0.0616894   0.0561782  0.00103585
          13    0.060782   0.0565323   0.0010149
          14   0.0599101   0.0567736 0.000970664
          15   0.0600851   0.0569943  0.00093072
          16   0.0598483   0.0571727 0.000889479
          17    0.060959   0.0573954 0.000864591
          18   0.0597044   0.0575237 0.000826019
          19   0.0594268   0.0576239 0.000788594
          20   0.0611991   0.0578026 0.000769159
          21   0.0602618   0.0579197 0.000741393
          22   0.0591048   0.0579736 0.000709648
          23   0.0588569    0.058012 0.000679832
          24   0.0592574   0.0580639 0.000653483
          25   0.0589382   0.0580989 0.000628279
          26   0.0576196   0.0580804 0.000604385
          27   0.0578974   0.0580737 0.000582038
          28   0.0594149   0.0581216 0.000563219
          29    0.058754   0.0581434 0.000544219
          30   0.0592569   0.0581805 0.000527343
          31   0.0585602   0.0581927 0.000510474
          32   0.0604938   0.0582647 0.000499561
          33   0.0608988   0.0583445 0.000490759
          34     0.06029   0.0584017 0.000479649
          35   0.0592691   0.0584265 0.000466584
          36   0.0600595   0.0584718 0.000455823
          37   0.0600562   0.0585147  0.00044551
          38   0.0600821   0.0585559 0.000435692
          39    0.060508    0.058606 0.000427386
          40   0.0598413   0.0586368 0.000417815
          41   0.0610559   0.0586958  0.00041177
          42   0.0591817   0.0587074 0.000402128
          43   0.0595674   0.0587274 0.000393273
          44   0.0581554   0.0587144  0.00038455
          45   0.0588405   0.0587172 0.000376015
          46   0.0583832     0.05871 0.000367911
          47   0.0586312   0.0587083 0.000360086
          48   0.0595257   0.0587253 0.000352987
          49   0.0590485   0.0587319 0.000345845
          50   0.0586437   0.0587301 0.000338933
          51   0.0596698   0.0587486 0.000332787
          52   0.0593057   0.0587593  0.00032656
          53   0.0596654   0.0587764 0.000320846
          54   0.0601971   0.0588027 0.000315981
          55   0.0600614   0.0588256 0.000311063
          56   0.0596045   0.0588395  0.00030582
          57    0.059462   0.0588504 0.000300649
          58   0.0596064   0.0588634 0.000295748
          59   0.0595393   0.0588749 0.000290957
          60   0.0574722   0.0588515 0.000287045
          61   0.0588814    0.058852  0.00028234
          62   0.0588747   0.0588524 0.000277787
          63   0.0591928   0.0588578  0.00027343
          64   0.0588932   0.0588583 0.000269158
          65   0.0593636   0.0588661 0.000265129
          66   0.0585764   0.0588617 0.000261149
          67   0.0583631   0.0588543 0.000257357
          68   0.0590979   0.0588579 0.000253597
          69   0.0581306   0.0588473 0.000250141
          70   0.0575249   0.0588284  0.00024728
          71   0.0585869    0.058825  0.00024382
          72   0.0580622   0.0588144 0.000240664
          73   0.0593191   0.0588213 0.000237467
          74   0.0613115    0.058855  0.00023663
          75   0.0613026   0.0588876 0.000235714
          76    0.060595   0.0589101 0.000233681
          77   0.0598031   0.0589217 0.000230934
          78   0.0599789   0.0589352 0.000228371
          79   0.0596619   0.0589444 0.000225665
          80   0.0607006   0.0589664 0.000223909
          81   0.0597422    0.058976  0.00022135
          82   0.0617043   0.0590092 0.000221137
          83   0.0609214   0.0590323 0.000219669
          84    0.058694   0.0590282 0.000217091
          85   0.0583124   0.0590198   0.0002147
          86   0.0589298   0.0590188 0.000212206
          87   0.0591911   0.0590208 0.000209777
          88   0.0593948    0.059025 0.000207436
          89   0.0575861   0.0590088 0.000205734
          90   0.0576514   0.0589938    0.000204
          91   0.0601804   0.0590068 0.000202175
          92   0.0613911   0.0590327 0.000201631
          93   0.0615162   0.0590594 0.000201224
          94   0.0619901   0.0590906 0.000201484
          95   0.0613422   0.0591143 0.000200752
          96   0.0602961   0.0591266 0.000199038
          97   0.0605234    0.059141 0.000197507
          98   0.0602271   0.0591521 0.000195802
          99   0.0593829   0.0591544 0.000193838
         100    0.059928   0.0591622 0.000192054
