BLOCK,ACTUAL_KE,KE_AVE,ERROR
1,1.2,1.2,0
2,1.2,1.2,0
3,1.2,1.2,0
4,1.2,1.2,0
5,1.2,1.2,0
6,1.2,1.2,8.60319e-09
7,1.2,1.2,7.96501e-09
8,1.2,1.2,7.45058e-09
9,1.2,1.2,7.02447e-09
10,1.2,1.2,6.664e-09
11,1.2,1.2,6.35388e-09
12,1.2,1.2,6.08337e-09
13,1.2,1.2,5.84472e-09
14,1.2,1.2,5.63211e-09
15,1.2,1.2,0
16,1.2,1.2,0
17,1.2,1.2,0
18,1.2,1.2,4.96705e-09
19,1.2,1.2,4.83458e-09
20,1.2,1.2,4.71216e-09
21,1.2,1.2,4.5986e-09
22,1.2,1.2,7.10385e-09
23,1.2,1.2,6.9477e-09
24,1.2,1.2,6.80142e-09
25,1.2,1.2,6.664e-09
26,1.2,1.2,6.53459e-09
27,1.2,1.2,6.41244e-09
28,1.2,1.2,7.45058e-09
29,1.2,1.2,7.321e-09
30,1.2,1.2,7.19794e-09
31,1.2,1.2,7.0809e-09
32,1.2,1.2,6.96938e-09
33,1.2,1.2,6.86297e-09
34,1.2,1.2,6.76129e-09
35,1.2,1.2,6.664e-09
36,1.2,1.2,6.57079e-09
37,1.2,1.2,6.48139e-09
38,1.2,1.2,6.39554e-09
39,1.2,1.2,7.5455e-09
40,1.2,1.2,7.45058e-09
41,1.2,1.2,7.35916e-09
42,1.2,1.2,7.27102e-09
43,1.2,1.2,7.18598e-09
44,1.2,1.2,7.10385e-09
45,1.2,1.2,7.02447e-09
46,1.2,1.2,6.9477e-09
47,1.2,1.2,6.87339e-09
48,1.2,1.2,6.80142e-09
49,1.2,1.2,6.73166e-09
50,1.2,1.2,6.664e-09
51,1.2,1.2,6.59835e-09
52,1.2,1.2,6.53459e-09
53,1.2,1.2,6.47265e-09
54,1.2,1.2,6.41244e-09
55,1.2,1.2,5.31603e-09
56,1.2,1.2,5.26836e-09
57,1.2,1.2,4.41334e-09
58,1.2,1.2,4.37513e-09
59,1.2,1.2,2.74353e-09
60,1.2,1.2,2.72057e-09
61,1.2,1.2,0
62,1.2,1.2,0
63,1.2,1.2,2.655e-09
64,1.2,1.2,2.63418e-09
65,1.2,1.2,2.61384e-09
66,1.2,1.2,4.10141e-09
67,1.2,1.2,4.07069e-09
68,1.2,1.2,4.04064e-09
69,1.2,1.2,4.74618e-09
70,1.2,1.2,4.71216e-09
71,1.2,1.2,4.67886e-09
72,1.2,1.2,5.55333e-09
73,1.2,1.2,5.51517e-09
74,1.2,1.2,5.47778e-09
75,1.2,1.2,5.96046e-09
76,1.2,1.2,5.92112e-09
77,1.2,1.2,5.88255e-09
78,1.2,1.2,5.84472e-09
79,1.2,1.2,6.27293e-09
80,1.2,1.2,6.2336e-09
81,1.2,1.2,6.195e-09
82,1.2,1.2,6.15711e-09
83,1.2,1.2,6.74381e-09
84,1.2,1.2,6.70355e-09
85,1.2,1.2,6.664e-09
86,1.2,1.2,6.62514e-09
87,1.2,1.2,6.96366e-09
88,1.2,1.2,6.92398e-09
89,1.2,1.2,6.88497e-09
90,1.2,1.2,6.84661e-09
91,1.2,1.2,6.80889e-09
92,1.2,1.2,7.28681e-09
93,1.2,1.2,7.24753e-09
94,1.2,1.2,7.20888e-09
95,1.2,1.2,7.17083e-09
96,1.2,1.2,7.13339e-09
97,1.2,1.2,7.41208e-09
98,1.2,1.2,7.37416e-09
99,1.2,1.2,7.33682e-09
100,1.2,1.2,7.30005e-09
