#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.24509     1.24509           0
           2     1.14724     1.19616   0.0345953
           3     1.14678      1.1797   0.0266938
           4     1.15158     1.17267   0.0209259
           5      1.1332     1.16478   0.0181689
           6     1.16883     1.16545   0.0151533
           7     1.17183     1.16636    0.013016
           8     1.13508     1.16245   0.0119621
           9      1.1569     1.16184   0.0106489
          10     1.15561     1.16121  0.00960215
          11     1.13782     1.15909  0.00896165
          12     1.15641     1.15886  0.00821762
          13     1.14754     1.15799  0.00763154
          14     1.15292     1.15763  0.00709503
          15     1.14115     1.15653  0.00670656
          16     1.15567     1.15648  0.00628762
          17       1.163     1.15686  0.00592944
          18     1.16048     1.15706  0.00560344
          19      1.1529     1.15684   0.0053128
          20      1.1617     1.15709   0.0050527
          21     1.13927     1.15624   0.0048828
          22     1.14525     1.15574  0.00468632
          23     1.15811     1.15584   0.0044837
          24     1.13206     1.15485  0.00440499
          25      1.1314     1.15391  0.00432754
          26     1.14206     1.15346  0.00418503
          27     1.13127     1.15263  0.00410993
          28     1.13994     1.15218  0.00398808
          29     1.13617     1.15163   0.0038886
          30     1.12081      1.1506  0.00389234
          31     1.16036     1.15092  0.00377949
          32     1.15753     1.15112  0.00366703
          33     1.13904     1.15076  0.00357414
          34      1.1504     1.15075  0.00346903
          35     1.13079     1.15018  0.00341644
          36      1.1371     1.14981  0.00334079
          37     1.16776      1.1503  0.00328554
          38     1.12681     1.14968  0.00325669
          39     1.15225     1.14975  0.00317385
          40     1.11818     1.14896  0.00319113
          41     1.13293     1.14857  0.00313715
          42     1.12257     1.14795  0.00312293
          43     1.11435     1.14717  0.00314653
          44     1.12076     1.14657  0.00313172
          45     1.13125     1.14622  0.00308057
          46     1.15788     1.14648    0.003024
          47     1.15124     1.14658  0.00296136
          48      1.1574      1.1468  0.00290822
          49     1.12428     1.14635  0.00288496
          50     1.12678     1.14595  0.00285366
          51     1.15694     1.14617  0.00280582
          52     1.13727       1.146  0.00275708
          53     1.13748     1.14584  0.00270974
          54     1.15207     1.14595  0.00266202
          55     1.15761     1.14616  0.00262204
          56     1.13363     1.14594  0.00258475
          57     1.14444     1.14591  0.00253954
          58     1.15055     1.14599  0.00249701
          59     1.17495     1.14649  0.00250247
          60     1.13663     1.14632  0.00246615
          61     1.15038     1.14639  0.00242662
          62     1.15914     1.14659  0.00239618
          63     1.12582     1.14626  0.00238073
          64      1.1076     1.14566  0.00241897
          65     1.16088     1.14589  0.00239305
          66     1.14632      1.1459   0.0023568
          67     1.19605     1.14665   0.0024376
          68     1.16112     1.14686  0.00241102
          69     1.12092     1.14649  0.00240521
          70     1.14733      1.1465  0.00237088
          71     1.17383     1.14688  0.00236854
          72     1.14826      1.1469  0.00233572
          73     1.16432     1.14714  0.00231588
          74      1.1378     1.14701  0.00228803
          75     1.14374     1.14697  0.00225794
          76     1.14062     1.14689  0.00222977
          77     1.12284     1.14657  0.00222257
          78     1.16775     1.14685   0.0022106
          79     1.17881     1.14725  0.00221933
          80      1.1265     1.14699  0.00220669
          81     1.15654     1.14711  0.00218259
          82     1.13836       1.147  0.00215858
          83     1.15012     1.14704   0.0021329
          84     1.12334     1.14676  0.00212608
          85     1.15961     1.14691  0.00210644
          86     1.15222     1.14697  0.00208285
          87     1.16372     1.14716  0.00206779
          88     1.13592     1.14704  0.00204823
          89     1.16734     1.14726  0.00203789
          90     1.17343     1.14755  0.00203589
          91     1.16537     1.14775  0.00202291
          92     1.15789     1.14786  0.00200392
          93     1.17828     1.14819   0.0020089
          94     1.14816     1.14819  0.00198753
          95     1.15309     1.14824  0.00196728
          96     1.15855     1.14835  0.00194971
          97     1.18094     1.14868  0.00195836
          98     1.17086     1.14891  0.00195141
          99     1.15486     1.14897  0.00193262
         100     1.15126     1.14899  0.00191343
