#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.17293     1.17293           0
           2     1.07961     1.12627   0.0329957
           3     1.08012     1.11089    0.025331
           4     1.09442     1.10677     0.01933
           5     1.10198     1.10581   0.0154877
           6     1.07993      1.1015   0.0134936
           7     1.09312      1.1003    0.011619
           8     1.07699     1.09739   0.0105256
           9      1.0979     1.09744  0.00935626
          10     1.07079     1.09478  0.00879217
          11     1.10328     1.09555  0.00802679
          12     1.05921     1.09252  0.00790864
          13     1.03345     1.08798  0.00850621
          14     1.08019     1.08742  0.00791678
          15     1.11351     1.08916  0.00757767
          16     1.08725     1.08904  0.00710501
          17     1.04914      1.0867   0.0070642
          18     1.07215     1.08589  0.00671782
          19     1.10518      1.0869   0.0064405
          20     1.07363     1.08624   0.0061526
          21     1.11857     1.08778  0.00604916
          22     1.09374     1.08805  0.00578026
          23     1.03704     1.08583  0.00593915
          24     1.05839     1.08469  0.00580071
          25     1.09983     1.08529  0.00560022
          26     1.13922     1.08737  0.00575612
          27      1.0948     1.08764   0.0055495
          28     1.08738     1.08763  0.00535131
          29     1.12291     1.08885  0.00530326
          30      1.0685     1.08817  0.00516967
          31     1.08599      1.0881  0.00500339
          32     1.06214     1.08729  0.00491236
          33     1.11479     1.08812  0.00483367
          34     1.12494     1.08921  0.00481127
          35      1.1018     1.08957  0.00468724
          36     1.09823     1.08981  0.00456321
          37     1.07105      1.0893  0.00446793
          38     1.04927     1.08825  0.00447282
          39     1.07481      1.0879  0.00437138
          40     1.10189     1.08825  0.00427606
          41     1.08185      1.0881  0.00417462
          42     1.09102     1.08816  0.00407581
          43     1.10081     1.08846  0.00399162
          44     1.04408     1.08745  0.00402634
          45     1.10512     1.08784  0.00395597
          46     1.10232     1.08816  0.00388247
          47     1.09279     1.08826  0.00380112
          48     1.09023      1.0883  0.00372215
          49     1.06215     1.08776  0.00368424
          50     1.07789     1.08757  0.00361585
          51     1.06749     1.08717  0.00356631
          52     1.09114     1.08725  0.00349854
          53     1.11311     1.08774   0.0034664
          54     1.07678     1.08753  0.00340814
          55      1.0888     1.08756  0.00334625
          56     1.06511     1.08716  0.00331041
          57     1.09182     1.08724  0.00325334
          58     1.08557     1.08721  0.00319738
          59     1.06537     1.08684  0.00316454
          60     1.07125     1.08658  0.00312246
          61       1.074     1.08637  0.00307807
          62     1.05985     1.08595  0.00305802
          63     1.09336     1.08606  0.00301174
          64     1.10498     1.08636  0.00297915
          65     1.08852     1.08639   0.0029335
          66     1.09182     1.08647  0.00289021
          67     1.05034     1.08593  0.00289694
          68     1.09529     1.08607   0.0028576
          69     1.09455      1.0862  0.00281883
          70     1.06131     1.08584  0.00280088
          71     1.08559     1.08584  0.00276143
          72     1.05457      1.0854  0.00275701
          73     1.10956     1.08573  0.00273904
          74       1.092     1.08582  0.00270334
          75     1.09336     1.08592  0.00266916
          76     1.09402     1.08602  0.00263617
          77     1.05555     1.08563  0.00263148
          78     1.06306     1.08534   0.0026136
          79     1.07404      1.0852  0.00258443
          80     1.05543     1.08482  0.00257877
          81     1.09933       1.085  0.00255314
          82     1.10414     1.08524  0.00253265
          83     1.06435     1.08499   0.0025146
          84      1.1083     1.08526  0.00249993
          85     1.06737     1.08505  0.00247937
          86     1.06247     1.08479  0.00246441
          87     1.09655     1.08492  0.00243979
          88      1.0976     1.08507  0.00241631
          89     1.06813     1.08488  0.00239665
          90     1.09481     1.08499  0.00237256
          91     1.08662     1.08501  0.00234655
          92     1.06772     1.08482  0.00232856
          93     1.12799     1.08528  0.00234933
          94     1.07285     1.08515  0.00232806
          95     1.09059     1.08521  0.00230425
          96     1.07605     1.08511  0.00228222
          97     1.07261     1.08498  0.00226234
          98     1.08278     1.08496  0.00223936
          99     1.11176     1.08523  0.00223305
         100     1.08405     1.08522  0.00221075
