#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.18797     1.18797           0
           2      1.1199     1.15394   0.0240656
           3     1.05834     1.12207   0.0305671
           4     1.07258      1.1097    0.025306
           5     1.05225     1.09821   0.0227039
           6     1.13014     1.10353   0.0195336
           7     1.09791     1.10273   0.0167596
           8     1.10306     1.10277   0.0146647
           9     1.10652     1.10318   0.0130412
          10     1.10037      1.1029   0.0117401
          11      1.1231     1.10474   0.0108155
          12     1.10344     1.10463  0.00991477
          13     1.10136     1.10438  0.00915529
          14     1.08266     1.10283  0.00863179
          15     1.08631     1.10173  0.00812625
          16     1.11173     1.10235  0.00764235
          17     1.10538     1.10253  0.00719488
          18     1.12073     1.10354  0.00686581
          19     1.11102     1.10393  0.00651574
          20     1.10613     1.10404  0.00619088
          21     1.10043     1.10387  0.00589847
          22     1.10915     1.10411  0.00563524
          23     1.11871     1.10475  0.00542586
          24     1.09806     1.10447  0.00520693
          25     1.10403     1.10445  0.00499869
          26     1.11292     1.10478  0.00481702
          27     1.07357     1.10362  0.00477528
          28      1.0653     1.10225  0.00479683
          29     1.12332     1.10298  0.00468613
          30     1.10948      1.1032  0.00453494
          31     1.10584     1.10328  0.00438945
          32     1.06552      1.1021  0.00440802
          33      1.0909     1.10176  0.00428748
          34     1.10175     1.10176  0.00416138
          35     1.10989     1.10199  0.00404896
          36     1.07665     1.10129  0.00399721
          37     1.09815      1.1012  0.00389008
          38     1.08809     1.10086  0.00380297
          39     1.10138     1.10087  0.00370549
          40     1.11091     1.10112  0.00362134
          41     1.12207     1.10163  0.00356888
          42     1.11587     1.10197  0.00349996
          43     1.07975     1.10146  0.00345651
          44     1.11531     1.10177  0.00339226
          45     1.11843     1.10214    0.003337
          46     1.12986     1.10274  0.00331843
          47      1.0808     1.10228  0.00328049
          48     1.07591     1.10173  0.00325783
          49     1.06233     1.10092  0.00328907
          50     1.07237     1.10035  0.00327247
          51     1.07405     1.09984  0.00324868
          52     1.10381     1.09991   0.0031871
          53      1.0782      1.0995  0.00315318
          54     1.05688     1.09871  0.00319206
          55      1.1436     1.09953  0.00323666
          56     1.09255     1.09941  0.00318127
          57     1.10149     1.09944  0.00312566
          58      1.1286     1.09995  0.00311193
          59     1.10011     1.09995  0.00305919
          60     1.09228     1.09982  0.00301087
          61     1.08174     1.09952  0.00297607
          62     1.11643      1.0998  0.00294054
          63     1.09851     1.09978  0.00289393
          64      1.1044     1.09985  0.00284962
          65     1.11492     1.10008   0.0028152
          66     1.11824     1.10036  0.00278595
          67     1.11368     1.10055  0.00275146
          68     1.10065     1.10056    0.002711
          69     1.07669     1.10021  0.00269367
          70     1.12216     1.10052  0.00267337
          71     1.10667     1.10061  0.00263712
          72      1.1046     1.10067  0.00260108
          73     1.08908     1.10051  0.00257028
          74     1.09766     1.10047  0.00253584
          75     1.10862     1.10058  0.00250435
          76     1.11542     1.10077  0.00247901
          77     1.10678     1.10085  0.00244804
          78     1.11079     1.10098  0.00241997
          79     1.05158     1.10035   0.0024688
          80     1.10696     1.10044  0.00243932
          81     1.11262     1.10059  0.00241384
          82     1.08626     1.10041  0.00239071
          83     1.10113     1.10042  0.00236193
          84     1.09959     1.10041  0.00233383
          85     1.09073      1.1003  0.00230915
          86     1.09313     1.10021   0.0022838
          87     1.07508     1.09992  0.00227575
          88     1.06707     1.09955  0.00228031
          89     1.10035     1.09956  0.00225471
          90     1.08721     1.09942  0.00223382
          91     1.09612     1.09939  0.00220957
          92     1.10318     1.09943  0.00218594
          93     1.13445      1.0998  0.00219464
          94     1.12074     1.10003  0.00218256
          95     1.06727     1.09968  0.00218665
          96     1.07859     1.09946  0.00217488
          97     1.11628     1.09964  0.00215936
          98     1.08312     1.09947   0.0021439
          99     1.09494     1.09942  0.00212273
         100     1.12144     1.09964   0.0021129
