#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.21981     1.21981           0
           2     1.09221     1.15601   0.0451159
           3      1.1185     1.14351   0.0317625
           4     1.05401     1.12113   0.0307076
           5     1.10499      1.1179   0.0247352
           6      1.1045     1.11567   0.0207133
           7     1.08609     1.11144   0.0181801
           8     1.11537     1.11193   0.0159142
           9     1.08209     1.10862   0.0144873
          10     1.12955     1.11071   0.0131889
          11     1.07698     1.10764   0.0123413
          12     1.08648     1.10588   0.0114381
          13     1.12045       1.107   0.0106131
          14      1.1104     1.10724  0.00985775
          15     1.08089     1.10549  0.00935582
          16     1.12298     1.10658  0.00883473
          17     1.11167     1.10688  0.00832011
          18     1.11083      1.1071  0.00786078
          19      1.1027     1.10687  0.00745047
          20     1.09634     1.10634  0.00709653
          21     1.10827     1.10643  0.00675919
          22     1.10367     1.10631  0.00645312
          23     1.11625     1.10674    0.006187
          24     1.14378     1.10828   0.0061187
          25     1.09458     1.10774  0.00589845
          26     1.11163     1.10788  0.00567348
          27     1.11305     1.10808  0.00546657
          28     1.08224     1.10715  0.00534864
          29     1.08954     1.10655  0.00519856
          30     1.07101     1.10536  0.00515847
          31     1.12697     1.10606  0.00503894
          32     1.09806     1.10581  0.00488767
          33     1.09236      1.1054  0.00475652
          34     1.10357     1.10535  0.00461693
          35       1.075     1.10448  0.00456571
          36     1.14464      1.1056  0.00457316
          37     1.07474     1.10476  0.00452494
          38     1.06342     1.10367   0.0045348
          39     1.09001     1.10332  0.00443204
          40       1.079     1.10272  0.00436275
          41     1.09382      1.1025  0.00426173
          42      1.1195      1.1029  0.00417945
          43     1.09496     1.10272  0.00408633
          44     1.10417     1.10275   0.0039936
          45     1.09587      1.1026  0.00390777
          46     1.11152     1.10279  0.00382763
          47      1.1002     1.10274  0.00374659
          48     1.10302     1.10274  0.00366854
          49      1.0931     1.10255  0.00359895
          50     1.10227     1.10254  0.00352697
          51     1.10818     1.10265  0.00345955
          52     1.14376     1.10344  0.00348215
          53     1.12205     1.10379  0.00343411
          54     1.09113     1.10356  0.00337852
          55     1.11944     1.10385  0.00332941
          56     1.13113     1.10433   0.0033054
          57     1.11388      1.1045  0.00325165
          58     1.08954     1.10424   0.0032058
          59     1.10393     1.10424  0.00315147
          60     1.08707     1.10395  0.00311191
          61     1.10414     1.10396  0.00306089
          62     1.11872     1.10419  0.00302077
          63     1.11592     1.10438  0.00297855
          64     1.11974     1.10462  0.00294167
          65     1.12967     1.10501  0.00292155
          66     1.11922     1.10522  0.00288521
          67     1.07894     1.10483  0.00286869
          68     1.09861     1.10474  0.00282796
          69     1.06723     1.10419  0.00283873
          70     1.10099     1.10415  0.00279854
          71     1.07232      1.1037  0.00279479
          72     1.09443     1.10357  0.00275894
          73     1.09805      1.1035  0.00272218
          74     1.11259     1.10362  0.00268817
          75     1.14157     1.10412  0.00269954
          76     1.08095     1.10382  0.00268118
          77     1.08706      1.1036  0.00265518
          78      1.0927     1.10346  0.00262482
          79     1.14543     1.10399   0.0026448
          80     1.11843     1.10417  0.00261789
          81     1.08015     1.10388  0.00260231
          82     1.12685     1.10416  0.00258562
          83     1.14502     1.10465  0.00260092
          84     1.09397     1.10452  0.00257306
          85     1.08567      1.1043  0.00255232
          86     1.09345     1.10417  0.00252576
          87     1.09847     1.10411  0.00249758
          88     1.12402     1.10434  0.00247942
          89     1.10584     1.10435  0.00245162
          90     1.09786     1.10428  0.00242544
          91     1.09767     1.10421  0.00239987
          92     1.10023     1.10416  0.00237418
          93     1.06822     1.10378   0.0023799
          94     1.09415     1.10368  0.00235678
          95     1.10455     1.10368  0.00233199
          96     1.08394     1.10348  0.00231675
          97     1.09964     1.10344   0.0022932
          98     1.10177     1.10342  0.00226987
          99     1.10662     1.10345  0.00224717
         100     1.10529     1.10347  0.00222477
