#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -5.16468    -5.16468           0
           2    -5.00624    -5.08546   0.0560167
           3    -5.09757     -5.0895   0.0374895
           4    -5.03304    -5.07538   0.0306596
           5    -5.01275    -5.06286   0.0269654
           6     -5.0104    -5.05411   0.0238462
           7    -5.00428    -5.04699   0.0214762
           8    -5.01571    -5.04308   0.0191444
           9    -5.04078    -5.04283    0.017019
          10    -5.00805    -5.03935   0.0156684
          11     -5.0033    -5.03607   0.0145827
          12    -5.04871    -5.03713   0.0134055
          13    -5.04308    -5.03758   0.0123822
          14    -4.99766    -5.03473   0.0118215
          15    -4.98678    -5.03154   0.0114575
          16    -5.00335    -5.02977    0.010876
          17    -4.98585    -5.02719   0.0105387
          18    -5.00632    -5.02603   0.0100168
          19    -5.02216    -5.02583  0.00949172
          20    -5.05381    -5.02723   0.0091197
          21    -4.99479    -5.02568  0.00881524
          22    -5.04053    -5.02636  0.00844036
          23    -5.01715    -5.02596  0.00808286
          24    -5.00858    -5.02523  0.00777844
          25     -5.0484    -5.02616  0.00752229
          26    -5.08244    -5.02832  0.00753794
          27    -4.97409    -5.02631  0.00752164
          28    -5.02853    -5.02639  0.00725342
          29    -5.02891    -5.02648  0.00700382
          30    -4.97337    -5.02471  0.00699055
          31    -5.01475    -5.02439  0.00677242
          32    -5.06755    -5.02574  0.00669372
          33    -4.98965    -5.02464  0.00657959
          34    -5.00928    -5.02419  0.00640157
          35    -5.01059     -5.0238  0.00623046
          36    -5.03145    -5.02402  0.00606101
          37    -4.99025     -5.0231  0.00596552
          38    -5.06298    -5.02415   0.0059001
          39    -5.05983    -5.02507  0.00581929
          40    -5.04416    -5.02554  0.00569334
          41    -5.01954     -5.0254  0.00555636
          42    -4.99887    -5.02477  0.00545985
          43    -5.02893    -5.02486  0.00533373
          44    -5.04502    -5.02532  0.00523214
          45    -5.00653     -5.0249   0.0051325
          46    -5.00639     -5.0245  0.00503668
          47    -5.02606    -5.02453  0.00492963
          48    -5.01821     -5.0244  0.00482869
          49    -5.00804    -5.02407  0.00474168
          50    -5.03078     -5.0242  0.00464874
          51     -5.0325    -5.02437  0.00456044
          52    -5.04617    -5.02478  0.00449198
          53     -5.0405    -5.02508    0.004417
          54    -5.03879    -5.02534  0.00434249
          55    -5.00541    -5.02497  0.00427862
          56    -5.02555    -5.02498  0.00420223
          57     -5.0503    -5.02543  0.00415192
          58    -4.99078    -5.02483  0.00412308
          59    -5.05334    -5.02531  0.00408141
          60    -5.02698    -5.02534  0.00401348
          61    -5.07361    -5.02613  0.00402495
          62    -5.06787    -5.02681  0.00401593
          63     -4.9819    -5.02609  0.00401496
          64    -5.07982    -5.02693  0.00403905
          65    -5.02031    -5.02683  0.00397819
          66    -5.02223    -5.02676  0.00391853
          67    -5.00762    -5.02647  0.00387045
          68    -5.01118    -5.02625  0.00382005
          69    -5.03521    -5.02638   0.0037669
          70    -4.99694    -5.02596  0.00373649
          71    -4.95941    -5.02502  0.00379962
          72     -5.0016     -5.0247  0.00376075
          73    -5.01085    -5.02451  0.00371401
          74      -5.036    -5.02466  0.00366706
          75    -5.01054    -5.02447    0.003623
          76    -5.03594    -5.02462  0.00357847
          77    -4.97768    -5.02402  0.00358356
          78    -4.99887    -5.02369  0.00355209
          79    -4.98708    -5.02323  0.00353724
          80    -5.05907    -5.02368  0.00352128
          81     -4.9605     -5.0229  0.00356313
          82    -4.99409    -5.02255  0.00353696
          83    -5.01653    -5.02247  0.00349509
          84    -5.06502    -5.02298  0.00348999
          85    -5.00017    -5.02271  0.00345924
          86    -5.07809    -5.02336  0.00347844
          87    -5.00962     -5.0232  0.00344203
          88    -5.04962     -5.0235  0.00341599
          89    -5.04816    -5.02378  0.00338883
          90    -5.04486    -5.02401  0.00335926
          91    -4.96125    -5.02332  0.00339239
          92    -5.00247    -5.02309  0.00336308
          93    -5.01741    -5.02303  0.00332747
          94    -5.00342    -5.02282  0.00329861
          95    -5.00972    -5.02269  0.00326677
          96    -4.98498    -5.02229  0.00325627
          97    -5.01552    -5.02222  0.00322344
          98    -4.95986    -5.02159  0.00325276
          99    -4.95977    -5.02096  0.00327929
         100     -4.9941    -5.02069  0.00325749
