#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.13979     1.13979           0
           2     1.06938     1.10459   0.0248928
           3     1.06908     1.09275   0.0192047
           4      1.0438     1.08051    0.017883
           5     1.05923     1.07626   0.0148043
           6     1.04074     1.07034   0.0134682
           7     1.08888     1.07299   0.0118017
           8     1.08857     1.07493    0.010486
           9      1.0758     1.07503   0.0093213
          10     1.05905     1.07343  0.00852496
          11     1.05647     1.07189  0.00788811
          12     1.06468     1.07129  0.00725362
          13     1.08332     1.07221  0.00675445
          14     1.10318     1.07443  0.00662415
          15     1.09067     1.07551  0.00627047
          16      1.0414     1.07338  0.00623036
          17     1.09303     1.07453   0.0059701
          18     1.07895     1.07478  0.00564345
          19     1.03726      1.0728  0.00568141
          20     1.06404     1.07237   0.0054142
          21     1.03776     1.07072  0.00540137
          22     1.04021     1.06933  0.00533095
          23     1.08021      1.0698  0.00512011
          24     1.04569      1.0688  0.00500437
          25     1.01551     1.06667  0.00523851
          26     1.05246     1.06612  0.00506544
          27     1.08062     1.06666  0.00490622
          28      1.0527     1.06616  0.00475625
          29     1.07831     1.06658  0.00461066
          30     1.08679     1.06725  0.00450594
          31     1.08213     1.06773  0.00438608
          32     1.07968     1.06811  0.00426487
          33        1.06     1.06786  0.00414269
          34     1.05671     1.06753  0.00403381
          35     1.06091     1.06734  0.00392299
          36     1.03041     1.06632  0.00394592
          37     1.07036     1.06643  0.00384079
          38     1.07315      1.0666  0.00374378
          39     1.09619     1.06736  0.00372384
          40     1.05719     1.06711  0.00363942
          41     1.07706     1.06735  0.00355874
          42     1.07157     1.06745  0.00347543
          43     1.08159     1.06778  0.00341012
          44     1.07248     1.06789  0.00333429
          45     1.05923     1.06769  0.00326574
          46     1.08052     1.06797  0.00320663
          47      1.0672     1.06796  0.00313845
          48     1.07155     1.06803  0.00307396
          49     1.05745     1.06782  0.00301879
          50     1.04661     1.06739  0.00298805
          51     1.08215     1.06768  0.00294345
          52     1.05765     1.06749  0.00289316
          53      1.0455     1.06707  0.00286815
          54     1.01954     1.06619  0.00294702
          55     1.09375     1.06669  0.00293571
          56     1.05189     1.06643  0.00289517
          57     1.05717     1.06627  0.00284893
          58     1.04954     1.06598  0.00281437
          59     1.04234     1.06558  0.00279504
          60     1.07467     1.06573  0.00275255
          61     1.04133     1.06533  0.00273634
          62     1.05883     1.06523  0.00269422
          63     1.03156     1.06469  0.00270392
          64     1.06209     1.06465  0.00266197
          65     1.06548     1.06466  0.00262105
          66     1.03789     1.06426  0.00261254
          67     1.07789     1.06446  0.00258146
          68     1.04672      1.0642  0.00255665
          69     1.08453     1.06449   0.0025365
          70     1.03087     1.06401  0.00254534
          71     1.05743     1.06392  0.00251118
          72     1.03709     1.06355   0.0025038
          73     1.08695     1.06387  0.00248994
          74     1.03544     1.06349  0.00248574
          75     1.07615     1.06365  0.00245833
          76     1.04957     1.06347  0.00243296
          77     1.03596     1.06311  0.00242746
          78     1.06576     1.06315  0.00239657
          79      1.0545     1.06304  0.00236874
          80       1.051     1.06289   0.0023439
          81     1.08991     1.06322  0.00233859
          82     1.10201     1.06369  0.00235745
          83     1.07391     1.06382  0.00233225
          84     1.05885     1.06376  0.00230524
          85     1.08919     1.06406  0.00229746
          86     1.03197     1.06368  0.00230083
          87     1.06682     1.06372  0.00227467
          88     1.09085     1.06403  0.00226962
          89     1.04839     1.06385  0.00225091
          90     1.03674     1.06355  0.00224596
          91     1.04403     1.06334   0.0022315
          92      1.0491     1.06318   0.0022126
          93     1.07664     1.06333  0.00219354
          94     1.05799     1.06327  0.00217094
          95      1.0506     1.06314  0.00215218
          96     1.07494     1.06326  0.00213327
          97     1.06431     1.06327  0.00211131
          98     1.02695      1.0629  0.00212204
          99     1.04255     1.06269  0.00211053
         100     1.06453     1.06271  0.00208951
