#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.838969    0.838969           0
           2    0.729806    0.784388   0.0385947
           3    0.820016    0.796264   0.0274964
           4    0.833541    0.805583   0.0221453
           5    0.806049    0.805676   0.0177164
           6    0.786656    0.802506   0.0150447
           7    0.840641    0.807954   0.0138467
           8    0.775386    0.803883   0.0127002
           9    0.792495    0.802618   0.0113519
          10    0.806684    0.803024    0.010224
          11    0.804203    0.803131  0.00929512
          12    0.799996     0.80287   0.0085242
          13    0.781907    0.801258  0.00801956
          14    0.831905    0.803447  0.00773975
          15    0.781024    0.801952  0.00736671
          16    0.826031    0.803457  0.00705834
          17      0.7855    0.802401  0.00672172
          18    0.837795    0.804367  0.00662967
          19    0.822821    0.805338  0.00635149
          20    0.749844    0.802563  0.00661228
          21     0.82028    0.803407    0.006351
          22    0.824487    0.804365  0.00613417
          23    0.796943    0.804043  0.00587595
          24    0.774358    0.802806  0.00575982
          25    0.847868    0.804608  0.00580462
          26    0.789022    0.804009  0.00561224
          27    0.801267    0.803907  0.00540529
          28    0.811233    0.804169  0.00521858
          29    0.812235    0.804447  0.00504603
          30    0.784539    0.803783  0.00492127
          31    0.818052    0.804244    0.004784
          32    0.798353     0.80406  0.00463804
          33    0.793671    0.803745  0.00450817
          34    0.769441    0.802736  0.00448706
          35    0.822146     0.80329  0.00439299
          36    0.826093    0.803924  0.00431638
          37    0.785487    0.803425  0.00422839
          38    0.826651    0.804037  0.00416105
          39    0.796021    0.803831  0.00405943
          40    0.789953    0.803484  0.00397275
          41    0.835033    0.804254  0.00394967
          42    0.794369    0.804018  0.00386264
          43     0.79117     0.80372  0.00378435
          44    0.818509    0.804056  0.00371324
          45    0.803765    0.804049  0.00363073
          46    0.788493    0.803711  0.00356751
          47    0.804341    0.803724  0.00349163
          48    0.811242    0.803881   0.0034224
          49    0.826446    0.804342   0.0033834
          50    0.801087    0.804276  0.00331635
