#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.628379    0.628379           0
           2    0.598191    0.613285   0.0106732
           3    0.630605    0.619058  0.00853519
           4    0.652932    0.627527  0.00973459
           5    0.597888    0.621599  0.00942116
           6    0.591363    0.616559  0.00909948
           7    0.653967    0.621903   0.0092364
           8    0.593282    0.618326  0.00874734
           9    0.621639    0.618694  0.00778316
          10    0.624983    0.619323  0.00703021
          11    0.629718    0.620268   0.0064543
          12    0.592373    0.617943  0.00632121
          13    0.621741    0.618235  0.00584171
          14    0.650077     0.62051  0.00585048
          15    0.606515    0.619577  0.00553434
          16     0.61007    0.618983  0.00522024
          17    0.638361    0.620123  0.00503609
          18    0.621477    0.620198  0.00475687
          19    0.599775    0.619123  0.00462636
          20    0.609125    0.618623  0.00442197
          21    0.635402    0.619422  0.00428297
          22    0.620453    0.619469  0.00408855
          23    0.610392    0.619074  0.00392979
          24     0.62617     0.61937  0.00377715
          25    0.632061    0.619877  0.00366002
          26    0.585958    0.618573  0.00374454
          27     0.64916    0.619706  0.00377332
          28    0.608189    0.619294  0.00366091
          29    0.640877    0.620039  0.00360953
          30    0.577344    0.618616  0.00375931
          31    0.627031    0.618887  0.00364783
          32     0.60088    0.618324  0.00357698
          33    0.664546    0.619725  0.00373275
          34    0.579613    0.618545  0.00380484
          35    0.608155    0.618248  0.00370769
          36    0.643811    0.618958  0.00367207
          37    0.607623    0.618652  0.00358558
          38    0.623366    0.618776  0.00349336
          39    0.624416    0.618921  0.00340678
          40    0.606728    0.618616  0.00333522
          41    0.644957    0.619258  0.00331518
          42     0.61675    0.619199  0.00323678
          43    0.619227    0.619199  0.00316151
          44    0.610235    0.618996  0.00309621
          45    0.615309    0.618914  0.00302849
          46    0.614186    0.618811   0.0029644
          47    0.604159    0.618499  0.00291767
          48    0.643062    0.619011  0.00290141
          49    0.619968     0.61903  0.00284227
          50    0.611436    0.618878  0.00278948
