#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.835336    0.835336           0
           2    0.684823     0.76008   0.0532146
           3    0.867136    0.795765   0.0459079
           4     0.77876    0.791514   0.0346272
           5    0.818483    0.796907   0.0281187
           6    0.755834    0.790062   0.0242512
           7    0.833196    0.796224   0.0215554
           8    0.818394    0.798995   0.0190383
           9    0.778893    0.796762   0.0170535
          10    0.792636    0.796349   0.0153531
          11    0.808296    0.797435   0.0139957
          12    0.794275    0.797172   0.0128319
          13    0.780414    0.795883   0.0119094
          14    0.841846    0.799166   0.0115023
          15     0.75244    0.796051   0.0111494
          16    0.826874    0.797977   0.0106177
          17    0.766009    0.796097   0.0101583
          18    0.799948    0.796311  0.00959616
          19    0.781824    0.795548  0.00912133
          20    0.835289    0.797535  0.00887906
          21    0.760336    0.795764  0.00863114
          22    0.806386    0.796247  0.00825231
          23    0.776941    0.795407  0.00793609
          24    0.840543    0.797288  0.00782508
          25    0.788756    0.796947  0.00751951
          26    0.783176    0.796417  0.00724893
          27    0.788657     0.79613  0.00698615
          28    0.782161    0.795631  0.00675443
          29    0.819011    0.796437  0.00656946
          30    0.826113    0.797426  0.00642452
          31    0.770374    0.796554  0.00627626
          32    0.824158    0.797416  0.00613913
          33    0.764345    0.796414  0.00603433
          34    0.767376     0.79556  0.00591698
          35    0.833734    0.796651  0.00584759
          36    0.783572    0.796287  0.00569643
          37    0.840331    0.797478  0.00566548
          38    0.753197    0.796312  0.00563496
          39    0.820747    0.796939  0.00552519
          40    0.843332    0.798099  0.00550745
          41    0.746457    0.796839  0.00551528
          42     0.80995    0.797151  0.00539279
          43    0.815409    0.797576  0.00528406
          44    0.778224    0.797136  0.00518224
          45    0.779285     0.79674  0.00508224
          46    0.815445    0.797146    0.004988
          47    0.832746    0.797904  0.00493905
          48     0.75583    0.797027  0.00491331
          49     0.77983    0.796676  0.00482556
          50      0.8372    0.797487  0.00479663
