#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.813225    0.813225           0
           2    0.766331    0.789778   0.0165796
           3     0.77563    0.785062   0.0117046
           4    0.830439    0.796406    0.013175
           5    0.789117    0.794948   0.0106204
           6    0.770592    0.790889  0.00959478
           7    0.812135    0.793924  0.00869089
           8    0.774998    0.791558  0.00791999
           9    0.814131    0.794066   0.0074265
          10    0.748487    0.789508  0.00796058
          11    0.826571    0.792878  0.00791789
          12    0.771797    0.791121   0.0074504
          13    0.768482     0.78938   0.0070779
          14    0.823832     0.79184  0.00698705
          15    0.789009    0.791652   0.0065238
          16    0.806185     0.79256  0.00617897
          17    0.766376     0.79102  0.00600441
          18    0.794318    0.791203  0.00567363
          19    0.783051    0.790774  0.00539122
          20     0.80311    0.791391  0.00515682
          21    0.777735     0.79074  0.00495209
          22    0.819836    0.792063  0.00490041
          23    0.787821    0.791879  0.00469082
          24    0.772092    0.791054  0.00456724
          25     0.78286    0.790726   0.0043963
          26    0.820964    0.791889  0.00437834
          27     0.76063    0.790732  0.00436657
          28    0.802443     0.79115   0.0042306
          29    0.783278    0.790878  0.00409342
          30    0.815344    0.791694  0.00403739
          31    0.758621    0.790627  0.00404566
          32    0.771493    0.790029  0.00396317
          33    0.816864    0.790842  0.00392561
          34    0.761055    0.789966  0.00390669
          35    0.799759    0.790246  0.00380508
          36     0.80989    0.790792   0.0037383
          37     0.78483    0.790631  0.00364074
          38    0.790765    0.790634  0.00354493
          39    0.794742    0.790739   0.0034556
          40    0.763388    0.790056  0.00343619
          41    0.818509     0.79075  0.00342175
          42    0.782749    0.790559  0.00334557
          43    0.782009     0.79036  0.00327367
          44    0.779671    0.790117  0.00320827
          45    0.784688    0.789997  0.00313925
          46     0.81512    0.790543  0.00311815
          47    0.767197    0.790046  0.00309111
          48    0.826995    0.790816  0.00312109
          49    0.758588    0.790158  0.00312593
          50    0.821878    0.790793  0.00312712
