#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.749852    0.749852           0
           2    0.657457    0.703654   0.0326668
           3    0.748214    0.718508    0.024927
           4    0.739006    0.723632   0.0192148
           5    0.723602    0.723626   0.0153718
           6    0.713549    0.721947   0.0129013
           7    0.733315    0.723571     0.01116
           8    0.706333    0.721416  0.00997083
           9    0.747662    0.724332  0.00927962
          10    0.679973    0.719896    0.009352
          11    0.766583    0.724141  0.00941577
          12    0.721408    0.723913  0.00863388
          13    0.695663     0.72174  0.00823866
          14    0.727937    0.722182  0.00766207
          15    0.760812    0.724758  0.00757169
          16     0.68223      0.7221  0.00755058
          17    0.740749    0.723197  0.00718568
          18    0.722178     0.72314   0.0067867
          19    0.707159    0.722299  0.00648141
          20    0.734171    0.722893  0.00618447
          21     0.73493    0.723466  0.00591647
          22     0.71487    0.723075  0.00566043
          23    0.727553     0.72327  0.00541767
          24     0.72109    0.723179  0.00519269
          25    0.715707     0.72288  0.00499358
          26    0.733824    0.723301  0.00481923
          27    0.735866    0.723766  0.00466315
          28    0.723904    0.723771  0.00449661
          29     0.71453    0.723453  0.00435283
          30    0.748126    0.724275  0.00428473
          31    0.697365    0.723407  0.00423354
          32    0.728721    0.723573  0.00410449
          33    0.738514    0.724026  0.00400501
          34    0.713387    0.723713  0.00389942
          35    0.717164    0.723526  0.00379249
          36    0.745707    0.724142  0.00373686
          37    0.712108    0.723817  0.00364999
          38     0.73736    0.724173   0.0035713
          39    0.740502    0.724592  0.00350418
          40    0.723277    0.724559  0.00341673
          41    0.726842    0.724615  0.00333385
          42    0.700095    0.724031  0.00330519
          43    0.753067    0.724706  0.00329658
          44    0.708668    0.724342  0.00324175
          45    0.704676    0.723905  0.00319903
          46    0.752622    0.724529  0.00318982
          47    0.725656    0.724553  0.00312204
          48      0.7122    0.724296  0.00306759
          49    0.733364    0.724481  0.00301056
          50    0.707062    0.724132  0.00297044
