step,x,y,z
775,-4.50272,16.2333,-31.408
776,-3.76162,15.5753,-31.2747
777,-3.49524,14.9343,-30.5549
778,-4.42796,14.723,-30.2627
779,-5.11869,14.628,-29.5458
780,-5.68419,14.5563,-30.3675
781,-4.77774,14.7331,-30.751
782,-4.44541,15.022,-29.8532
783,-5.38355,14.8155,-30.1311
784,-5.33265,15.779,-29.8683
785,-4.9987,16.5506,-29.3269
786,-5.8665,16.7329,-29.7892
787,-5.74364,16.5119,-30.7567
788,-6.72099,16.6129,-30.5708
789,-6.74568,17.1392,-29.7208
790,-6.01413,17.7019,-30.1059
791,-5.28826,17.3499,-29.5149
792,-5.28269,16.9655,-28.5918
793,-5.23525,17.2466,-29.5503
794,-6.12577,17.5317,-29.9048
795,-5.7856,18.2737,-30.4825
796,-6.12002,19.0726,-30.9825
797,-6.17271,18.3018,-30.3476
798,-6.66054,18.1965,-31.2142
799,-7.51647,18.3557,-31.7062
800,-6.80238,17.6682,-31.8384
801,-6.32346,16.7914,-31.7952
802,-6.74493,16.0018,-31.3493
803,-6.02921,15.391,-31.6878
804,-6.19793,15.996,-30.9097
805,-6.99263,15.5873,-30.4608
806,-6.60838,16.2029,-29.7728
807,-7.32024,16.5725,-30.37
808,-7.1833,17.5024,-30.7116
809,-6.88135,16.605,-31.0332
810,-5.99917,16.396,-31.4553
811,-6.29948,15.933,-30.6213
812,-5.76245,15.2439,-30.1348
813,-5.67972,14.2504,-30.0571
814,-6.25125,14.7126,-30.7351
815,-7.05914,15.0018,-30.2216
816,-7.95015,14.6945,-30.5558
817,-7.48433,13.8988,-30.1687
818,-7.20283,13.0734,-29.6793
819,-7.80365,12.6342,-30.3473
820,-8.68438,12.1713,-30.4472
821,-8.37102,13.0398,-30.8312
822,-8.54092,14.0188,-30.9438
823,-9.32021,13.5258,-30.557
824,-9.27422,12.5292,-30.4882
825,-9.66717,12.4831,-29.5698
826,-10.0244,13.309,-29.1335
827,-9.91639,13.8129,-28.2765
828,-9.73518,14.2138,-29.1745
829,-10.1888,13.4994,-29.7073
830,-10.4823,13.4693,-30.6628
831,-10.8372,14.3963,-30.7846
832,-10.0845,13.7541,-30.9295
833,-10.601,14.5443,-30.5997
834,-10.7246,15.4109,-30.1162
835,-11.4772,15.9195,-29.6979
836,-11.6476,15.8731,-28.7136
837,-11.1231,15.0938,-28.3708
838,-11.7697,15.2895,-29.1081
839,-12.2709,15.4593,-29.9566
840,-11.9002,15.8934,-29.1355
841,-12.2738,14.9659,-29.1482
842,-11.5494,15.4452,-29.6437
843,-12.4669,15.6607,-29.3095
844,-12.7709,15.0765,-30.062
845,-13.0974,15.6687,-30.7986
846,-12.5945,15.9434,-29.979
847,-12.6136,16.8904,-30.2998
848,-12.0941,16.1512,-30.7283
849,-11.612,15.3903,-31.1627
850,-11.0803,14.563,-30.9814
851,-10.2342,15.0431,-30.7499
852,-10.2907,14.1287,-30.349
853,-11.0279,13.6178,-30.7912
854,-10.0688,13.8195,-30.9898
855,-10.7065,14.5505,-30.7472
856,-11.5833,14.5262,-31.2275
857,-11.282,14.4721,-32.1794
858,-11.2685,14.5652,-33.175
859,-11.4454,14.8065,-34.1292
860,-10.5256,15.1183,-34.3671
861,-10.0249,15.1765,-33.5034
862,-10.8378,14.6033,-33.4003
863,-10.6871,14.2716,-32.469
864,-10.7115,13.8122,-31.5811
865,-10.3359,14.3878,-30.8547
866,-11.0797,13.7777,-30.5816
867,-11.0744,13.5741,-31.5607
868,-10.305,13.9113,-32.1032
869,-9.97589,13.551,-32.9761
870,-10.207,12.7639,-33.5479
871,-9.71368,12.9161,-34.4043
872,-10.0885,13.5161,-33.6976
873,-10.4971,13.9577,-34.4965
874,-9.50309,13.9035,-34.4014
875,-9.06312,14.7533,-34.6918
876,-9.74101,15.3553,-34.2698
877,-10.0484,16.0914,-33.6668
878,-9.41134,15.7946,-34.3781
879,-8.73453,15.1856,-34.7918
880,-8.63527,15.7561,-33.9765
881,-9.40773,15.8999,-34.595
882,-8.49569,16.0362,-34.2083
883,-7.73166,15.3916,-34.2353
884,-7.6877,14.4757,-33.8362
885,-8.55037,14.9601,-33.9816
886,-8.65323,14.9604,-34.9763
887,-9.56469,14.6546,-34.7011
888,-10.5319,14.8674,-34.8396
889,-10.4038,15.7326,-34.3548
890,-9.91648,15.742,-33.4817
891,-10.8152,15.304,-33.5009
892,-9.94473,15.7926,-33.5599
893,-9.35494,16.5617,-33.806
894,-9.54379,17.4991,-34.0987
895,-9.92826,16.7462,-33.5646
896,-10.0933,17.4428,-34.2628
897,-10.3782,18.4006,-34.2253
898,-10.0918,18.1076,-35.1375
899,-10.268,18.6969,-35.926
900,-11.0006,19.2413,-35.5176
901,-11.5145,19.9246,-36.0364
902,-11.2601,19.0165,-35.7038
903,-11.273,19.1062,-34.7079
904,-10.5159,19.367,-35.3068
905,-10.4218,20.3546,-35.4323
906,-10.2694,21.2699,-35.0595
907,-11.1475,21.1129,-34.6074
908,-10.3489,20.5116,-34.6369
909,-10.122,19.692,-34.1108
910,-9.82508,20.5713,-34.4833
911,-9.76161,19.6562,-34.8816
912,-9.86258,20.2899,-35.6485
913,-10.8525,20.317,-35.5095
914,-11.1068,21.2765,-35.6305
915,-10.4458,21.9992,-35.8324
916,-9.6581,21.5261,-36.227
917,-9.12031,22.0164,-35.5411
918,-9.4576,22.9462,-35.3939
919,-8.58186,22.6736,-35.7923
920,-9.13858,22.1964,-35.1124
921,-9.76431,22.5041,-35.8292
922,-8.96759,22.2913,-35.2636
923,-9.48045,22.8476,-34.6098
924,-9.08689,22.6628,-35.5103
925,-8.38668,21.9521,-35.4433
926,-9.25834,21.5337,-35.1879
927,-8.41522,21.8337,-35.6341
928,-7.79401,21.1802,-35.2017
929,-7.95086,22.1655,-35.1341
930,-7.93278,21.5648,-35.9333
931,-7.17335,20.972,-36.2015
932,-7.44592,20.8343,-37.1537
933,-7.84815,20.8214,-38.0691
934,-7.03903,21.3958,-37.945
935,-7.38002,20.7411,-38.6196
936,-6.3801,20.7497,-38.6296
937,-6.00322,21.5657,-39.068
938,-5.42675,20.8326,-38.7072
939,-5.39922,20.5107,-39.6536
940,-5.77447,20.1503,-38.7995
941,-6.30328,20.8624,-38.3377
942,-6.93826,20.137,-38.6033
943,-6.56431,19.2141,-38.511
944,-5.81118,19.7777,-38.8505
945,-5.60271,20.2485,-39.7077
946,-4.82479,20.7057,-39.2767
947,-5.71666,21.1551,-39.3276
948,-5.03431,21.1275,-38.5971
949,-5.40967,20.61,-39.366
950,-5.83503,20.3806,-38.4906
951,-5.20958,19.6776,-38.152
952,-5.93067,20.0847,-37.5914
953,-5.75527,20.9341,-37.0937
954,-4.98228,20.4376,-37.4887
955,-5.02929,20.1087,-38.4318
956,-4.98286,19.1565,-38.7337
957,-5.64814,19.0139,-38.0009
958,-5.13807,18.9158,-38.8554
959,-5.80806,18.1873,-38.9984
960,-6.23227,18.8515,-38.3829
961,-5.53523,19.4603,-38.7617
962,-6.46996,19.7966,-38.8764
963,-5.666,19.2979,-38.5525
964,-5.03756,19.9566,-38.9663
965,-4.26576,20.1123,-38.3497
966,-5.26441,20.1297,-38.3987
967,-5.56519,21.0498,-38.6495
968,-6.25579,21.5088,-38.0906
969,-6.7191,21.1654,-37.2736
970,-7.10029,21.2787,-38.1911
971,-7.1819,21.2041,-39.185
972,-7.43143,21.2559,-40.152
973,-6.94105,21.4883,-39.312
974,-7.80256,21.5094,-38.8047
975,-8.67833,21.7383,-38.3797
976,-8.99203,22.6855,-38.4465
977,-9.22916,23.362,-37.7493
978,-9.55209,23.8411,-36.9331
979,-8.85653,23.204,-37.2653
980,-9.02322,24.0449,-37.7802
981,-9.95294,24.2076,-38.1106
982,-9.01856,23.8903,-38.2725
983,-8.25271,24.3962,-38.6693
984,-8.00184,24.0679,-39.5799
985,-8.05432,23.0861,-39.3973
986,-7.6454,23.8397,-38.8827
987,-7.00198,24.5833,-38.7009
988,-6.9042,25.1721,-39.5032
989,-5.99143,24.9174,-39.8226
990,-6.61771,24.9942,-39.0468
991,-7.44542,24.527,-38.7359
992,-6.88406,24.6808,-39.549
993,-7.31163,25.4322,-39.0465
994,-7.84897,24.8253,-39.632
995,-7.61089,25.7581,-39.9024
996,-7.08035,26.1223,-40.6678
997,-6.45641,26.8649,-40.9112
998,-7.13427,27.5991,-40.9498
999,-7.27025,27.1518,-40.0658
1000,-6.2909,27.0942,-39.872
