step,distance,error
2106,45.8769,0.0176086
2107,45.8866,0.0176009
2108,45.8977,0.0175355
2109,45.9078,0.0175724
2110,45.9175,0.0175511
2111,45.9279,0.0175729
2112,45.9386,0.0175609
2113,45.9511,0.0175545
2114,45.9633,0.0175678
2115,45.9754,0.0175335
2116,45.9852,0.0175782
2117,45.9963,0.0176359
2118,46.0063,0.0176619
2119,46.017,0.0176646
2120,46.0282,0.0175839
2121,46.038,0.0176429
2122,46.0483,0.0176901
2123,46.0587,0.0176893
2124,46.0702,0.0176407
2125,46.0816,0.017708
2126,46.0927,0.0177285
2127,46.1035,0.0177239
2128,46.1137,0.0176444
2129,46.1239,0.0177099
2130,46.1341,0.0176799
2131,46.1455,0.0176484
2132,46.1559,0.0176624
2133,46.1673,0.0177685
2134,46.1776,0.0177892
2135,46.1875,0.0178354
2136,46.1976,0.0178515
2137,46.2082,0.0179271
2138,46.2197,0.0179729
2139,46.2308,0.0181452
2140,46.2412,0.0180668
2141,46.2513,0.0180783
2142,46.2619,0.0180319
2143,46.2719,0.0179681
2144,46.2834,0.0179443
2145,46.2941,0.0179856
2146,46.3046,0.0179033
2147,46.3165,0.0179457
2148,46.3276,0.0179634
2149,46.3391,0.0179703
2150,46.3506,0.0180101
2151,46.3608,0.0180186
2152,46.3715,0.0179368
2153,46.3821,0.018009
2154,46.3937,0.018001
2155,46.4044,0.0181013
2156,46.4146,0.0182046
2157,46.4256,0.0180865
2158,46.4364,0.0181163
2159,46.4472,0.0181545
2160,46.4573,0.0181443
2161,46.4688,0.0181065
2162,46.48,0.018108
2163,46.4914,0.0181385
2164,46.5021,0.0181533
2165,46.5123,0.0182522
2166,46.5225,0.0182129
2167,46.5338,0.0182768
2168,46.5439,0.0182011
2169,46.5535,0.0181415
2170,46.564,0.0181623
2171,46.5743,0.0182042
2172,46.5859,0.0180956
2173,46.5975,0.0181447
2174,46.6084,0.0182187
2175,46.6197,0.0182328
2176,46.6292,0.018194
2177,46.6394,0.0182058
2178,46.6496,0.0181623
2179,46.6599,0.0181529
2180,46.6705,0.0180924
2181,46.6816,0.0181174
2182,46.693,0.0181219
2183,46.703,0.0181248
2184,46.7136,0.0181112
2185,46.7246,0.0181932
2186,46.7356,0.0181327
2187,46.7462,0.0181526
2188,46.7563,0.0181857
2189,46.7673,0.0181374
2190,46.7775,0.018146
2191,46.7888,0.0180343
2192,46.7993,0.0179673
2193,46.8099,0.0179595
2194,46.8205,0.0180245
2195,46.8324,0.0180316
2196,46.8436,0.0179824
2197,46.8549,0.0179987
2198,46.8659,0.0180846
2199,46.8757,0.0180587
2200,46.886,0.0180607
2201,46.8975,0.0181138
2202,46.9088,0.0180361
2203,46.9209,0.0179475
2204,46.932,0.0178558
2205,46.9439,0.0178744
2206,46.9538,0.0178465
2207,46.9641,0.0178271
2208,46.975,0.0177733
2209,46.9847,0.0178143
2210,46.9948,0.0178889
2211,47.0048,0.0177986
2212,47.0145,0.0177663
2213,47.0255,0.0177846
2214,47.0363,0.01778
2215,47.0467,0.0177751
2216,47.0572,0.0177351
2217,47.0679,0.0176961
2218,47.0784,0.0175562
2219,47.089,0.0176579
2220,47.0992,0.017701
2221,47.1097,0.0177464
2222,47.1211,0.0176569
2223,47.1321,0.0176383
2224,47.1431,0.0175953
2225,47.1548,0.017712
2226,47.1643,0.017687
2227,47.1755,0.01767
2228,47.1865,0.0177354
2229,47.1969,0.0177722
2230,47.2075,0.0178013
2231,47.218,0.0177435
2232,47.2278,0.017647
2233,47.2391,0.0176004
2234,47.2504,0.0176883
2235,47.2609,0.0178514
2236,47.2713,0.0178604
2237,47.2815,0.0178192
2238,47.2912,0.0178058
2239,47.3012,0.0177983
2240,47.312,0.0177527
2241,47.3223,0.0178293
2242,47.3326,0.017872
2243,47.3434,0.0178844
2244,47.3543,0.0179669
2245,47.3645,0.0179539
2246,47.3746,0.0179467
2247,47.3851,0.0179596
2248,47.3952,0.0179296
2249,47.4063,0.0180046
2250,47.4163,0.018005
2251,47.4271,0.018095
2252,47.4375,0.0179745
2253,47.4479,0.0179519
2254,47.458,0.0179808
2255,47.4685,0.0179567
2256,47.4788,0.0179412
2257,47.4897,0.0178482
2258,47.5008,0.0178856
2259,47.5122,0.0178725
2260,47.5226,0.0178399
2261,47.5329,0.0178553
2262,47.5433,0.0178684
2263,47.555,0.0178905
2264,47.5659,0.0179581
2265,47.5762,0.0178893
2266,47.5867,0.0180006
2267,47.5954,0.017966
2268,47.6064,0.0179616
2269,47.6165,0.0179942
2270,47.627,0.018032
2271,47.6373,0.0181126
2272,47.647,0.0182012
2273,47.658,0.0181286
2274,47.6687,0.0181864
2275,47.6796,0.0182127
2276,47.6903,0.0181671
2277,47.7009,0.0181296
2278,47.7115,0.0181422
2279,47.7221,0.0181818
2280,47.7318,0.01813
2281,47.7423,0.0181982
2282,47.7523,0.0183095
2283,47.7623,0.0183149
2284,47.7736,0.0183403
2285,47.7845,0.0183298
2286,47.7953,0.0183446
2287,47.8062,0.0183519
2288,47.8169,0.018357
2289,47.8273,0.0184515
2290,47.8385,0.0184766
2291,47.8501,0.0184512
2292,47.861,0.0183983
2293,47.8721,0.0184198
2294,47.8825,0.0184329
2295,47.8925,0.0183861
2296,47.9036,0.0183746
2297,47.9143,0.0184081
2298,47.9245,0.0183743
2299,47.9352,0.0183302
2300,47.9459,0.0183494
2301,47.9561,0.0184674
2302,47.9663,0.0185079
2303,47.9757,0.0184611
2304,47.9861,0.0185041
2305,47.9966,0.0184846
2306,48.007,0.0185542
2307,48.016,0.0185513
2308,48.0266,0.0187049
2309,48.0376,0.0187011
2310,48.0488,0.0187222
2311,48.0582,0.0186624
2312,48.0689,0.0186635
2313,48.0793,0.0186464
2314,48.0895,0.018716
2315,48.0984,0.0187241
2316,48.1095,0.0187406
2317,48.1207,0.0187464
2318,48.1319,0.0186657
2319,48.1415,0.0186935
2320,48.1523,0.0186889
2321,48.1637,0.0187557
2322,48.1745,0.0187745
2323,48.1835,0.0187681
2324,48.1948,0.0187301
2325,48.2046,0.0187162
2326,48.215,0.0186088
2327,48.2251,0.0186092
2328,48.2363,0.018594
2329,48.2461,0.0186509
2330,48.2566,0.0186721
2331,48.2681,0.0186231
2332,48.2793,0.0186133
2333,48.2894,0.0186419
2334,48.2998,0.0186155
2335,48.3101,0.0185907
2336,48.3206,0.0184936
2337,48.3317,0.0185429
2338,48.3419,0.0185521
2339,48.3513,0.0187135
2340,48.3622,0.0185613
2341,48.3737,0.0185628
2342,48.383,0.0185239
2343,48.3935,0.0185181
2344,48.4033,0.0184785
2345,48.4142,0.0185408
2346,48.4251,0.0185243
2347,48.4362,0.0184948
2348,48.4472,0.0184602
2349,48.4577,0.0184754
2350,48.4681,0.018478
2351,48.4783,0.0186063
2352,48.4879,0.0186032
2353,48.4983,0.0185724
2354,48.5089,0.0184879
2355,48.5192,0.0184469
2356,48.5291,0.0185468
2357,48.5385,0.0185754
2358,48.5486,0.0184971
2359,48.5587,0.0184711
2360,48.5676,0.0185403
2361,48.5783,0.0184505
2362,48.5886,0.0184153
2363,48.5982,0.0183518
2364,48.6073,0.018341
2365,48.6176,0.0183513
2366,48.6278,0.018368
2367,48.6384,0.0185283
2368,48.6498,0.0185822
2369,48.6602,0.01853
2370,48.6708,0.0184763
2371,48.6804,0.0185474
2372,48.6905,0.0184526
2373,48.7011,0.0184466
2374,48.7113,0.0184979
2375,48.7229,0.0184897
2376,48.732,0.0184871
2377,48.7428,0.0184628
2378,48.753,0.0184815
2379,48.7635,0.0185134
2380,48.7725,0.0185449
2381,48.782,0.0184555
2382,48.7926,0.0184174
2383,48.8023,0.0183356
2384,48.8122,0.0183475
2385,48.8228,0.018236
2386,48.8328,0.0182216
2387,48.8441,0.0182327
2388,48.8538,0.0182716
2389,48.8642,0.0182156
2390,48.8741,0.0182194
2391,48.8833,0.0182385
2392,48.8944,0.0182
2393,48.9051,0.0182422
2394,48.9157,0.0182333
2395,48.9262,0.0183019
2396,48.9361,0.0183426
2397,48.946,0.0183433
2398,48.9562,0.0183926
2399,48.9657,0.0183282
2400,48.9762,0.0182813
2401,48.9861,0.0181634
2402,48.9965,0.0181289
2403,49.0072,0.0181245
2404,49.0173,0.0181758
2405,49.027,0.0182824
2406,49.0374,0.0182479
2407,49.0465,0.0182387
2408,49.0554,0.0182127
2409,49.0654,0.0182078
2410,49.0759,0.0182254
2411,49.0862,0.018223
2412,49.0965,0.0182428
2413,49.1069,0.0182508
2414,49.1165,0.0182216
2415,49.1264,0.018215
2416,49.1372,0.0181852
2417,49.1478,0.0182344
2418,49.1563,0.0181573
2419,49.1665,0.0180458
2420,49.177,0.0180254
2421,49.1875,0.0181152
2422,49.1975,0.0181664
2423,49.2077,0.0181004
2424,49.2171,0.0180811
2425,49.2278,0.0179949
2426,49.2378,0.0180051
2427,49.2477,0.0179639
2428,49.2579,0.0179302
2429,49.2678,0.0178359
2430,49.2784,0.017852
2431,49.2892,0.0178567
2432,49.2987,0.0178353
2433,49.3084,0.0178396
2434,49.3198,0.0178961
2435,49.3304,0.0178155
2436,49.3401,0.0177246
2437,49.3496,0.0177457
2438,49.3604,0.0177719
2439,49.3704,0.017817
2440,49.3809,0.0178059
2441,49.3912,0.0178728
2442,49.401,0.0179486
2443,49.4119,0.0178756
2444,49.4227,0.0178643
2445,49.4326,0.0178708
2446,49.4424,0.0179872
2447,49.4526,0.0180026
2448,49.4623,0.0179331
2449,49.472,0.0180206
2450,49.4817,0.0180363
2451,49.4926,0.018045
2452,49.5028,0.0181193
2453,49.5125,0.0180873
2454,49.5227,0.017962
2455,49.5337,0.0179558
2456,49.5435,0.0179887
2457,49.5537,0.017996
2458,49.5636,0.0179049
2459,49.5735,0.0179623
2460,49.584,0.0180296
2461,49.5938,0.0180105
2462,49.6032,0.0180425
2463,49.6138,0.0180344
2464,49.6238,0.0180087
2465,49.6334,0.0179036
2466,49.6434,0.0178034
2467,49.6527,0.0179186
2468,49.6628,0.0179175
2469,49.673,0.0179472
2470,49.6835,0.0178897
2471,49.6945,0.0177835
2472,49.705,0.0178038
2473,49.7146,0.0178224
2474,49.7249,0.0177846
2475,49.7358,0.0178525
2476,49.7472,0.0178952
2477,49.7572,0.0179195
2478,49.768,0.0179882
2479,49.7784,0.0179697
2480,49.789,0.0180469
2481,49.7986,0.0180166
2482,49.8088,0.018044
2483,49.8188,0.0180295
2484,49.8298,0.0180572
2485,49.8388,0.0181028
2486,49.8494,0.0181145
2487,49.8593,0.0182312
2488,49.8695,0.018243
2489,49.8792,0.0182094
2490,49.8899,0.0182352
2491,49.9005,0.0183392
2492,49.9098,0.0184201
2493,49.9192,0.0184844
2494,49.9287,0.0184378
2495,49.9397,0.0183007
2496,49.9506,0.0182914
2497,49.9616,0.018312
2498,49.9715,0.0182588
2499,49.9812,0.0182239
2500,49.9916,0.0182285
2501,50.0007,0.0181389
2502,50.0111,0.0180406
2503,50.0219,0.0179699
2504,50.0323,0.0179522
2505,50.0426,0.0179613
2506,50.0519,0.0180009
2507,50.0619,0.0180383
2508,50.0711,0.0179754
2509,50.0809,0.0179686
2510,50.0904,0.0179558
2511,50.0999,0.0179183
2512,50.1105,0.017923
2513,50.1204,0.017997
2514,50.1292,0.0179948
2515,50.1396,0.0180576
2516,50.1498,0.018006
2517,50.1592,0.0179892
2518,50.1686,0.0180496
2519,50.179,0.0181344
2520,50.1888,0.0181497
2521,50.1989,0.0181205
2522,50.2092,0.0180803
2523,50.219,0.0180054
2524,50.2286,0.0179656
2525,50.2381,0.0180151
2526,50.2484,0.0179446
2527,50.2584,0.0180481
2528,50.2679,0.0180719
2529,50.2779,0.0180927
2530,50.2875,0.0180337
2531,50.297,0.0180223
2532,50.3075,0.0180157
2533,50.3182,0.0180144
2534,50.3283,0.0179735
2535,50.3377,0.0180001
2536,50.3472,0.0181024
2537,50.3574,0.0181748
2538,50.3667,0.0181484
2539,50.377,0.0181375
2540,50.3862,0.0182512
2541,50.3949,0.0182462
2542,50.4047,0.0181361
2543,50.4129,0.0181437
2544,50.423,0.0181135
2545,50.4329,0.0180579
2546,50.4426,0.0181245
2547,50.4526,0.0180583
2548,50.4622,0.0180936
2549,50.4724,0.0180601
2550,50.482,0.0180509
2551,50.4918,0.0180352
2552,50.5022,0.0180012
2553,50.512,0.0179588
2554,50.5225,0.0179459
2555,50.5316,0.0178548
2556,50.5427,0.0177876
2557,50.5525,0.0178232
2558,50.5618,0.0178458
2559,50.5723,0.0178862
2560,50.5817,0.0179697
2561,50.5912,0.0179695
2562,50.6009,0.0179946
2563,50.6115,0.0180042
2564,50.6211,0.0178975
2565,50.6311,0.0179009
2566,50.641,0.0179719
2567,50.6513,0.0180449
2568,50.6616,0.0180987
2569,50.6718,0.0181831
2570,50.682,0.0182226
2571,50.6916,0.018294
2572,50.7013,0.0183307
2573,50.7107,0.0183918
2574,50.7205,0.0184174
2575,50.7307,0.0183089
2576,50.74,0.0183914
2577,50.7509,0.0183435
2578,50.7605,0.0184232
2579,50.7706,0.0183945
2580,50.7805,0.0183735
2581,50.7911,0.0184215
2582,50.8021,0.0184373
2583,50.8121,0.0183838
2584,50.8232,0.0184374
2585,50.833,0.0184532
2586,50.8419,0.0184573
2587,50.8523,0.0185443
2588,50.8621,0.0185145
2589,50.872,0.0184774
2590,50.8819,0.0184315
2591,50.8916,0.0185464
2592,50.9016,0.0185683
2593,50.9121,0.0185991
2594,50.9218,0.0186336
2595,50.9309,0.0186336
2596,50.9409,0.0186838
2597,50.9502,0.0186282
2598,50.9596,0.0186845
2599,50.9697,0.0187312
2600,50.9787,0.018677
2601,50.9877,0.0186028
2602,50.9978,0.0186016
2603,51.0077,0.0186401
2604,51.0174,0.0185729
2605,51.0273,0.0185818
2606,51.0372,0.0185874
2607,51.0471,0.018631
2608,51.0577,0.0186619
2609,51.0679,0.0185951
2610,51.0778,0.018605
2611,51.0869,0.0186064
2612,51.0959,0.018649
2613,51.1045,0.0185732
2614,51.1146,0.018617
2615,51.1245,0.0187315
2616,51.1346,0.0187073
2617,51.1442,0.0187944
2618,51.1528,0.0187004
2619,51.1618,0.0187197
2620,51.1712,0.0187718
2621,51.1799,0.0187415
2622,51.1894,0.018696
2623,51.199,0.0187241
2624,51.2097,0.0186522
2625,51.2197,0.0186585
2626,51.229,0.0186282
2627,51.2388,0.018564
2628,51.249,0.0185769
2629,51.2595,0.018469
2630,51.2693,0.018282
2631,51.2793,0.0183312
2632,51.2899,0.018325
2633,51.2993,0.0182411
2634,51.3094,0.0181901
2635,51.3193,0.0182175
2636,51.3294,0.0182093
2637,51.3387,0.0182113
2638,51.3492,0.0181988
2639,51.3581,0.0180652
2640,51.3682,0.0180076
2641,51.3789,0.0180207
2642,51.3884,0.0179471
2643,51.3975,0.017965
2644,51.4073,0.0179979
2645,51.4167,0.0180193
2646,51.4258,0.0180804
2647,51.4359,0.018113
2648,51.4458,0.0182208
2649,51.4559,0.0182627
2650,51.4651,0.0183086
2651,51.475,0.0184289
2652,51.4843,0.0183677
2653,51.4936,0.0183107
2654,51.5034,0.0182034
2655,51.5128,0.018252
2656,51.5218,0.0181633
2657,51.5311,0.0181395
2658,51.5417,0.0181115
2659,51.5509,0.0180358
2660,51.5612,0.0179751
2661,51.571,0.0180809
2662,51.5819,0.0180396
2663,51.5909,0.0180447
2664,51.5997,0.0181086
2665,51.6088,0.0181828
2666,51.6191,0.0181409
2667,51.6285,0.0180613
2668,51.6382,0.0180631
2669,51.6472,0.0180133
2670,51.6566,0.0179763
2671,51.6662,0.0179855
2672,51.6756,0.0180186
2673,51.6852,0.0180442
2674,51.6951,0.0179693
2675,51.7041,0.0180876
2676,51.7139,0.0181086
2677,51.7237,0.0180656
2678,51.7325,0.018034
2679,51.743,0.0180421
2680,51.7536,0.0181294
2681,51.7632,0.0180542
2682,51.7723,0.0181278
2683,51.782,0.0181411
2684,51.792,0.018067
2685,51.8007,0.0181344
2686,51.8099,0.0181231
2687,51.819,0.0180385
2688,51.829,0.0180074
2689,51.8384,0.018012
2690,51.8474,0.0181657
2691,51.8566,0.0182751
2692,51.866,0.0182028
2693,51.8753,0.0182049
2694,51.8864,0.0182718
2695,51.8946,0.0183166
2696,51.9041,0.0182666
2697,51.9145,0.0183953
2698,51.9241,0.0183685
2699,51.932,0.0185329
2700,51.9416,0.0184618
2701,51.9511,0.0183592
2702,51.9602,0.0183811
2703,51.97,0.0183711
2704,51.9791,0.0182588
2705,51.9881,0.0182119
2706,51.999,0.0182204
2707,52.0091,0.0183521
2708,52.0194,0.0183656
2709,52.0304,0.0183394
2710,52.0399,0.018393
2711,52.0499,0.018402
2712,52.0595,0.0184012
2713,52.0693,0.0183167
2714,52.0792,0.018359
2715,52.0889,0.0183507
2716,52.0988,0.0184232
2717,52.1084,0.0185081
2718,52.1178,0.0185562
2719,52.1265,0.0186326
2720,52.136,0.0186816
2721,52.1459,0.0187361
2722,52.1556,0.0188314
2723,52.1659,0.0188663
2724,52.175,0.0188194
2725,52.1839,0.0187715
2726,52.193,0.0188136
2727,52.2036,0.0187643
2728,52.213,0.0187933
2729,52.2233,0.0186914
2730,52.2339,0.0187136
2731,52.2439,0.0186488
2732,52.2534,0.0187409
2733,52.2628,0.0187139
2734,52.2724,0.0187207
2735,52.2819,0.018668
2736,52.2908,0.0186918
2737,52.3004,0.018586
2738,52.3105,0.0186749
2739,52.3202,0.0185855
2740,52.3287,0.0185346
2741,52.3382,0.0185821
2742,52.3471,0.018648
2743,52.3568,0.0186925
2744,52.3661,0.0187433
2745,52.3755,0.0187918
2746,52.385,0.0187009
2747,52.3938,0.0186886
2748,52.4044,0.0186516
2749,52.4135,0.0186657
2750,52.4236,0.0187668
2751,52.4335,0.0187208
2752,52.4435,0.0187608
2753,52.4525,0.0186104
2754,52.462,0.0187219
2755,52.4708,0.0187659
2756,52.4803,0.0187891
2757,52.4907,0.0187021
2758,52.5011,0.0186845
2759,52.5107,0.0186172
2760,52.5203,0.0186842
2761,52.5295,0.0187111
2762,52.5394,0.0187134
2763,52.5489,0.018801
2764,52.5572,0.0187621
2765,52.5671,0.0186812
2766,52.5764,0.0186738
2767,52.5857,0.0185785
2768,52.5962,0.0186387
2769,52.6055,0.0186486
2770,52.6148,0.0186627
2771,52.6236,0.0186003
2772,52.6332,0.018509
2773,52.6428,0.0185034
2774,52.6515,0.0185499
2775,52.6603,0.0185519
2776,52.6692,0.0185145
2777,52.6786,0.0185678
2778,52.6876,0.0186288
2779,52.6971,0.0186032
2780,52.7065,0.0186126
2781,52.7172,0.018618
2782,52.7263,0.0185685
2783,52.7361,0.0184569
2784,52.745,0.01842
2785,52.755,0.0183653
2786,52.7652,0.0183239
2787,52.7752,0.0183816
2788,52.7845,0.0183895
2789,52.7934,0.01829
2790,52.8029,0.0182913
2791,52.8127,0.0183829
2792,52.8224,0.018404
2793,52.831,0.0183887
2794,52.841,0.0183351
2795,52.8506,0.0184117
2796,52.8603,0.0184409
2797,52.8698,0.0185441
2798,52.8782,0.0186334
2799,52.8868,0.0186622
2800,52.8967,0.0185507
2801,52.9066,0.0185797
2802,52.9159,0.018623
2803,52.9247,0.0186287
2804,52.934,0.0187394
2805,52.9439,0.0188237
2806,52.954,0.0188043
2807,52.9629,0.0187918
2808,52.9729,0.0188155
2809,52.9826,0.0188145
2810,52.9921,0.0187779
2811,53.0014,0.0188248
2812,53.0106,0.0188829
2813,53.0197,0.0188102
2814,53.0296,0.0188688
2815,53.0383,0.0188845
2816,53.0468,0.0188699
2817,53.0553,0.0188233
2818,53.0647,0.0188759
2819,53.0738,0.0188872
2820,53.0827,0.0189499
2821,53.0918,0.0189367
2822,53.101,0.0188858
2823,53.1101,0.018895
2824,53.12,0.0189335
2825,53.1296,0.0189124
2826,53.138,0.0188275
2827,53.1475,0.0187797
2828,53.1565,0.018809
2829,53.1659,0.0187677
2830,53.1755,0.0188714
2831,53.1839,0.0189493
2832,53.1934,0.018892
2833,53.2027,0.018882
2834,53.2122,0.0188852
2835,53.2221,0.0187812
2836,53.2313,0.018803
2837,53.2402,0.0187992
2838,53.2498,0.0186042
2839,53.2597,0.0186667
2840,53.2696,0.0185911
2841,53.28,0.0184344
2842,53.2898,0.0183978
2843,53.2987,0.0184669
2844,53.3084,0.0184954
2845,53.3178,0.0184629
2846,53.3268,0.0184423
2847,53.3356,0.0184237
2848,53.3449,0.0184876
2849,53.3537,0.0183977
2850,53.3641,0.0184389
2851,53.3744,0.018431
2852,53.3831,0.0185058
2853,53.3934,0.0185141
2854,53.4027,0.0185738
2855,53.4113,0.0186384
2856,53.4205,0.0187356
2857,53.4298,0.0187963
2858,53.4391,0.0187221
2859,53.4477,0.0186963
2860,53.4586,0.0186506
2861,53.4672,0.0187159
2862,53.477,0.0186649
2863,53.4871,0.0186451
2864,53.4968,0.0185682
2865,53.5075,0.0186809
2866,53.5173,0.0185776
2867,53.527,0.0185631
2868,53.5366,0.0184485
2869,53.5468,0.0184296
2870,53.5563,0.018385
2871,53.5658,0.0183773
2872,53.5759,0.0184498
2873,53.5858,0.0183671
2874,53.595,0.0184282
2875,53.6046,0.0184349
2876,53.613,0.0184496
2877,53.6215,0.0185114
2878,53.6306,0.0185598
2879,53.6405,0.0185367
2880,53.6507,0.0184656
2881,53.6605,0.0184132
2882,53.6699,0.018513
2883,53.6792,0.0184964
2884,53.6882,0.0184897
2885,53.6972,0.0184587
2886,53.7061,0.0184508
2887,53.7157,0.0184389
2888,53.7248,0.018366
2889,53.735,0.0183596
2890,53.7447,0.0183773
2891,53.7544,0.0183945
2892,53.7649,0.0183648
2893,53.7744,0.0183996
2894,53.7842,0.0183521
2895,53.7936,0.0183912
2896,53.8028,0.0184203
2897,53.8125,0.0183359
2898,53.8214,0.0182801
2899,53.8295,0.0182621
2900,53.8395,0.0182416
2901,53.8477,0.0182721
2902,53.8571,0.0183622
2903,53.8665,0.0183785
2904,53.8764,0.0184511
2905,53.8855,0.018525
2906,53.8941,0.0185492
2907,53.9038,0.0185596
2908,53.9137,0.0185607
2909,53.9232,0.0185334
2910,53.9318,0.0185854
2911,53.9419,0.0185471
2912,53.9502,0.0186398
2913,53.959,0.0186497
2914,53.9675,0.0186142
2915,53.977,0.0185962
2916,53.9874,0.0185675
2917,53.9962,0.0186118
2918,54.005,0.0186195
2919,54.0138,0.0187154
2920,54.0227,0.0187293
2921,54.0328,0.0187299
2922,54.0419,0.0187704
2923,54.0509,0.0188915
2924,54.06,0.0188951
2925,54.0707,0.0189238
2926,54.0809,0.0188515
2927,54.09,0.0188911
2928,54.0991,0.018945
2929,54.1083,0.0190685
2930,54.1173,0.0190396
2931,54.1265,0.0190061
2932,54.1362,0.0189882
2933,54.1453,0.0190268
2934,54.1543,0.0189978
2935,54.1625,0.0189782
2936,54.1723,0.0188878
2937,54.1816,0.0188676
2938,54.1931,0.0188444
2939,54.2025,0.0188915
2940,54.2122,0.0188447
2941,54.2212,0.0189535
2942,54.2304,0.0189418
2943,54.2387,0.0189763
2944,54.2478,0.0189451
2945,54.2565,0.0189248
2946,54.266,0.0189581
2947,54.2767,0.0190557
2948,54.2865,0.0190188
2949,54.2952,0.0190265
2950,54.3045,0.0190715
2951,54.3138,0.0192086
2952,54.323,0.019278
2953,54.3324,0.0192434
2954,54.3408,0.0192746
2955,54.3501,0.0193483
2956,54.3586,0.0193319
2957,54.3678,0.0193631
2958,54.3769,0.019354
2959,54.3865,0.019256
2960,54.3961,0.0192086
2961,54.4049,0.0191501
2962,54.4142,0.0190888
2963,54.4232,0.0191241
2964,54.432,0.0190741
2965,54.4408,0.0190886
2966,54.45,0.019051
2967,54.4595,0.0191174
2968,54.4689,0.0189855
2969,54.4787,0.0189347
2970,54.4887,0.0188956
2971,54.4985,0.018912
2972,54.509,0.0188805
2973,54.5184,0.0189104
2974,54.5275,0.0189256
2975,54.5361,0.0189383
2976,54.5464,0.0188988
2977,54.5546,0.0188789
2978,54.5632,0.0187951
2979,54.5708,0.0187678
2980,54.581,0.0188832
2981,54.5907,0.018923
2982,54.6006,0.0190001
2983,54.6101,0.0189792
2984,54.6177,0.0189554
2985,54.626,0.018943
2986,54.635,0.0189546
2987,54.6436,0.0188501
2988,54.6538,0.018937
2989,54.6625,0.0189627
2990,54.671,0.0190023
2991,54.6803,0.0189993
2992,54.6895,0.018995
2993,54.6982,0.0190296
2994,54.7073,0.0190257
2995,54.7171,0.0189917
2996,54.7254,0.0189806
2997,54.7347,0.0189862
2998,54.7444,0.0189342
2999,54.7536,0.0188254
3000,54.7623,0.0187581
3001,54.7703,0.0187626
3002,54.7795,0.018627
3003,54.7891,0.0187145
3004,54.7985,0.0186803
3005,54.8077,0.018738
3006,54.8168,0.0187985
3007,54.8238,0.018782
3008,54.8321,0.0187939
3009,54.8412,0.0188557
3010,54.8502,0.0188218
3011,54.8592,0.0189277
3012,54.8681,0.0189902
3013,54.8773,0.0191082
3014,54.8867,0.0191244
3015,54.895,0.0191212
3016,54.9045,0.0190054
3017,54.9128,0.0189609
3018,54.9218,0.018971
3019,54.9307,0.0189973
3020,54.9402,0.0190299
3021,54.9488,0.0190526
3022,54.9579,0.0191307
3023,54.9677,0.0191627
3024,54.9773,0.0191775
3025,54.986,0.0191413
3026,54.9958,0.0191125
3027,55.0054,0.0191124
3028,55.0153,0.0190978
3029,55.0241,0.018985
3030,55.0333,0.0190549
3031,55.0411,0.0191221
3032,55.0491,0.0190638
3033,55.0573,0.0191091
3034,55.0655,0.0190278
3035,55.0746,0.0189871
3036,55.0841,0.0189381
3037,55.0941,0.0189805
3038,55.1021,0.018866
3039,55.1109,0.0188026
3040,55.1202,0.0187624
3041,55.1291,0.0186989
3042,55.1389,0.0187897
3043,55.1493,0.018914
3044,55.1588,0.0189163
3045,55.1677,0.018798
3046,55.177,0.0188911
3047,55.1852,0.0189297
3048,55.1951,0.0188661
3049,55.2046,0.0188486
3050,55.2142,0.0188852
3051,55.2235,0.0188872
3052,55.2327,0.0189075
3053,55.2419,0.018927
3054,55.2508,0.0189777
3055,55.2595,0.01896
3056,55.2679,0.0189272
3057,55.2768,0.0189551
3058,55.2856,0.0190238
3059,55.2947,0.0190251
3060,55.3036,0.0189544
3061,55.312,0.0189277
3062,55.3211,0.0189583
3063,55.3295,0.0189055
3064,55.3385,0.0188879
3065,55.3476,0.0189221
3066,55.3557,0.0189519
3067,55.3649,0.0189614
3068,55.3738,0.0189089
3069,55.3825,0.0188986
3070,55.39,0.018825
3071,55.3996,0.0188067
3072,55.4095,0.0187569
3073,55.4186,0.0187626
3074,55.4268,0.0186306
3075,55.4354,0.018699
3076,55.4446,0.0187238
3077,55.4544,0.0187394
3078,55.4634,0.0186905
3079,55.4719,0.0185971
3080,55.4817,0.0185122
3081,55.4898,0.0184251
3082,55.4985,0.0184194
3083,55.5074,0.0183762
3084,55.5154,0.0183081
3085,55.5238,0.0183312
3086,55.5321,0.0182673
3087,55.5415,0.0182848
3088,55.5511,0.0182274
3089,55.5604,0.018244
3090,55.5704,0.0182121
3091,55.5793,0.0182143
3092,55.5893,0.0183025
3093,55.5977,0.0182948
3094,55.6069,0.0182213
3095,55.6156,0.0182127
3096,55.6252,0.018218
3097,55.6345,0.0182627
3098,55.6437,0.0182421
3099,55.6524,0.0182224
3100,55.6605,0.0181815
3101,55.6697,0.0181972
3102,55.6791,0.0181633
3103,55.6885,0.018124
3104,55.697,0.018105
3105,55.7066,0.018131
3106,55.7162,0.0181537
3107,55.7246,0.0181534
3108,55.7342,0.0180907
3109,55.7431,0.0180782
3110,55.752,0.0180283
3111,55.76,0.0181884
3112,55.7682,0.0182347
3113,55.7767,0.0182839
3114,55.7862,0.0183711
3115,55.7966,0.018357
3116,55.8053,0.0184929
3117,55.814,0.0184974
3118,55.823,0.0185481
3119,55.8318,0.0184877
