step,x,y,z
1469,-54,1,22
1470,-55,1,22
1471,-56,1,22
1472,-56,0,22
1473,-56,1,22
1474,-56,0,22
1475,-56,0,21
1476,-56,-1,21
1477,-56,-2,21
1478,-56,-3,21
1479,-56,-3,22
1480,-56,-4,22
1481,-56,-5,22
1482,-56,-5,23
1483,-55,-5,23
1484,-54,-5,23
1485,-54,-5,24
1486,-54,-5,23
1487,-54,-6,23
1488,-55,-6,23
1489,-55,-6,24
1490,-55,-5,24
1491,-54,-5,24
1492,-54,-5,23
1493,-54,-4,23
1494,-54,-3,23
1495,-54,-3,24
1496,-54,-3,23
1497,-55,-3,23
1498,-55,-4,23
1499,-55,-3,23
1500,-55,-3,22
1501,-55,-4,22
1502,-54,-4,22
1503,-55,-4,22
1504,-54,-4,22
1505,-55,-4,22
1506,-55,-5,22
1507,-55,-5,23
1508,-56,-5,23
1509,-57,-5,23
1510,-57,-5,22
1511,-58,-5,22
1512,-59,-5,22
1513,-59,-5,21
1514,-60,-5,21
1515,-61,-5,21
1516,-61,-5,22
1517,-61,-5,23
1518,-61,-5,24
1519,-61,-5,23
1520,-61,-4,23
1521,-61,-4,22
1522,-61,-4,23
1523,-61,-4,22
1524,-61,-4,21
1525,-60,-4,21
1526,-60,-4,20
1527,-60,-5,20
1528,-59,-5,20
1529,-59,-5,21
1530,-58,-5,21
1531,-58,-5,20
1532,-59,-5,20
1533,-59,-6,20
1534,-59,-6,21
1535,-59,-6,20
1536,-59,-6,21
1537,-59,-7,21
1538,-59,-8,21
1539,-59,-9,21
1540,-58,-9,21
1541,-57,-9,21
1542,-58,-9,21
1543,-58,-9,20
1544,-58,-10,20
1545,-58,-9,20
1546,-58,-8,20
1547,-58,-8,19
1548,-57,-8,19
1549,-57,-7,19
1550,-58,-7,19
1551,-59,-7,19
1552,-59,-8,19
1553,-59,-7,19
1554,-58,-7,19
1555,-58,-8,19
1556,-58,-8,18
1557,-58,-8,19
1558,-57,-8,19
1559,-58,-8,19
1560,-57,-8,19
1561,-57,-7,19
1562,-57,-7,20
1563,-57,-6,20
1564,-57,-6,19
1565,-56,-6,19
1566,-57,-6,19
1567,-56,-6,19
1568,-56,-6,20
1569,-56,-6,19
1570,-56,-7,19
1571,-56,-8,19
1572,-57,-8,19
1573,-57,-8,20
1574,-57,-8,19
1575,-57,-8,18
1576,-58,-8,18
1577,-58,-9,18
1578,-58,-9,19
1579,-58,-9,20
1580,-58,-10,20
1581,-57,-10,20
1582,-58,-10,20
1583,-58,-10,21
1584,-59,-10,21
1585,-59,-11,21
1586,-59,-10,21
1587,-59,-10,20
1588,-59,-10,19
1589,-59,-9,19
1590,-59,-9,18
1591,-59,-9,19
1592,-59,-9,20
1593,-59,-9,21
1594,-60,-9,21
1595,-61,-9,21
1596,-60,-9,21
1597,-59,-9,21
1598,-59,-9,22
1599,-59,-10,22
1600,-59,-10,23
1601,-58,-10,23
1602,-59,-10,23
1603,-58,-10,23
1604,-58,-9,23
1605,-58,-9,22
1606,-59,-9,22
1607,-59,-9,23
1608,-59,-9,24
1609,-60,-9,24
1610,-60,-9,23
1611,-60,-9,22
1612,-60,-9,23
1613,-60,-9,22
1614,-60,-8,22
1615,-59,-8,22
1616,-58,-8,22
1617,-58,-7,22
1618,-59,-7,22
1619,-59,-6,22
1620,-59,-6,23
1621,-59,-7,23
1622,-59,-7,22
1623,-58,-7,22
1624,-59,-7,22
1625,-58,-7,22
1626,-59,-7,22
1627,-60,-7,22
1628,-60,-8,22
1629,-61,-8,22
1630,-61,-9,22
1631,-62,-9,22
1632,-62,-10,22
1633,-63,-10,22
1634,-63,-9,22
1635,-63,-8,22
1636,-63,-9,22
1637,-64,-9,22
1638,-65,-9,22
1639,-65,-9,21
1640,-65,-10,21
1641,-64,-10,21
1642,-65,-10,21
1643,-65,-10,20
1644,-66,-10,20
1645,-66,-10,19
1646,-66,-10,20
1647,-65,-10,20
1648,-66,-10,20
1649,-66,-9,20
1650,-66,-8,20
1651,-66,-7,20
1652,-66,-7,19
1653,-66,-7,18
1654,-66,-6,18
1655,-65,-6,18
1656,-65,-6,17
1657,-65,-5,17
1658,-65,-4,17
1659,-64,-4,17
1660,-64,-3,17
1661,-64,-3,16
1662,-65,-3,16
1663,-64,-3,16
1664,-64,-4,16
1665,-64,-4,17
1666,-65,-4,17
1667,-65,-4,16
1668,-65,-3,16
1669,-66,-3,16
1670,-67,-3,16
1671,-66,-3,16
1672,-66,-3,15
1673,-65,-3,15
1674,-65,-3,16
1675,-65,-2,16
1676,-65,-3,16
1677,-65,-3,17
1678,-65,-3,16
1679,-65,-2,16
1680,-66,-2,16
1681,-66,-2,17
1682,-66,-2,16
1683,-67,-2,16
1684,-68,-2,16
1685,-68,-2,15
1686,-68,-3,15
1687,-67,-3,15
1688,-67,-4,15
1689,-67,-3,15
1690,-67,-3,16
1691,-67,-3,17
1692,-67,-4,17
1693,-67,-3,17
1694,-67,-4,17
1695,-66,-4,17
1696,-66,-4,16
1697,-66,-5,16
1698,-66,-4,16
1699,-66,-5,16
1700,-66,-4,16
1701,-66,-4,15
1702,-66,-5,15
1703,-67,-5,15
1704,-67,-4,15
1705,-67,-4,14
1706,-67,-3,14
1707,-67,-2,14
1708,-67,-1,14
1709,-67,0,14
1710,-67,-1,14
1711,-67,0,14
1712,-67,0,15
1713,-67,1,15
1714,-67,1,16
1715,-67,1,15
1716,-66,1,15
1717,-66,1,14
1718,-65,1,14
1719,-65,0,14
1720,-66,0,14
1721,-66,0,13
1722,-65,0,13
1723,-66,0,13
1724,-66,0,12
1725,-66,0,13
1726,-66,1,13
1727,-65,1,13
1728,-66,1,13
1729,-66,0,13
1730,-66,0,14
1731,-67,0,14
1732,-66,0,14
1733,-66,0,13
1734,-66,0,12
1735,-66,0,11
1736,-66,1,11
1737,-67,1,11
1738,-67,0,11
1739,-67,-1,11
1740,-68,-1,11
1741,-68,-2,11
1742,-69,-2,11
1743,-70,-2,11
1744,-70,-1,11
1745,-70,-1,10
1746,-70,-1,9
1747,-70,-1,8
1748,-70,-1,9
1749,-69,-1,9
1750,-69,-1,10
1751,-70,-1,10
1752,-71,-1,10
1753,-71,-2,10
1754,-71,-2,9
1755,-71,-2,8
1756,-71,-2,7
1757,-71,-2,6
1758,-71,-3,6
1759,-71,-4,6
1760,-71,-3,6
1761,-71,-3,7
1762,-71,-4,7
1763,-72,-4,7
1764,-72,-3,7
1765,-73,-3,7
1766,-73,-3,6
1767,-73,-3,5
1768,-73,-2,5
1769,-73,-2,6
1770,-72,-2,6
1771,-72,-2,7
1772,-72,-2,6
1773,-72,-2,5
1774,-73,-2,5
1775,-73,-3,5
1776,-73,-3,4
1777,-73,-2,4
1778,-73,-2,3
1779,-72,-2,3
1780,-72,-2,4
1781,-73,-2,4
1782,-73,-2,5
1783,-73,-2,6
1784,-73,-1,6
1785,-74,-1,6
1786,-74,-1,5
1787,-73,-1,5
1788,-72,-1,5
1789,-72,-2,5
1790,-71,-2,5
1791,-71,-3,5
1792,-70,-3,5
1793,-70,-3,4
1794,-70,-3,5
1795,-70,-4,5
1796,-69,-4,5
1797,-68,-4,5
1798,-68,-4,6
1799,-67,-4,6
1800,-67,-4,7
1801,-67,-4,8
1802,-66,-4,8
1803,-66,-5,8
1804,-67,-5,8
1805,-67,-5,7
1806,-68,-5,7
1807,-69,-5,7
1808,-69,-5,8
1809,-69,-5,9
1810,-70,-5,9
1811,-69,-5,9
1812,-68,-5,9
1813,-68,-5,10
1814,-67,-5,10
1815,-67,-6,10
1816,-66,-6,10
1817,-67,-6,10
1818,-66,-6,10
1819,-66,-6,9
1820,-65,-6,9
1821,-65,-6,8
1822,-65,-6,9
1823,-66,-6,9
1824,-67,-6,9
1825,-67,-6,10
1826,-67,-6,9
1827,-67,-7,9
1828,-67,-8,9
1829,-68,-8,9
1830,-68,-9,9
1831,-68,-8,9
1832,-69,-8,9
1833,-70,-8,9
1834,-71,-8,9
1835,-71,-8,10
1836,-71,-7,10
1837,-70,-7,10
1838,-70,-6,10
1839,-70,-7,10
1840,-69,-7,10
1841,-69,-7,9
1842,-69,-8,9
1843,-69,-9,9
1844,-69,-9,8
1845,-69,-10,8
1846,-69,-9,8
1847,-68,-9,8
1848,-68,-8,8
1849,-67,-8,8
1850,-66,-8,8
1851,-66,-8,7
1852,-66,-8,6
1853,-67,-8,6
1854,-68,-8,6
1855,-67,-8,6
1856,-66,-8,6
1857,-66,-7,6
1858,-66,-7,7
1859,-66,-7,6
1860,-66,-7,5
1861,-65,-7,5
1862,-65,-7,6
1863,-65,-8,6
1864,-65,-9,6
1865,-65,-8,6
1866,-65,-8,7
1867,-64,-8,7
1868,-63,-8,7
1869,-63,-7,7
1870,-64,-7,7
1871,-64,-8,7
1872,-64,-9,7
1873,-64,-9,8
1874,-64,-9,9
1875,-64,-9,10
1876,-64,-9,11
1877,-64,-9,10
1878,-64,-9,9
1879,-64,-9,10
1880,-64,-8,10
1881,-64,-8,9
1882,-64,-8,8
1883,-64,-9,8
1884,-64,-9,9
1885,-63,-9,9
1886,-63,-8,9
1887,-63,-9,9
1888,-63,-9,8
1889,-63,-8,8
1890,-63,-9,8
1891,-62,-9,8
1892,-62,-9,7
1893,-62,-9,6
1894,-62,-9,7
1895,-62,-8,7
1896,-62,-8,8
1897,-62,-8,9
1898,-63,-8,9
1899,-63,-7,9
1900,-64,-7,9
1901,-64,-8,9
1902,-65,-8,9
1903,-64,-8,9
1904,-64,-8,10
1905,-64,-8,11
1906,-63,-8,11
1907,-63,-8,10
1908,-63,-8,9
1909,-63,-9,9
1910,-63,-10,9
1911,-62,-10,9
1912,-62,-10,10
1913,-62,-10,11
1914,-63,-10,11
1915,-63,-10,10
1916,-64,-10,10
1917,-64,-10,11
1918,-64,-10,12
1919,-64,-9,12
1920,-64,-10,12
1921,-65,-10,12
1922,-65,-11,12
1923,-65,-12,12
1924,-65,-12,11
1925,-64,-12,11
1926,-65,-12,11
1927,-66,-12,11
1928,-66,-12,10
1929,-66,-11,10
1930,-66,-11,9
1931,-66,-11,8
1932,-65,-11,8
1933,-66,-11,8
1934,-66,-11,7
1935,-66,-12,7
1936,-66,-12,8
1937,-66,-13,8
1938,-65,-13,8
1939,-65,-13,7
1940,-65,-14,7
1941,-66,-14,7
1942,-66,-15,7
1943,-66,-16,7
1944,-66,-15,7
1945,-66,-16,7
1946,-66,-17,7
1947,-65,-17,7
1948,-65,-17,6
1949,-65,-18,6
1950,-65,-18,5
1951,-64,-18,5
1952,-65,-18,5
1953,-66,-18,5
1954,-66,-17,5
1955,-66,-18,5
1956,-67,-18,5
1957,-67,-19,5
1958,-67,-19,4
1959,-67,-19,5
1960,-67,-20,5
1961,-66,-20,5
1962,-65,-20,5
1963,-65,-19,5
1964,-64,-19,5
1965,-63,-19,5
1966,-64,-19,5
1967,-63,-19,5
1968,-63,-19,6
1969,-63,-20,6
1970,-63,-20,5
1971,-63,-21,5
1972,-63,-20,5
1973,-63,-20,6
1974,-63,-20,5
1975,-62,-20,5
1976,-62,-20,4
1977,-62,-20,3
1978,-62,-20,4
1979,-61,-20,4
1980,-61,-20,3
1981,-60,-20,3
1982,-60,-21,3
1983,-59,-21,3
1984,-58,-21,3
1985,-57,-21,3
1986,-56,-21,3
1987,-57,-21,3
1988,-56,-21,3
1989,-55,-21,3
1990,-55,-20,3
1991,-54,-20,3
1992,-54,-19,3
1993,-54,-20,3
1994,-54,-20,4
1995,-54,-19,4
1996,-55,-19,4
1997,-54,-19,4
1998,-55,-19,4
1999,-55,-19,3
2000,-55,-20,3
2001,-56,-20,3
2002,-57,-20,3
2003,-57,-20,4
2004,-57,-20,3
2005,-57,-20,4
2006,-57,-20,3
2007,-57,-21,3
2008,-56,-21,3
2009,-55,-21,3
2010,-55,-21,4
2011,-55,-21,5
2012,-55,-22,5
2013,-56,-22,5
2014,-56,-23,5
2015,-56,-23,4
2016,-56,-23,5
2017,-57,-23,5
2018,-57,-23,6
2019,-57,-23,5
2020,-57,-23,4
2021,-56,-23,4
2022,-56,-23,5
2023,-56,-23,6
2024,-56,-24,6
2025,-57,-24,6
2026,-57,-24,7
2027,-57,-23,7
2028,-57,-23,8
2029,-56,-23,8
2030,-57,-23,8
2031,-57,-24,8
2032,-58,-24,8
2033,-58,-23,8
2034,-58,-22,8
2035,-58,-21,8
2036,-58,-21,7
2037,-58,-22,7
2038,-58,-23,7
2039,-58,-23,8
2040,-58,-23,7
2041,-59,-23,7
2042,-60,-23,7
2043,-61,-23,7
2044,-60,-23,7
2045,-61,-23,7
2046,-61,-24,7
2047,-61,-24,6
2048,-60,-24,6
2049,-60,-24,5
2050,-60,-24,4
2051,-60,-24,5
2052,-60,-24,6
2053,-59,-24,6
2054,-59,-24,7
2055,-59,-24,6
2056,-59,-25,6
2057,-59,-25,7
2058,-58,-25,7
2059,-57,-25,7
2060,-57,-26,7
2061,-57,-27,7
2062,-58,-27,7
2063,-58,-26,7
2064,-58,-26,8
2065,-58,-27,8
2066,-58,-26,8
2067,-58,-25,8
2068,-58,-25,7
2069,-59,-25,7
2070,-59,-24,7
2071,-60,-24,7
2072,-60,-25,7
2073,-60,-24,7
2074,-60,-24,6
2075,-61,-24,6
2076,-61,-24,5
2077,-61,-24,4
2078,-61,-25,4
2079,-60,-25,4
2080,-61,-25,4
2081,-61,-25,5
2082,-61,-25,6
2083,-62,-25,6
2084,-62,-25,5
2085,-61,-25,5
2086,-61,-25,4
2087,-61,-25,5
2088,-61,-25,6
2089,-61,-25,5
2090,-61,-24,5
2091,-61,-24,6
2092,-61,-24,5
2093,-62,-24,5
2094,-62,-24,6
2095,-61,-24,6
2096,-61,-25,6
2097,-62,-25,6
2098,-61,-25,6
2099,-62,-25,6
2100,-62,-24,6
2101,-62,-24,5
2102,-62,-24,6
2103,-61,-24,6
2104,-60,-24,6
2105,-60,-23,6
2106,-60,-22,6
2107,-61,-22,6
2108,-60,-22,6
2109,-59,-22,6
2110,-59,-22,7
2111,-59,-23,7
2112,-58,-23,7
2113,-57,-23,7
2114,-56,-23,7
2115,-55,-23,7
2116,-54,-23,7
2117,-54,-22,7
2118,-53,-22,7
2119,-53,-22,8
2120,-53,-22,9
2121,-53,-23,9
2122,-53,-23,8
2123,-54,-23,8
2124,-54,-23,9
2125,-54,-24,9
2126,-54,-24,8
2127,-54,-25,8
2128,-54,-26,8
2129,-55,-26,8
2130,-54,-26,8
2131,-54,-25,8
2132,-53,-25,8
2133,-52,-25,8
2134,-52,-25,7
2135,-52,-24,7
2136,-52,-24,8
2137,-52,-24,7
2138,-52,-24,8
2139,-52,-24,9
2140,-53,-24,9
2141,-53,-25,9
2142,-53,-26,9
2143,-54,-26,9
2144,-53,-26,9
2145,-53,-26,8
2146,-53,-26,9
2147,-53,-27,9
2148,-53,-27,8
2149,-54,-27,8
2150,-54,-27,9
2151,-55,-27,9
2152,-55,-27,8
2153,-54,-27,8
2154,-54,-27,7
2155,-55,-27,7
2156,-56,-27,7
2157,-55,-27,7
2158,-55,-26,7
2159,-54,-26,7
2160,-53,-26,7
2161,-52,-26,7
2162,-53,-26,7
2163,-54,-26,7
2164,-53,-26,7
2165,-52,-26,7
2166,-52,-27,7
2167,-52,-27,6
2168,-52,-27,5
2169,-52,-26,5
2170,-52,-26,6
2171,-52,-26,5
2172,-52,-26,4
2173,-52,-26,5
2174,-52,-27,5
2175,-52,-27,6
2176,-52,-28,6
2177,-52,-28,7
2178,-53,-28,7
2179,-53,-28,6
2180,-53,-28,5
2181,-53,-28,6
2182,-53,-27,6
2183,-54,-27,6
2184,-54,-26,6
2185,-54,-25,6
2186,-53,-25,6
2187,-53,-25,5
2188,-53,-26,5
2189,-53,-27,5
2190,-53,-27,4
2191,-54,-27,4
2192,-54,-28,4
2193,-53,-28,4
2194,-52,-28,4
2195,-53,-28,4
2196,-53,-27,4
2197,-52,-27,4
2198,-52,-27,3
2199,-52,-28,3
2200,-51,-28,3
2201,-51,-27,3
2202,-50,-27,3
2203,-50,-27,4
2204,-51,-27,4
2205,-51,-26,4
2206,-50,-26,4
2207,-50,-27,4
2208,-50,-27,3
2209,-50,-27,4
2210,-50,-26,4
2211,-50,-26,5
2212,-51,-26,5
2213,-51,-26,4
2214,-50,-26,4
2215,-50,-26,3
2216,-49,-26,3
2217,-49,-26,4
2218,-49,-26,5
2219,-48,-26,5
2220,-48,-26,6
2221,-48,-25,6
2222,-48,-25,5
2223,-48,-25,4
2224,-48,-25,5
2225,-49,-25,5
2226,-49,-26,5
2227,-50,-26,5
2228,-50,-26,6
2229,-49,-26,6
2230,-48,-26,6
2231,-48,-26,7
2232,-48,-25,7
2233,-48,-25,8
2234,-48,-24,8
2235,-48,-25,8
2236,-48,-25,7
2237,-47,-25,7
2238,-47,-25,6
2239,-47,-24,6
2240,-47,-24,7
2241,-47,-23,7
2242,-47,-23,8
2243,-47,-24,8
2244,-46,-24,8
2245,-46,-24,7
2246,-45,-24,7
2247,-45,-23,7
2248,-45,-23,8
2249,-45,-23,9
2250,-46,-23,9
2251,-46,-24,9
2252,-46,-24,8
2253,-46,-23,8
2254,-46,-22,8
2255,-47,-22,8
2256,-47,-22,9
2257,-46,-22,9
2258,-46,-21,9
2259,-46,-20,9
2260,-47,-20,9
2261,-47,-20,10
2262,-47,-19,10
2263,-47,-18,10
2264,-47,-18,9
2265,-47,-18,10
2266,-47,-19,10
2267,-47,-19,11
2268,-46,-19,11
2269,-46,-18,11
2270,-46,-19,11
2271,-46,-19,12
2272,-45,-19,12
2273,-45,-20,12
2274,-44,-20,12
2275,-44,-21,12
2276,-43,-21,12
2277,-43,-22,12
2278,-42,-22,12
2279,-42,-22,13
2280,-41,-22,13
2281,-41,-23,13
2282,-42,-23,13
2283,-42,-24,13
2284,-43,-24,13
2285,-43,-23,13
2286,-43,-24,13
2287,-44,-24,13
2288,-43,-24,13
2289,-43,-24,14
2290,-44,-24,14
2291,-44,-24,15
2292,-44,-24,16
2293,-44,-23,16
2294,-44,-22,16
2295,-44,-21,16
2296,-44,-20,16
2297,-44,-20,15
2298,-45,-20,15
2299,-44,-20,15
2300,-44,-21,15
2301,-44,-22,15
2302,-44,-23,15
2303,-43,-23,15
2304,-42,-23,15
2305,-42,-23,16
2306,-42,-23,15
2307,-42,-23,14
2308,-42,-24,14
2309,-43,-24,14
2310,-43,-25,14
2311,-43,-26,14
2312,-42,-26,14
2313,-42,-25,14
2314,-42,-25,15
2315,-43,-25,15
2316,-43,-25,14
2317,-43,-24,14
2318,-43,-23,14
2319,-42,-23,14
2320,-42,-24,14
2321,-42,-25,14
2322,-42,-26,14
2323,-42,-26,15
2324,-41,-26,15
2325,-41,-26,16
2326,-40,-26,16
2327,-40,-27,16
2328,-40,-28,16
2329,-41,-28,16
2330,-42,-28,16
2331,-42,-28,17
2332,-42,-27,17
2333,-42,-28,17
2334,-42,-29,17
2335,-42,-30,17
2336,-42,-30,16
2337,-41,-30,16
2338,-41,-30,15
2339,-41,-31,15
2340,-42,-31,15
2341,-43,-31,15
2342,-42,-31,15
2343,-41,-31,15
2344,-41,-31,14
2345,-40,-31,14
2346,-40,-31,13
2347,-40,-32,13
2348,-39,-32,13
2349,-39,-31,13
2350,-40,-31,13
2351,-39,-31,13
2352,-39,-31,12
2353,-39,-31,13
2354,-39,-30,13
2355,-38,-30,13
2356,-37,-30,13
2357,-37,-29,13
2358,-38,-29,13
2359,-39,-29,13
2360,-39,-30,13
2361,-39,-31,13
2362,-40,-31,13
2363,-40,-31,12
2364,-40,-32,12
2365,-41,-32,12
2366,-42,-32,12
2367,-41,-32,12
2368,-41,-33,12
2369,-40,-33,12
2370,-40,-33,11
2371,-39,-33,11
2372,-39,-33,10
2373,-40,-33,10
2374,-39,-33,10
2375,-38,-33,10
2376,-37,-33,10
2377,-38,-33,10
2378,-38,-34,10
2379,-37,-34,10
2380,-38,-34,10
2381,-39,-34,10
2382,-39,-34,9
2383,-39,-34,8
2384,-39,-34,7
2385,-39,-33,7
2386,-39,-33,8
2387,-38,-33,8
2388,-38,-34,8
2389,-38,-34,7
2390,-38,-34,8
2391,-38,-33,8
2392,-38,-34,8
2393,-38,-34,9
2394,-39,-34,9
2395,-39,-34,10
2396,-39,-34,9
2397,-38,-34,9
2398,-37,-34,9
2399,-37,-35,9
2400,-37,-34,9
2401,-38,-34,9
2402,-38,-34,8
2403,-39,-34,8
2404,-38,-34,8
2405,-37,-34,8
2406,-37,-34,9
2407,-37,-33,9
2408,-37,-34,9
2409,-37,-35,9
2410,-36,-35,9
2411,-36,-34,9
2412,-36,-34,8
2413,-36,-33,8
2414,-36,-34,8
2415,-36,-34,9
2416,-35,-34,9
2417,-35,-35,9
2418,-35,-35,8
2419,-35,-35,7
2420,-36,-35,7
2421,-36,-35,8
2422,-36,-36,8
2423,-36,-36,9
2424,-35,-36,9
2425,-35,-36,8
2426,-35,-36,9
2427,-35,-36,10
2428,-35,-36,9
2429,-35,-37,9
2430,-35,-36,9
2431,-35,-36,10
2432,-36,-36,10
2433,-36,-36,11
2434,-37,-36,11
2435,-37,-37,11
2436,-38,-37,11
2437,-37,-37,11
2438,-36,-37,11
2439,-35,-37,11
2440,-35,-37,12
2441,-36,-37,12
2442,-37,-37,12
2443,-38,-37,12
2444,-38,-36,12
2445,-38,-36,13
2446,-37,-36,13
2447,-37,-35,13
2448,-37,-35,12
2449,-38,-35,12
2450,-39,-35,12
2451,-39,-34,12
2452,-39,-35,12
2453,-38,-35,12
2454,-38,-35,13
2455,-38,-36,13
2456,-37,-36,13
2457,-37,-35,13
2458,-37,-35,12
2459,-37,-36,12
2460,-37,-35,12
2461,-37,-34,12
2462,-37,-34,11
2463,-38,-34,11
2464,-38,-33,11
2465,-38,-33,10
2466,-38,-33,9
2467,-37,-33,9
2468,-38,-33,9
2469,-39,-33,9
2470,-38,-33,9
2471,-39,-33,9
2472,-40,-33,9
2473,-40,-33,10
2474,-40,-32,10
2475,-39,-32,10
2476,-39,-31,10
2477,-38,-31,10
2478,-38,-31,9
2479,-38,-31,8
2480,-38,-32,8
2481,-38,-31,8
2482,-38,-31,9
2483,-38,-32,9
2484,-38,-32,8
2485,-38,-32,7
2486,-38,-31,7
2487,-37,-31,7
2488,-36,-31,7
2489,-36,-32,7
2490,-35,-32,7
2491,-35,-33,7
2492,-35,-33,8
2493,-34,-33,8
2494,-34,-33,7
2495,-34,-33,6
2496,-34,-33,7
2497,-34,-32,7
2498,-34,-32,6
2499,-35,-32,6
2500,-35,-33,6
2501,-35,-34,6
2502,-34,-34,6
2503,-33,-34,6
2504,-33,-34,7
2505,-33,-34,8
2506,-33,-34,7
2507,-32,-34,7
2508,-32,-34,6
2509,-32,-35,6
2510,-31,-35,6
2511,-30,-35,6
2512,-30,-35,5
2513,-30,-35,4
2514,-29,-35,4
2515,-29,-35,3
2516,-28,-35,3
2517,-28,-35,2
2518,-28,-35,1
2519,-29,-35,1
2520,-30,-35,1
2521,-30,-34,1
2522,-31,-34,1
2523,-31,-33,1
2524,-31,-33,2
2525,-31,-32,2
2526,-31,-31,2
2527,-30,-31,2
2528,-30,-32,2
2529,-31,-32,2
2530,-31,-31,2
2531,-32,-31,2
2532,-32,-30,2
2533,-32,-30,1
2534,-32,-29,1
2535,-32,-29,2
2536,-32,-29,3
2537,-32,-29,4
2538,-33,-29,4
2539,-33,-29,5
2540,-33,-29,4
2541,-33,-28,4
2542,-34,-28,4
2543,-34,-28,5
2544,-34,-29,5
2545,-34,-29,6
2546,-34,-30,6
2547,-35,-30,6
2548,-34,-30,6
2549,-34,-30,7
2550,-34,-31,7
2551,-34,-30,7
2552,-34,-30,6
2553,-34,-30,5
2554,-34,-30,6
2555,-34,-31,6
2556,-34,-31,5
2557,-34,-32,5
2558,-34,-33,5
2559,-35,-33,5
2560,-36,-33,5
2561,-36,-34,5
2562,-36,-34,4
2563,-36,-35,4
2564,-37,-35,4
2565,-36,-35,4
2566,-35,-35,4
2567,-34,-35,4
2568,-34,-35,3
2569,-34,-35,2
2570,-34,-35,1
2571,-35,-35,1
2572,-36,-35,1
2573,-36,-36,1
2574,-36,-36,0
2575,-37,-36,0
2576,-37,-37,0
2577,-37,-37,-1
2578,-37,-36,-1
2579,-37,-36,0
2580,-37,-36,-1
2581,-37,-36,0
2582,-37,-35,0
2583,-38,-35,0
2584,-38,-35,1
2585,-37,-35,1
2586,-38,-35,1
2587,-38,-35,0
2588,-38,-34,0
2589,-38,-34,-1
2590,-37,-34,-1
2591,-37,-34,0
2592,-36,-34,0
2593,-36,-33,0
2594,-36,-34,0
2595,-36,-34,-1
2596,-35,-34,-1
2597,-35,-34,0
2598,-35,-35,0
2599,-35,-36,0
2600,-35,-35,0
2601,-35,-35,-1
2602,-34,-35,-1
2603,-34,-34,-1
2604,-34,-33,-1
2605,-34,-33,0
2606,-34,-33,1
2607,-33,-33,1
2608,-33,-32,1
2609,-33,-33,1
2610,-33,-32,1
2611,-33,-33,1
2612,-32,-33,1
2613,-32,-32,1
2614,-32,-32,2
2615,-32,-31,2
2616,-33,-31,2
2617,-33,-32,2
2618,-33,-33,2
2619,-34,-33,2
2620,-34,-33,1
2621,-34,-33,0
2622,-35,-33,0
2623,-35,-34,0
2624,-35,-34,-1
2625,-34,-34,-1
2626,-34,-35,-1
2627,-34,-35,0
2628,-33,-35,0
2629,-33,-35,-1
2630,-33,-35,-2
2631,-32,-35,-2
2632,-32,-35,-3
2633,-32,-35,-2
2634,-33,-35,-2
2635,-32,-35,-2
2636,-32,-34,-2
2637,-32,-33,-2
2638,-32,-34,-2
2639,-33,-34,-2
2640,-34,-34,-2
2641,-33,-34,-2
2642,-33,-35,-2
2643,-33,-35,-1
2644,-32,-35,-1
2645,-32,-35,-2
2646,-32,-34,-2
2647,-32,-35,-2
2648,-32,-36,-2
2649,-32,-35,-2
2650,-32,-35,-3
2651,-31,-35,-3
2652,-30,-35,-3
2653,-30,-36,-3
2654,-31,-36,-3
2655,-32,-36,-3
2656,-32,-35,-3
2657,-32,-34,-3
2658,-33,-34,-3
2659,-33,-33,-3
2660,-32,-33,-3
2661,-32,-33,-4
2662,-32,-34,-4
2663,-33,-34,-4
2664,-33,-34,-3
2665,-34,-34,-3
2666,-35,-34,-3
2667,-35,-35,-3
2668,-34,-35,-3
2669,-34,-36,-3
2670,-35,-36,-3
2671,-35,-37,-3
2672,-35,-36,-3
2673,-35,-37,-3
2674,-35,-38,-3
2675,-34,-38,-3
2676,-33,-38,-3
2677,-33,-38,-2
2678,-33,-38,-1
2679,-33,-38,-2
2680,-33,-37,-2
2681,-33,-36,-2
2682,-32,-36,-2
2683,-32,-35,-2
2684,-31,-35,-2
2685,-32,-35,-2
2686,-32,-35,-1
2687,-32,-35,0
2688,-32,-35,1
2689,-31,-35,1
2690,-31,-34,1
2691,-31,-35,1
2692,-31,-35,2
2693,-31,-34,2
2694,-31,-34,1
2695,-30,-34,1
2696,-30,-35,1
2697,-31,-35,1
2698,-31,-35,0
2699,-31,-36,0
2700,-30,-36,0
2701,-30,-37,0
2702,-30,-36,0
2703,-30,-35,0
2704,-30,-35,1
2705,-30,-34,1
2706,-30,-34,0
2707,-30,-33,0
2708,-30,-34,0
2709,-29,-34,0
2710,-29,-34,-1
2711,-29,-34,0
2712,-29,-34,1
2713,-29,-34,2
2714,-29,-35,2
2715,-30,-35,2
2716,-31,-35,2
2717,-31,-35,3
2718,-31,-36,3
2719,-31,-37,3
2720,-30,-37,3
2721,-31,-37,3
2722,-31,-38,3
2723,-32,-38,3
2724,-32,-38,4
2725,-32,-38,5
2726,-32,-37,5
2727,-31,-37,5
2728,-31,-38,5
2729,-31,-39,5
2730,-31,-39,6
2731,-31,-39,5
2732,-32,-39,5
2733,-32,-39,6
2734,-32,-39,7
2735,-32,-40,7
2736,-32,-41,7
