#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.945552    0.945552           0
           2     1.01919    0.982371   0.0260353
           3     1.10385     1.02286   0.0373414
           4     1.15476     1.05584   0.0399969
           5     1.15677     1.07602   0.0367401
           6     1.15059     1.08845   0.0326509
           7     1.17648     1.10103   0.0303116
           8     1.17119      1.1098   0.0277624
           9     1.17092     1.11659    0.025495
          10     1.18189     1.12312   0.0237671
          11     1.16646     1.12706   0.0219307
          12     1.16449     1.13018   0.0203237
          13     1.21704     1.13686   0.0198284
          14     1.20988     1.14208   0.0190858
          15     1.18474     1.14492   0.0180241
          16     1.15237     1.14539   0.0169036
          17     1.15337     1.14586   0.0159158
          18     1.16036     1.14666   0.0150519
          19     1.18234     1.14854   0.0143764
          20      1.1876     1.15049   0.0137896
          21     1.17727     1.15177   0.0131917
          22     1.17324     1.15274   0.0126282
          23     1.17109     1.15354   0.0121043
          24     1.14252     1.15308   0.0116087
          25     1.13294     1.15228   0.0111722
          26     1.13097     1.15146   0.0107725
          27     1.15872     1.15173   0.0103769
          28     1.14771     1.15158   0.0100073
          29     1.17482     1.15238  0.00969424
          30     1.19691     1.15387  0.00948404
          31     1.17225     1.15446  0.00919663
          32     1.19349     1.15568  0.00898973
          33     1.22487     1.15778  0.00895845
          34     1.24781     1.16042  0.00907791
          35     1.25654     1.16317  0.00922456
          36     1.22034     1.16476  0.00910398
          37     1.19531     1.16558   0.0088953
          38     1.18568     1.16611  0.00867692
          39     1.18398     1.16657  0.00846653
          40     1.19473     1.16728  0.00828409
          41     1.17641      1.1675  0.00808504
          42     1.17648     1.16771  0.00789536
          43      1.2172     1.16886  0.00779516
          44     1.21549     1.16992  0.00768968
          45     1.17533     1.17004  0.00751974
          46     1.13404     1.16926  0.00739688
          47     1.15952     1.16905  0.00724241
          48     1.17337     1.16914  0.00709208
          49     1.17993     1.16936  0.00695076
          50      1.1659     1.16929  0.00681209
          51     1.16319     1.16917  0.00667957
          52     1.14003     1.16861  0.00657459
          53     1.15233     1.16831  0.00645772
          54     1.15146     1.16799  0.00634567
          55     1.16487     1.16794  0.00623054
          56     1.18939     1.16832  0.00613105
          57     1.16115     1.16819  0.00602478
          58     1.17033     1.16823  0.00592102
          59     1.18755     1.16856  0.00582971
          60     1.23375     1.16965  0.00583291
          61     1.23194     1.17067  0.00582601
          62     1.22808     1.17159  0.00580517
          63     1.22797     1.17249  0.00578159
          64     1.22341     1.17328  0.00574575
          65     1.22876     1.17414  0.00572039
          66     1.21041     1.17469  0.00566005
          67     1.19129     1.17493  0.00558099
          68     1.19782     1.17527  0.00550906
          69     1.20383     1.17568  0.00544474
          70     1.17669      1.1757  0.00536697
          71     1.19507     1.17597  0.00529831
          72     1.21747     1.17655  0.00525598
          73     1.17656     1.17655  0.00518398
          74     1.16917     1.17645  0.00511489
          75     1.23429     1.17722  0.00510449
          76     1.28208      1.1786  0.00522046
          77     1.23745     1.17936   0.0052083
          78     1.18508     1.17944  0.00514204
          79     1.17666      1.1794  0.00507707
          80     1.18585     1.17948  0.00501425
          81     1.22802     1.18008  0.00498802
          82     1.20949     1.18044  0.00494007
          83     1.21682     1.18088  0.00489995
          84     1.22773     1.18144  0.00487327
          85     1.16976      1.1813  0.00481787
          86      1.1512     1.18095  0.00477455
          87      1.1445     1.18053  0.00473801
          88     1.19304     1.18067   0.0046863
          89      1.1938     1.18082  0.00463597
          90     1.18803      1.1809  0.00458515
          91     1.20956     1.18121  0.00454556
          92     1.23316     1.18178  0.00453108
          93      1.1783     1.18174  0.00448251
          94     1.19097     1.18184   0.0044359
          95     1.19432     1.18197  0.00439115
          96     1.17477      1.1819  0.00434605
          97     1.18363     1.18191  0.00430128
          98      1.1763     1.18186  0.00425778
          99     1.15723     1.18161  0.00422203
         100     1.13066      1.1811  0.00421044
         101     1.15727     1.18086  0.00417535
         102     1.16038     1.18066  0.00413924
         103     1.13004     1.18017  0.00412813
         104     1.13499     1.17974  0.00411123
         105     1.15179     1.17947  0.00408069
         106     1.16104      1.1793  0.00404589
         107     1.18901     1.17939   0.0040091
         108     1.19144      1.1795  0.00397353
         109     1.22545     1.17992  0.00395938
         110     1.24788     1.18054   0.0039713
         111      1.1868     1.18059  0.00393592
         112     1.18873     1.18067  0.00390145
         113     1.20878     1.18092  0.00387485
         114     1.21159     1.18119  0.00385019
         115     1.19941     1.18134  0.00381997
         116     1.18769      1.1814  0.00378743
         117     1.18436     1.18142  0.00375514
