#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.984693    0.984693           0
           2     1.06996     1.02733   0.0301472
           3     1.14179     1.06548   0.0370731
           4      1.1669     1.09084    0.035429
           5     1.15528     1.10372    0.030598
           6     1.19282     1.11857   0.0288776
           7     1.21199     1.13192   0.0276647
           8     1.18364     1.13838   0.0249507
           9     1.18326     1.14337   0.0226712
          10     1.22604     1.15164   0.0218595
          11     1.24038     1.15971   0.0213091
          12     1.21313     1.16416    0.019993
          13     1.19021     1.16616   0.0185552
          14     1.18416     1.16745   0.0172743
          15     1.22317     1.17116   0.0165173
          16     1.24125     1.17554   0.0160554
          17     1.22824     1.17864   0.0154073
          18     1.21055     1.18042    0.014653
          19      1.2158     1.18228   0.0139997
          20     1.17996     1.18216   0.0133001
          21     1.18852     1.18246   0.0126703
          22     1.18388     1.18253   0.0120945
          23     1.23335     1.18474   0.0117687
          24     1.24652     1.18731   0.0115564
          25     1.21504     1.18842   0.0111473
          26     1.17257     1.18781   0.0107352
          27     1.17779     1.18744    0.010344
          28     1.18682     1.18742  0.00997462
          29     1.20517     1.18803  0.00964943
          30     1.25393     1.19023  0.00957456
          31     1.25709     1.19238  0.00950552
          32     1.28351     1.19523  0.00962556
          33     1.25528     1.19705   0.0095043
          34     1.20133     1.19718   0.0092256
          35     1.21139     1.19758  0.00897094
          36     1.23365     1.19859  0.00877751
          37     1.20312     1.19871  0.00854114
          38     1.20075     1.19876  0.00831654
          39     1.20091     1.19882  0.00810348
          40     1.19312     1.19867  0.00790214
          41     1.21826     1.19915  0.00772384
          42     1.21475     1.19952  0.00754886
          43     1.21173     1.19981  0.00737864
          44     1.20396      1.1999  0.00721155
          45      1.1984     1.19987  0.00705137
          46     1.18539     1.19955   0.0069051
          47      1.1787     1.19911  0.00677243
          48     1.19429     1.19901  0.00663208
          49     1.19529     1.19893  0.00649716
          50     1.21198     1.19919  0.00637246
          51     1.20021     1.19921  0.00624754
          52     1.23844     1.19997  0.00617276
          53     1.22804      1.2005  0.00607898
          54     1.20239     1.20053  0.00596651
          55     1.18938     1.20033  0.00586147
          56      1.2015     1.20035  0.00575684
          57     1.19801     1.20031  0.00565599
          58      1.2338     1.20089  0.00558787
          59     1.23874     1.20153  0.00552986
          60     1.21293     1.20172  0.00544095
          61     1.20496     1.20177  0.00535202
          62     1.20844     1.20188  0.00526677
          63     1.21799     1.20214  0.00518938
          64     1.19777     1.20207  0.00510875
          65     1.19701     1.20199  0.00503074
          66     1.20805     1.20208  0.00495535
          67     1.20502     1.20213  0.00488159
          68     1.22694     1.20249  0.00482343
          69     1.19089     1.20232  0.00475645
          70     1.22875      1.2027  0.00470346
          71     1.25205     1.20339   0.0046883
          72     1.25757     1.20415  0.00468316
          73     1.20928     1.20422  0.00461954
          74     1.16726     1.20372  0.00458404
          75     1.21892     1.20392  0.00452739
          76     1.24296     1.20443  0.00449687
          77     1.24417     1.20495  0.00446798
          78     1.23961     1.20539  0.00443274
          79     1.23693     1.20579  0.00439456
          80     1.23199     1.20612  0.00435182
          81     1.23326     1.20646  0.00431097
          82     1.22105     1.20663  0.00426206
          83     1.19395     1.20648  0.00421345
          84     1.21414     1.20657  0.00416428
          85     1.20266     1.20653  0.00411554
          86      1.1954      1.2064  0.00406972
          87     1.20494     1.20638  0.00402298
          88     1.20999     1.20642  0.00397747
          89     1.21167     1.20648  0.00393322
          90     1.19575     1.20636  0.00389132
          91     1.19065     1.20619  0.00385239
          92     1.23068     1.20645   0.0038197
          93       1.251     1.20693  0.00380854
          94     1.23242      1.2072  0.00377766
          95     1.27408     1.20791  0.00380292
          96     1.26375     1.20849  0.00380752
          97     1.27467     1.20917  0.00382891
          98     1.26038      1.2097  0.00382533
          99     1.22098     1.20981  0.00378838
         100     1.22178     1.20993  0.00375239
         101     1.22989     1.21013  0.00372044
         102     1.25575     1.21057  0.00371075
         103     1.22692     1.21073  0.00367812
         104     1.21923     1.21081  0.00364366
         105     1.24582     1.21115  0.00362417
         106     1.28206     1.21182  0.00365121
         107     1.26901     1.21235    0.003656
         108     1.24937     1.21269  0.00363819
         109     1.24558       1.213   0.0036173
         110     1.24136     1.21325  0.00359359
         111     1.20929     1.21322   0.0035614
         112     1.19834     1.21308  0.00353207
         113     1.20178     1.21298  0.00350223
         114     1.20714     1.21293  0.00347189
         115     1.21644     1.21296  0.00344183
         116     1.24114     1.21321  0.00342072
         117     1.23414     1.21339  0.00339616
         118     1.21532      1.2134  0.00336742
         119     1.17988     1.21312  0.00335088
         120     1.19564     1.21297  0.00332612
         121     1.20015     1.21287  0.00330032
         122     1.23259     1.21303  0.00327723
         123     1.26352     1.21344  0.00327619
         124     1.26292     1.21384  0.00327397
         125     1.25113     1.21414  0.00326135
         126     1.20019     1.21403  0.00323734
         127     1.19914     1.21391  0.00321397
         128     1.20964     1.21388  0.00318904
         129     1.23633     1.21405  0.00316906
         130     1.24901     1.21432  0.00315607
         131     1.24241     1.21453  0.00313925
         132      1.2301     1.21465  0.00311768
         133     1.24205     1.21486  0.00310104
         134     1.27153     1.21528   0.0031066
         135     1.26474     1.21565  0.00310512
         136     1.26658     1.21602  0.00310479
         137     1.26458     1.21638  0.00310229
         138     1.25474     1.21665  0.00309224
         139     1.26023     1.21697  0.00308584
         140     1.22954     1.21706  0.00306511
         141     1.24459     1.21725  0.00304958
         142     1.23686     1.21739  0.00303123
         143     1.24284     1.21757  0.00301525
         144     1.26263     1.21788  0.00301051
         145     1.23126     1.21797  0.00299116
         146     1.24432     1.21815  0.00297611
         147     1.22207     1.21818  0.00295598
         148     1.17894     1.21792  0.00294788
         149     1.17136      1.2176   0.0029446
         150     1.17737     1.21734  0.00293716
         151     1.21142      1.2173  0.00291797
         152     1.22229     1.21733  0.00289896
         153     1.19527     1.21719  0.00288359
         154     1.21739     1.21719  0.00286487
         155      1.2311     1.21728  0.00284779
         156     1.22865     1.21735  0.00283047
         157     1.20093     1.21724  0.00281437
         158     1.19681     1.21712  0.00279953
         159     1.21082     1.21708   0.0027822
         160      1.2075     1.21702  0.00276546
         161     1.21142     1.21698   0.0027485
         162     1.23917     1.21712  0.00273494
         163     1.25923     1.21738  0.00273034
         164     1.26694     1.21768  0.00273036
         165     1.27298     1.21801  0.00273431
         166      1.2424     1.21816  0.00272178
         167     1.22959     1.21823  0.00270634
         168      1.1951     1.21809  0.00269374
         169      1.1911     1.21793  0.00268253
         170     1.22073     1.21795   0.0026668
         171     1.24562     1.21811  0.00265611
         172     1.25726     1.21834   0.0026504
         173     1.24786     1.21851  0.00264057
         174     1.24219     1.21864   0.0026289
         175       1.241     1.21877  0.00261698
         176     1.20697     1.21871  0.00260297
         177      1.2323     1.21878   0.0025894
         178     1.24711     1.21894  0.00257973
         179     1.22863       1.219  0.00256589
         180     1.20125      1.2189  0.00255353
         181     1.21165     1.21886  0.00253973
         182     1.21661     1.21884  0.00252581
         183     1.21183     1.21881   0.0025123
         184     1.21532     1.21879  0.00249872
         185      1.2196     1.21879  0.00248521
         186      1.2023      1.2187  0.00247343
         187     1.18972     1.21855  0.00246506
         188      1.2032     1.21847   0.0024533
         189     1.19285     1.21833  0.00244406
         190      1.1885     1.21817  0.00243623
         191     1.18636     1.21801  0.00242916
         192     1.20673     1.21795  0.00241722
         193     1.22474     1.21798  0.00240495
         194      1.2306     1.21805  0.00239344
         195     1.25166     1.21822  0.00238736
         196     1.22618     1.21826  0.00237552
         197      1.2361     1.21835  0.00236519
         198     1.24671      1.2185  0.00235758
         199     1.23032     1.21855  0.00234648
         200     1.21853     1.21855  0.00233475
