#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.964333    0.964333           0
           2     1.04676     1.00555   0.0291424
           3     1.11995     1.04368   0.0367011
           4     1.12096       1.063   0.0322115
           5      1.1137     1.07314   0.0273188
           6     1.11263     1.07972    0.023545
           7     1.13014     1.08692   0.0212546
           8     1.14852     1.09462   0.0199438
           9     1.14955     1.10073   0.0186382
          10     1.16548      1.1072   0.0178637
          11     1.17507     1.11337   0.0172724
          12     1.20747     1.12121   0.0175227
          13      1.1423     1.12284   0.0162497
          14     1.14662     1.12453   0.0151776
          15     1.16741     1.12739   0.0144324
          16     1.21623     1.13295   0.0145593
          17      1.1826     1.13587   0.0139929
          18     1.15052     1.13668   0.0132391
          19     1.14204     1.13696   0.0125453
          20     1.15666     1.13795   0.0119567
          21     1.18344     1.14011   0.0115819
          22     1.19968     1.14282   0.0113675
          23     1.18961     1.14486   0.0110538
          24       1.175     1.14611   0.0106643
          25     1.19679     1.14814   0.0104287
          26     1.21865     1.15085   0.0103742
          27      1.1992     1.15264   0.0101433
          28     1.18505      1.1538   0.0098469
          29     1.18716     1.15495  0.00957433
          30      1.1855     1.15597  0.00930919
          31      1.1653     1.15627  0.00901376
          32     1.17385     1.15682  0.00874881
          33     1.18622     1.15771  0.00852893
          34     1.20742     1.15917  0.00840246
          35     1.23447     1.16132   0.0084333
          36     1.21954     1.16294  0.00835265
          37     1.20956      1.1642   0.0082214
          38     1.20262     1.16521  0.00806697
          39     1.19455     1.16596  0.00789512
          40     1.21125      1.1671  0.00777851
          41     1.25728      1.1693  0.00789366
          42     1.26093     1.17148  0.00800153
          43     1.19638     1.17206  0.00783637
          44     1.16694     1.17194  0.00765913
          45     1.20394     1.17265  0.00752187
          46     1.22296     1.17374  0.00743742
          47     1.18817     1.17405  0.00728551
          48     1.20495     1.17469   0.0071621
          49      1.2057     1.17533  0.00704384
          50     1.24112     1.17664  0.00702478
          51     1.26248     1.17833   0.0070858
          52     1.24167     1.17954  0.00705346
          53     1.21522     1.18022  0.00695243
          54      1.1965     1.18052  0.00683021
          55     1.18126     1.18053  0.00670604
          56     1.18968      1.1807  0.00658828
          57     1.21418     1.18128  0.00649884
          58     1.21903     1.18193  0.00641928
          59     1.19164      1.1821  0.00631259
          60     1.19715     1.18235  0.00621236
          61     1.20697     1.18275  0.00612361
          62     1.20891     1.18318  0.00603936
          63      1.1747     1.18304  0.00594499
          64     1.15931     1.18267  0.00586365
          65     1.19341     1.18284  0.00577577
          66     1.19155     1.18297  0.00568977
          67     1.18433     1.18299  0.00560488
          68     1.19575     1.18318   0.0055256
          69     1.18813     1.18325  0.00544598
          70     1.18328     1.18325  0.00536818
          71     1.19625     1.18343   0.0052957
          72     1.17855     1.18336  0.00522258
          73     1.20775      1.1837  0.00516171
          74     1.24255     1.18449  0.00515288
          75     1.23701     1.18519  0.00513153
          76     1.21072     1.18553  0.00507499
          77     1.22354     1.18602  0.00503304
          78     1.24718     1.18681  0.00502921
          79      1.2289     1.18734   0.0049937
          80     1.22447      1.1878   0.0049528
          81       1.212      1.1881  0.00490066
          82     1.20404      1.1883  0.00484474
          83     1.19588     1.18839  0.00478724
