#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     0.95683     0.95683           0
           2     1.05915     1.00799   0.0361747
           3     1.10072      1.0389   0.0349088
           4     1.08119     1.04947   0.0277363
           5     1.09773     1.05912   0.0238091
           6     1.14413     1.07329   0.0236844
           7      1.1463     1.08372   0.0224802
           8     1.14285     1.09111     0.02085
           9     1.16815     1.09967   0.0202142
          10      1.1852     1.10823   0.0199203
          11      1.1894     1.11561    0.019428
          12     1.18957     1.12177   0.0187614
          13     1.17763     1.12607   0.0178035
          14     1.17692      1.1297   0.0168984
          15     1.19609     1.13412   0.0163411
          16     1.16756     1.13621   0.0154528
          17     1.15893     1.13755   0.0146015
          18     1.13845      1.1376   0.0137904
          19      1.1665     1.13912   0.0131482
          20     1.18861      1.1416   0.0127214
          21     1.17455     1.14316   0.0122121
          22     1.17965     1.14482   0.0117691
          23     1.20215     1.14732   0.0115183
          24     1.20721     1.14981   0.0113055
          25      1.2301     1.15302   0.0113002
          26     1.25481     1.15694   0.0115238
          27     1.21066     1.15893   0.0112675
          28     1.19186      1.1601   0.0109263
          29      1.2063      1.1617    0.010665
          30     1.20679      1.1632   0.0104149
          31     1.20964      1.1647   0.0101861
          32     1.20869     1.16607  0.00996016
          33     1.20114     1.16714  0.00971485
          34     1.24336     1.16938  0.00968435
          35      1.2853     1.17269  0.00995797
          36     1.27494     1.17553   0.0100783
          37     1.28118     1.17839   0.0102023
          38     1.29404     1.18143   0.0103779
          39     1.28265     1.18402   0.0104313
          40     1.26501     1.18605   0.0103651
          41     1.29635     1.18874   0.0104556
          42     1.28149     1.19095   0.0104373
          43     1.24178     1.19213   0.0102613
          44      1.2218      1.1928   0.0100502
          45     1.21006     1.19319  0.00983418
          46     1.23125     1.19401  0.00965514
          47     1.23203     1.19482  0.00948352
          48     1.23201      1.1956  0.00931755
          49     1.20527      1.1958  0.00912948
          50     1.21283     1.19614  0.00895325
          51     1.19819     1.19618  0.00877779
          52     1.22295     1.19669  0.00862408
          53     1.17702     1.19632  0.00846934
          54     1.16496     1.19574  0.00833239
          55     1.20262     1.19587  0.00818183
          56     1.17627     1.19552  0.00804321
          57     1.15319     1.19477   0.0079363
          58     1.15852     1.19415  0.00782404
          59     1.15962     1.19356  0.00771329
          60     1.14935     1.19283  0.00761986
          61     1.15792     1.19225   0.0075164
          62     1.16899     1.19188  0.00740452
          63     1.15864     1.19135  0.00730577
          64     1.16232      1.1909  0.00720568
          65     1.15685     1.19037  0.00711383
          66     1.14959     1.18976  0.00703283
          67     1.18126     1.18963  0.00692901
          68     1.19519     1.18971  0.00682759
          69     1.16183     1.18931  0.00674059
          70     1.17747     1.18914  0.00664641
          71     1.14826     1.18856   0.0065777
          72     1.16986      1.1883  0.00649147
          73     1.19249     1.18836   0.0064028
          74     1.21814     1.18876  0.00632891
          75      1.2164     1.18913  0.00625524
          76     1.20874     1.18939  0.00617826
          77     1.20466     1.18959  0.00610121
          78     1.20524     1.18979  0.00602628
          79     1.21443      1.1901  0.00595807
          80     1.20621      1.1903    0.005887
          81     1.16917     1.19004   0.0058201
          82      1.1937     1.19008  0.00574929
          83     1.18349        1.19  0.00568057
          84     1.20762     1.19021  0.00561681
          85     1.21236     1.19047  0.00555677
          86     1.21227     1.19073  0.00549793
          87     1.23539     1.19124  0.00545865
          88     1.17231     1.19103  0.00540086
          89      1.1798      1.1909  0.00534165
          90     1.17295      1.1907  0.00528602
          91     1.17987     1.19058  0.00522927
          92     1.17297     1.19039  0.00517593
          93     1.14998     1.18996  0.00513848
          94     1.14411     1.18947  0.00510691
          95     1.14969     1.18905  0.00507029
          96     1.16985     1.18885  0.00502142
          97     1.17031     1.18866  0.00497329
          98     1.18817     1.18865  0.00492254
          99     1.17129     1.18848  0.00487594
         100     1.15592     1.18815  0.00483804
         101     1.20026     1.18827  0.00479162
         102     1.20669     1.18845  0.00474805
         103     1.18169     1.18839  0.00470241
         104     1.16221     1.18814  0.00466392
         105     1.17794     1.18804  0.00462052
         106     1.21871     1.18833  0.00458598
         107     1.18795     1.18832  0.00454312
         108     1.18195     1.18827  0.00450143
         109      1.1867     1.18825  0.00446016
         110     1.20775     1.18843  0.00442314
         111      1.2245     1.18875  0.00439521
         112     1.19527     1.18881  0.00435635
         113     1.19828     1.18889   0.0043186
         114     1.20766     1.18906  0.00428386
         115     1.18153     1.18899  0.00424711
         116     1.19651     1.18906  0.00421099
         117      1.1959     1.18912   0.0041754
         118     1.20063     1.18921  0.00414116
         119     1.17742     1.18912  0.00410754
         120     1.19758     1.18919  0.00407392
         121     1.18719     1.18917  0.00404028
         122     1.20146     1.18927  0.00400842
         123     1.20571      1.1894  0.00397806
         124     1.21563     1.18962   0.0039516
         125     1.22544      1.1899  0.00393036
         126     1.22685      1.1902   0.0039101
         127     1.22061     1.19043  0.00388663
         128     1.22239     1.19068  0.00386428
         129     1.22853     1.19098  0.00384545
         130     1.21063     1.19113  0.00381884
         131     1.20237     1.19121  0.00379065
         132     1.24393     1.19161  0.00378291
         133     1.19974     1.19168  0.00375496
         134     1.17447     1.19155  0.00372913
         135      1.1635     1.19134  0.00370729
         136      1.2089     1.19147  0.00368228
         137     1.20888      1.1916  0.00365759
         138      1.2266     1.19185  0.00363987
         139     1.23202     1.19214  0.00362514
         140     1.19244     1.19214  0.00359925
         141     1.21132     1.19228  0.00357629
         142     1.20015     1.19233  0.00355153
         143     1.17968     1.19224   0.0035278
         144      1.2154      1.1924  0.00350696
