         1.91321        -1.63507         2.50529
       0.0755591         1.48673         -1.5929
        0.604202        -1.45917       -0.703938
        -1.12911         2.69751        -2.35249
       -0.535544         1.96821         -1.4007
        0.755567       -0.966934      -0.0284567
        0.847596        0.539056        -1.17649
         1.83724        0.810292          1.3365
       -0.682173        -1.50943        0.142962
        0.613473       -0.653148       -0.716042
        0.740836       -0.941276        0.564832
       -0.132969         1.84252        -1.30831
        0.652111       0.0668681        0.329056
       -0.447038       -0.217837       -0.585582
         1.61215       -0.787654        0.207833
         1.68463      -0.0334561       -0.288704
       0.0872246       -0.578557       -0.164994
       -0.602694         1.77037        -0.74118
          1.3534        -1.40129       -0.196435
         0.43408       -0.184834        0.710218
        0.955235        -1.06108       -0.269569
       -0.592697         1.43498       -0.142641
         2.03283        -2.85215       -0.261507
         1.59601        -1.47295       -0.677648
      -0.0224824        0.119945        0.884017
        0.269076        0.511106       0.0865046
         1.12801       -0.704595        0.419644
        -1.75929       -0.110169        0.255535
       -0.315651         2.73362        -1.25319
       -0.715847       -0.943835        0.526589
         1.68772        -1.85673      -0.0506785
       -0.113669        -1.19403        0.209773
        -1.01737       -0.232999         1.14815
         1.21354        0.916434        0.633446
       -0.109747          0.5986         2.25801
        0.282004        0.186841         1.19634
       -0.604365        0.665451         3.01364
       -0.814623        -1.28714        0.165113
          0.7204        0.340628         2.14651
        -1.23322         2.14052       -0.585247
         -1.8469       -0.449975        -3.21583
       -0.375941        0.761731        -1.11246
        0.592149         0.13092       -0.325312
       0.0458207        -1.67045         0.76067
       -0.906427        0.117569       0.0977131
       -0.132809         2.28146        -1.02737
        0.211643        0.570817         0.19852
         1.40497        0.382024        0.272047
         2.42295        0.550672        -1.84167
         2.00411       -0.307736       -0.296942
       -0.306644       -0.783405       0.0235062
         1.27694       -0.565616     -0.00215131
        -0.62396          1.5672       -0.190306
       -0.188977         1.23782        0.976327
        0.932687       -0.424508        -1.02767
        -1.20133         1.03972        0.703346
       -0.590854        0.634335       -0.911848
       -0.565342       -0.949309       0.0426471
        0.554195       -0.329182        0.507245
        -1.81353      -0.0203637        0.575772
         1.71521        -1.06899       -0.401909
        0.227963        -0.14829      -0.0601754
         1.48772       -0.106274        -0.58132
        0.582658        -1.66388        0.666479
        -1.42174        -2.33655        0.300009
        0.157933       -0.115047        0.368449
       -0.131164        0.348244        -3.01183
         1.35234       0.0277375          -1.481
        0.066774         1.05547        -1.13794
        0.355963       -0.408887        0.981225
        0.123114      -0.0692271         1.20174
        -1.80049       -0.959514        0.602114
       -0.201316        -1.73656        0.589034
       -0.511231        0.764074        -0.33446
       -0.473934        0.527161       -0.688732
        0.615279         1.66459        0.470431
        -1.64179        0.408038        0.872563
       -0.586802       -0.395721         2.22727
        -0.77045        0.789976         1.57945
        -1.32155       -0.708255        -1.38025
         1.04093       -0.680732        0.852105
        -1.25434      -0.0995565          2.0915
       -0.565602        0.564934        -1.29961
       -0.180028          2.0168       0.0815985
         1.82587      -0.0912275        -1.42145
        0.757359        -1.64427       -0.119726
       -0.611819       -0.410275        -1.69794
       -0.721875         -1.3329        0.104403
       -0.899464        0.510219         1.28508
        -1.74833       -0.320809       0.0564109
        0.103187        0.744945        0.801918
       0.0115438       -0.444876        0.305177
         0.18364       -0.691925       -0.808309
       -0.659792        0.167711       -0.583155
       -0.988608          0.9281         2.64508
        -1.01332         2.12662      -0.0108747
        -2.94804        0.422366        0.801956
         1.33374        0.404291        0.571515
        0.114766       -0.760663       -0.590188
        -2.56899       -0.964165        -1.31488
         1.34872       -0.611897        0.203149
       -0.444907         1.56228        -1.47045
        0.442936        -0.50368       -0.204756
        -1.82679         1.45143          1.3042
        -1.24666       -0.266429      -0.0552443
        0.592245         1.22889       -0.564257
       -0.843785       -0.444848        -1.11084
       -0.217431        -1.24746        0.917015
