BLOCK,ACTUAL_M,M_AVE,ERROR
1,4.035200e-02,4.035200e-02,0.000000e+00
2,4.362800e-02,4.199000e-02,1.158241e-03
3,5.081600e-02,4.493200e-02,2.523187e-03
4,4.936400e-02,4.604000e-02,2.121766e-03
5,3.718400e-02,4.426880e-02,2.321837e-03
6,5.210400e-02,4.557467e-02,2.272614e-03
7,3.763200e-02,4.444000e-02,2.213159e-03
8,6.702800e-02,4.726350e-02,3.275014e-03
9,4.814800e-02,4.736178e-02,2.912598e-03
10,3.396400e-02,4.602200e-02,2.913232e-03
11,6.696800e-02,4.792618e-02,3.210960e-03
12,5.824000e-02,4.878567e-02,3.056246e-03
13,4.095600e-02,4.818338e-02,2.879883e-03
14,2.839200e-02,4.676971e-02,3.001157e-03
15,4.625200e-02,4.673520e-02,2.801278e-03
16,4.795200e-02,4.681125e-02,2.627230e-03
17,4.674400e-02,4.680729e-02,2.472690e-03
18,5.685600e-02,4.736556e-02,2.397510e-03
19,5.503200e-02,4.776905e-02,2.305029e-03
20,3.625600e-02,4.719340e-02,2.260516e-03
21,4.074800e-02,4.688648e-02,2.173609e-03
22,4.759200e-02,4.691855e-02,2.075045e-03
23,4.355600e-02,4.677235e-02,1.989970e-03
24,5.452400e-02,4.709533e-02,1.933088e-03
25,6.917200e-02,4.797840e-02,2.047554e-03
26,4.306000e-02,4.778923e-02,1.977521e-03
27,5.651600e-02,4.811244e-02,1.930512e-03
28,4.016800e-02,4.782871e-02,1.882300e-03
29,5.127600e-02,4.794759e-02,1.821143e-03
30,5.010000e-02,4.801933e-02,1.761851e-03
31,5.807600e-02,4.834374e-02,1.734626e-03
32,6.199200e-02,4.877025e-02,1.732060e-03
33,5.398400e-02,4.892824e-02,1.686764e-03
34,5.164000e-02,4.900800e-02,1.639038e-03
35,4.736800e-02,4.896114e-02,1.592878e-03
36,5.856000e-02,4.922778e-02,1.570789e-03
37,3.584400e-02,4.886605e-02,1.569432e-03
38,4.277200e-02,4.870568e-02,1.536303e-03
39,2.268800e-02,4.803856e-02,1.635353e-03
40,4.426400e-02,4.794420e-02,1.597189e-03
41,3.557200e-02,4.764244e-02,1.586483e-03
42,4.661200e-02,4.761790e-02,1.548900e-03
43,4.555200e-02,4.756986e-02,1.513624e-03
44,3.824000e-02,4.735782e-02,1.494002e-03
45,4.374400e-02,4.727751e-02,1.462958e-03
46,2.138400e-02,4.671461e-02,1.535635e-03
47,5.878400e-02,4.697140e-02,1.524282e-03
48,7.569600e-02,4.756983e-02,1.605706e-03
49,4.119200e-02,4.743967e-02,1.578203e-03
50,4.541200e-02,4.739912e-02,1.547160e-03
51,5.184000e-02,4.748620e-02,1.519272e-03
52,4.173600e-02,4.737562e-02,1.494074e-03
53,6.237600e-02,4.765864e-02,1.492450e-03
54,6.518800e-02,4.798326e-02,1.499700e-03
55,4.506800e-02,4.793025e-02,1.473369e-03
56,3.602000e-02,4.771757e-02,1.462329e-03
57,6.969200e-02,4.810309e-02,1.486623e-03
58,5.218000e-02,4.817338e-02,1.462652e-03
59,3.842000e-02,4.800807e-02,1.447173e-03
60,4.163600e-02,4.790187e-02,1.426945e-03
61,4.463200e-02,4.784826e-02,1.404559e-03
62,3.440400e-02,4.763142e-02,1.398544e-03
63,3.504800e-02,4.743168e-02,1.390534e-03
64,5.631200e-02,4.757044e-02,1.375713e-03
65,5.540000e-02,4.769089e-02,1.359811e-03
66,4.320400e-02,4.762291e-02,1.340906e-03
67,5.161200e-02,4.768245e-02,1.322214e-03
68,5.341200e-02,4.776671e-02,1.305451e-03
69,4.169200e-02,4.767867e-02,1.289497e-03
70,2.909600e-02,4.741320e-02,1.298114e-03
71,6.731200e-02,4.769346e-02,1.309736e-03
72,5.630000e-02,4.781300e-02,1.296988e-03
73,4.141200e-02,4.772532e-02,1.282182e-03
74,6.033200e-02,4.789568e-02,1.276123e-03
75,3.346400e-02,4.770325e-02,1.273533e-03
76,4.999200e-02,4.773337e-02,1.257132e-03
77,4.881200e-02,4.774738e-02,1.240883e-03
78,4.646800e-02,4.773097e-02,1.225083e-03
79,6.525200e-02,4.795276e-02,1.229487e-03
80,6.616400e-02,4.818040e-02,1.235013e-03
81,4.142000e-02,4.809694e-02,1.222583e-03
82,5.434000e-02,4.817307e-02,1.210041e-03
83,6.541200e-02,4.838077e-02,1.213157e-03
84,5.900000e-02,4.850719e-02,1.205283e-03
85,2.918000e-02,4.827981e-02,1.212361e-03
86,4.050800e-02,4.818944e-02,1.201628e-03
87,6.012400e-02,4.832662e-02,1.195620e-03
88,3.668800e-02,4.819436e-02,1.189326e-03
89,3.455600e-02,4.804112e-02,1.185794e-03
90,3.924400e-02,4.794338e-02,1.176640e-03
91,5.334800e-02,4.800277e-02,1.165208e-03
92,3.636400e-02,4.787626e-02,1.159390e-03
93,4.768800e-02,4.787424e-02,1.146925e-03
94,4.622400e-02,4.785668e-02,1.134858e-03
95,4.087600e-02,4.778320e-02,1.125289e-03
96,5.118800e-02,4.781867e-02,1.114126e-03
97,3.459600e-02,4.768235e-02,1.110948e-03
98,3.681600e-02,4.757147e-02,1.105131e-03
99,4.364800e-02,4.753184e-02,1.094679e-03
100,6.033200e-02,4.765984e-02,1.091190e-03
