BLOCK,ACTUAL_M,M_AVE,ERROR
1,3.521200e-02,3.521200e-02,0.000000e+00
2,3.655600e-02,3.588400e-02,4.751758e-04
3,3.798800e-02,3.658533e-02,6.544191e-04
4,4.786800e-02,3.940600e-02,2.491590e-03
5,2.608800e-02,3.674240e-02,3.106275e-03
6,2.927200e-02,3.549733e-02,2.827098e-03
7,2.508800e-02,3.401029e-02,2.787012e-03
8,5.396800e-02,3.650500e-02,3.375292e-03
9,3.886000e-02,3.676667e-02,3.010385e-03
10,2.871200e-02,3.596120e-02,2.815041e-03
11,4.578800e-02,3.685455e-02,2.697156e-03
12,4.574800e-02,3.759567e-02,2.572201e-03
13,3.067200e-02,3.706308e-02,2.428851e-03
14,2.260400e-02,3.603029e-02,2.465183e-03
15,3.701600e-02,3.609600e-02,2.301713e-03
16,4.316400e-02,3.653775e-02,2.199838e-03
17,4.064400e-02,3.677929e-02,2.083655e-03
18,4.668000e-02,3.732933e-02,2.039203e-03
19,4.640400e-02,3.780695e-02,1.987022e-03
20,3.424000e-02,3.762860e-02,1.895658e-03
21,3.754800e-02,3.762476e-02,1.805393e-03
22,3.670400e-02,3.758291e-02,1.723814e-03
23,3.060400e-02,3.727948e-02,1.675358e-03
24,4.372800e-02,3.754817e-02,1.626955e-03
25,5.812400e-02,3.837120e-02,1.757768e-03
26,3.498000e-02,3.824077e-02,1.694993e-03
27,3.999600e-02,3.830578e-02,1.633462e-03
28,2.781200e-02,3.793100e-02,1.617547e-03
29,3.860800e-02,3.795434e-02,1.561938e-03
30,2.760400e-02,3.760933e-02,1.547509e-03
31,4.065200e-02,3.770748e-02,1.500698e-03
32,5.050000e-02,3.810725e-02,1.506107e-03
33,4.096800e-02,3.819394e-02,1.462960e-03
34,3.776400e-02,3.818129e-02,1.419986e-03
35,3.674000e-02,3.814011e-02,1.380012e-03
36,4.762400e-02,3.840356e-02,1.366592e-03
37,2.312800e-02,3.799070e-02,1.390622e-03
38,2.929200e-02,3.776179e-02,1.372738e-03
39,2.076800e-02,3.732605e-02,1.404996e-03
40,3.741600e-02,3.732830e-02,1.369873e-03
41,3.574800e-02,3.728976e-02,1.337003e-03
42,4.075200e-02,3.737219e-02,1.307709e-03
43,4.034400e-02,3.744130e-02,1.279122e-03
44,2.219600e-02,3.709482e-02,1.296129e-03
45,3.030000e-02,3.694382e-02,1.276091e-03
46,2.005600e-02,3.657670e-02,1.300088e-03
47,4.960400e-02,3.685387e-02,1.301638e-03
48,6.234800e-02,3.738500e-02,1.378631e-03
49,2.788000e-02,3.719102e-02,1.364074e-03
50,3.866800e-02,3.722056e-02,1.337112e-03
51,4.766800e-02,3.742541e-02,1.326494e-03
52,3.050000e-02,3.729223e-02,1.307653e-03
53,5.397200e-02,3.760694e-02,1.320308e-03
54,5.627600e-02,3.795267e-02,1.340358e-03
55,3.153200e-02,3.783593e-02,1.321062e-03
56,3.544000e-02,3.779314e-02,1.298164e-03
57,5.702400e-02,3.813053e-02,1.318502e-03
58,4.360000e-02,3.822483e-02,1.299137e-03
59,3.876000e-02,3.823390e-02,1.277150e-03
60,3.260000e-02,3.814000e-02,1.259311e-03
61,3.591600e-02,3.810354e-02,1.239194e-03
62,2.909600e-02,3.795826e-02,1.227694e-03
63,2.685200e-02,3.778197e-02,1.220798e-03
64,3.471600e-02,3.773406e-02,1.202663e-03
65,4.385600e-02,3.782825e-02,1.187843e-03
66,2.897200e-02,3.769406e-02,1.177400e-03
67,4.582400e-02,3.781540e-02,1.166063e-03
68,4.627600e-02,3.793982e-02,1.155533e-03
69,3.516800e-02,3.789965e-02,1.139485e-03
70,1.859600e-02,3.762389e-02,1.156094e-03
71,5.277600e-02,3.783730e-02,1.159341e-03
72,4.444800e-02,3.792911e-02,1.146869e-03
73,3.158000e-02,3.784214e-02,1.134451e-03
74,4.739200e-02,3.797119e-02,1.126437e-03
75,2.636000e-02,3.781637e-02,1.122007e-03
76,3.701600e-02,3.780584e-02,1.107293e-03
77,3.905200e-02,3.782203e-02,1.093031e-03
78,3.419600e-02,3.777554e-02,1.080006e-03
79,4.920400e-02,3.792020e-02,1.075980e-03
80,5.513200e-02,3.813535e-02,1.083826e-03
81,3.455200e-02,3.809111e-02,1.071348e-03
82,4.011200e-02,3.811576e-02,1.058567e-03
83,5.520800e-02,3.832169e-02,1.065655e-03
84,4.803600e-02,3.843733e-02,1.059225e-03
85,2.441600e-02,3.827238e-02,1.059531e-03
86,3.943600e-02,3.828591e-02,1.047297e-03
87,4.423600e-02,3.835430e-02,1.037490e-03
88,2.639600e-02,3.821841e-02,1.034561e-03
89,1.970400e-02,3.801038e-02,1.043642e-03
90,3.070400e-02,3.792920e-02,1.035199e-03
91,3.970000e-02,3.794866e-02,1.024006e-03
92,2.813600e-02,3.784200e-02,1.018415e-03
93,4.064800e-02,3.787217e-02,1.007911e-03
94,4.290000e-02,3.792566e-02,9.986067e-04
95,3.477200e-02,3.789246e-02,9.886467e-04
96,3.974800e-02,3.791179e-02,9.785372e-04
97,3.783200e-02,3.791097e-02,9.684495e-04
98,3.323600e-02,3.786327e-02,9.597416e-04
99,4.008000e-02,3.788566e-02,9.503084e-04
100,5.078400e-02,3.801464e-02,9.495183e-04
