BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,3.191604e-01,3.191604e-01,0.000000e+00
2,3.261346e-01,3.226475e-01,2.465742e-03
3,3.348589e-01,3.267179e-01,3.707830e-03
4,3.228629e-01,3.257542e-01,2.903422e-03
5,3.334837e-01,3.273001e-01,2.703142e-03
6,3.245154e-01,3.268360e-01,2.292116e-03
7,3.303924e-01,3.273440e-01,2.020193e-03
8,3.098796e-01,3.251610e-01,2.700866e-03
9,3.350706e-01,3.262621e-01,2.615598e-03
10,3.316814e-01,3.268040e-01,2.409528e-03
11,3.204609e-01,3.262273e-01,2.258427e-03
12,3.342234e-01,3.268937e-01,2.166295e-03
13,3.205682e-01,3.264071e-01,2.053576e-03
14,3.300571e-01,3.266678e-01,1.923370e-03
15,3.205082e-01,3.262572e-01,1.838459e-03
16,3.285742e-01,3.264020e-01,1.729249e-03
17,3.306702e-01,3.266531e-01,1.645654e-03
18,3.243619e-01,3.265258e-01,1.559144e-03
19,3.265584e-01,3.265275e-01,1.477084e-03
20,3.283238e-01,3.266173e-01,1.405958e-03
21,3.246064e-01,3.265216e-01,1.342264e-03
22,3.191723e-01,3.261875e-01,1.322169e-03
23,3.308607e-01,3.263907e-01,1.280200e-03
24,3.185899e-01,3.260656e-01,1.267449e-03
25,3.265469e-01,3.260849e-01,1.216897e-03
26,3.215088e-01,3.259089e-01,1.182753e-03
27,3.330385e-01,3.261729e-01,1.168052e-03
28,3.451380e-01,3.268503e-01,1.308057e-03
29,3.291911e-01,3.269310e-01,1.265440e-03
30,3.415454e-01,3.274181e-01,1.313683e-03
31,3.294207e-01,3.274827e-01,1.272893e-03
32,3.313909e-01,3.276049e-01,1.238960e-03
33,3.391634e-01,3.279551e-01,1.249946e-03
34,3.318497e-01,3.280697e-01,1.218420e-03
35,3.269140e-01,3.280367e-01,1.184055e-03
36,3.279500e-01,3.280342e-01,1.151167e-03
37,3.383274e-01,3.283124e-01,1.153179e-03
38,3.264135e-01,3.282625e-01,1.123915e-03
39,3.326400e-01,3.283747e-01,1.100687e-03
40,3.388113e-01,3.286356e-01,1.103662e-03
41,3.274901e-01,3.286077e-01,1.077097e-03
42,3.276692e-01,3.285853e-01,1.051683e-03
43,3.375043e-01,3.287928e-01,1.047480e-03
44,3.346339e-01,3.289255e-01,1.032052e-03
45,3.217194e-01,3.287654e-01,1.021465e-03
46,3.244789e-01,3.286722e-01,1.003501e-03
47,3.388538e-01,3.288888e-01,1.005260e-03
48,3.184386e-01,3.286711e-01,1.007617e-03
49,3.334165e-01,3.287680e-01,9.916964e-04
50,3.271920e-01,3.287364e-01,9.723632e-04
51,3.312801e-01,3.287863e-01,9.545755e-04
52,3.270573e-01,3.287531e-01,9.367973e-04
53,3.265984e-01,3.287124e-01,9.200036e-04
54,3.312297e-01,3.287590e-01,9.041467e-04
55,3.241767e-01,3.286757e-01,8.915381e-04
56,3.283121e-01,3.286692e-01,8.756415e-04
57,3.246303e-01,3.285984e-01,8.631415e-04
58,3.308472e-01,3.286371e-01,8.491302e-04
59,3.275232e-01,3.286182e-01,8.349481e-04
60,3.322369e-01,3.286786e-01,8.232077e-04
61,3.359698e-01,3.287981e-01,8.183441e-04
62,3.270490e-01,3.287699e-01,8.056311e-04
63,3.235644e-01,3.286873e-01,7.970692e-04
64,3.313322e-01,3.287286e-01,7.856856e-04
65,3.234348e-01,3.286471e-01,7.778078e-04
66,3.414284e-01,3.288408e-01,7.897629e-04
67,3.349486e-01,3.289320e-01,7.832191e-04
68,3.332866e-01,3.289960e-01,7.743148e-04
69,3.391764e-01,3.291435e-01,7.770224e-04
70,3.267587e-01,3.291095e-01,7.666686e-04
71,3.292005e-01,3.291107e-01,7.558715e-04
72,3.243758e-01,3.290450e-01,7.482286e-04
73,3.140892e-01,3.288401e-01,7.655136e-04
74,3.241869e-01,3.287772e-01,7.577471e-04
75,3.184737e-01,3.286398e-01,7.599955e-04
76,3.309607e-01,3.286704e-01,7.506088e-04
77,3.303068e-01,3.286916e-01,7.411615e-04
78,3.260087e-01,3.286572e-01,7.324571e-04
79,3.374010e-01,3.287679e-01,7.315001e-04
80,3.341986e-01,3.288358e-01,7.254993e-04
81,3.421993e-01,3.290008e-01,7.350620e-04
82,3.318341e-01,3.290353e-01,7.269094e-04
83,3.452230e-01,3.292304e-01,7.438553e-04
84,3.142159e-01,3.290516e-01,7.561706e-04
85,3.262084e-01,3.290182e-01,7.480139e-04
86,3.294316e-01,3.290230e-01,7.393315e-04
87,3.274075e-01,3.290044e-01,7.310666e-04
88,3.180223e-01,3.288796e-01,7.333334e-04
89,3.367349e-01,3.289679e-01,7.303859e-04
90,3.193272e-01,3.288608e-01,7.300833e-04
91,3.356985e-01,3.289359e-01,7.259168e-04
92,3.175294e-01,3.288119e-01,7.285375e-04
93,3.416796e-01,3.289503e-01,7.337249e-04
94,3.326408e-01,3.289895e-01,7.269690e-04
95,3.284811e-01,3.289842e-01,7.193364e-04
96,3.235982e-01,3.289281e-01,7.140278e-04
97,3.259268e-01,3.288971e-01,7.073368e-04
98,3.193996e-01,3.288002e-01,7.067271e-04
99,3.269417e-01,3.287815e-01,6.998377e-04
100,3.295444e-01,3.287891e-01,6.928809e-04
