BLOCK,ACTUAL_M,M_AVE,ERROR
1,1.000000e+00,1.000000e+00,0.000000e+00
2,1.000000e+00,1.000000e+00,0.000000e+00
3,1.000000e+00,1.000000e+00,0.000000e+00
4,1.000000e+00,1.000000e+00,0.000000e+00
5,9.993520e-01,9.998704e-01,1.159178e-04
6,9.999080e-01,9.998767e-01,9.676738e-05
7,9.997880e-01,9.998640e-01,8.376839e-05
8,9.999880e-01,9.998795e-01,7.471759e-05
9,9.998560e-01,9.998769e-01,6.646125e-05
10,9.999960e-01,9.998888e-01,6.087311e-05
11,9.999920e-01,9.998982e-01,5.605750e-05
12,9.999920e-01,9.999060e-01,5.192837e-05
13,9.999640e-01,9.999105e-01,4.812516e-05
14,1.000000e+00,9.999169e-01,4.511062e-05
15,9.999880e-01,9.999216e-01,4.235184e-05
16,9.999360e-01,9.999225e-01,3.971441e-05
17,9.999920e-01,9.999266e-01,3.758810e-05
18,1.000000e+00,9.999307e-01,3.572045e-05
19,1.000000e+00,9.999343e-01,3.402631e-05
20,9.999040e-01,9.999328e-01,3.235874e-05
21,9.999920e-01,9.999356e-01,3.094040e-05
22,1.000000e+00,9.999385e-01,2.967209e-05
23,9.999720e-01,9.999400e-01,2.841763e-05
24,9.898880e-01,9.995212e-01,4.109182e-04
25,1.000000e+00,9.995403e-01,3.949276e-04
26,9.999920e-01,9.995577e-01,3.801200e-04
27,9.999960e-01,9.995739e-01,3.663880e-04
28,1.000000e+00,9.995891e-01,3.536185e-04
29,1.000000e+00,9.996033e-01,3.417085e-04
30,1.000000e+00,9.996165e-01,3.305740e-04
31,9.997880e-01,9.996221e-01,3.199565e-04
32,9.999920e-01,9.996336e-01,3.101667e-04
33,9.999600e-01,9.996435e-01,3.009253e-04
34,1.000000e+00,9.996540e-01,2.922572e-04
35,9.999960e-01,9.996638e-01,2.840703e-04
36,1.000000e+00,9.996731e-01,2.763329e-04
37,1.000000e+00,9.996819e-01,2.690057e-04
38,1.000000e+00,9.996903e-01,2.620568e-04
39,9.999960e-01,9.996982e-01,2.554545e-04
40,1.000000e+00,9.997057e-01,2.491796e-04
41,1.000000e+00,9.997129e-01,2.432054e-04
42,1.000000e+00,9.997197e-01,2.375109e-04
43,9.999360e-01,9.997247e-01,2.320406e-04
44,1.000000e+00,9.997310e-01,2.268513e-04
45,9.999960e-01,9.997369e-01,2.218866e-04
46,1.000000e+00,9.997426e-01,2.171367e-04
47,9.999600e-01,9.997472e-01,2.125660e-04
48,9.997680e-01,9.997477e-01,2.081380e-04
49,1.000000e+00,9.997528e-01,2.039540e-04
50,9.980160e-01,9.997181e-01,2.028114e-04
51,1.000000e+00,9.997236e-01,1.989100e-04
52,9.999960e-01,9.997288e-01,1.951538e-04
53,9.999920e-01,9.997338e-01,1.915348e-04
54,9.999720e-01,9.997382e-01,1.880386e-04
55,9.987200e-01,9.997197e-01,1.855288e-04
56,1.000000e+00,9.997247e-01,1.822833e-04
57,1.000000e+00,9.997295e-01,1.791493e-04
58,9.995000e-01,9.997256e-01,1.761043e-04
59,9.995480e-01,9.997226e-01,1.731452e-04
60,9.999640e-01,9.997266e-01,1.703062e-04
61,1.000000e+00,9.997311e-01,1.675732e-04
62,1.000000e+00,9.997354e-01,1.649265e-04
63,9.999920e-01,9.997395e-01,1.623589e-04
64,9.999960e-01,9.997435e-01,1.598715e-04
65,1.000000e+00,9.997474e-01,1.574607e-04
66,9.999640e-01,9.997507e-01,1.551091e-04
67,9.999800e-01,9.997541e-01,1.528318e-04
68,9.999920e-01,9.997576e-01,1.506243e-04
69,9.999840e-01,9.997609e-01,1.484770e-04
70,9.999960e-01,9.997643e-01,1.463939e-04
71,1.000000e+00,9.997676e-01,1.443696e-04
72,9.997880e-01,9.997679e-01,1.423648e-04
73,9.999800e-01,9.997708e-01,1.404442e-04
74,9.998520e-01,9.997719e-01,1.385506e-04
75,1.000000e+00,9.997749e-01,1.367367e-04
76,1.000000e+00,9.997779e-01,1.349696e-04
77,1.000000e+00,9.997808e-01,1.332475e-04
78,9.999880e-01,9.997834e-01,1.315657e-04
79,9.998160e-01,9.997838e-01,1.299010e-04
80,9.999520e-01,9.997859e-01,1.282942e-04
81,1.000000e+00,9.997886e-01,1.267375e-04
82,9.733360e-01,9.994660e-01,3.441946e-04
83,9.999960e-01,9.994724e-01,3.401069e-04
84,1.000000e+00,9.994787e-01,3.361160e-04
85,9.993200e-01,9.994768e-01,3.321669e-04
86,9.999920e-01,9.994828e-01,3.283585e-04
87,9.999760e-01,9.994885e-01,3.246332e-04
88,1.000000e+00,9.994943e-01,3.209962e-04
89,9.999840e-01,9.994998e-01,3.174367e-04
90,1.000000e+00,9.995053e-01,3.139582e-04
91,9.999400e-01,9.995101e-01,3.105445e-04
92,9.999920e-01,9.995153e-01,3.072132e-04
93,9.980600e-01,9.994997e-01,3.043081e-04
94,1.000000e+00,9.995050e-01,3.011173e-04
95,9.999960e-01,9.995102e-01,2.979920e-04
96,9.999960e-01,9.995152e-01,2.949309e-04
97,9.996840e-01,9.995170e-01,2.918955e-04
98,9.999520e-01,9.995214e-01,2.889507e-04
99,9.999840e-01,9.995261e-01,2.860698e-04
100,9.992800e-01,9.995236e-01,2.832197e-04
